Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
0,-3.12,0.00,14.47,8,0.27,1077,0.00,0.00,12.98,16,10.23,13.00,91,4.93,-9.78,4.92,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
88,-2.34,0.00,14.59,8,0.27,1103,0.00,0.00,12.98,16,10.23,10.00,91,4.93,-9.77,4.92,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
174,-3.12,0.00,14.59,8,0.26,1108,0.00,0.00,12.98,16,10.23,9.50,91,4.93,-9.77,4.88,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
261,-3.12,0.00,14.59,8,0.27,1090,0.00,0.00,12.98,16,10.23,11.50,91,4.93,-9.73,4.95,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
348,-2.34,0.00,14.47,8,0.27,1080,0.00,0.00,12.98,16,10.23,11.00,91,4.93,-9.75,4.92,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
434,-2.34,0.00,14.59,8,0.28,1090,0.00,0.00,12.98,16,10.23,11.00,91,4.93,-9.75,4.92,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
521,-3.12,0.00,14.70,8,0.27,1096,0.00,0.00,12.98,16,10.23,10.50,91,4.93,-9.75,4.92,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
608,-3.12,0.00,14.59,8,0.26,1101,0.00,0.00,12.98,16,10.23,11.50,91,4.93,-9.75,4.88,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
695,-3.12,0.00,14.59,8,0.27,1088,0.00,0.00,12.98,16,10.23,11.00,91,4.93,-9.73,4.88,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
782,-3.12,0.00,14.36,8,0.27,1080,0.00,0.00,12.98,16,9.88,11.50,91,4.93,-9.75,4.92,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
868,-3.12,0.00,14.47,8,0.28,1081,0.00,0.00,12.98,16,9.88,11.00,91,4.93,-9.75,4.92,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
955,-3.91,0.00,14.24,8,0.28,1076,0.00,0.00,12.98,16,9.88,11.50,91,4.93,-9.71,4.99,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
1041,-3.91,0.00,14.47,8,0.27,1093,0.00,0.00,12.98,16,10.23,9.50,91,4.93,-9.67,4.99,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
1129,-3.12,0.00,14.36,8,0.27,1096,0.00,0.00,12.98,16,10.23,9.50,91,5.08,-9.67,5.05,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
1215,-3.12,0.00,14.47,8,0.28,1086,0.00,0.00,12.98,16,10.23,10.50,91,5.08,-9.67,5.05,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
1302,-2.34,0.00,14.59,8,0.28,1089,0.00,0.00,12.98,16,10.23,10.50,91,5.08,-9.63,5.11,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
1389,-3.12,0.00,14.70,8,0.28,1096,0.00,0.00,12.97,16,9.88,9.50,91,5.08,-9.63,5.18,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
1475,-2.34,0.00,14.70,8,0.28,1096,0.00,0.00,12.97,16,10.23,9.50,91,5.08,-9.57,5.18,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
