Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
0,23.89,0.10,2570,0.00,0.00,16,-10.16,-10.50,3.92,8.95,-3.64,0.64
187,23.89,0.10,2560,0.00,0.00,16,-10.16,-10.50,3.92,8.78,-3.64,0.64
359,24.00,0.11,2554,0.00,0.00,16,-10.16,-10.50,3.92,8.86,-3.64,0.64
531,23.66,0.10,2552,0.00,0.00,16,-10.16,-10.50,3.92,8.74,-3.64,0.64
703,23.66,0.10,2546,0.00,0.00,16,-10.16,-10.50,3.92,8.44,-3.64,0.64
875,23.54,0.11,2538,0.00,0.00,16,-10.16,-10.50,3.92,9.04,-3.35,0.64
1047,23.89,0.10,2512,0.00,0.00,16,-10.16,-10.50,3.92,8.31,-3.35,0.64
1218,23.89,0.11,2518,0.00,0.00,16,-10.16,-10.50,3.92,8.53,-3.35,0.64
1390,23.77,0.09,2505,0.00,0.00,16,-10.16,-10.50,3.92,7.82,-3.35,0.64
1578,23.77,0.08,2494,0.00,0.00,16,-10.16,-10.50,3.92,6.81,-3.35,0.64
1750,23.77,0.09,2476,0.00,0.00,16,-10.16,-10.50,3.92,8.27,-3.35,0.64
1922,23.66,0.11,2482,0.00,0.00,16,-10.16,-10.50,3.92,8.52,-3.35,0.64
2093,23.66,0.10,2468,0.00,0.00,16,-10.16,-10.50,4.06,8.31,-3.35,0.66
2265,23.54,0.11,2460,0.00,0.00,16,-10.16,-10.50,4.21,9.00,-3.35,0.66
2437,23.66,0.11,2446,0.00,0.00,16,-10.16,-10.50,4.21,8.44,-3.04,0.66
2609,23.77,0.11,2435,0.00,0.00,16,-10.16,-10.50,4.21,8.78,-3.04,0.66
2796,23.77,0.11,2419,0.00,0.00,16,-10.16,-10.50,4.35,8.44,-3.04,0.68
2968,23.66,0.12,2404,0.00,0.00,16,-9.80,-10.50,4.50,9.39,-3.04,0.72
3140,23.66,0.14,2399,0.00,0.00,16,-3.48,-5.50,5.22,11.82,-3.04,0.78
3312,23.20,0.18,2391,0.00,0.00,16,26.05,14.00,5.51,13.95,-3.04,0.84
3484,14.81,0.22,2386,0.00,0.00,16,43.28,42.50,6.67,17.10,-3.04,0.88
3654,14.36,0.22,2378,0.00,0.00,16,43.63,43.00,7.40,17.95,-3.04,0.90
3826,14.59,0.25,2384,0.00,0.00,16,44.34,44.00,7.69,19.50,-3.04,0.90
4013,14.81,0.25,2384,0.00,0.00,16,44.69,44.00,7.98,19.51,-3.04,0.90
4185,14.81,0.24,2390,0.00,0.00,16,44.34,44.00,7.98,19.35,-3.04,0.90
4357,14.81,0.22,2384,0.00,0.00,16,43.28,43.00,7.55,16.96,-3.04,0.86
4529,14.81,0.22,2390,0.00,0.00,16,43.28,43.00,7.25,17.26,-3.04,0.86
4701,14.81,0.21,2365,0.00,0.00,16,42.93,42.50,7.11,16.67,-3.04,0.86
4872,15.16,0.20,2394,0.00,0.00,16,42.23,42.50,6.96,15.47,-3.04,0.84
5044,14.70,0.20,2384,0.00,0.00,16,33.09,39.50,6.67,15.41,-3.04,0.82
5216,14.81,0.18,2378,0.00,0.00,16,33.44,33.00,6.53,14.86,-3.04,0.82
5388,14.93,0.19,2378,0.00,0.00,16,37.66,34.00,6.53,14.73,-3.04,0.82
5575,14.81,0.18,2356,0.00,0.00,16,30.98,35.50,6.53,14.72,-3.04,0.82
5747,15.16,0.19,2374,0.00,0.00,16,34.14,34.00,6.38,14.47,-3.04,0.82
5919,15.16,0.19,2340,0.00,0.00,16,34.14,37.50,6.38,14.98,-3.04,0.82
6091,14.59,0.20,2356,0.00,0.00,16,41.88,38.00,6.53,15.19,-2.73,0.86
6268,14.47,0.24,2338,0.00,0.00,16,43.63,43.50,7.55,18.96,-2.73,0.92
6440,14.24,0.29,2344,0.00,0.00,16,44.34,44.50,8.42,22.23,-2.73,0.98
6616,14.01,0.33,2330,0.00,0.00,16,43.63,43.50,9.58,25.30,-1.80,1.02
6794,13.78,0.33,2338,0.00,0.00,16,43.63,43.50,10.16,25.79,-1.18,1.02
6966,14.24,0.34,2323,0.00,0.00,16,43.28,42.50,10.45,26.42,-0.89,1.02
7138,14.36,0.34,2339,0.00,0.00,16,42.93,43.00,10.59,26.73,-0.89,1.02
7309,14.47,0.35,2335,0.00,0.00,16,42.93,42.50,10.74,26.94,-0.89,1.02
7481,14.24,0.34,2339,0.00,0.00,16,43.28,42.50,10.59,26.42,-1.18,1.02
7653,14.36,0.34,2332,0.00,0.00,16,43.28,43.00,10.59,26.52,-1.18,1.02
7825,14.47,0.34,2328,0.00,0.00,16,42.93,43.00,10.74,26.52,-1.18,1.02
8000,14.47,0.35,2332,0.00,0.00,16,42.93,42.50,10.74,27.25,-1.18,1.02
8172,14.36,0.35,2331,0.00,0.00,16,42.58,42.50,10.88,27.25,-1.18,1.02
8360,14.36,0.35,2336,0.00,0.00,16,42.23,43.00,10.88,26.31,-0.89,1.02
8532,14.70,0.35,2326,0.00,0.00,16,42.58,42.00,11.03,27.68,-0.89,1.02
8708,14.59,0.36,2328,0.00,0.00,16,41.88,42.00,11.03,27.68,-0.89,1.02
8880,14.36,0.36,2327,0.00,0.00,16,42.58,42.00,11.17,27.79,-0.58,1.02
9052,14.59,0.36,2338,0.00,0.00,16,42.23,42.00,11.17,27.57,-0.89,1.02
9228,14.47,0.36,2324,0.00,0.00,16,42.58,42.00,11.17,27.47,-0.89,1.02
9400,14.70,0.35,2319,0.00,0.00,16,42.93,42.50,11.03,27.47,-1.18,1.02
9572,14.59,0.34,2343,0.00,0.00,16,43.28,43.00,10.74,26.20,-1.80,1.00
9750,14.47,0.32,2336,0.00,0.00,16,43.98,43.50,10.30,23.93,-2.42,0.98
9922,14.70,0.31,2342,0.00,0.00,16,43.98,43.50,10.01,24.51,-2.42,0.96
10094,14.47,0.31,2331,0.00,0.00,16,43.98,43.50,9.87,23.74,-2.73,0.96
10266,14.47,0.29,2337,0.00,0.00,16,43.98,44.00,9.58,22.96,-2.73,0.94
10438,14.70,0.29,2336,0.00,0.00,16,44.34,44.00,9.43,23.14,-2.73,0.94
10610,14.47,0.29,2344,0.00,0.00,16,44.34,44.00,9.29,22.67,-2.73,0.94
10797,14.47,0.28,2346,0.00,0.00,16,44.34,44.00,9.29,22.14,-2.73,0.94
10969,14.70,0.28,2357,0.00,0.00,16,44.69,44.50,9.14,22.31,-2.73,0.94
11141,14.47,0.29,2334,0.00,0.00,16,44.69,44.00,9.14,22.23,-2.73,0.94
11317,14.13,0.28,2344,0.00,0.00,16,44.69,44.50,9.14,21.80,-2.73,0.94
11489,14.70,0.26,2345,0.00,0.00,16,45.04,44.50,9.00,21.89,-2.73,0.94
11661,14.81,0.29,2346,0.00,0.00,16,44.69,44.50,9.00,22.31,-3.04,0.94
11833,14.36,0.28,2352,0.00,0.00,16,45.04,45.00,9.00,21.97,-3.04,0.94
12005,14.36,0.26,2364,0.00,0.00,16,45.04,45.00,9.00,21.80,-3.04,0.94
12177,14.59,0.28,2353,0.00,0.00,16,45.04,45.00,9.00,21.71,-3.04,0.94
12353,14.59,0.28,2370,0.00,0.00,16,45.04,44.50,9.00,21.89,-3.04,0.94
