Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),CL/OL Fueling* (status),Closed Loop Fueling Target* (estimated AFR),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Injector #1 Latency (Direct)* (ms),Fuel Injector #1 Pulse Width (ms),Fuel Injector #1 Pulse Width (Direct)* (ms),Fuel Injector #1 Pulse Width Pre_Low-PW Compensation (ms),Fuel Pump Duty (%),Fueling Final Base* (estimated AFR),Gear (Calculated)* (position),IAM* (raw ecu value),Injector Duty Cycle (%),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Tip-in Enrichment (Last Calculated)* (raw enrichment value),Tip-in Throttle* (%),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
0,5.47,5.47,14.01,14.00,8,14.23,0.30,1136,0.00,0.00,0.912,1.54,0.864,0.964,74.90,14.15,6,16,1.45,5.37,-9.24,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.20
113,5.47,5.47,14.13,14.00,8,14.23,0.30,1142,0.00,0.00,0.916,1.54,0.864,0.964,74.90,14.15,6,16,1.46,5.37,-9.28,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
225,5.47,5.47,14.13,13.92,8,14.23,0.30,1141,0.00,0.00,0.916,1.54,0.848,0.944,74.90,14.15,6,16,1.46,5.37,-9.28,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
337,5.47,5.47,14.13,14.08,8,14.23,0.30,1149,0.00,0.00,0.920,1.54,0.852,0.952,74.90,14.15,6,16,1.47,5.37,-9.28,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.20
450,5.47,5.47,14.24,14.08,8,14.23,0.30,1153,0.00,0.00,0.912,1.54,0.852,0.952,74.90,14.15,6,16,1.48,5.37,-9.32,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
561,5.47,5.47,14.13,14.08,8,14.23,0.31,1153,0.00,0.00,0.912,1.54,0.872,0.972,74.90,14.15,6,16,1.48,5.37,-9.34,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
673,5.47,5.47,14.24,14.08,8,14.23,0.30,1140,0.00,0.00,0.912,1.54,0.848,0.936,74.90,14.15,6,16,1.70,5.37,-9.28,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
785,4.69,5.47,14.24,14.00,8,14.23,0.30,1157,0.00,0.00,0.912,1.54,0.832,0.936,74.90,14.15,6,16,1.48,5.37,-9.34,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
897,5.47,5.47,14.13,13.92,8,14.23,0.30,1161,0.00,0.00,0.920,1.54,0.852,0.952,74.90,14.15,6,16,1.49,5.37,-9.36,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
1009,5.47,5.47,14.24,14.08,8,14.23,0.30,1151,0.00,0.00,0.912,1.54,0.848,0.944,74.90,14.15,6,16,1.47,5.37,-9.34,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
1121,5.47,5.47,14.13,14.08,8,14.23,0.30,1163,0.00,0.00,0.968,1.54,0.852,0.952,74.90,14.15,6,16,1.49,5.37,-9.38,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
1233,5.47,5.47,14.01,13.60,8,14.23,0.31,1142,0.00,0.00,0.952,1.79,0.872,0.964,74.90,14.15,6,16,1.71,5.37,-9.32,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
1345,5.47,5.47,14.13,14.00,8,14.23,0.31,1142,0.00,0.00,0.916,1.54,0.864,0.964,74.90,14.15,6,16,1.71,5.37,-9.28,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
1457,5.47,5.47,14.13,14.08,8,14.23,0.31,1143,0.00,0.00,0.912,1.54,0.864,0.972,74.90,14.15,6,16,1.46,5.37,-9.26,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
1569,5.47,5.47,14.01,14.08,8,14.23,0.31,1119,0.00,0.00,0.912,1.54,0.872,0.972,74.90,14.15,6,16,1.43,5.37,-9.22,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.20
1680,5.47,5.47,14.13,14.08,8,14.23,0.31,1135,0.00,0.00,0.912,1.54,0.864,0.964,74.90,14.15,6,16,1.45,5.51,-9.24,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
1792,5.47,5.47,14.01,14.08,8,14.23,0.31,1120,0.00,0.00,0.912,1.79,0.888,0.980,74.90,14.15,6,16,1.43,5.51,-9.18,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.20
1904,4.69,5.47,14.01,14.08,8,14.24,0.31,1138,0.00,0.00,0.912,1.54,0.864,0.964,74.90,14.15,6,16,1.46,5.51,-9.20,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.20
2017,5.47,5.47,14.13,14.08,8,14.24,0.31,1130,0.00,0.00,0.912,1.54,0.888,0.972,74.90,14.15,6,16,1.45,5.51,-9.20,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
2128,5.47,5.47,14.13,14.08,8,14.24,0.32,1112,0.00,0.00,0.912,1.79,0.892,0.988,74.90,14.15,6,16,1.42,5.51,-9.18,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
2240,4.69,5.47,14.13,14.08,8,14.24,0.32,1123,0.00,0.00,0.912,1.79,0.900,0.996,74.90,14.15,6,16,1.68,5.51,-9.17,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.20
2353,5.47,5.47,14.24,14.08,8,14.24,0.33,1105,0.00,0.00,0.912,1.79,0.944,1.012,74.90,14.15,6,16,1.65,5.66,-9.09,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
2464,5.47,5.47,14.13,14.08,8,14.24,0.34,1082,0.00,0.00,0.912,1.79,0.988,1.068,74.90,14.07,6,16,1.62,5.66,-8.99,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
2576,5.47,5.47,14.24,14.08,8,14.24,0.35,1085,0.00,0.00,0.912,1.79,1.004,1.100,74.90,14.07,6,16,1.62,5.66,-8.88,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
2688,4.69,5.47,14.24,14.00,8,14.24,0.33,1096,0.00,0.00,0.912,1.79,0.988,1.076,74.90,14.07,6,16,1.64,5.95,-8.80,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.40
2800,4.69,5.47,14.13,13.92,8,14.24,0.33,1121,0.00,0.00,0.916,1.79,0.976,1.060,74.90,14.07,6,16,1.67,5.95,-8.78,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
2912,4.69,5.47,14.01,14.00,8,14.24,0.33,1128,0.00,0.00,0.916,1.79,0.936,1.028,74.90,14.07,6,16,1.68,5.95,-8.80,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
3023,4.69,5.47,14.13,14.08,8,14.24,0.32,1146,0.00,0.00,0.916,1.79,0.936,1.028,74.90,14.15,6,16,1.71,5.95,-8.84,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
3136,4.69,5.47,14.13,14.08,8,14.24,0.32,1155,0.00,0.00,0.912,1.79,0.900,0.996,74.90,14.15,6,16,1.73,5.80,-8.88,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.20
3247,5.47,5.47,14.24,14.08,8,14.24,0.33,1139,0.00,0.00,0.912,1.79,0.944,0.004,74.90,14.15,6,16,1.70,5.66,-8.99,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.20
3360,5.47,5.47,14.24,14.08,8,14.24,0.34,1141,0.00,0.00,0.912,1.79,0.976,1.052,74.90,14.15,6,16,1.70,5.66,-8.93,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
3472,5.47,5.47,14.24,14.00,8,14.24,0.33,1131,0.00,0.00,0.912,1.79,0.980,1.068,74.90,14.07,6,16,1.69,5.80,-8.88,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
3584,6.25,5.47,14.24,13.92,8,14.24,0.33,1129,0.00,0.00,0.916,1.79,0.944,1.036,74.90,14.15,6,16,1.69,5.80,-8.88,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.40
3696,6.25,5.47,14.47,13.92,8,14.24,0.32,1160,0.00,0.00,0.916,1.79,0.908,1.004,74.90,14.15,6,16,1.73,5.80,-8.91,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.40
3808,6.25,5.47,14.13,14.08,8,14.24,0.32,1157,0.00,0.00,0.924,1.79,0.900,0.996,74.90,14.15,6,16,1.73,5.66,-9.03,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.40
3920,5.47,5.47,14.24,14.08,8,14.24,0.32,1164,0.00,0.00,0.912,1.79,0.892,0.988,74.90,14.15,6,16,1.74,5.66,-9.07,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.40
4031,5.47,5.47,14.13,14.08,8,14.24,0.32,1176,0.00,0.00,0.912,1.79,0.908,0.996,74.90,14.15,6,16,1.76,5.66,-9.11,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.40
4143,4.69,5.47,14.13,14.00,8,14.24,0.32,1162,0.00,0.00,0.912,1.79,0.908,1.004,74.90,14.15,6,16,1.74,5.66,-9.11,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
4255,4.69,5.47,14.24,14.00,8,14.24,0.32,1176,0.00,0.00,0.916,1.79,0.932,1.020,74.90,14.15,6,16,1.76,5.66,-9.13,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
4368,5.47,5.47,14.13,13.84,8,14.24,0.31,1186,0.00,0.00,0.932,1.79,0.892,0.980,74.90,14.15,6,16,1.77,5.51,-9.17,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
4480,5.47,5.47,14.24,14.08,8,14.24,0.32,1175,0.00,0.00,0.912,1.79,0.900,0.996,74.90,14.15,6,16,1.76,5.51,-9.18,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
4591,5.47,5.47,14.24,14.08,8,14.24,0.32,1173,0.00,0.00,0.916,1.79,0.900,0.996,74.90,14.15,6,16,1.75,5.51,-9.17,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
4703,4.69,5.47,14.01,14.08,8,14.24,0.32,1158,0.00,0.00,0.912,1.79,0.900,0.996,74.90,14.15,6,16,1.73,5.51,-9.15,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
4815,5.47,5.47,14.24,14.08,8,14.25,0.31,1174,0.00,0.00,0.912,1.79,0.892,0.988,74.90,14.15,6,16,1.75,5.51,-9.17,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
4927,5.47,5.47,14.13,14.00,8,14.25,0.34,1170,0.00,0.00,0.912,1.79,0.888,0.988,74.90,14.15,6,16,1.75,5.51,-9.18,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
5039,5.47,5.47,14.13,14.08,8,14.25,0.31,1184,0.00,0.00,0.912,1.54,0.872,0.972,74.90,14.15,6,16,1.52,5.51,-9.24,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
5152,5.47,5.47,14.24,14.00,8,14.25,0.31,1185,0.00,0.00,0.916,1.54,0.864,0.972,74.90,14.15,6,16,1.52,5.37,-9.26,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
5264,4.69,5.47,14.13,14.00,8,14.25,0.30,1179,0.00,0.00,0.916,1.54,0.848,0.944,74.90,14.15,6,16,1.51,5.37,-9.36,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
5376,4.69,5.47,14.24,14.08,8,14.25,0.31,1182,0.00,0.00,0.916,1.54,0.852,0.952,74.90,14.15,6,16,1.51,5.37,-9.38,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
5488,4.69,5.47,14.24,14.08,8,14.25,0.31,1178,0.00,0.00,0.912,1.54,0.872,0.964,74.90,14.15,6,16,1.51,5.37,-9.38,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
5600,5.47,5.47,14.13,14.08,8,14.25,0.30,1179,0.00,0.00,0.912,1.54,0.852,0.952,74.90,14.15,6,16,1.51,5.37,-9.36,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
5711,5.47,5.47,14.24,14.08,8,14.25,0.30,1186,0.00,0.00,0.912,1.54,0.832,0.944,74.90,14.15,6,16,1.52,5.37,-9.38,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
5823,4.69,5.47,14.13,14.08,8,14.25,0.30,1167,0.00,0.00,0.912,1.54,0.848,0.952,74.90,14.15,6,16,1.49,5.37,-9.38,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
5935,5.47,5.47,14.13,14.08,8,14.25,0.31,1169,0.00,0.00,0.912,1.54,0.864,0.964,74.90,14.15,6,16,1.50,5.37,-9.38,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
6048,5.47,5.47,14.13,14.00,8,14.25,0.30,1171,0.00,0.00,0.916,1.54,0.864,0.972,74.90,14.15,6,16,1.50,5.37,-9.34,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
6159,4.69,5.47,14.01,14.00,8,14.25,0.30,1164,0.00,0.00,0.912,1.54,0.832,0.944,74.90,14.15,6,16,1.49,5.37,-9.36,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
6271,4.69,5.47,14.13,14.00,8,14.25,0.31,1163,0.00,0.00,0.916,1.54,0.852,0.952,74.90,14.15,6,16,1.49,5.37,-9.38,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.20
6383,4.69,5.47,14.01,13.92,8,14.25,0.31,1146,0.00,0.00,0.920,1.54,0.852,0.964,74.90,14.15,6,16,1.47,5.37,-9.34,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
6494,4.69,5.47,14.01,14.00,8,14.25,0.31,1156,0.00,0.00,0.932,1.54,0.864,0.964,74.90,14.15,6,16,1.48,5.37,-9.30,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.20
6607,3.91,5.47,14.01,13.92,8,14.25,0.31,1139,0.00,0.00,0.920,1.79,0.864,0.964,74.90,14.15,6,16,1.70,5.37,-9.28,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.20
6719,3.91,5.47,14.01,14.00,8,14.25,0.31,1132,0.00,0.00,0.916,1.79,0.872,0.972,74.90,14.15,6,16,1.69,5.51,-9.24,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.20
6831,3.91,5.47,14.01,14.08,8,14.25,0.31,1128,0.00,0.00,0.912,1.79,0.872,0.972,74.90,14.15,6,16,1.68,5.51,-9.20,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.20
6943,4.69,5.47,14.13,14.00,8,14.25,0.31,1133,0.00,0.00,0.912,1.54,0.852,0.964,74.90,14.15,6,16,1.45,5.51,-9.20,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.20
7054,4.69,5.47,14.13,14.00,8,14.25,0.31,1136,0.00,0.00,0.916,1.54,0.872,0.972,74.90,14.15,6,16,1.45,5.51,-9.20,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
7167,4.69,5.47,14.13,13.92,8,14.25,0.31,1123,0.00,0.00,0.924,1.79,0.892,0.988,74.90,14.15,6,16,1.44,5.51,-9.17,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
7286,4.69,5.47,14.24,14.00,8,14.25,0.32,1129,0.00,0.00,0.932,1.79,0.892,0.988,74.90,14.15,6,16,1.69,5.51,-9.13,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
7390,4.69,5.47,14.13,14.08,8,14.25,0.32,1114,0.00,0.00,0.912,1.79,0.900,0.996,74.90,14.15,6,16,1.66,5.66,-9.11,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
7501,4.69,5.47,14.24,14.08,8,14.25,0.32,1125,0.00,0.00,0.912,1.79,0.892,0.996,74.90,14.15,6,16,1.68,5.66,-9.07,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
7614,4.69,5.47,14.24,14.00,8,14.25,0.31,1132,0.00,0.00,0.912,1.79,0.888,0.980,74.90,14.15,6,16,1.69,5.66,-9.07,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
7726,4.69,5.47,14.13,14.00,8,14.25,0.32,1122,0.00,0.00,0.920,1.79,0.892,0.988,74.90,14.15,6,16,1.68,5.66,-9.07,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.40
7838,5.47,5.47,14.24,14.08,8,14.25,0.33,1101,0.00,0.00,0.912,1.79,0.932,2.044,74.90,14.15,6,16,1.64,5.66,-9.03,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
7950,5.47,5.47,14.47,13.92,8,14.25,0.33,1115,0.00,0.00,0.924,1.79,0.932,1.028,74.90,14.15,6,16,1.66,5.66,-8.97,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
8062,5.47,5.47,14.13,14.00,8,14.25,0.32,1124,0.00,0.00,0.928,1.79,0.900,0.996,74.90,14.15,6,16,1.68,5.66,-8.99,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.50
8174,4.69,5.47,14.24,13.92,8,14.26,0.33,1123,0.00,0.00,0.920,1.79,0.932,1.020,74.90,14.15,6,16,1.68,5.66,-8.97,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.40
8286,5.47,5.47,14.13,14.00,8,14.26,0.32,1105,0.00,0.00,0.916,1.79,0.936,1.028,74.90,14.15,6,16,1.65,5.80,-8.93,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.40
8397,5.47,5.47,14.24,14.08,8,14.26,0.32,1114,0.00,0.00,0.912,1.79,0.932,1.020,74.90,14.15,6,16,1.66,5.80,-8.93,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.40
8509,5.47,5.47,14.36,14.08,8,14.26,0.33,1122,0.00,0.00,0.912,1.79,0.932,1.028,74.90,14.15,6,16,1.68,5.80,-8.93,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.40
8621,5.47,5.47,14.36,14.08,8,14.26,0.32,1132,0.00,0.00,0.912,1.79,0.932,1.020,74.90,14.15,6,16,1.69,5.80,-8.91,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.50
8733,5.47,5.47,14.36,14.08,8,14.26,0.33,1128,0.00,0.00,0.912,1.79,0.936,1.036,74.90,14.15,6,16,1.68,5.80,-8.91,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.40
8845,5.47,5.47,14.47,14.00,8,14.26,0.33,1121,0.00,0.00,0.912,1.79,0.936,1.036,74.90,14.15,6,16,1.67,5.80,-8.88,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.40
8957,5.47,5.47,14.24,14.00,8,14.26,0.33,1136,0.00,0.00,0.916,1.79,0.952,1.044,74.90,14.15,6,16,1.70,5.80,-8.91,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.40
9069,5.47,5.47,14.24,14.00,8,14.26,0.33,1109,0.00,0.00,0.916,1.79,0.944,1.028,74.90,14.15,6,16,1.66,5.80,-8.88,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
9181,5.47,5.47,14.36,14.08,8,14.26,0.32,1139,0.00,0.00,0.916,1.79,0.916,1.028,74.90,14.15,6,16,1.70,5.80,-8.89,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.40
9293,5.47,5.47,14.36,14.08,8,14.26,0.33,1145,0.00,0.00,0.912,1.79,0.936,1.012,74.90,14.15,6,16,1.71,5.80,-8.93,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.40
9405,5.47,5.47,14.36,14.08,8,14.26,0.32,1130,0.00,0.00,0.912,1.79,0.916,1.012,74.90,14.15,6,16,1.69,5.80,-8.91,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
9517,5.47,5.47,14.47,14.08,8,14.26,0.32,1149,0.00,0.00,0.912,1.79,0.908,1.012,74.90,14.15,6,16,1.72,5.80,-8.97,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.50
9629,5.47,5.47,14.36,14.00,8,14.26,0.32,1159,0.00,0.00,0.912,1.79,0.900,1.004,74.90,14.15,6,16,1.73,5.66,-8.99,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.50
9740,5.47,5.47,14.13,14.00,8,14.26,0.32,1138,0.00,0.00,0.916,1.79,0.916,1.012,74.90,14.15,6,16,1.70,5.66,-8.99,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.40
9853,5.47,5.47,14.36,13.76,8,14.26,0.31,1146,0.00,0.00,0.936,1.79,0.892,0.988,74.90,14.15,6,16,1.71,5.66,-8.99,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.40
9964,5.47,5.47,14.13,14.00,8,14.26,0.32,1151,0.00,0.00,0.916,1.79,0.900,0.996,74.90,14.15,6,16,1.72,5.66,-9.05,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.40
10076,5.47,5.47,14.24,14.08,8,14.26,0.31,1162,0.00,0.00,0.912,1.79,0.892,0.988,74.90,14.15,6,16,1.74,5.66,-9.07,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.40
10188,5.47,5.47,14.13,14.08,8,14.26,0.31,1162,0.00,0.00,0.912,1.79,0.872,0.972,74.90,14.15,6,16,1.73,5.66,-9.13,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.40
10300,5.47,5.47,14.13,13.92,8,14.26,0.31,1180,0.00,0.00,0.912,1.54,0.872,0.980,74.90,14.15,6,16,1.51,5.51,-9.18,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
10413,5.47,5.47,14.13,13.92,8,14.26,0.32,1166,0.00,0.00,0.928,1.79,0.872,0.972,74.90,14.15,6,16,1.74,5.51,-9.18,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
10525,5.47,5.47,14.01,13.92,8,14.26,0.32,1162,0.00,0.00,0.920,1.79,0.900,0.996,74.90,14.15,6,16,1.74,5.51,-9.18,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
10636,4.69,5.47,14.01,13.92,8,14.26,0.32,1159,0.00,0.00,0.920,1.79,0.892,0.988,74.90,14.15,6,16,1.73,5.51,-9.15,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.20
10749,5.47,5.47,14.13,14.08,8,14.27,0.32,1158,0.00,0.00,0.916,1.79,0.900,0.996,74.90,14.15,6,16,1.73,5.51,-9.13,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.20
10861,4.69,5.47,13.90,14.08,8,14.27,0.32,1149,0.00,0.00,0.912,1.79,0.892,0.988,74.90,14.15,6,16,1.72,5.51,-9.13,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
10972,4.69,5.47,14.13,14.08,8,14.27,0.28,1163,0.00,0.00,0.912,1.79,0.888,0.980,74.90,14.15,6,16,1.74,5.51,-9.17,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
11084,4.69,5.47,14.01,13.92,8,14.27,0.31,1157,0.00,0.00,0.912,1.79,0.888,0.980,74.90,14.15,6,16,1.73,5.51,-9.11,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
11196,4.69,5.47,13.90,14.08,8,14.27,0.31,1151,0.00,0.00,0.912,1.54,0.888,0.980,74.90,14.15,6,16,1.47,5.51,-9.15,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.20
11308,4.69,5.47,14.01,14.08,8,14.27,0.31,1162,0.00,0.00,0.912,1.54,0.872,0.972,74.90,14.15,6,16,1.73,5.51,-9.17,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.20
11420,4.69,5.47,13.90,13.92,8,14.27,0.31,1147,0.00,0.00,0.920,1.54,0.872,0.972,74.90,14.15,6,16,1.47,5.51,-9.20,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.20
11532,4.69,5.47,13.90,14.00,8,14.27,0.31,1160,0.00,0.00,0.920,1.54,0.872,0.972,74.90,14.15,6,16,1.48,5.51,-9.20,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.10
11643,4.69,5.47,14.01,14.00,8,14.27,0.31,1157,0.00,0.00,0.916,1.54,0.852,0.972,74.90,14.15,6,16,1.48,5.51,-9.20,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.10
11755,3.91,5.47,13.90,14.08,8,14.27,0.32,1152,0.00,0.00,0.912,1.54,0.900,0.988,74.90,14.15,6,16,1.72,5.51,-9.18,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.20
11867,3.91,5.47,14.01,14.08,8,14.27,0.32,1123,0.00,0.00,0.908,1.79,0.900,0.996,74.90,14.15,6,16,1.68,5.51,-9.11,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.10
11979,3.91,5.47,14.13,14.00,8,14.27,0.32,1136,0.00,0.00,0.916,1.79,0.900,0.996,74.90,14.15,6,16,1.70,5.66,-9.07,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.20
12092,3.91,5.47,14.01,14.08,8,14.27,0.32,1134,0.00,0.00,0.912,1.79,0.900,0.996,74.90,14.15,1,16,1.69,5.66,-9.07,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.20
12203,3.91,5.47,14.13,14.08,8,14.27,0.32,1130,0.00,0.00,0.912,1.79,0.892,0.996,74.90,14.15,1,16,1.69,5.66,-9.07,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.20
12316,4.69,5.47,14.13,14.00,8,14.27,0.32,1126,0.00,0.00,0.912,1.79,0.916,1.004,74.90,14.15,1,16,1.68,5.66,-9.01,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.20
12428,4.69,5.47,14.24,14.00,8,14.27,0.33,1118,0.00,0.00,0.916,1.79,0.936,1.020,74.90,14.15,1,16,1.67,5.66,-8.97,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.20
12540,4.69,5.47,14.36,14.00,8,14.27,0.35,1116,0.00,0.00,0.916,1.79,0.988,1.076,74.90,14.07,1,16,1.67,5.80,-8.89,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
12652,4.69,5.47,14.24,14.08,8,14.27,0.35,1104,0.00,0.00,0.916,1.79,0.996,1.084,74.90,14.07,1,16,1.65,5.80,-8.80,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
12763,4.69,5.47,14.13,14.08,8,14.27,0.34,1114,0.00,0.00,0.912,1.79,0.996,1.084,74.90,14.07,1,16,1.66,5.95,-8.74,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
12876,4.69,5.47,14.36,14.08,8,14.27,0.36,1126,0.00,0.00,0.912,1.79,1.044,1.116,74.90,14.07,1,16,1.68,5.95,-8.70,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
12988,4.69,5.47,14.36,13.92,8,14.27,0.40,1121,0.00,0.00,0.912,1.79,1.276,1.620,74.90,14.07,1,16,1.67,6.09,-8.47,0.00,-1.70,0.70,0,0.0,0.00,0.00,14.40
13099,5.47,5.47,14.24,13.92,8,14.27,0.44,1070,0.00,0.00,0.920,3.07,1.784,2.140,74.90,9.05,1,16,2.74,6.38,-8.06,0.00,-1.70,0.72,0,0.0,0.00,0.00,14.40
13211,3.91,5.47,14.24,13.92,8,14.27,0.46,1066,0.00,0.00,0.920,2.30,1.472,1.576,74.90,13.86,1,16,2.50,6.82,-7.64,0.00,-1.70,0.74,0,0.0,0.00,0.00,14.40
13323,2.34,5.47,13.78,13.92,8,14.27,0.45,1102,0.00,0.00,0.920,2.30,1.384,1.484,74.90,13.86,1,16,2.12,7.11,-7.41,0.00,-1.70,0.74,0,0.6,0.00,0.00,14.30
