Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Coolant Temperature (F),Engine Load*  (g/rev),Engine Speed (rpm),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
0,0.00,5.47,14.70,7,90,0.43,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,68,14.36,-0.39,3.61,0.68,0.00,-1.70,0.68,0.00,0.00,34.30
97,0.00,5.47,14.70,7,90,0.43,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,68,14.36,-0.39,3.61,0.68,0.00,-1.70,0.68,0.00,0.00,34.30
192,0.00,5.47,14.70,7,90,0.43,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,68,14.36,-0.39,3.61,0.68,0.00,-1.70,0.68,0.00,0.00,34.30
289,0.00,5.47,14.70,7,90,0.43,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,68,14.36,-0.39,3.61,0.68,0.00,-1.70,0.68,0.00,0.00,34.20
385,0.00,5.47,14.70,7,90,0.43,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,68,14.36,-0.39,3.61,0.68,0.00,-1.70,0.68,0.00,0.00,34.30
481,0.00,5.47,14.70,7,90,0.43,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,68,14.36,-0.39,3.61,0.68,0.00,-1.70,0.68,0.00,0.00,34.30
578,0.00,5.47,14.70,7,90,0.43,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,68,14.36,-0.39,3.61,0.68,0.00,-1.70,0.68,0.00,0.00,34.20
673,0.00,5.47,14.70,7,90,0.43,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,68,14.36,-0.43,3.61,0.68,0.00,-1.70,0.68,0.00,0.00,34.10
769,0.00,5.47,14.70,7,90,0.43,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,68,14.36,-0.39,3.61,0.68,0.00,-1.70,0.68,0.00,0.00,34.20
865,0.00,5.47,14.70,7,90,0.43,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,68,14.36,-0.43,3.61,0.68,0.00,-1.70,0.68,0.00,0.00,34.20
