Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
0,14.47,0.28,1470,0.00,0.00,16,29.92,29.50,8.71,13.71,-1.49,0.88
172,14.59,0.29,1466,0.00,0.00,16,30.27,30.00,9.00,14.02,-1.49,0.90
345,14.70,0.31,1441,0.00,0.00,16,30.27,30.00,9.29,14.53,-1.49,0.90
520,14.47,0.31,1412,0.00,0.00,16,30.27,30.00,9.58,14.60,-1.49,0.90
687,14.36,0.31,1412,0.00,0.00,16,30.27,30.00,9.58,14.66,-1.49,0.90
853,14.47,0.32,1399,0.00,0.00,16,30.27,30.00,9.87,15.19,-1.49,0.90
1038,14.36,0.32,1381,0.00,0.00,16,29.92,29.50,10.01,14.92,-1.49,0.90
1211,14.36,0.34,1354,0.00,0.00,16,29.22,29.50,10.16,14.98,-1.49,0.92
1382,14.47,0.31,1473,0.00,0.00,16,31.33,31.00,10.16,15.41,-1.49,0.92
1557,14.70,0.30,1575,0.00,0.00,16,32.03,31.50,9.87,15.70,-1.49,0.92
1718,14.81,0.29,1697,0.00,0.00,16,33.44,33.00,9.43,15.77,-1.49,0.92
1890,14.59,0.28,1808,0.00,0.00,16,35.20,35.00,8.71,16.29,-1.49,0.92
2075,14.47,0.26,1934,0.00,0.00,16,37.66,37.50,8.42,16.82,-1.49,0.92
2248,14.13,0.25,1994,0.00,0.00,16,39.41,39.00,8.13,16.58,-1.49,0.92
2419,14.59,0.24,2112,0.00,0.00,16,40.47,40.00,7.84,16.67,-2.11,0.92
2593,14.70,0.24,2148,0.00,0.00,16,41.17,40.50,7.69,16.82,-2.11,0.92
2766,14.70,0.24,2268,0.00,0.00,16,42.58,42.50,7.69,18.26,-2.42,0.92
2938,14.59,0.25,2318,0.00,0.00,16,43.63,43.50,7.69,19.04,-2.73,0.92
3130,14.24,0.23,2364,0.00,0.00,16,43.63,43.50,7.55,18.26,-3.04,0.88
3303,14.24,0.21,2437,0.00,0.00,16,43.28,43.00,6.82,16.51,-3.04,0.84
3474,13.44,0.19,2464,0.00,0.00,16,37.30,37.00,6.09,14.98,-3.35,0.80
3647,12.75,0.16,2452,0.00,0.00,16,19.73,20.00,5.51,13.32,-3.35,0.78
3819,12.63,0.16,2438,0.00,0.00,16,15.86,15.50,5.22,12.41,-3.04,0.78
3992,12.86,0.15,2432,0.00,0.00,16,13.75,13.50,5.08,12.04,-3.04,0.76
4164,12.86,0.13,2383,0.00,0.00,16,6.72,4.00,4.79,10.69,-3.04,0.72
4339,13.09,0.11,2296,0.00,0.00,16,2.50,1.00,4.21,7.94,-2.73,0.70
4511,14.13,0.10,2207,0.00,0.00,16,8.48,8.00,3.92,7.49,-2.42,0.70
4675,14.47,0.10,2187,0.00,0.00,16,13.40,12.50,3.77,7.03,-2.42,0.70
4847,14.36,0.10,2094,0.00,0.00,16,24.30,22.50,3.48,6.84,-2.11,0.70
5030,13.44,0.10,2054,0.00,0.00,16,27.46,26.50,3.48,6.66,-1.80,0.70
7796,15.73,0.12,1478,0.00,0.00,16,25.35,25.00,4.35,6.07,-1.49,0.70
7978,15.96,0.12,1473,0.00,0.00,16,25.35,25.00,4.50,6.00,-1.49,0.72
8150,15.85,0.12,1480,0.00,0.00,16,25.70,25.00,4.50,6.07,-1.49,0.70
8325,15.39,0.12,1479,0.00,0.00,16,25.35,25.00,4.50,6.00,-1.49,0.72
8494,15.16,0.12,1459,0.00,0.00,16,25.35,25.00,4.50,6.07,-1.49,0.72
8668,15.04,0.12,1470,0.00,0.00,16,25.35,25.00,4.50,6.07,-1.49,0.72
8828,14.81,0.12,1479,0.00,0.00,16,25.35,25.00,4.50,6.07,-1.49,0.72
9013,14.70,0.12,1475,0.00,0.00,16,25.35,25.00,4.50,6.07,-1.49,0.72
9187,14.59,0.12,1472,0.00,0.00,16,25.35,25.00,4.50,6.00,-1.49,0.72
9358,14.47,0.12,1482,0.00,0.00,16,25.70,25.00,4.50,6.07,-1.49,0.72
9531,14.59,0.12,1492,0.00,0.00,16,25.35,25.50,4.50,6.11,-1.49,0.72
9691,14.59,0.12,1484,0.00,0.00,16,25.35,25.00,4.50,6.07,-1.49,0.72
9863,14.59,0.12,1496,0.00,0.00,16,25.70,25.00,4.50,5.62,-1.49,0.70
10050,14.47,0.10,1478,0.00,0.00,16,22.89,23.50,4.06,4.43,-1.49,0.64
10220,14.36,0.09,1467,0.00,0.00,16,16.21,17.50,3.63,4.35,-1.49,0.64
10395,14.13,0.10,1452,0.00,0.00,16,14.10,16.50,3.48,4.57,-1.49,0.64
10568,14.13,0.10,1403,0.00,0.00,16,14.10,20.50,3.34,4.66,-1.49,0.64
10738,13.90,0.10,1394,0.00,0.00,16,14.10,20.00,3.34,4.73,-1.49,0.64
10910,13.55,0.10,1356,0.00,0.00,16,14.10,21.50,3.34,4.64,-1.49,0.64
11085,13.32,0.10,1336,0.00,0.00,16,14.10,22.00,3.48,4.60,-1.49,0.64
11258,12.75,0.11,1310,0.00,0.00,16,14.10,22.00,3.48,4.60,-1.49,0.64
11433,12.52,0.11,1308,0.00,0.00,16,14.10,21.50,3.48,4.57,-1.49,0.64
11606,12.40,0.11,1254,0.00,0.00,16,14.10,22.00,3.48,4.66,-1.49,0.64
11773,12.52,0.12,1243,0.00,0.00,16,14.10,22.00,3.63,5.01,-1.49,0.66
11950,12.63,0.13,1197,0.00,0.00,16,14.10,22.00,3.92,5.08,-1.49,0.66
12124,12.75,0.13,1196,0.00,0.00,16,14.10,22.00,4.21,5.30,-1.18,0.68
12295,12.75,0.14,1138,0.00,0.00,16,15.16,15.00,4.35,5.21,-1.18,0.70
12467,12.98,0.15,1109,0.00,0.00,16,16.56,16.00,4.79,5.62,-1.18,0.72
12640,13.32,0.19,1122,0.00,0.00,16,18.67,19.00,5.66,7.06,-1.18,0.74
12808,13.90,0.20,1077,0.00,0.00,16,21.48,21.00,6.09,7.17,-1.18,0.74
15749,14.01,0.13,1480,0.00,0.00,16,25.70,25.50,4.79,6.18,-1.49,0.72
15921,14.70,0.12,1542,0.00,0.00,16,26.05,26.00,4.64,6.11,-1.49,0.72
16101,15.27,0.12,1561,0.00,0.00,16,26.76,26.50,4.50,6.18,-1.49,0.72
16277,15.50,0.11,1607,0.00,0.00,16,27.11,26.50,4.35,5.65,-1.49,0.72
16449,15.50,0.11,1698,0.00,0.00,16,28.16,28.00,4.21,6.22,-1.49,0.72
16621,15.27,0.11,1727,0.00,0.00,16,28.87,28.50,3.92,6.22,-1.49,0.72
16780,15.27,0.10,1769,0.00,0.00,16,29.57,29.00,3.77,6.22,-1.49,0.72
16965,14.93,0.10,1820,0.00,0.00,16,29.92,29.50,3.77,6.37,-1.49,0.72
17140,14.36,0.10,1877,0.00,0.00,16,30.98,30.50,3.77,6.37,-1.49,0.72
17313,13.78,0.10,1926,0.00,0.00,16,31.33,31.50,3.77,6.48,-1.49,0.72
17486,13.55,0.09,1955,0.00,0.00,16,32.03,32.00,3.63,6.00,-1.49,0.70
17655,13.44,0.09,1986,0.00,0.00,16,32.38,32.00,3.34,5.74,-1.49,0.68
17831,13.44,0.09,2010,0.00,0.00,16,31.33,30.00,3.34,5.94,-1.49,0.66
18002,14.13,0.08,2016,0.00,0.00,16,23.95,23.50,3.19,5.52,-1.80,0.66
