Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
0,0.00,0.00,14.24,7,0.22,811,0.00,0.00,14.32,16,9.88,15.50,102,4.35,-10.36,2.94,1.20,0.00,-1.08,0.00,0.64,0.00,0.00,13.30
87,0.00,0.00,14.24,7,0.22,819,0.00,0.00,14.34,16,9.88,14.00,102,4.35,-10.35,2.92,1.20,0.00,-1.08,0.00,0.64,0.00,0.00,13.30
174,0.00,0.00,14.24,7,0.22,817,0.00,0.00,14.34,16,9.88,14.00,102,4.35,-10.36,2.94,1.20,0.00,-1.08,0.00,0.64,0.00,0.00,13.30
260,0.00,0.00,14.13,7,0.22,808,0.00,0.00,14.34,16,9.88,14.50,102,4.35,-10.36,2.92,1.20,0.00,-1.08,0.00,0.64,0.00,0.00,13.40
347,0.00,0.00,14.13,7,0.22,808,0.00,0.00,14.35,16,9.88,14.00,102,4.35,-10.31,2.92,1.20,0.00,-1.08,0.00,0.64,0.00,0.00,13.40
434,0.00,0.00,14.13,7,0.22,804,0.00,0.00,14.36,16,9.88,14.50,102,4.35,-10.31,2.94,1.20,0.00,-1.08,0.00,0.64,0.00,0.00,13.50
521,0.00,0.00,14.13,7,0.22,804,0.00,0.00,14.36,16,9.88,14.00,102,4.35,-10.29,2.90,1.20,0.00,-1.08,0.00,0.64,0.00,0.00,13.50
608,0.00,0.00,14.13,7,0.22,794,0.00,0.00,14.37,16,9.88,14.50,102,4.35,-10.31,2.90,1.20,0.00,-1.08,0.00,0.64,0.00,0.00,13.60
694,0.00,0.00,14.01,7,0.23,797,0.00,0.00,14.38,16,9.88,14.00,102,4.50,-10.25,2.92,1.20,0.00,-1.08,0.00,0.64,0.00,0.00,13.60
781,0.00,0.00,14.01,7,0.22,792,0.00,0.00,14.38,16,9.88,14.00,102,4.50,-10.23,2.94,1.20,0.00,-1.08,0.00,0.64,0.00,0.00,13.60
867,0.00,0.00,14.01,7,0.23,783,0.00,0.00,14.39,16,9.88,14.50,102,4.50,-10.21,2.96,1.20,0.00,-1.08,0.00,0.64,0.00,0.00,13.60
954,0.00,0.00,14.01,7,0.23,775,0.00,0.00,14.40,16,9.88,14.50,102,4.50,-10.19,2.96,1.20,0.00,-1.08,0.00,0.64,0.00,0.00,13.60
1041,0.00,0.00,14.01,7,0.23,779,0.00,0.00,14.40,16,9.88,14.50,102,4.50,-10.15,3.01,1.20,0.00,-1.08,0.00,0.64,0.00,0.00,13.70
1129,-0.78,0.00,13.90,7,0.23,786,0.00,0.00,14.40,16,9.88,13.00,102,4.50,-10.11,3.01,1.20,0.00,-1.08,0.00,0.64,0.00,0.00,13.70
1215,-0.78,0.00,13.90,7,0.23,785,0.00,0.00,14.42,16,9.88,12.50,102,4.64,-10.11,3.03,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,13.70
1301,-0.78,0.00,13.90,7,0.23,790,0.00,0.00,14.43,16,9.88,11.50,102,4.64,-10.06,3.05,1.20,0.00,-1.08,0.00,0.64,0.00,0.00,13.80
