Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Fueling Final Base* (estimated AFR),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Throttle Sensor Voltage (V),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level)
258828,-3.12,-1.56,15.27,8,0.36,1355,0.00,0.00,16,12.78,24.30,24.00,0.80,5.95,8.23,1.64,0.00,-8.66
258903,-0.78,-1.56,15.85,8,0.39,1386,0.00,0.00,16,14.67,25.70,25.00,0.80,6.24,9.13,1.68,0.00,-8.33
258971,0.78,-2.34,16.19,8,0.38,1465,0.00,0.00,16,14.68,27.11,26.50,0.80,6.53,9.35,1.68,0.00,-8.14
259035,0.78,-2.34,16.42,8,0.37,1501,0.00,0.00,16,14.68,27.81,27.00,0.80,6.67,9.44,1.68,0.00,-8.02
259105,-1.56,-2.34,15.85,8,0.36,1548,0.00,0.00,16,14.68,28.52,28.00,0.80,6.67,9.53,1.68,0.00,-8.01
259169,-2.34,-3.91,15.50,8,0.36,1588,0.00,0.00,16,14.69,28.87,28.50,0.80,6.67,9.56,1.70,0.00,-8.02
259241,-2.34,-3.91,15.04,8,0.36,1610,0.00,0.00,16,14.69,29.22,28.50,0.80,6.67,9.61,1.70,0.00,-8.06
259313,-0.78,-3.91,14.93,8,0.36,1605,0.00,0.00,16,14.69,29.22,29.00,0.80,6.53,9.66,1.70,0.00,-8.10
259377,1.56,-3.91,15.27,8,0.36,1612,0.00,0.00,16,14.69,29.22,29.00,0.80,6.53,9.79,1.70,0.00,-8.12
259449,3.91,-3.91,15.50,8,0.36,1623,0.00,0.00,16,14.69,29.57,29.00,0.82,6.53,9.70,1.70,0.00,-8.16
259517,5.47,-3.91,16.19,8,0.36,1640,0.00,0.00,16,14.69,29.92,29.50,0.82,6.53,9.79,1.70,0.00,-8.16
259581,6.25,-3.91,16.31,8,0.37,1641,0.00,0.00,16,14.69,30.62,29.50,0.82,6.67,10.13,1.72,0.00,-8.08
259654,6.25,-3.91,15.96,8,0.38,1666,0.00,0.00,16,14.69,30.98,30.50,0.82,6.67,10.45,1.74,0.00,-8.02
259719,6.25,-3.91,15.96,8,0.38,1696,0.00,0.00,16,14.69,31.68,30.50,0.82,6.67,10.89,1.76,0.00,-8.01
259786,7.03,-3.91,15.73,8,0.39,1714,0.00,0.00,16,14.69,31.33,31.50,0.84,6.82,10.99,1.78,0.00,-7.95
259854,7.03,-3.91,15.50,8,0.41,1688,0.00,0.00,16,13.92,30.98,31.00,0.86,6.96,11.61,1.80,0.00,-7.77
259923,7.03,-3.91,15.39,8,0.45,1670,0.00,0.00,16,13.92,30.98,30.50,0.88,7.11,12.31,1.84,0.00,-7.43
259995,7.03,-3.91,15.16,8,0.47,1649,0.00,0.00,16,14.66,31.33,30.50,0.88,7.55,13.08,1.86,0.00,-7.17
260059,6.25,-3.91,15.04,8,0.48,1656,0.00,0.00,16,14.66,31.68,30.50,0.88,7.84,13.39,1.88,0.00,-6.92
260131,5.47,-3.91,14.70,8,0.48,1676,0.00,0.00,16,14.67,32.03,32.00,0.88,7.98,13.65,1.88,0.00,-6.73
260203,4.69,-3.91,14.47,8,0.48,1710,0.00,0.00,16,14.67,32.73,32.50,0.88,7.98,13.84,1.90,0.00,-6.67
260267,4.69,-3.91,14.36,8,0.48,1731,0.00,0.00,16,14.67,32.73,32.50,0.88,8.13,13.96,1.90,0.00,-6.63
260334,6.25,-3.91,14.47,8,0.48,1752,0.00,0.00,16,14.67,33.09,33.00,0.90,8.13,14.15,1.90,0.00,-6.59
260406,6.25,-3.91,14.70,8,0.48,1759,0.00,0.00,16,14.67,33.09,33.00,0.90,8.13,14.15,1.90,0.00,-6.57
260474,7.03,-3.91,14.81,8,0.49,1740,0.00,0.00,16,14.67,32.73,32.50,0.90,8.13,14.40,1.92,0.00,-6.54
260546,7.03,-3.91,14.93,8,0.49,1717,0.00,0.00,16,14.67,32.03,32.00,0.90,8.13,14.28,1.90,0.00,-6.46
260610,7.03,-3.91,14.93,8,0.51,1686,0.00,0.00,16,14.67,31.33,31.50,0.90,8.27,14.28,1.90,0.00,-6.34
260682,7.03,-3.91,14.93,8,0.52,1652,0.00,0.00,16,14.67,30.27,31.00,0.90,8.42,14.40,1.92,0.00,-6.23
260746,7.03,-3.91,14.81,8,0.53,1634,0.00,0.00,16,14.67,29.57,30.00,0.90,8.56,14.22,1.90,0.00,-6.03
260818,7.03,-3.91,14.81,8,0.54,1605,0.00,0.00,16,14.66,29.92,29.50,0.90,8.85,14.34,1.92,0.00,-5.82
260882,6.25,-3.91,14.70,8,0.56,1574,0.00,0.00,16,14.66,30.27,30.00,0.90,9.14,14.53,1.92,0.00,-5.67
260954,5.47,-3.91,14.47,8,0.57,1569,0.00,0.00,16,14.66,30.62,30.00,0.90,9.29,14.53,1.92,0.00,-5.45
261018,5.47,-3.91,14.36,8,0.56,1559,0.00,0.00,16,14.66,30.62,30.50,0.90,9.43,14.66,1.92,0.00,-5.36
261090,4.69,-3.12,14.24,8,0.56,1551,0.00,0.00,16,14.67,30.27,30.50,0.90,9.43,14.66,1.92,0.00,-5.24
261158,3.91,-3.12,14.36,8,0.56,1546,0.00,0.00,16,14.67,30.27,30.00,0.90,9.58,14.47,1.92,0.00,-5.16
261225,5.47,-3.12,14.36,8,0.57,1554,0.00,0.00,16,14.67,30.62,30.00,0.90,9.58,14.79,1.92,0.00,-5.10
261292,5.47,-3.12,14.59,8,0.58,1544,0.00,0.00,16,14.67,30.62,30.50,0.90,9.72,14.73,1.92,0.00,-5.03
261364,6.25,-3.12,14.59,8,0.57,1541,0.00,0.00,16,14.67,30.62,30.50,0.90,9.72,14.79,1.92,0.00,-4.99
261432,6.25,-3.12,14.70,8,0.58,1548,0.00,0.00,16,14.67,30.98,30.50,0.90,9.72,14.86,1.94,0.00,-4.93
261510,5.47,-3.12,14.70,8,0.58,1548,0.00,0.00,16,14.67,30.98,30.50,0.92,9.87,14.73,1.92,0.00,-4.89
261568,5.47,-3.12,14.81,8,0.58,1532,0.00,0.00,16,14.67,30.98,30.50,0.92,9.87,14.92,1.94,0.00,-4.85
261640,5.47,-2.34,14.70,8,0.59,1532,0.00,0.00,16,14.67,31.33,31.00,0.92,9.87,14.98,1.94,0.00,-4.78
261704,5.47,-2.34,14.59,8,0.60,1516,0.00,0.00,16,14.67,31.33,31.00,0.92,10.01,14.92,1.92,0.00,-4.70
261772,5.47,-2.34,14.59,8,0.60,1496,0.00,0.00,16,14.67,31.33,31.00,0.92,10.01,14.92,1.94,0.00,-4.62
261846,5.47,-2.34,14.36,8,0.61,1466,0.00,0.00,16,14.67,30.98,31.00,0.92,10.16,14.98,1.94,0.00,-4.54
261914,5.47,0.00,14.59,8,0.62,1458,0.00,0.00,16,14.67,31.33,31.00,0.92,10.30,14.98,1.94,0.00,-4.45
261978,4.69,0.00,14.47,8,0.62,1438,0.00,0.00,16,14.67,30.98,30.50,0.92,10.30,14.92,1.92,0.00,-4.35
262050,3.91,0.00,14.59,8,0.63,1414,0.00,0.00,16,14.67,30.98,30.50,0.92,10.45,14.92,1.92,0.00,-4.27
262114,3.91,0.00,14.36,8,0.65,1402,0.00,0.00,16,14.67,30.62,30.50,0.92,10.45,14.98,1.92,0.00,-4.16
262184,3.91,0.00,14.13,8,0.66,1357,0.00,0.00,16,14.66,29.92,30.00,0.92,10.59,14.86,1.92,0.00,-4.04
262256,3.12,0.00,14.13,8,0.69,1318,0.00,0.00,16,14.17,28.87,29.50,0.92,10.74,14.79,1.92,0.00,-3.93
262320,3.12,0.00,14.13,8,0.70,1285,0.00,0.00,16,14.66,27.81,28.50,0.92,11.17,14.73,1.92,0.00,-3.65
262391,3.12,0.00,14.13,8,0.72,1217,0.00,0.00,16,14.66,25.35,26.50,0.92,11.46,14.47,1.92,0.00,-3.33
262458,2.34,0.00,14.24,8,0.74,1150,0.00,0.00,16,14.22,23.95,24.00,0.92,11.61,14.22,1.90,0.00,-3.13
262530,1.56,0.00,13.90,8,0.71,1123,0.00,0.00,16,15.14,25.35,23.50,0.92,11.90,13.78,1.88,0.00,-2.86
262596,-0.78,0.00,13.78,8,0.69,1166,0.00,0.00,16,15.00,26.76,25.50,0.92,11.90,13.65,1.88,0.00,-2.82
262661,-0.78,0.00,13.55,8,0.69,1184,0.00,0.00,16,14.66,26.41,26.50,0.94,11.90,13.52,1.90,0.00,-2.88
262733,-0.78,0.00,13.55,8,0.66,1180,0.00,0.00,16,15.16,27.46,26.00,0.92,11.90,13.39,1.88,0.00,-2.84
262797,1.56,0.00,14.13,8,0.67,1212,0.00,0.00,16,14.68,27.81,27.00,0.94,11.75,13.78,1.90,0.00,-2.92
262869,3.91,0.00,14.70,8,0.67,1234,0.00,0.00,16,14.67,28.16,27.50,0.94,11.75,13.96,1.90,0.00,-3.00
262933,4.69,0.00,14.93,8,0.66,1240,0.00,0.00,16,14.68,28.87,28.00,0.94,11.61,14.15,1.90,0.00,-3.09
263005,4.69,0.00,15.27,8,0.66,1283,0.00,0.00,16,14.68,29.22,28.50,0.94,11.46,14.34,1.92,0.00,-3.23
263077,6.25,0.00,15.39,8,0.67,1293,0.00,0.00,16,14.68,29.22,29.00,0.94,11.46,14.40,1.92,0.00,-3.27
263146,5.47,0.00,15.39,8,0.67,1296,0.00,0.00,16,15.16,30.27,29.50,0.94,11.32,14.53,1.92,0.00,-3.36
263210,4.69,0.00,15.27,8,0.65,1324,0.00,0.00,16,14.69,30.27,30.00,0.94,11.32,14.66,1.94,0.00,-3.48
263282,3.91,0.00,15.16,8,0.66,1356,0.00,0.00,16,14.69,30.27,30.00,0.94,11.17,14.92,1.94,0.00,-3.52
263354,3.91,0.00,14.93,8,0.65,1392,0.00,0.00,16,14.69,30.98,30.50,0.94,11.17,14.98,1.94,0.00,-3.60
263418,4.69,0.00,14.81,8,0.64,1409,0.00,0.00,16,14.69,30.98,30.50,0.94,11.03,15.12,1.94,0.00,-3.67
263482,4.69,0.00,14.81,8,0.65,1400,0.00,0.00,16,14.69,30.98,30.50,0.92,11.03,15.26,1.94,0.00,-3.73
263554,4.69,0.00,14.81,8,0.64,1420,0.00,0.00,16,14.69,31.68,31.00,0.92,11.03,15.11,1.94,0.00,-3.81
263618,3.91,0.00,14.81,8,0.63,1453,0.00,0.00,16,14.69,31.33,31.50,0.88,10.74,14.86,1.92,0.00,-3.98
263690,3.91,0.00,14.70,8,0.61,1453,0.00,0.00,16,15.01,30.98,31.00,0.86,10.59,13.90,1.88,0.00,-4.27
263762,3.91,0.00,14.59,8,0.58,1479,0.00,0.00,16,15.12,30.27,30.50,0.86,10.16,12.75,1.84,0.00,0.12
263830,3.91,0.00,14.59,8,0.55,1510,0.00,0.00,16,14.71,29.57,30.00,0.86,9.43,12.64,1.86,0.00,-5.12
263894,2.34,0.00,14.47,8,0.53,1494,0.00,0.00,16,14.71,29.57,29.50,0.84,9.14,12.70,1.84,0.00,-5.41
263963,1.56,0.00,14.24,8,0.52,1514,0.00,0.00,16,14.71,29.22,29.00,0.84,9.00,12.64,1.84,0.00,-5.63
264035,1.56,0.00,14.01,8,0.51,1543,0.00,0.00,16,14.71,29.22,29.00,0.84,8.85,12.42,1.84,0.00,-5.84
264099,1.56,0.00,14.13,8,0.50,1522,0.00,0.00,16,14.71,29.22,29.00,0.84,8.71,12.42,1.84,0.00,-5.98
264171,1.56,-0.78,14.24,8,0.49,1550,0.00,0.00,16,14.71,29.57,29.00,0.84,8.56,12.37,1.84,0.00,-6.17
264240,1.56,-0.78,14.36,8,0.46,1578,0.00,0.00,16,15.24,29.22,29.50,0.84,8.42,12.26,1.82,0.00,-6.25
264308,2.34,-0.78,14.36,8,0.47,1570,0.00,0.00,16,14.71,29.22,29.00,0.84,8.27,11.99,1.82,0.00,-6.36
264380,2.34,-0.78,14.59,8,0.45,1570,0.00,0.00,16,15.08,29.57,29.00,0.84,8.27,11.93,1.82,0.00,-6.48
264444,3.12,-1.56,14.70,8,0.45,1601,0.00,0.00,16,14.71,29.57,29.50,0.84,8.13,12.20,1.82,0.00,-6.54
264516,3.12,-1.56,14.81,8,0.45,1600,0.00,0.00,16,14.71,29.92,29.50,0.84,8.13,12.04,1.82,0.00,-6.61
264580,3.91,-1.56,14.93,8,0.45,1614,0.00,0.00,16,14.71,29.92,29.50,0.84,7.98,11.99,1.82,0.00,-6.71
264652,3.91,-1.56,15.04,8,0.44,1610,0.00,0.00,16,14.71,29.92,29.50,0.80,7.98,11.88,1.80,0.00,-6.79
264716,3.91,-1.56,15.16,8,0.43,1613,0.00,0.00,16,14.71,29.92,30.00,0.80,7.69,10.79,1.74,0.00,-7.14
264788,3.91,-1.56,15.16,8,0.41,1632,0.00,0.00,16,15.10,30.27,30.50,0.78,7.25,9.88,1.70,0.00,-7.56
264852,3.91,-1.56,15.04,8,0.38,1632,0.00,0.00,16,14.71,29.57,29.50,0.76,6.96,9.35,1.68,0.00,-7.87
264920,3.12,-1.56,14.81,8,0.36,1634,0.00,0.00,16,14.72,29.57,29.50,0.76,6.53,8.69,1.64,0.00,-8.26
264988,2.34,-2.34,14.47,8,0.34,1652,0.00,0.00,16,14.72,29.92,29.50,0.76,6.24,8.52,1.64,0.00,-8.57
265063,0.78,-2.34,14.24,8,0.33,1658,0.00,0.00,16,14.72,29.22,29.50,0.76,5.95,8.39,1.62,0.00,-8.80
265130,0.00,-2.34,13.90,8,0.30,1645,0.00,0.00,16,14.72,28.87,28.50,0.76,5.80,8.36,1.62,0.00,-8.89
265194,0.00,-3.91,13.90,8,0.30,1644,0.00,0.00,16,14.72,29.22,28.50,0.76,5.66,8.23,1.62,0.00,-9.03
265266,0.00,-3.91,13.90,8,0.30,1656,0.00,0.00,16,14.72,29.22,28.50,0.76,5.66,8.36,1.62,0.00,-9.13
265330,0.78,-3.91,14.13,8,0.30,1653,0.00,0.00,16,14.72,28.87,28.50,0.76,5.51,8.39,1.62,0.00,-9.18
265402,1.56,-3.91,14.36,8,0.30,1656,0.00,0.00,16,14.72,28.87,28.50,0.76,5.51,8.31,1.62,0.00,-9.22
265474,2.34,-3.91,14.59,8,0.30,1668,0.00,0.00,16,14.72,28.87,29.00,0.76,5.51,8.19,1.62,0.00,-9.24
265538,3.12,-3.91,15.04,8,0.30,1656,0.00,0.00,16,14.72,28.87,28.50,0.76,5.37,8.19,1.62,0.00,-9.26
265605,3.12,-3.91,15.04,8,0.29,1652,0.00,0.00,16,14.72,29.22,28.50,0.76,5.37,8.14,1.62,0.00,-9.28
265672,3.12,-3.91,15.04,8,0.30,1656,0.00,0.00,16,14.71,28.87,28.50,0.76,5.37,8.22,1.62,0.00,-9.28
265744,3.91,-3.91,15.04,8,0.30,1659,0.00,0.00,16,14.71,28.87,28.50,0.76,5.37,8.19,1.62,0.00,-9.28
265815,3.91,-3.91,15.04,8,0.29,1660,0.00,0.00,16,14.71,28.87,28.50,0.76,5.37,8.11,1.62,0.00,-9.28
265880,3.91,-3.91,14.93,8,0.30,1665,0.00,0.00,16,14.71,28.87,28.50,0.76,5.37,8.23,1.64,0.00,-9.30
265952,3.91,-3.91,14.93,8,0.30,1655,0.00,0.00,16,14.71,28.87,28.50,0.76,5.37,8.14,1.62,0.00,-9.28
266016,3.12,-3.91,14.81,8,0.29,1652,0.00,0.00,16,14.71,28.87,28.50,0.76,5.37,8.14,1.62,0.00,-9.32
266088,3.91,-3.91,14.81,8,0.30,1664,0.00,0.00,16,14.71,28.52,28.50,0.76,5.37,8.23,1.62,0.00,-9.28
266152,3.91,-3.91,14.81,8,0.30,1650,0.00,0.00,16,14.71,29.22,28.50,0.76,5.37,8.19,1.62,0.00,-9.28
266224,3.91,-3.91,14.81,8,0.30,1665,0.00,0.00,16,14.71,28.87,28.50,0.76,5.37,8.23,1.62,0.00,-9.30
266289,3.91,-3.91,14.81,8,0.30,1651,0.00,0.00,16,14.71,28.87,28.50,0.76,5.37,8.14,1.62,0.00,-9.28
266355,3.91,-3.91,14.70,8,0.30,1640,0.00,0.00,16,14.71,28.87,28.50,0.76,5.37,8.14,1.62,0.00,-9.28
266428,3.91,-3.91,14.70,8,0.30,1649,0.00,0.00,16,14.71,28.87,28.50,0.76,5.37,8.19,1.62,0.00,-9.28
266499,3.91,-3.91,14.70,8,0.30,1646,0.00,0.00,16,14.71,28.52,28.50,0.76,5.37,8.14,1.60,0.00,-9.28
266563,3.91,-3.91,14.70,8,0.30,1639,0.00,0.00,16,14.71,28.52,28.50,0.76,5.37,8.11,1.62,0.00,-9.26
266635,3.91,-3.91,14.70,8,0.30,1638,0.00,0.00,16,14.71,28.52,28.50,0.76,5.37,8.11,1.62,0.00,-9.26
266699,3.91,-3.91,14.70,8,0.30,1645,0.00,0.00,16,14.71,28.52,28.50,0.76,5.37,8.19,1.62,0.00,-9.26
266771,4.69,-3.91,14.70,8,0.30,1638,0.00,0.00,16,14.71,28.87,28.50,0.76,5.37,8.14,1.62,0.00,-9.26
266835,4.69,-3.91,14.81,8,0.29,1657,0.00,0.00,16,14.71,28.52,28.50,0.70,5.37,7.98,1.60,0.00,-9.36
266907,4.69,-3.91,14.81,8,0.27,1640,0.00,0.00,16,14.71,28.16,28.50,0.66,4.93,7.33,1.54,0.00,-9.57
266976,0.00,-3.91,14.81,8,0.25,1624,0.00,0.00,16,15.19,25.00,27.50,0.64,4.64,5.91,1.44,0.00,-10.00
267048,0.00,-3.91,14.93,10,0.22,1634,0.00,0.00,16,15.20,21.13,25.00,0.64,4.21,5.04,1.38,0.00,-10.46
267115,0.00,-3.12,14.70,10,0.20,1611,0.00,0.00,16,14.70,17.27,20.00,0.64,4.06,4.69,1.38,0.00,-10.65
267182,0.00,-3.12,14.70,10,0.18,1576,0.00,0.00,16,14.70,13.75,17.00,0.64,4.06,4.73,1.38,0.00,-10.69
267251,0.00,-3.12,14.70,10,0.19,1528,0.00,0.00,16,14.70,11.64,13.00,0.64,4.06,4.82,1.38,0.00,-10.69
267315,0.00,-3.12,14.93,10,0.21,1447,0.00,0.00,16,14.70,11.29,11.50,0.64,4.06,4.69,1.36,0.00,-10.62
267387,0.00,-3.12,15.50,10,0.22,1340,0.00,0.00,16,14.70,10.59,19.00,0.64,4.06,4.64,1.36,0.00,-10.60
267451,0.00,-3.12,15.73,10,0.24,1239,0.00,0.00,16,14.69,10.59,18.50,0.64,4.21,4.73,1.38,0.00,-10.44
267523,0.00,-3.12,16.08,10,0.24,1204,0.00,0.00,16,14.69,10.23,18.50,0.64,4.35,4.64,1.36,0.00,-10.35
267589,0.00,-2.34,16.54,10,0.24,1160,0.00,0.00,16,14.69,10.59,18.00,0.64,4.35,4.60,1.36,0.00,-10.27
267661,0.00,-2.34,18.26,10,0.23,1164,0.00,0.00,16,14.70,10.59,18.00,0.64,4.50,4.43,1.34,0.00,-10.21
267732,0.00,-2.34,19.75,10,0.22,1179,0.00,0.00,16,14.70,10.59,18.50,0.64,4.50,4.26,1.34,0.00,-10.21
267796,0.00,-2.34,19.64,10,0.22,1173,0.00,0.00,16,14.70,10.59,18.00,0.64,4.50,4.26,1.34,0.00,-10.21
267868,0.00,0.00,19.75,10,0.21,1165,0.00,0.00,16,14.70,10.59,18.50,0.64,4.50,4.15,1.32,0.00,-10.23
267932,0.00,0.00,18.49,10,0.22,1159,0.00,0.00,16,14.70,10.23,18.00,0.64,4.50,4.15,1.34,0.00,-10.23
268004,0.00,0.00,17.57,10,0.22,1135,0.00,0.00,16,14.70,10.23,18.00,0.64,4.50,4.18,1.32,0.00,-10.25
268068,0.00,0.00,16.65,10,0.22,1128,0.00,0.00,16,14.70,10.23,18.00,0.64,4.50,4.18,1.34,0.00,-10.25
268140,0.00,0.00,15.62,10,0.22,1120,0.00,0.00,16,14.70,10.23,18.00,0.64,4.50,4.18,1.32,0.00,-10.23
268204,0.00,0.00,15.27,10,0.23,1117,0.00,0.00,16,14.70,10.23,18.00,0.64,4.50,4.18,1.32,0.00,-10.23
268276,-0.78,0.00,15.04,8,0.23,1117,0.00,0.00,16,14.70,10.23,18.00,0.64,4.50,4.15,1.34,0.00,-10.23
268348,-0.78,0.00,14.70,8,0.23,1101,0.00,0.00,16,14.70,10.23,18.00,0.64,4.50,4.18,1.32,0.00,-10.23
268414,-0.78,0.00,14.59,8,0.23,1104,0.00,0.00,16,14.70,10.23,18.00,0.64,4.50,4.18,1.34,0.00,-10.23
268480,-1.56,0.00,14.24,8,0.22,1113,0.00,0.00,16,14.70,10.23,17.50,0.64,4.50,4.15,1.32,0.00,-10.23
268552,-1.56,0.00,14.13,8,0.22,1116,0.00,0.00,16,14.70,10.23,16.50,0.64,4.50,4.13,1.32,0.00,-10.25
268620,-2.34,0.00,13.90,8,0.22,1112,0.00,0.00,16,14.70,10.23,16.50,0.64,4.35,4.10,1.32,0.00,-10.27
268687,-2.34,0.00,13.78,8,0.22,1105,0.00,0.00,16,14.70,10.23,16.50,0.64,4.35,4.04,1.30,0.00,-10.33
268754,-3.12,0.00,13.55,8,0.22,1095,0.00,0.00,16,14.70,9.88,17.00,0.64,4.35,3.96,1.30,0.00,-10.36
268826,-2.34,0.00,13.67,8,0.22,1079,0.00,0.00,16,14.70,9.88,17.50,0.64,4.35,3.85,1.30,0.00,-10.35
268890,-3.12,0.00,13.55,8,0.22,1076,0.00,0.00,16,14.70,9.88,17.50,0.64,4.35,3.85,1.30,0.00,-10.33
268962,-3.12,0.00,13.55,8,0.22,1062,0.00,0.00,16,14.70,9.88,17.50,0.64,4.35,3.80,1.28,0.00,-10.33
269026,-3.12,0.00,13.55,8,0.22,1036,0.00,0.00,16,14.70,9.88,17.50,0.64,4.35,3.78,1.28,0.00,-10.29
269098,-3.91,0.00,13.55,8,0.22,1027,0.00,0.00,16,14.70,9.88,17.50,0.64,4.35,3.75,1.30,0.00,-10.31
269170,-3.91,0.00,13.55,8,0.22,1016,0.00,0.00,16,14.70,9.88,17.50,0.64,4.50,3.73,1.30,0.00,-10.25
269236,-3.91,0.00,13.67,8,0.22,1007,0.00,0.00,16,14.70,9.88,17.50,0.64,4.50,3.70,1.28,0.00,-10.27
269301,-3.91,0.00,13.78,8,0.22,1004,0.00,0.00,16,14.70,9.88,17.50,0.64,4.50,3.73,1.28,0.00,-10.25
269372,-3.91,0.00,13.78,8,0.22,998,0.00,0.00,16,14.70,9.88,17.50,0.64,4.50,3.73,1.28,0.00,-10.25
269436,-3.91,0.00,13.90,8,0.22,996,0.00,0.00,16,14.70,9.88,17.50,0.64,4.50,3.67,1.28,0.00,-10.27
269504,-3.91,0.00,13.90,8,0.22,987,0.00,0.00,16,14.70,9.88,17.50,0.64,4.50,3.67,1.28,0.00,-10.25
269576,-3.91,0.00,14.13,8,0.23,981,0.00,0.00,16,14.70,9.88,17.50,0.64,4.50,3.63,1.28,0.00,-10.25
269648,-3.91,0.00,14.13,8,0.22,968,0.00,0.00,16,14.70,9.88,17.50,0.64,4.50,3.58,1.28,0.00,-10.25
269712,-3.91,0.00,14.24,8,0.23,957,0.00,0.00,16,14.70,9.88,17.50,0.64,4.50,3.56,1.26,0.00,-10.23
269781,-3.91,0.00,14.24,8,0.22,942,0.00,0.00,16,14.70,9.88,17.50,0.64,4.50,3.52,1.26,0.00,-10.19
269853,-3.91,0.00,14.24,8,0.23,936,0.00,0.00,16,14.70,9.88,17.50,0.64,4.50,3.52,1.26,0.00,-10.17
269917,-3.91,0.00,14.13,8,0.22,935,0.00,0.00,16,14.70,9.88,17.50,0.64,4.50,3.47,1.26,0.00,-10.15
269985,-3.91,0.00,14.24,8,0.22,935,0.00,0.00,16,14.70,9.88,17.50,0.64,4.64,3.47,1.26,0.00,-10.13
270057,-4.69,0.00,14.13,8,0.22,930,0.00,0.00,16,14.70,9.88,17.50,0.64,4.50,3.45,1.24,0.00,-10.13
270121,-4.69,0.00,14.01,8,0.22,916,0.00,0.00,16,14.70,9.88,17.50,0.64,4.64,3.42,1.24,0.00,-10.13
270193,-4.69,0.00,14.01,8,0.22,912,0.00,0.00,16,14.70,9.88,17.50,0.64,4.64,3.40,1.24,0.00,-10.11
270265,-4.69,0.00,13.90,8,0.22,906,0.00,0.00,16,14.70,9.88,17.50,0.64,4.64,3.40,1.24,0.00,-10.11
270329,-5.47,0.00,13.78,8,0.23,901,0.00,0.00,16,14.70,9.88,17.50,0.64,4.64,3.40,1.24,0.00,-10.11
270401,-5.47,0.00,14.01,8,0.23,887,0.00,0.00,16,14.70,9.88,17.50,0.64,4.64,3.40,1.24,0.00,-10.09
270462,-5.47,0.00,13.78,8,0.23,889,0.00,0.00,16,14.70,9.88,17.50,0.64,4.64,3.40,1.24,0.00,-10.06
270534,-5.47,0.00,13.90,8,0.23,884,0.00,0.00,16,14.70,9.88,17.50,0.64,4.64,3.42,1.24,0.00,-10.06
270603,-5.47,0.00,13.90,8,0.23,884,0.00,0.00,16,14.70,9.88,17.50,0.64,4.64,3.40,1.26,0.00,-10.06
270667,-5.47,0.00,13.78,8,0.23,887,0.00,0.00,16,14.70,9.88,17.50,0.64,4.64,3.40,1.26,0.00,-10.04
270743,-5.47,0.00,14.01,8,0.23,894,0.00,0.00,16,14.70,9.88,17.50,0.64,4.64,3.40,1.26,0.00,-10.06
270807,-5.47,0.00,13.90,8,0.22,896,0.00,0.00,16,14.70,9.88,15.50,0.64,4.64,3.38,1.26,0.00,-10.06
270879,-5.47,0.00,14.01,8,0.22,903,0.00,0.00,16,14.70,9.88,15.50,0.64,4.64,3.36,1.26,0.00,-10.11
270943,-5.47,0.00,14.01,8,0.22,903,0.00,0.00,16,14.70,9.88,14.00,0.64,4.64,3.33,1.26,0.00,-10.11
271015,-6.25,0.00,14.13,8,0.22,899,0.00,0.00,16,14.70,9.88,15.00,0.64,4.64,3.28,1.26,0.00,-10.11
271079,-5.47,0.00,14.01,8,0.22,894,0.00,0.00,16,14.70,9.88,15.00,0.64,4.64,3.25,1.26,0.00,-10.07
271151,-5.47,0.00,14.24,8,0.22,888,0.00,0.00,16,14.70,9.88,15.50,0.64,4.64,3.31,1.26,0.00,-10.11
271223,-5.47,0.00,14.24,8,0.22,882,0.00,0.00,16,14.70,9.88,15.50,0.64,4.64,3.25,1.24,0.00,-10.06
271291,-5.47,0.00,14.36,8,0.23,877,0.00,0.00,16,14.70,9.88,15.50,0.64,4.64,3.25,1.24,0.00,-10.06
271355,-5.47,0.00,14.36,8,0.23,875,0.00,0.00,16,14.70,9.88,15.50,0.64,4.64,3.28,1.24,0.00,-10.06
271427,-5.47,0.00,14.47,8,0.23,876,0.00,0.00,16,14.70,9.88,15.00,0.64,4.64,3.25,1.24,0.00,-10.06
271491,-5.47,0.00,14.36,8,0.22,880,0.00,0.00,16,14.70,9.88,14.00,0.64,4.64,3.25,1.24,0.00,-10.06
271563,-5.47,0.00,14.47,8,0.23,877,0.00,0.00,16,14.70,9.88,14.50,0.64,4.64,3.25,1.24,0.00,-10.06
271627,-5.47,0.00,14.47,8,0.23,864,0.00,0.00,16,14.70,9.88,15.50,0.64,4.64,3.25,1.24,0.00,-10.06
271699,-5.47,0.00,14.70,8,0.23,857,0.00,0.00,16,14.70,9.88,15.50,0.64,4.64,3.25,1.24,0.00,-10.06
271763,-5.47,0.00,14.59,8,0.23,846,0.00,0.00,16,14.70,9.88,16.50,0.64,4.64,3.25,1.26,0.00,-10.02
271835,-5.47,0.00,14.59,8,0.23,843,0.00,0.00,16,14.70,9.88,16.50,0.64,4.64,3.25,1.24,0.00,-10.02
