Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
3408,15.16,0.12,829,0.00,0.00,16,9.88,7.50,4.93,3.31,-1.18,0.64
3459,15.04,0.12,828,0.00,0.00,16,9.88,8.00,4.93,3.31,-1.18,0.64
3512,15.04,0.12,830,0.00,0.00,16,9.88,8.00,4.93,3.31,-1.18,0.64
3565,14.93,0.12,824,0.00,0.00,16,9.88,8.00,4.79,3.31,-1.18,0.64
3609,14.81,0.12,824,0.00,0.00,16,9.88,8.50,4.79,3.33,-1.18,0.64
3656,14.70,0.12,824,0.00,0.00,16,9.88,8.50,4.79,3.31,-1.18,0.64
3718,14.70,0.12,819,0.00,0.00,16,9.88,9.50,4.79,3.31,-1.18,0.64
3765,14.70,0.12,820,0.00,0.00,16,9.88,9.50,4.79,3.31,-1.18,0.64
3827,14.47,0.12,815,0.00,0.00,16,9.88,9.50,4.79,3.31,-1.18,0.64
3874,14.47,0.12,815,0.00,0.00,16,9.88,9.50,4.79,3.31,-1.18,0.64
3921,14.36,0.12,814,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
3984,14.36,0.12,819,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
4030,14.36,0.12,824,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
4077,14.36,0.12,827,0.00,0.00,16,9.88,8.50,4.93,3.31,-1.18,0.64
4140,14.24,0.12,827,0.00,0.00,16,9.88,8.00,4.79,3.31,-1.18,0.64
4187,14.24,0.12,810,0.00,0.00,16,9.88,9.50,4.79,3.31,-1.18,0.64
4234,14.13,0.12,807,0.00,0.00,16,9.88,10.50,4.93,3.31,-1.18,0.64
4286,14.13,0.12,803,0.00,0.00,16,9.88,10.50,4.93,3.31,-1.18,0.64
4351,14.36,0.12,801,0.00,0.00,16,9.88,11.00,4.79,3.31,-1.18,0.64
4398,14.24,0.12,801,0.00,0.00,16,9.88,11.00,4.93,3.31,-1.18,0.64
4448,14.36,0.12,804,0.00,0.00,16,9.88,10.50,4.93,3.31,-1.18,0.64
4495,14.36,0.12,812,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
4557,14.36,0.12,820,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
4604,14.24,0.12,820,0.00,0.00,16,9.88,9.00,4.93,3.31,-1.18,0.64
4667,14.24,0.12,820,0.00,0.00,16,9.88,9.00,4.93,3.31,-1.18,0.64
4714,14.13,0.12,814,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
4760,14.24,0.12,808,0.00,0.00,16,9.88,10.00,4.93,3.31,-1.18,0.64
4823,14.24,0.12,810,0.00,0.00,16,9.88,10.00,4.93,3.31,-1.18,0.64
4870,14.24,0.12,810,0.00,0.00,16,9.88,10.00,4.93,3.31,-1.18,0.64
4917,14.36,0.12,810,0.00,0.00,16,9.88,9.50,4.93,3.33,-1.18,0.64
4979,14.24,0.12,802,0.00,0.00,16,9.88,10.50,4.93,3.31,-1.18,0.64
5026,14.36,0.12,810,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
5073,14.36,0.12,813,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
5136,14.24,0.12,820,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
5182,14.24,0.12,820,0.00,0.00,16,9.88,9.00,4.93,3.31,-1.18,0.64
5242,14.36,0.12,816,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
5296,14.36,0.12,824,0.00,0.00,16,9.88,8.00,4.93,3.25,-1.18,0.64
5349,14.36,0.12,817,0.00,0.00,16,9.88,8.00,4.93,3.31,-1.18,0.64
5386,14.47,0.12,809,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
5448,14.36,0.12,809,0.00,0.00,16,9.88,10.00,4.79,3.28,-1.18,0.64
5495,14.47,0.12,805,0.00,0.00,16,9.88,10.50,4.93,3.31,-1.18,0.64
5558,14.36,0.12,806,0.00,0.00,16,9.88,10.50,4.93,3.31,-1.18,0.64
5605,14.36,0.12,808,0.00,0.00,16,9.88,10.50,4.93,3.33,-1.18,0.64
5652,14.47,0.12,813,0.00,0.00,16,9.88,9.50,4.93,3.33,-1.18,0.64
5714,14.36,0.12,813,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
5761,14.36,0.12,812,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
5808,14.47,0.12,812,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
5870,14.36,0.12,815,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
5917,14.36,0.12,809,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
5964,14.47,0.12,809,0.00,0.00,16,9.88,9.50,4.93,3.33,-1.18,0.64
6026,14.47,0.12,809,0.00,0.00,16,9.88,10.00,4.93,3.31,-1.18,0.64
6074,14.59,0.12,810,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
6120,14.59,0.12,801,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
6187,14.59,0.12,812,0.00,0.00,16,9.88,10.50,4.93,3.31,-1.18,0.64
6239,14.59,0.12,812,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
6292,14.59,0.12,812,0.00,0.00,16,9.88,9.50,4.93,3.33,-1.18,0.64
6344,14.59,0.12,818,0.00,0.00,16,9.88,8.50,4.93,3.31,-1.18,0.64
6394,14.59,0.12,821,0.00,0.00,16,9.88,8.50,4.93,3.36,-1.18,0.64
6450,14.70,0.12,826,0.00,0.00,16,9.88,8.50,4.93,3.36,-1.18,0.64
6499,14.47,0.12,826,0.00,0.00,16,9.88,8.00,4.93,3.31,-1.18,0.64
6552,14.59,0.12,814,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
6607,14.36,0.12,814,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
6659,14.47,0.12,810,0.00,0.00,16,9.88,9.50,4.79,3.33,-1.18,0.64
6713,14.47,0.12,808,0.00,0.00,16,9.88,10.00,4.79,3.33,-1.18,0.64
6761,14.36,0.12,808,0.00,0.00,16,9.88,10.00,4.93,3.31,-1.18,0.64
6817,14.47,0.12,811,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
6866,14.47,0.12,817,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
6919,14.36,0.12,821,0.00,0.00,16,9.88,9.50,4.79,3.31,-1.18,0.64
6973,14.36,0.12,814,0.00,0.00,16,9.88,8.50,4.79,3.31,-1.18,0.64
7024,14.36,0.12,814,0.00,0.00,16,9.88,9.50,4.93,3.33,-1.18,0.64
7077,14.36,0.12,814,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
7130,14.47,0.13,802,0.00,0.00,16,9.88,10.50,4.93,3.31,-1.18,0.64
7183,14.47,0.12,802,0.00,0.00,16,9.88,10.50,4.93,3.33,-1.18,0.64
7235,14.47,0.12,805,0.00,0.00,16,9.88,10.50,4.93,3.33,-1.18,0.64
7287,14.59,0.12,805,0.00,0.00,16,9.88,10.50,4.93,3.36,-1.18,0.64
7338,14.47,0.12,801,0.00,0.00,16,9.88,10.50,4.93,3.31,-1.18,0.64
7391,14.59,0.12,810,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
7445,14.59,0.12,805,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
7485,14.59,0.12,809,0.00,0.00,16,9.88,10.00,4.93,3.31,-1.18,0.64
7548,14.59,0.13,809,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
7595,14.70,0.12,812,0.00,0.00,16,9.88,9.50,4.93,3.33,-1.18,0.64
7642,14.59,0.12,810,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
7704,14.59,0.12,811,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
7751,14.59,0.12,810,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
7813,14.59,0.12,810,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
7860,14.59,0.12,808,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
7907,14.59,0.12,799,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
7970,14.59,0.11,806,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
8016,14.59,0.13,805,0.00,0.00,16,9.88,10.00,4.93,3.31,-1.18,0.64
8063,14.70,0.12,805,0.00,0.00,16,9.88,10.00,4.93,3.33,-1.18,0.64
8126,14.59,0.12,820,0.00,0.00,16,9.88,8.00,4.93,3.31,-1.18,0.64
8173,14.70,0.12,822,0.00,0.00,16,9.88,8.00,4.93,3.36,-1.18,0.64
8220,14.59,0.12,815,0.00,0.00,16,9.88,8.00,4.93,3.31,-1.18,0.64
8282,14.59,0.12,817,0.00,0.00,16,9.88,9.00,4.93,3.31,-1.18,0.64
8336,14.70,0.12,817,0.00,0.00,16,9.88,9.00,4.93,3.31,-1.18,0.64
8388,14.70,0.12,816,0.00,0.00,16,9.88,9.00,4.93,3.33,-1.18,0.64
8439,14.70,0.12,813,0.00,0.00,16,9.88,9.50,4.93,3.33,-1.18,0.64
8495,14.70,0.12,806,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
8546,14.59,0.12,806,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
8596,14.59,0.12,806,0.00,0.00,16,9.88,10.00,4.93,3.31,-1.18,0.64
8651,14.70,0.12,811,0.00,0.00,16,9.88,9.50,4.93,3.36,-1.18,0.64
8701,14.59,0.12,809,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
8756,14.59,0.12,805,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
8808,14.70,0.12,801,0.00,0.00,16,9.88,10.00,4.93,3.31,-1.18,0.64
8861,14.59,0.11,801,0.00,0.00,16,9.88,10.50,4.93,3.31,-1.18,0.64
8909,14.70,0.12,804,0.00,0.00,16,9.88,10.00,4.93,3.36,-1.18,0.64
8965,14.59,0.12,808,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
9015,14.70,0.12,814,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
9069,14.70,0.12,812,0.00,0.00,16,9.88,9.00,4.93,3.31,-1.18,0.64
9121,14.70,0.12,812,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
9175,14.70,0.12,818,0.00,0.00,16,9.88,8.50,4.93,3.31,-1.18,0.64
9229,14.70,0.12,814,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
9277,14.70,0.12,820,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
9331,14.70,0.12,819,0.00,0.00,16,9.88,8.50,4.93,3.31,-1.18,0.64
9385,14.70,0.12,819,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
9438,14.59,0.12,815,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
9490,14.70,0.12,812,0.00,0.00,16,9.88,9.50,4.93,3.33,-1.18,0.64
9543,14.47,0.12,809,0.00,0.00,16,9.88,9.50,4.93,3.33,-1.18,0.64
9587,14.47,0.12,812,0.00,0.00,16,9.88,10.00,4.93,3.33,-1.18,0.64
9634,14.59,0.12,812,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
9697,14.59,0.12,818,0.00,0.00,16,9.88,9.00,4.93,3.33,-1.18,0.64
9743,14.47,0.12,816,0.00,0.00,16,9.88,9.00,4.93,3.31,-1.18,0.64
9790,14.47,0.12,809,0.00,0.00,16,9.88,9.00,4.93,3.31,-1.18,0.64
9853,14.47,0.14,812,0.00,0.00,16,9.88,10.00,4.93,3.31,-1.18,0.64
9900,14.47,0.12,812,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
9962,14.59,0.12,800,0.00,0.00,16,9.88,10.50,4.93,3.31,-1.18,0.64
10009,14.47,0.12,800,0.00,0.00,16,9.88,10.50,4.93,3.31,-1.18,0.64
10056,14.59,0.12,806,0.00,0.00,16,9.88,10.50,4.93,3.33,-1.18,0.64
10118,14.59,0.12,807,0.00,0.00,16,9.88,10.00,4.93,3.33,-1.18,0.64
10169,14.59,0.12,807,0.00,0.00,16,9.88,10.00,4.93,3.31,-1.18,0.64
10215,14.70,0.12,810,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
10275,14.70,0.12,812,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
10330,14.70,0.12,816,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
10378,14.70,0.13,802,0.00,0.00,16,9.88,9.00,4.93,3.31,-1.18,0.64
10432,14.70,0.13,802,0.00,0.00,16,9.88,10.50,4.93,3.33,-1.18,0.64
10485,14.59,0.12,808,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
10539,14.70,0.12,805,0.00,0.00,16,9.88,10.00,4.93,3.36,-1.18,0.64
10592,14.59,0.12,807,0.00,0.00,16,9.88,10.00,4.93,3.31,-1.18,0.64
10643,14.59,0.12,805,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
10696,14.70,0.12,805,0.00,0.00,16,9.88,10.00,4.93,3.31,-1.18,0.64
10750,14.47,0.14,793,0.00,0.00,16,9.88,11.00,4.93,3.31,-1.18,0.64
10801,14.47,0.12,804,0.00,0.00,16,9.88,10.00,4.93,3.33,-1.18,0.64
10852,14.59,0.12,804,0.00,0.00,16,9.88,10.00,4.93,3.33,-1.18,0.64
10906,14.59,0.12,810,0.00,0.00,16,9.88,10.00,4.93,3.33,-1.18,0.64
10958,14.47,0.12,810,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
11012,14.59,0.12,800,0.00,0.00,16,9.88,10.50,4.93,3.36,-1.18,0.64
11062,14.47,0.12,795,0.00,0.00,16,9.88,10.50,4.93,3.31,-1.18,0.64
11114,14.59,0.12,802,0.00,0.00,16,9.88,10.50,4.93,3.33,-1.18,0.64
11167,14.59,0.12,798,0.00,0.00,16,9.88,10.00,4.93,3.33,-1.18,0.64
11218,14.59,0.12,798,0.00,0.00,16,9.88,10.50,4.93,3.31,-1.18,0.64
11272,14.70,0.12,799,0.00,0.00,16,9.88,10.00,4.93,3.31,-1.18,0.64
11326,14.70,0.12,803,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
11378,14.59,0.12,810,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
11430,14.59,0.12,810,0.00,0.00,16,9.88,9.00,4.93,3.31,-1.18,0.64
11483,14.70,0.12,810,0.00,0.00,16,9.88,9.00,4.93,3.31,-1.18,0.64
11535,14.59,0.11,808,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
11588,14.59,0.12,799,0.00,0.00,16,9.88,10.00,4.93,3.33,-1.18,0.64
11638,14.47,0.12,799,0.00,0.00,16,9.88,10.00,4.93,3.31,-1.18,0.64
11692,14.47,0.12,798,0.00,0.00,16,9.88,10.00,4.93,3.31,-1.18,0.64
11744,14.59,0.12,798,0.00,0.00,16,9.88,10.00,4.93,3.33,-1.18,0.64
11796,14.59,0.14,796,0.00,0.00,16,9.88,10.50,4.93,3.36,-1.18,0.64
11850,14.59,0.13,806,0.00,0.00,16,9.88,9.50,4.93,3.33,-1.18,0.64
11902,14.70,0.14,806,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
11953,14.70,0.12,820,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
12007,14.70,0.12,820,0.00,0.00,16,9.88,8.00,4.93,3.31,-1.18,0.64
12058,14.70,0.12,820,0.00,0.00,16,9.88,8.00,4.93,3.33,-1.18,0.64
12110,14.70,0.12,818,0.00,0.00,16,9.88,8.00,4.93,3.31,-1.18,0.64
12164,14.70,0.12,806,0.00,0.00,16,9.88,8.00,4.93,3.31,-1.18,0.64
12213,14.70,0.12,808,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
12269,14.59,0.12,808,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
12321,14.70,0.13,796,0.00,0.00,16,9.88,10.50,4.93,3.36,-1.18,0.64
12372,14.47,0.13,794,0.00,0.00,16,9.88,10.50,4.93,3.33,-1.18,0.64
12425,14.59,0.12,799,0.00,0.00,16,9.88,10.50,4.93,3.31,-1.18,0.64
12479,14.59,0.12,806,0.00,0.00,16,9.88,10.50,4.93,3.31,-1.18,0.64
12530,14.70,0.12,806,0.00,0.00,16,9.88,9.50,4.93,3.33,-1.18,0.64
12582,14.59,0.12,816,0.00,0.00,16,9.88,8.00,4.93,3.33,-1.18,0.64
12635,14.70,0.12,813,0.00,0.00,16,9.88,8.50,4.93,3.33,-1.18,0.64
12687,14.59,0.12,806,0.00,0.00,16,9.88,8.50,4.93,3.31,-1.18,0.64
12741,14.59,0.12,800,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64
12791,14.70,0.14,800,0.00,0.00,16,9.88,10.50,4.93,3.33,-1.18,0.64
12846,14.59,0.12,797,0.00,0.00,16,9.88,10.50,4.93,3.31,-1.18,0.64
12900,14.70,0.12,802,0.00,0.00,16,9.88,10.00,4.93,3.36,-1.18,0.64
12949,14.70,0.12,806,0.00,0.00,16,9.88,10.00,4.93,3.33,-1.18,0.64
13001,14.70,0.12,816,0.00,0.00,16,9.88,9.50,4.93,3.33,-1.18,0.64
13054,14.70,0.11,816,0.00,0.00,16,9.88,8.00,4.93,3.31,-1.18,0.64
13108,14.70,0.13,804,0.00,0.00,16,9.88,9.50,4.93,3.36,-1.18,0.64
13160,14.59,0.12,814,0.00,0.00,16,9.88,8.50,4.93,3.36,-1.18,0.64
13213,14.59,0.12,805,0.00,0.00,16,9.88,8.50,4.93,3.31,-1.18,0.64
13266,14.59,0.12,802,0.00,0.00,16,9.88,10.00,4.93,3.31,-1.18,0.64
Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level)
13805,14.59,0.12,801,0.00,0.00,16,9.88,9.00,4.93,3.36,-1.18,0.64,-9.77
13839,14.59,0.13,802,0.00,0.00,16,9.88,10.00,4.93,3.36,-1.18,0.64,-9.77
13891,14.47,0.12,802,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64,-9.77
13953,14.70,0.12,807,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64,-9.77
14005,14.59,0.12,805,0.00,0.00,16,9.88,9.50,4.93,3.31,-1.18,0.64,-9.77
14067,14.70,0.12,810,0.00,0.00,16,9.88,9.00,4.93,3.33,-1.18,0.64,-9.80
14130,14.70,0.13,801,0.00,0.00,16,9.88,9.00,4.93,3.36,-1.18,0.64,-9.78
14177,14.59,0.12,809,0.00,0.00,16,9.88,10.00,4.93,3.36,-1.18,0.64,-9.75
14248,14.70,0.13,802,0.00,0.00,16,9.88,9.00,4.93,3.36,-1.18,0.64,-9.77
14305,14.70,0.12,799,0.00,0.00,16,9.88,9.50,4.93,3.36,-1.18,0.64,-9.75
14362,14.59,0.12,799,0.00,0.00,16,9.88,10.00,4.93,3.31,-1.18,0.64,-9.65
14419,14.70,0.12,802,0.00,0.00,16,9.88,9.50,5.08,3.36,-1.18,0.64,-9.59
14474,14.59,0.12,804,0.00,0.00,16,9.88,9.50,5.08,3.33,-1.18,0.64,-9.55
14532,14.70,0.12,809,0.00,0.00,16,9.88,9.50,5.08,3.33,-1.18,0.64,-9.55
14588,14.70,0.12,812,0.00,0.00,16,9.88,9.00,5.08,3.33,-1.18,0.64,-9.55
14645,14.70,0.12,812,0.00,0.00,16,9.88,8.50,5.08,3.33,-1.18,0.64,-9.57
14701,14.70,0.12,803,0.00,0.00,16,9.88,9.00,5.08,3.31,-1.18,0.64,-9.61
14761,14.70,0.12,815,0.00,0.00,16,9.88,9.50,5.08,3.36,-1.18,0.64,-9.61
14816,14.70,0.12,815,0.00,0.00,16,9.88,8.00,5.08,3.31,-1.18,0.64,-9.65
14875,14.81,0.12,816,0.00,0.00,16,9.88,8.00,5.08,3.33,-1.18,0.64,-9.65
14930,14.70,0.12,813,0.00,0.00,16,9.88,8.50,5.08,3.31,-1.18,0.64,-9.71
14989,14.81,0.12,806,0.00,0.00,16,9.88,8.50,5.08,3.36,-1.18,0.64,-9.73
15046,14.81,0.13,805,0.00,0.00,16,9.88,9.50,4.93,3.36,-1.18,0.64,-9.67
