Time (msec),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),A/F Sensor #1 (AFR),Manifold Absolute Pressure (psi)
366271,0.12,1002,0.00,0.00,16,14.10,14.00,3.88,-1.08,0.64,14.70,4.64
366443,0.11,1016,0.00,0.00,16,14.10,12.50,3.88,-1.08,0.64,14.70,4.64
366614,0.12,1002,0.00,0.00,16,14.10,13.00,3.88,-1.08,0.64,14.70,4.64
366786,0.11,1009,0.00,0.00,16,14.10,13.50,3.85,-1.08,0.64,14.81,4.64
366974,0.12,1010,0.00,0.00,16,14.10,13.50,3.88,-1.08,0.64,14.81,4.64
367146,0.12,1013,0.00,0.00,16,14.10,14.00,3.93,-1.08,0.64,14.70,4.64
367317,0.11,1011,0.00,0.00,16,14.10,13.50,3.85,-1.08,0.64,14.70,4.64
367489,0.11,1008,0.00,0.00,16,14.10,14.00,3.85,-1.08,0.64,14.47,4.64
367661,0.12,1000,0.00,0.00,16,14.10,13.00,3.85,-1.08,0.64,14.47,4.64
367833,0.11,1006,0.00,0.00,16,14.10,14.00,3.91,-1.08,0.64,14.59,4.64
368005,0.11,1018,0.00,0.00,16,14.10,13.00,3.85,-1.08,0.64,14.70,4.64
368177,0.11,1008,0.00,0.00,16,14.10,14.00,3.88,-1.08,0.64,14.70,4.50
368349,0.11,1018,0.00,0.00,16,14.10,13.00,3.85,-1.08,0.64,14.70,4.50
368536,0.12,997,0.00,0.00,16,14.10,14.00,3.88,-1.08,0.64,14.47,4.64
368708,0.12,994,0.00,0.00,16,14.10,15.50,3.82,-1.08,0.64,14.59,4.64
368880,0.11,1014,0.00,0.00,16,14.10,13.50,3.85,-1.08,0.64,14.70,4.64
369052,0.12,1012,0.00,0.00,16,14.10,14.00,3.88,-1.08,0.64,14.70,4.64
369224,0.11,1001,0.00,0.00,16,14.10,13.50,3.82,-1.08,0.64,14.70,4.64
369396,0.12,1000,0.00,0.00,16,14.10,14.50,3.88,-1.08,0.64,14.59,4.64
369567,0.11,1009,0.00,0.00,16,14.10,13.50,3.85,-1.08,0.64,14.70,4.64
369755,0.12,1002,0.00,0.00,16,14.10,14.00,3.85,-1.08,0.64,14.70,4.64
369927,0.11,999,0.00,0.00,16,14.10,14.00,3.85,-1.08,0.64,14.70,4.64
370099,0.12,994,0.00,0.00,16,14.10,15.00,3.82,-1.08,0.64,14.81,4.64
370270,0.12,1008,0.00,0.00,16,14.10,14.00,3.85,-1.08,0.64,14.70,4.64
370442,0.11,1009,0.00,0.00,16,14.10,13.00,3.85,-1.08,0.64,14.70,4.64
370614,0.11,998,0.00,0.00,16,14.10,13.50,3.85,-1.08,0.64,14.70,4.64
370786,0.12,996,0.00,0.00,16,14.10,14.50,3.82,-1.08,0.64,14.59,4.64
370958,0.11,1012,0.00,0.00,16,14.10,13.00,3.82,-1.08,0.64,14.47,4.64
371130,0.12,1001,0.00,0.00,16,14.10,13.00,3.88,-1.08,0.64,14.47,4.64
371302,0.11,1002,0.00,0.00,16,14.10,14.00,3.82,-1.08,0.64,14.47,4.64
371489,0.11,1006,0.00,0.00,16,14.10,13.50,3.85,-1.08,0.64,14.70,4.64
371661,0.11,1015,0.00,0.00,16,14.10,13.00,3.82,-1.08,0.64,14.70,4.64
371833,0.12,1007,0.00,0.00,16,14.10,13.50,3.85,-1.08,0.64,14.70,4.64
372005,0.11,1002,0.00,0.00,16,14.10,13.50,3.85,-1.08,0.64,14.70,4.64
372177,0.11,999,0.00,0.00,16,14.10,14.00,3.88,-1.08,0.64,14.70,4.64
372348,0.12,996,0.00,0.00,16,14.10,14.50,3.85,-1.08,0.64,14.81,4.64
372519,0.12,1014,0.00,0.00,16,14.10,13.50,3.85,-1.08,0.64,14.70,4.64
372691,0.12,991,0.00,0.00,16,14.10,15.00,3.85,-1.08,0.64,14.70,4.64
372863,0.12,1006,0.00,0.00,16,14.10,13.00,3.88,-1.08,0.64,14.70,4.79
373051,0.11,1023,0.00,0.00,16,14.10,10.50,3.85,-1.08,0.64,14.70,4.64
373222,0.12,1022,0.00,0.00,16,14.10,12.00,3.91,-1.08,0.68,14.81,4.64
373394,0.15,1040,0.00,0.00,16,14.10,10.50,5.23,-1.08,0.68,14.93,5.08
373566,0.15,1143,0.00,0.00,16,15.51,14.00,5.59,-1.08,0.70,15.04,5.37
373738,0.15,1242,0.00,0.00,16,17.62,16.50,6.26,-1.08,0.72,14.13,5.51
373910,0.16,1332,0.00,0.00,16,21.13,20.00,6.99,-1.39,0.74,13.44,5.66
374082,0.17,1352,0.00,0.00,16,24.30,23.00,7.46,-1.39,0.74,14.01,5.80
374254,0.18,1332,0.00,0.00,16,23.59,23.50,7.82,-1.39,0.76,14.81,5.95
374426,0.23,1297,0.00,0.00,16,26.76,25.00,9.71,-1.39,0.82,15.04,6.53
374597,0.26,1407,0.00,0.00,16,28.87,28.50,11.82,-1.39,0.84,14.81,7.55
374785,0.24,1501,0.00,0.00,16,28.87,28.50,12.26,-1.39,0.84,12.63,8.13
374957,0.24,1567,0.00,0.00,16,29.22,28.50,12.75,-1.39,0.84,13.67,8.13
375129,0.24,1566,0.00,0.00,16,29.22,29.00,12.64,-1.39,0.84,14.24,7.98
375301,0.26,1545,0.00,0.00,16,29.22,28.50,12.79,-1.39,0.84,14.13,8.13
375472,0.26,1506,0.00,0.00,16,29.22,28.50,12.96,-1.39,0.84,13.78,8.27
375644,0.24,1519,0.00,0.00,16,29.22,28.50,13.01,-1.39,0.82,13.44,8.42
375816,0.14,1909,0.00,0.00,16,28.16,30.50,4.97,-1.39,0.64,13.55,5.37
375988,0.09,1894,0.00,0.00,16,16.91,22.00,4.24,-1.39,0.64,12.98,4.06
376160,0.12,1709,0.00,0.00,16,14.10,14.00,6.07,-1.39,0.64,13.32,3.77
376332,0.14,1408,0.00,0.00,16,14.10,22.00,6.48,-1.39,0.64,14.93,4.06
376519,0.15,1218,0.00,0.00,16,14.10,22.00,6.18,-1.08,0.64,15.27,4.35
376691,0.15,1297,0.00,0.00,16,14.10,14.50,6.11,-1.39,0.70,20.67,4.50
376863,0.16,1294,0.00,0.00,16,16.56,15.50,7.06,-1.39,0.76,23.31,4.93
377035,0.22,1241,0.00,0.00,16,20.43,18.00,8.23,-1.39,0.78,15.39,5.66
377207,0.25,1262,0.00,0.00,16,27.11,26.00,10.23,-1.39,0.82,12.29,6.96
377378,0.27,1318,0.00,0.00,16,29.57,28.00,11.93,-1.39,0.84,12.29,7.98
377550,0.27,1427,0.00,0.00,16,29.57,29.00,12.48,-1.39,0.84,12.63,8.42
377722,0.27,1461,0.00,0.00,16,29.57,29.00,13.13,-1.39,0.86,13.44,8.71
377910,0.28,1459,0.00,0.00,16,29.92,29.50,13.78,-1.39,0.86,14.01,9.00
378081,0.29,1456,0.00,0.00,16,29.92,29.50,14.09,-1.39,0.86,14.13,9.14
378253,0.30,1429,0.00,0.00,16,30.27,29.50,14.09,-1.39,0.88,13.67,9.29
378425,0.31,1356,0.00,0.00,16,29.57,29.50,14.22,-1.39,0.88,13.55,9.72
378597,0.33,1305,0.00,0.00,16,28.16,28.50,14.09,-1.39,0.88,13.44,9.87
378769,0.30,1401,0.00,0.00,16,30.27,29.50,14.47,-1.39,0.88,13.44,10.16
378941,0.30,1504,0.00,0.00,16,30.62,29.50,14.34,-1.39,0.88,13.44,10.01
379113,0.29,1584,0.00,0.00,16,31.68,30.50,15.41,-1.39,0.90,14.47,9.72
379285,0.31,1704,0.00,0.00,16,35.20,33.50,17.42,-1.39,0.94,14.36,9.58
379456,0.32,1826,0.00,0.00,16,36.95,35.50,18.96,-1.39,0.96,14.24,9.72
379628,0.31,1907,0.00,0.00,16,38.36,37.50,19.74,-1.39,0.96,13.32,9.72
379816,0.30,2020,0.00,0.00,16,40.12,39.50,20.50,-1.70,0.96,13.67,9.72
379988,0.29,2111,0.00,0.00,16,41.17,40.00,20.50,-1.39,0.98,13.67,9.58
380160,0.30,2206,0.00,0.00,16,42.58,42.00,22.07,-1.39,0.98,13.78,9.43
380331,0.30,2299,0.00,0.00,16,43.98,43.00,22.67,-2.01,0.98,13.55,9.43
380503,0.31,2417,0.00,0.00,16,44.69,43.50,24.41,-2.32,0.98,13.55,9.43
380691,0.30,2488,0.00,0.00,16,44.34,43.50,25.49,-2.63,0.98,13.55,9.29
380847,0.31,2617,0.00,0.00,16,44.34,43.50,26.20,-2.94,0.98,13.55,9.14
381019,0.29,2717,0.00,0.00,16,43.98,43.50,26.83,-3.25,0.98,13.67,9.14
381191,0.28,2815,0.00,0.00,16,43.98,43.50,26.73,-3.56,0.96,13.78,8.85
381378,0.28,2930,0.00,0.00,16,43.98,43.50,27.15,-4.18,0.96,13.67,8.71
381550,0.26,2978,0.00,0.00,16,44.34,43.50,26.40,-4.18,0.94,13.21,8.42
381722,0.24,3078,0.00,0.00,16,44.34,43.50,25.49,-4.18,0.94,13.44,8.13
381894,0.21,3186,0.00,0.00,16,44.34,43.50,24.80,-4.18,0.82,13.44,7.40
382066,0.11,3075,0.00,0.00,16,-10.16,-3.50,9.17,-4.18,0.64,12.52,4.79
382238,0.14,2740,0.00,0.00,16,-9.10,-8.50,12.48,-4.18,0.64,12.29,4.06
382409,0.14,2436,0.00,0.00,16,-10.16,-10.50,12.36,-3.25,0.64,13.78,3.92
382597,0.13,2221,0.00,0.00,16,14.80,15.00,9.70,-2.63,0.64,17.23,4.06
382769,0.13,1923,0.00,0.00,16,14.10,14.00,8.23,-2.01,0.64,23.54,3.92
382941,0.14,1661,0.00,0.00,16,14.10,14.00,8.19,-1.39,0.64,23.77,3.92
383112,0.17,1482,0.00,0.00,16,14.10,22.00,8.36,-1.39,0.64,23.66,4.21
383284,0.16,1229,0.00,0.00,16,14.10,22.00,6.66,-1.39,0.64,23.77,4.64
383456,0.12,1365,0.00,0.00,16,14.10,13.00,5.21,-1.39,0.64,23.54,4.64
383628,0.11,1378,0.00,0.00,16,14.10,10.50,5.01,-1.39,0.64,23.54,4.50
383800,0.12,1347,0.00,0.00,16,14.10,14.00,5.23,-1.39,0.68,19.75,4.35
383972,0.13,1370,0.00,0.00,16,15.16,14.00,5.78,-1.39,0.70,15.16,4.50
384159,0.14,1430,0.00,0.00,16,17.97,16.50,6.70,-1.39,0.74,14.70,4.93
384331,0.15,1600,0.00,0.00,16,24.65,20.00,8.06,-1.39,0.78,14.13,5.37
384503,0.14,1905,0.00,0.00,16,33.44,30.50,8.95,-1.39,0.80,14.13,5.37
384675,0.17,1929,0.00,0.00,16,34.49,34.00,10.64,-1.39,0.82,14.70,5.80
384847,0.19,1882,0.00,0.00,16,34.84,34.00,11.88,-1.39,0.84,14.81,6.38
385019,0.17,1900,0.00,0.00,16,34.49,34.50,11.99,-1.39,0.84,14.81,6.53
385190,0.21,1923,0.00,0.00,16,36.60,36.00,13.71,-1.39,0.86,14.36,6.96
385362,0.22,1941,0.00,0.00,16,36.95,35.50,13.32,-1.39,0.88,14.47,7.40
385534,0.24,1946,0.00,0.00,16,38.01,36.50,14.79,-1.39,0.90,14.24,7.69
385706,0.27,1992,0.00,0.00,16,39.77,38.50,16.74,-1.39,0.94,14.47,8.27
385893,0.27,2029,0.00,0.00,16,40.47,39.50,18.33,-1.70,0.96,14.24,8.85
386065,0.27,2072,0.00,0.00,16,40.82,40.00,18.33,-1.70,0.96,13.90,9.00
386237,0.28,2116,0.00,0.00,16,41.52,41.00,19.98,-1.39,0.96,14.59,9.14
386409,0.28,2164,0.00,0.00,16,42.23,41.50,19.81,-1.39,0.98,14.24,9.29
386581,0.31,2201,0.00,0.00,16,42.58,42.00,21.18,-1.70,0.98,14.36,9.43
386753,0.29,2250,0.00,0.00,16,43.28,42.50,22.07,-1.39,0.98,13.44,9.43
386925,0.32,2285,0.00,0.00,16,43.28,42.50,23.63,-1.39,1.00,13.78,9.58
387112,0.30,2320,0.00,0.00,16,43.98,43.00,24.03,-1.70,1.00,13.44,9.72
387284,0.33,2377,0.00,0.00,16,43.98,43.50,26.10,-1.70,1.00,13.78,9.87
387456,0.34,2438,0.00,0.00,16,43.98,43.50,26.42,-2.01,1.00,13.32,9.87
387628,0.32,2471,0.00,0.00,16,43.98,43.50,26.63,-2.01,1.00,13.55,9.87
387800,0.33,2557,0.00,0.00,16,43.63,43.00,27.99,-2.32,1.00,13.78,9.87
387972,0.32,2595,0.00,0.00,16,43.63,43.00,28.41,-2.32,1.00,13.55,9.72
388143,0.32,2638,0.00,0.00,16,43.63,43.00,28.09,-2.63,1.00,13.44,9.72
388315,0.32,2695,0.00,0.00,16,43.63,43.00,27.99,-2.94,1.00,13.55,9.58
388503,0.30,2728,0.00,0.00,16,43.63,43.50,27.36,-2.94,0.98,13.78,9.43
388674,0.30,2793,0.00,0.00,16,43.63,42.50,28.52,-2.94,0.98,13.90,9.43
388846,0.29,2842,0.00,0.00,16,43.98,43.00,27.04,-3.87,0.98,13.67,9.29
389018,0.29,2884,0.00,0.00,16,43.63,43.50,27.57,-3.87,0.96,14.01,9.14
389190,0.28,2909,0.00,0.00,16,44.34,43.50,27.36,-4.18,0.96,13.67,8.85
389362,0.29,2950,0.00,0.00,16,43.98,43.50,27.57,-4.18,0.96,13.78,8.71
389534,0.27,3001,0.00,0.00,16,44.34,43.50,26.51,-4.18,0.94,13.44,8.56
389706,0.18,2997,0.00,0.00,16,25.35,43.50,13.14,-4.18,0.64,13.55,6.82
389878,0.11,2776,0.00,0.00,16,-8.05,-8.50,10.54,-4.18,0.64,12.06,4.21
390065,0.15,2594,0.00,0.00,16,-10.16,-10.50,13.13,-3.87,0.64,12.29,4.06
390237,0.14,2270,0.00,0.00,16,15.16,15.50,11.25,-2.94,0.64,15.39,4.06
390409,0.13,1958,0.00,0.00,16,14.10,14.00,8.95,-1.70,0.64,20.79,3.92
390581,0.14,1812,0.00,0.00,16,14.10,14.00,8.44,-1.39,0.64,23.31,3.92
390753,0.16,1527,0.00,0.00,16,14.10,22.00,7.82,-1.39,0.64,23.66,3.92
390924,0.16,1273,0.00,0.00,16,14.10,22.00,7.37,-1.39,0.64,23.89,4.21
391096,0.14,1312,0.00,0.00,16,14.10,17.50,6.33,-1.39,0.64,23.66,4.50
391268,0.13,1347,0.00,0.00,16,14.10,13.50,5.91,-1.39,0.64,23.54,4.21
391440,0.12,1330,0.00,0.00,16,14.10,14.00,5.49,-1.39,0.64,23.54,4.06
391627,0.15,1328,0.00,0.00,16,14.80,14.00,6.40,-1.39,0.72,15.16,4.21
391799,0.14,1434,0.00,0.00,16,18.32,16.00,7.41,-1.39,0.76,11.60,5.08
391971,0.16,1673,0.00,0.00,16,26.05,22.50,8.78,-1.39,0.80,11.60,5.66
392143,0.17,1854,0.00,0.00,16,34.49,32.00,10.49,-1.39,0.82,13.32,5.95
392315,0.16,2086,0.00,0.00,16,30.98,31.50,11.09,-1.70,0.82,16.31,5.95
392486,0.16,2018,0.00,0.00,16,34.84,34.00,11.24,-1.70,0.82,15.50,6.09
392658,0.17,2014,0.00,0.00,16,35.90,35.50,11.61,-1.70,0.84,14.93,6.24
392830,0.19,2044,0.00,0.00,16,37.30,36.00,12.92,-1.70,0.86,14.93,6.67
393017,0.17,2029,0.00,0.00,16,36.95,35.50,12.37,-1.70,0.86,14.70,6.82
393189,0.20,2044,0.00,0.00,16,38.01,37.00,13.26,-1.70,0.86,14.13,7.11
393361,0.19,2062,0.00,0.00,16,38.36,38.00,13.45,-1.70,0.88,14.70,7.11
393533,0.20,2065,0.00,0.00,16,38.36,38.00,14.28,-1.70,0.88,14.24,7.11
393721,0.19,2067,0.00,0.00,16,38.01,38.00,14.02,-1.70,0.88,14.24,7.25
393892,0.21,2086,0.00,0.00,16,39.06,36.50,14.47,-1.70,0.88,14.13,7.25
394064,0.21,2101,0.00,0.00,16,38.71,38.00,13.77,-2.01,0.88,14.70,7.25
394236,0.21,2093,0.00,0.00,16,39.41,38.50,14.40,-2.01,0.88,14.24,7.25
394408,0.19,2103,0.00,0.00,16,38.01,39.00,13.71,-2.01,0.88,14.01,7.25
394580,0.19,2128,0.00,0.00,16,39.41,39.00,14.47,-2.01,0.88,13.90,7.25
394752,0.20,2134,0.00,0.00,16,39.77,39.00,14.92,-2.01,0.88,14.36,7.25
394924,0.21,2141,0.00,0.00,16,39.41,39.00,15.18,-2.01,0.88,14.13,7.25
395111,0.21,2147,0.00,0.00,16,39.77,39.00,15.05,-2.01,0.88,13.67,7.25
395283,0.20,2168,0.00,0.00,16,39.77,39.00,14.40,-2.01,0.88,13.67,7.25
395455,0.20,2176,0.00,0.00,16,39.77,39.00,14.86,-2.01,0.88,14.01,7.25
395627,0.20,2167,0.00,0.00,16,39.77,39.50,15.19,-2.01,0.88,14.24,7.25
395799,0.20,2194,0.00,0.00,16,39.77,39.50,14.47,-2.01,0.88,14.24,7.25
395970,0.21,2198,0.00,0.00,16,40.47,40.00,16.00,-2.32,0.88,14.24,7.25
396142,0.21,2210,0.00,0.00,16,40.12,39.50,14.73,-2.32,0.88,13.55,7.25
396314,0.21,2212,0.00,0.00,16,40.47,40.00,15.48,-2.32,0.88,13.78,7.25
396486,0.19,2217,0.00,0.00,16,40.47,40.00,15.25,-2.32,0.88,14.13,7.25
396673,0.21,2224,0.00,0.00,16,40.82,40.00,15.33,-2.32,0.88,13.90,7.25
396845,0.21,2226,0.00,0.00,16,40.82,40.00,15.25,-2.32,0.88,14.36,7.25
397017,0.21,2239,0.00,0.00,16,40.82,41.00,16.14,-2.32,0.88,14.13,7.25
397189,0.20,2246,0.00,0.00,16,41.17,40.00,15.33,-2.32,0.88,13.44,7.25
397361,0.20,2269,0.00,0.00,16,40.82,40.00,15.19,-2.32,0.88,14.13,7.25
397533,0.20,2265,0.00,0.00,16,40.12,40.50,15.55,-2.32,0.86,14.36,7.25
397705,0.21,2267,0.00,0.00,16,41.52,41.00,16.23,-2.32,0.86,14.36,7.25
397877,0.21,2287,0.00,0.00,16,41.88,41.00,16.51,-2.63,0.88,13.78,7.25
398048,0.22,2295,0.00,0.00,16,41.88,41.50,16.74,-2.63,0.88,13.78,7.25
398236,0.21,2288,0.00,0.00,16,41.88,41.50,16.81,-2.63,0.86,13.55,7.25
398408,0.22,2325,0.00,0.00,16,42.58,41.50,17.03,-2.63,0.88,13.67,7.25
398580,0.22,2322,0.00,0.00,16,42.58,42.00,16.96,-2.63,0.86,13.44,7.25
398752,0.22,2330,0.00,0.00,16,42.23,41.50,16.07,-2.63,0.86,13.55,7.25
398923,0.20,2323,0.00,0.00,16,42.23,42.50,17.26,-2.63,0.86,13.44,7.40
399095,0.22,2343,0.00,0.00,16,42.93,42.50,17.71,-2.94,0.86,13.67,7.40
399267,0.23,2363,0.00,0.00,16,42.93,42.50,17.86,-2.94,0.86,13.55,7.25
399439,0.22,2390,0.00,0.00,16,43.63,42.50,18.02,-2.94,0.88,13.32,7.25
399611,0.23,2387,0.00,0.00,16,43.63,43.50,18.49,-2.94,0.88,13.55,7.40
399798,0.24,2408,0.00,0.00,16,44.34,43.50,18.96,-2.94,0.90,13.67,7.69
399970,0.27,2410,0.00,0.00,16,45.74,45.00,21.09,-2.94,0.94,14.01,8.13
400142,0.28,2420,0.00,0.00,16,45.39,45.00,22.14,-2.94,0.94,13.32,8.56
400314,0.28,2452,0.00,0.00,16,45.04,44.50,23.34,-2.94,0.94,13.78,8.71
400486,0.29,2464,0.00,0.00,16,45.04,45.00,22.23,-3.25,0.94,13.21,8.71
400658,0.29,2459,0.00,0.00,16,45.04,44.50,23.53,-3.25,0.94,13.78,8.71
400845,0.29,2477,0.00,0.00,16,45.04,44.50,23.34,-3.25,0.94,13.55,8.85
401017,0.28,2521,0.00,0.00,16,45.04,44.50,23.73,-3.25,0.94,13.90,8.85
401189,0.28,2512,0.00,0.00,16,45.04,44.50,23.25,-3.25,0.94,13.67,8.56
401361,0.27,2520,0.00,0.00,16,45.39,44.50,23.16,-3.25,0.92,13.67,8.56
401533,0.25,2562,0.00,0.00,16,44.69,44.50,22.58,-3.25,0.92,13.67,8.42
401704,0.25,2552,0.00,0.00,16,44.69,44.00,21.53,-3.56,0.90,14.13,8.27
401876,0.24,2577,0.00,0.00,16,44.34,43.50,20.40,-3.56,0.90,14.13,7.98
402064,0.24,2582,0.00,0.00,16,44.34,43.50,21.19,-3.56,0.90,14.36,7.84
402236,0.23,2610,0.00,0.00,16,43.98,43.50,19.81,-3.56,0.88,14.13,7.69
402407,0.23,2610,0.00,0.00,16,43.98,43.50,19.35,-3.56,0.88,14.36,7.55
402579,0.23,2634,0.00,0.00,16,44.34,43.50,19.90,-3.87,0.88,14.70,7.55
402751,0.22,2645,0.00,0.00,16,43.98,43.50,19.89,-3.87,0.86,13.78,7.40
402923,0.20,2633,0.00,0.00,16,43.98,43.50,18.72,-3.87,0.86,13.78,7.11
403095,0.19,2645,0.00,0.00,16,43.63,43.00,18.10,-3.87,0.84,14.13,6.96
403267,0.19,2658,0.00,0.00,16,39.41,33.00,16.58,-3.87,0.84,13.55,6.67
403439,0.18,2672,0.00,0.00,16,34.14,43.00,18.02,-3.87,0.84,14.24,6.53
403610,0.18,2661,0.00,0.00,16,32.03,30.50,15.85,-3.87,0.82,13.44,6.38
403782,0.18,2663,0.00,0.00,16,32.73,32.50,16.14,-3.87,0.82,14.36,6.24
403970,0.18,2690,0.00,0.00,16,34.14,36.00,17.03,-3.87,0.82,13.78,6.24
404142,0.17,2686,0.00,0.00,16,28.16,27.00,15.77,-3.87,0.82,13.32,6.09
404314,0.17,2680,0.00,0.00,16,25.70,25.00,15.11,-3.87,0.80,14.01,5.95
404486,0.16,2669,0.00,0.00,16,18.32,22.00,14.66,-3.87,0.80,14.01,5.80
404657,0.17,2691,0.00,0.00,16,19.73,15.00,14.02,-3.87,0.80,14.24,5.66
404829,0.17,2676,0.00,0.00,16,17.97,23.50,13.95,-3.87,0.78,14.24,5.66
405001,0.14,2661,0.00,0.00,16,9.53,10.50,12.59,-3.87,0.74,13.32,5.37
405173,0.11,2663,0.00,0.00,16,-7.70,-6.00,9.94,-3.87,0.68,13.78,4.64
405345,0.12,2638,0.00,0.00,16,-6.99,-10.50,10.64,-3.87,0.64,14.59,3.92
405517,0.12,2626,0.00,0.00,16,-10.16,-10.00,10.33,-3.87,0.64,15.62,3.77
405704,0.12,2628,0.00,0.00,16,-10.16,-10.50,10.38,-3.56,0.64,21.02,3.92
405876,0.11,2598,0.00,0.00,16,-10.16,-10.50,10.13,-3.56,0.64,24.81,3.92
406048,0.12,2603,0.00,0.00,16,-10.16,-10.50,10.79,-3.56,0.68,25.50,4.06
406220,0.15,2572,0.00,0.00,16,-6.29,-8.50,11.93,-3.56,0.72,23.77,4.50
406392,0.16,2573,0.00,0.00,16,1.80,-6.00,11.61,-3.56,0.76,23.20,4.64
406579,0.16,2576,0.00,0.00,16,25.70,20.00,14.92,-3.56,0.82,13.90,5.22
406751,0.19,2575,0.00,0.00,16,41.17,41.00,16.88,-3.56,0.86,13.21,6.24
406923,0.22,2587,0.00,0.00,16,43.98,43.00,18.96,-3.56,0.88,13.90,6.67
407095,0.22,2594,0.00,0.00,16,43.98,43.50,18.80,-3.56,0.88,14.13,6.96
407267,0.23,2593,0.00,0.00,16,43.98,43.50,19.89,-3.56,0.88,14.13,7.11
407438,0.23,2614,0.00,0.00,16,43.98,43.50,19.66,-3.56,0.88,14.01,7.25
407610,0.22,2627,0.00,0.00,16,43.98,43.50,19.81,-3.56,0.88,14.36,7.25
407782,0.22,2624,0.00,0.00,16,43.98,43.50,18.87,-3.87,0.88,14.24,7.40
407954,0.22,2646,0.00,0.00,16,43.98,43.50,19.90,-3.87,0.88,14.24,7.40
408141,0.22,2658,0.00,0.00,16,43.98,43.50,19.73,-3.87,0.88,14.13,7.40
408313,0.23,2651,0.00,0.00,16,43.98,43.50,19.42,-3.87,0.88,14.24,7.40
408485,0.23,2663,0.00,0.00,16,44.34,43.50,20.15,-3.87,0.88,14.36,7.40
408657,0.22,2689,0.00,0.00,16,44.34,43.50,20.49,-3.87,0.88,13.90,7.40
408829,0.23,2700,0.00,0.00,16,44.34,43.50,20.75,-3.87,0.88,13.78,7.40
409001,0.22,2716,0.00,0.00,16,43.98,43.50,19.92,-3.87,0.88,13.78,7.40
409173,0.23,2721,0.00,0.00,16,44.34,43.50,20.06,-4.18,0.88,14.13,7.40
409345,0.23,2712,0.00,0.00,16,44.34,43.50,19.75,-4.18,0.88,14.24,7.40
409516,0.23,2721,0.00,0.00,16,44.34,43.50,20.50,-4.18,0.88,14.59,7.40
409704,0.23,2726,0.00,0.00,16,44.34,43.50,19.98,-4.18,0.88,13.90,7.40
409876,0.23,2734,0.00,0.00,16,44.34,43.50,20.92,-4.18,0.88,14.01,7.40
410048,0.20,2751,0.00,0.00,16,44.34,43.50,19.68,-4.18,0.88,13.67,7.40
410219,0.23,2755,0.00,0.00,16,44.34,43.50,21.36,-4.18,0.88,14.70,7.40
410391,0.23,2774,0.00,0.00,16,44.34,43.50,21.01,-4.18,0.88,13.67,7.40
410563,0.23,2800,0.00,0.00,16,44.34,43.50,21.62,-4.18,0.88,13.90,7.40
410735,0.22,2820,0.00,0.00,16,44.34,43.50,20.57,-4.18,0.88,13.55,7.25
410907,0.23,2831,0.00,0.00,16,44.34,43.50,21.09,-4.18,0.88,13.90,7.25
411094,0.23,2825,0.00,0.00,16,44.34,43.50,21.54,-4.18,0.88,13.55,7.25
411266,0.21,2832,0.00,0.00,16,44.34,43.50,20.32,-4.18,0.88,13.32,7.11
411438,0.19,2867,0.00,0.00,16,44.34,43.50,19.58,-4.18,0.86,13.78,6.96
411610,0.20,2850,0.00,0.00,16,40.12,36.00,17.42,-4.18,0.86,14.24,6.82
411782,0.20,2857,0.00,0.00,16,43.98,44.00,19.27,-4.18,0.84,14.47,6.67
411954,0.13,2836,0.00,0.00,16,1.80,28.50,12.65,-4.18,0.64,13.67,4.93
412126,0.12,2702,0.00,0.00,16,-9.45,-10.00,10.38,-4.18,0.64,12.06,4.06
412297,0.13,2367,0.00,0.00,16,-0.31,-10.50,10.54,-2.94,0.64,14.47,3.92
412485,0.08,2073,0.00,0.00,16,14.45,15.00,8.03,-2.32,0.64,15.96,4.06
412657,0.10,1875,0.00,0.00,16,14.10,14.00,6.18,-1.70,0.64,24.00,3.92
412844,0.12,1576,0.00,0.00,16,14.10,14.00,6.55,-1.39,0.64,23.66,3.92
413016,0.12,1394,0.00,0.00,16,14.10,22.00,5.59,-1.39,0.64,23.43,4.21
413188,0.13,1344,0.00,0.00,16,14.10,22.00,5.78,-1.39,0.64,23.66,4.35
413360,0.10,1367,0.00,0.00,16,14.10,15.00,4.82,-1.39,0.64,23.54,4.21
413532,0.10,1358,0.00,0.00,16,14.10,15.50,4.29,-1.39,0.64,23.66,4.06
413704,0.10,1346,0.00,0.00,16,14.10,16.50,4.57,-1.39,0.64,21.48,3.92
413875,0.09,1324,0.00,0.00,16,14.10,17.50,4.46,-1.39,0.64,14.59,3.77
414063,0.10,1273,0.00,0.00,16,14.10,19.50,4.37,-1.39,0.64,13.44,3.77
414235,0.09,1274,0.00,0.00,16,14.10,20.00,3.22,-1.39,0.64,12.98,3.77
414407,0.13,1138,0.00,0.00,16,14.10,22.00,4.61,-1.08,0.64,13.09,4.06
414578,0.10,1106,0.00,0.00,16,14.10,22.00,3.65,-1.08,0.64,13.44,4.21
414750,0.10,1096,0.00,0.00,16,14.10,22.00,3.50,-1.08,0.64,13.32,4.21
414922,0.11,1057,0.00,0.00,16,14.10,22.00,4.43,-1.08,0.64,13.78,4.35
