Time (msec),A/F Correction #1 (%),A/F Sensor #1 (AFR),Engine Load* (g/rev),Feedback Knock Correction* (degrees),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Coolant Temperature (F)
154113,0.00,14.36,0.36,0.00,10.34,0.00,10.16,29.36,31.37,-3.94,12.94,118,2550
154317,-0.78,14.36,0.35,0.00,10.81,0.00,10.16,30.02,31.37,-3.94,12.94,118,2534
154504,0.00,14.36,0.34,0.00,10.82,0.00,10.16,29.69,31.37,-3.94,12.94,118,2536
154707,0.00,14.47,0.34,0.00,10.34,0.00,10.01,29.69,31.37,-3.94,12.94,118,2550
154899,0.78,14.47,0.33,0.00,10.89,0.00,10.01,29.07,31.37,-3.94,9.41,118,2552
155103,-4.69,12.40,0.14,0.00,4.85,0.00,5.51,9.94,31.37,-3.94,0.00,118,2525
155306,0.00,11.14,0.17,0.00,0.00,0.00,3.34,14.61,31.37,-3.64,0.00,118,2436
155509,0.00,11.71,0.21,0.00,0.00,0.00,3.19,13.65,31.37,-3.04,0.00,118,1990
155712,0.00,15.62,0.18,0.00,0.00,0.00,3.63,9.70,31.37,-2.42,0.00,118,1620
155904,0.00,22.62,0.17,0.00,0.00,0.00,3.92,7.70,31.37,-1.49,0.00,118,1295
156107,0.00,23.77,0.13,0.00,2.21,0.00,4.64,5.61,31.37,-1.49,0.39,118,1294
156310,0.00,19.75,0.14,0.00,2.54,0.00,5.08,6.26,31.37,-1.49,1.96,118,1320
156502,-5.47,13.21,0.18,0.00,3.72,0.00,5.37,8.48,31.37,-1.49,4.31,118,1452
156705,-6.25,13.09,0.19,0.00,4.05,0.00,5.95,10.98,31.37,-2.42,5.88,118,1897
156908,-2.34,14.81,0.23,0.00,5.90,0.00,6.53,13.77,31.37,-2.73,7.45,118,1845
157096,-8.59,13.44,0.30,0.00,6.30,0.00,7.98,17.44,31.37,-2.73,10.59,118,1846
157299,-6.25,14.24,0.41,0.00,8.64,0.00,10.16,23.85,31.37,-2.73,14.51,118,1841
157507,-6.25,14.36,0.42,0.00,8.98,0.00,11.75,25.79,31.37,-1.80,15.69,118,1830
157694,-2.34,15.27,0.42,0.00,9.06,0.00,12.19,25.99,31.37,-1.80,15.69,118,1846
157898,-0.78,15.16,0.44,0.00,9.88,0.00,12.48,26.62,31.37,-1.49,16.08,118,1852
158101,0.00,14.81,0.43,0.00,9.17,0.00,12.62,26.83,31.37,-1.49,16.08,118,1868
158304,0.78,14.81,0.45,0.00,9.65,0.00,12.77,27.76,31.37,-1.49,16.08,118,1885
158507,0.78,14.59,0.45,0.00,9.24,0.00,12.91,27.76,31.37,-1.49,15.29,118,1883
158694,0.78,14.59,0.42,0.00,9.13,0.00,12.62,26.41,31.37,-2.42,14.12,120,1861
158897,0.78,14.70,0.40,0.00,9.08,0.00,12.33,25.38,31.37,-2.73,13.73,120,1851
159104,2.34,14.81,0.40,0.00,8.70,0.00,11.90,24.51,31.37,-2.73,12.55,120,1854
159295,-0.78,14.24,0.37,0.00,8.40,0.00,11.32,22.33,31.37,-2.73,11.37,120,1874
159498,0.00,14.24,0.34,0.00,7.20,0.00,10.88,20.85,31.37,-2.73,10.98,120,1874
159701,3.12,15.04,0.33,0.00,7.62,0.00,10.59,20.59,31.37,-2.73,10.98,120,1880
159889,2.34,14.59,0.33,0.00,8.01,0.00,10.30,20.42,31.37,-2.73,10.59,120,1885
160092,2.34,14.36,0.33,0.00,7.23,0.00,10.16,20.85,31.37,-2.73,10.20,120,1880
160300,1.56,14.36,0.31,0.00,7.21,0.00,9.72,19.04,31.37,-2.73,9.41,120,1872
160487,0.00,14.01,0.30,0.00,6.36,0.00,9.43,18.58,31.37,-2.73,9.02,120,1864
160690,1.56,14.47,0.29,0.00,6.36,0.00,9.14,17.97,31.37,-2.73,8.63,120,1864
160894,1.56,14.47,0.28,0.00,6.02,0.00,8.85,17.22,31.37,-2.73,8.63,120,1882
161097,2.34,14.59,0.27,0.00,6.04,0.00,8.56,16.60,31.37,-2.73,8.24,120,1888
161300,0.78,14.24,0.27,0.00,6.01,0.00,8.42,16.87,31.37,-2.73,8.24,120,1878
161487,1.56,14.47,0.24,0.00,5.56,0.00,8.13,14.97,31.37,-2.73,7.45,120,1862
161690,3.12,14.81,0.22,0.00,5.16,0.00,7.40,12.41,31.37,-2.73,5.49,120,1861
161894,-1.56,13.55,0.18,0.00,4.36,0.00,6.53,11.24,31.37,-2.73,5.49,120,1858
162096,-1.56,13.78,0.18,0.00,3.97,0.00,6.09,10.68,31.37,-2.73,5.49,120,1860
162284,0.78,14.59,0.17,0.00,3.95,0.00,5.95,10.78,31.37,-2.73,5.49,120,1852
162487,0.00,14.59,0.19,0.00,4.36,0.00,5.95,11.18,31.37,-2.73,5.10,120,1857
162690,-1.56,14.01,0.17,0.00,3.95,0.00,5.95,10.33,31.37,-2.73,5.10,120,1850
162893,-0.78,14.59,0.18,0.00,4.33,0.00,5.95,11.34,31.37,-2.73,5.49,120,1845
163086,-2.34,14.36,0.18,0.00,3.93,0.00,5.95,10.00,31.37,-2.73,5.49,122,1840
163289,0.00,14.81,0.18,0.00,3.89,0.00,5.95,10.63,31.37,-2.42,5.49,122,1822
163492,0.00,14.70,0.18,0.00,4.30,0.00,5.95,11.08,31.37,-2.73,5.49,122,1832
163695,0.00,14.59,0.18,0.00,4.28,0.00,5.95,11.24,31.37,-2.42,5.49,122,1822
163882,0.00,14.47,0.19,0.00,4.29,0.00,5.95,11.76,31.37,-2.42,5.88,122,1828
164086,0.00,14.59,0.20,0.00,4.65,0.00,6.24,11.98,31.37,-2.42,5.88,122,1814
164289,0.00,14.47,0.20,0.00,4.64,0.00,6.38,12.30,31.37,-2.42,6.27,122,1810
164492,2.34,14.81,0.22,0.00,4.61,0.00,6.53,12.96,31.37,-2.42,6.27,122,1800
164679,1.56,14.81,0.22,0.00,5.01,0.00,6.67,13.35,31.37,-2.42,6.67,122,1806
164887,0.00,14.36,0.22,0.00,4.57,0.00,6.82,12.90,31.37,-2.42,6.67,122,1786
165090,1.56,14.36,0.23,0.00,4.97,0.00,6.96,13.47,31.37,-2.42,6.67,122,1791
165293,0.78,14.36,0.23,0.00,4.99,0.00,7.11,13.83,31.37,-2.42,7.06,122,1798
165496,2.34,14.59,0.24,0.00,4.99,0.00,7.25,14.01,31.37,-2.42,7.06,122,1799
165689,1.56,14.24,0.24,0.00,4.98,0.00,7.40,13.65,31.37,-2.42,7.45,122,1796
165892,2.34,14.47,0.24,0.00,5.34,0.00,7.55,14.61,31.37,-2.42,7.45,122,1787
166095,2.34,14.59,0.24,0.00,5.33,0.00,7.55,14.90,31.37,-2.42,7.45,122,1783
166298,3.12,14.59,0.25,0.00,5.29,0.00,7.69,14.61,31.37,-2.42,7.45,124,1771
166485,4.69,14.81,0.24,0.00,5.66,0.00,7.69,14.84,31.37,-2.42,7.84,124,1768
166688,4.69,14.70,0.26,0.00,5.70,0.00,7.84,15.36,31.37,-2.42,8.24,124,1780
166892,4.69,14.70,0.27,0.00,6.08,0.00,8.13,15.97,31.37,-2.42,8.24,124,1781
167095,3.12,14.24,0.27,0.00,5.69,0.00,8.27,16.05,31.37,-2.42,8.63,124,1779
167282,4.69,14.70,0.28,0.00,6.03,0.00,8.42,16.87,31.37,-2.42,8.63,124,1766
167489,3.12,14.24,0.29,0.00,6.02,0.00,8.56,16.25,31.37,-2.42,8.63,124,1764
167692,5.47,14.81,0.30,0.00,6.82,0.00,8.71,17.74,31.37,-2.42,9.02,124,1777
167880,1.56,13.55,0.30,0.00,6.12,0.00,9.00,17.74,31.37,-2.42,9.41,124,1794
168083,4.69,14.36,0.31,0.00,6.47,0.00,9.14,18.28,31.37,-2.42,9.41,124,1784
168286,3.12,14.36,0.31,0.00,6.40,0.00,9.14,18.19,31.37,-2.42,9.41,124,1765
168489,3.12,14.36,0.31,0.00,6.40,0.00,9.29,18.21,31.37,-2.42,9.41,124,1766
168677,3.12,14.36,0.31,0.00,6.81,0.00,9.29,18.51,31.37,-2.42,9.80,124,1772
168887,2.34,14.36,0.32,0.00,6.81,0.00,9.43,18.81,31.37,-2.42,9.80,124,1772
169086,2.34,14.36,0.32,0.00,6.81,0.00,9.43,19.11,31.37,-2.42,9.80,124,1774
169289,0.00,14.13,0.32,0.00,6.78,0.00,9.43,18.89,31.37,-2.42,9.80,126,1764
169477,1.56,14.47,0.32,0.00,6.77,0.00,9.58,18.65,31.37,-2.42,9.80,126,1764
169680,1.56,14.47,0.31,0.00,6.08,0.00,9.58,17.38,31.37,-2.42,9.80,126,1781
169883,3.12,14.81,0.31,0.00,6.48,0.00,9.58,18.43,31.37,-2.42,9.80,126,1786
170086,1.56,14.24,0.32,0.00,6.82,0.00,9.58,18.51,31.37,-2.42,9.80,126,1775
170274,3.12,14.70,0.32,0.00,7.13,0.00,9.58,19.20,31.37,-2.42,9.80,126,1759
170477,1.56,14.24,0.32,0.00,6.75,0.00,9.58,18.65,31.37,-2.42,9.80,126,1757
170680,2.34,14.70,0.31,0.00,6.80,0.00,9.58,18.88,31.37,-2.42,9.80,126,1771
170872,3.91,14.70,0.30,0.00,6.41,0.00,9.43,17.82,31.37,-2.42,8.63,126,1768
171075,2.34,14.59,0.28,0.00,6.05,0.00,8.85,16.66,31.37,-2.42,7.84,126,1773
171278,0.00,13.90,0.24,0.00,5.25,0.00,8.27,13.49,31.37,-2.42,7.06,126,1757
171482,2.34,14.47,0.23,0.00,4.86,0.00,7.55,13.19,31.37,-2.42,6.67,126,1753
171669,2.34,14.70,0.22,0.00,4.89,0.00,7.25,13.30,31.37,-2.42,6.67,126,1764
171872,1.56,14.36,0.23,0.00,4.91,0.00,7.11,13.42,31.37,-2.42,6.67,126,1771
172080,1.56,14.36,0.22,0.00,4.83,0.00,6.96,12.81,31.37,-2.42,6.27,126,1742
172267,1.56,14.24,0.21,0.00,4.49,0.00,6.82,11.93,31.37,-2.42,5.88,126,1753
172471,2.34,14.70,0.19,0.00,4.11,0.00,6.53,11.34,31.37,-2.42,5.49,126,1761
172678,3.91,14.81,0.18,0.00,4.12,0.00,6.09,10.43,31.37,-2.42,5.10,126,1746
172881,1.56,14.36,0.18,0.00,4.08,0.00,5.95,10.63,31.37,-2.42,5.10,127,1745
173069,0.78,14.01,0.18,0.00,3.72,0.00,5.95,10.03,31.37,-2.42,5.10,127,1746
173272,1.56,14.13,0.18,0.00,3.73,0.00,5.80,10.28,31.37,-2.42,5.10,127,1749
173475,0.78,14.36,0.18,0.00,4.05,0.00,5.80,10.68,31.37,-2.42,5.10,127,1724
173678,0.00,14.24,0.18,0.00,3.69,0.00,5.80,9.88,31.37,-2.42,5.10,127,1729
173866,0.00,14.24,0.18,0.00,4.04,0.00,5.80,10.63,31.37,-2.42,5.10,127,1721
174069,-0.78,14.24,0.18,0.00,4.04,0.00,5.80,10.63,31.37,-2.42,5.10,127,1723
174272,-0.78,14.24,0.18,0.00,3.68,0.00,5.80,10.23,31.37,-2.42,5.10,127,1726
174475,1.56,14.81,0.19,0.00,4.04,0.00,5.80,10.68,31.37,-2.42,5.10,127,1721
174678,1.56,14.70,0.18,0.00,4.01,0.00,5.80,10.63,31.37,-2.42,5.10,127,1707
174866,0.78,14.36,0.18,0.00,4.38,0.00,5.95,10.38,31.37,-2.42,5.49,127,1710
175069,2.34,14.81,0.20,0.00,4.37,0.00,5.95,11.14,31.37,-2.42,5.49,127,1708
175272,-0.78,14.01,0.22,0.00,4.71,0.00,6.24,12.15,31.37,-2.42,6.67,127,1698
175475,-2.34,13.90,0.27,0.00,5.05,0.00,6.96,14.01,31.37,-2.42,8.24,127,1692
175662,0.00,14.47,0.29,0.00,5.71,0.00,8.13,16.32,31.37,-2.42,9.02,127,1674
175865,0.00,14.70,0.32,0.00,6.16,0.00,9.00,17.44,31.37,-2.42,10.20,127,1698
176069,1.56,14.70,0.35,0.00,7.52,0.00,9.87,19.84,31.37,-2.11,11.37,127,1678
176272,0.78,14.59,0.39,0.00,8.30,0.00,10.74,21.98,31.37,-2.42,12.94,127,1691
176459,-0.78,13.90,0.42,0.00,7.87,0.00,11.61,23.08,31.37,-2.42,13.73,127,1676
176662,0.78,14.70,0.42,0.00,8.27,0.00,11.90,23.55,31.37,-2.42,14.12,127,1685
176866,1.56,14.81,0.45,0.00,8.58,0.00,12.33,24.80,31.37,-1.80,14.90,127,1696
177068,0.00,14.59,0.44,0.00,8.31,0.00,12.62,24.51,31.37,-1.49,15.69,127,1677
177256,2.34,14.81,0.48,0.00,8.71,0.00,13.06,26.62,31.37,-1.18,16.86,127,1674
177459,0.78,14.13,0.49,0.00,9.04,0.00,13.49,27.35,31.37,-0.89,17.65,129,1690
177662,1.56,14.36,0.49,0.00,9.50,0.00,13.64,27.66,31.37,-0.58,18.04,129,1712
177865,1.56,14.59,0.47,0.00,9.27,0.00,13.93,27.45,31.37,-0.58,18.43,129,1738
178058,0.78,14.24,0.49,0.00,9.39,0.00,14.07,27.56,31.37,-0.27,18.43,129,1693
178261,3.12,14.36,0.48,0.00,9.04,0.00,14.22,27.14,31.37,-0.27,18.82,129,1696
178464,3.91,14.93,0.50,0.00,11.03,0.00,14.36,29.47,31.37,-0.27,18.82,129,1724
178651,2.34,14.47,0.50,0.00,10.13,0.00,14.36,29.47,31.37,-0.27,18.82,129,1758
178854,3.12,14.70,0.52,0.00,10.21,0.00,14.36,30.02,31.37,-0.27,19.22,129,1772
179059,0.78,14.13,0.51,0.00,9.87,0.00,14.51,29.91,31.37,0.04,19.22,129,1779
179262,2.34,14.47,0.52,0.00,10.59,0.00,14.51,30.46,31.37,0.04,19.22,129,1773
179465,0.00,14.01,0.51,0.00,10.21,0.00,14.51,30.13,31.37,0.04,18.82,129,1772
179653,2.34,14.59,0.50,0.00,10.27,0.00,14.36,29.69,31.37,-0.58,17.25,129,1782
179856,2.34,14.47,0.49,0.00,10.03,0.00,14.07,29.25,31.37,-1.18,16.47,129,1808
180059,1.56,14.36,0.47,0.00,9.67,0.00,13.78,28.30,31.37,-1.80,15.69,129,1814
180247,2.34,14.36,0.43,0.00,8.87,0.00,13.06,25.19,31.37,-2.11,13.73,129,1808
180454,2.34,14.47,0.42,0.00,8.53,0.00,12.62,25.28,31.37,-2.42,13.33,129,1818
180657,2.34,14.59,0.40,0.00,8.57,0.00,12.33,25.38,31.37,-2.42,13.33,129,1826
180860,3.91,14.70,0.39,0.00,8.20,0.00,12.04,23.17,31.37,-2.42,12.16,129,1830
181047,1.56,14.24,0.37,0.00,7.85,0.00,11.46,21.63,31.37,-2.42,11.37,129,1839
181250,3.12,14.36,0.35,0.00,7.86,0.00,10.88,21.03,31.37,-2.42,10.20,129,1843
181453,0.78,14.01,0.31,0.00,7.05,0.00,10.01,20.38,31.37,-2.73,8.63,129,1836
181657,-0.78,13.78,0.24,0.00,5.90,0.00,9.14,14.13,31.37,-2.73,8.24,129,1849
181860,3.12,14.81,0.25,0.00,5.55,0.00,8.42,15.28,31.37,-2.73,7.45,129,1834
182047,2.34,14.93,0.24,0.00,5.57,0.00,7.98,14.90,31.37,-2.73,7.45,129,1855
182235,1.56,14.36,0.22,0.00,5.14,0.00,7.84,13.83,31.37,-2.73,7.45,129,1867
182463,3.91,14.70,0.23,0.00,5.18,0.00,7.55,14.13,31.37,-2.73,7.06,131,1855
182636,3.12,14.70,0.23,0.00,5.16,0.00,7.40,14.18,31.37,-2.73,7.06,131,1862
182837,0.78,14.13,0.22,0.00,5.15,0.00,7.25,13.82,31.37,-2.73,7.06,131,1858
183033,2.34,14.24,0.22,0.00,4.77,0.00,7.11,13.59,31.37,-2.73,7.06,131,1864
183234,1.56,14.47,0.22,0.00,4.75,0.00,7.11,13.07,31.37,-2.73,7.06,131,1856
183434,1.56,14.24,0.22,0.00,4.72,0.00,7.11,13.71,31.37,-2.73,7.06,131,1844
183635,2.34,14.70,0.22,0.00,4.73,0.00,7.11,13.65,31.37,-2.73,7.06,131,1846
183835,1.56,14.36,0.22,0.00,4.72,0.00,7.11,13.71,31.37,-2.73,7.06,131,1845
184035,2.34,14.47,0.22,0.00,5.11,0.00,7.11,13.65,31.37,-2.73,7.06,131,1844
184220,2.34,14.47,0.22,0.00,5.10,0.00,7.11,13.54,31.37,-2.73,7.06,131,1837
184420,1.56,14.36,0.21,0.00,5.09,0.00,7.11,13.65,31.37,-2.73,7.06,131,1836
184621,1.56,14.36,0.22,0.00,5.09,0.00,6.96,13.65,31.37,-2.73,7.06,131,1836
184821,1.56,14.36,0.21,0.00,5.10,0.00,7.11,13.59,31.37,-2.42,7.06,131,1838
185022,1.56,14.47,0.22,0.00,5.10,0.00,6.96,13.65,31.37,-2.73,7.06,131,1838
185222,1.56,14.36,0.22,0.00,5.09,0.00,7.11,13.83,31.37,-2.73,7.06,131,1834
185422,0.00,14.24,0.22,0.00,5.07,0.00,7.11,13.65,31.37,-2.42,7.06,131,1827
185622,1.56,14.47,0.23,0.00,5.09,0.00,7.11,14.07,31.37,-2.42,7.06,131,1834
185822,0.00,14.24,0.23,0.00,5.03,0.00,7.11,13.47,31.37,-2.42,7.06,131,1815
186023,2.34,14.81,0.23,0.00,5.13,0.00,7.25,14.13,31.37,-2.42,7.45,131,1848
186208,2.34,14.70,0.25,0.00,5.48,0.00,7.55,14.54,31.37,-2.73,8.24,131,1836
186423,0.78,14.59,0.26,0.00,5.88,0.00,7.84,15.91,31.37,-2.42,8.63,131,1839
186608,0.78,14.36,0.27,0.00,6.26,0.00,8.13,16.32,31.37,-2.73,8.63,131,1835
186808,2.34,14.70,0.28,0.00,6.70,0.00,8.42,17.08,31.37,-2.73,8.63,131,1846
187009,2.34,14.70,0.28,0.00,6.70,0.00,8.42,17.08,31.37,-2.73,9.02,131,1846
187208,1.56,14.36,0.28,0.00,6.26,0.00,8.56,17.37,31.37,-2.73,9.02,131,1834
187409,2.34,14.47,0.27,0.00,5.89,0.00,8.56,16.32,31.37,-2.73,9.02,131,1838
187609,4.69,14.93,0.29,0.00,6.33,0.00,8.56,17.59,31.37,-2.73,9.02,131,1839
187810,2.34,14.59,0.27,0.00,6.31,0.00,8.56,16.46,31.37,-2.73,8.24,131,1847
188010,2.34,14.24,0.27,0.00,5.92,0.00,8.27,16.32,31.37,-2.73,8.24,133,1871
188210,2.34,14.47,0.26,0.00,6.00,0.00,8.13,16.05,31.37,-2.73,8.24,133,1863
188410,2.34,14.24,0.26,0.00,5.96,0.00,8.13,16.11,31.37,-2.73,8.24,133,1863
188610,2.34,14.59,0.24,0.00,5.19,0.00,7.98,14.48,31.37,-2.73,8.24,133,1872
188810,3.91,14.81,0.25,0.00,6.02,0.00,7.98,15.91,31.37,-2.73,8.24,133,1881
189011,1.56,14.24,0.25,0.00,5.67,0.00,7.98,15.42,31.37,-2.73,8.24,133,1897
189196,2.34,14.47,0.25,0.00,5.29,0.00,7.98,15.15,31.37,-2.73,8.24,133,1907
189412,3.91,14.59,0.25,0.00,6.05,0.00,7.84,15.77,31.37,-2.73,8.24,133,1891
189596,3.12,14.47,0.25,0.00,5.69,0.00,7.84,15.63,31.37,-2.73,8.24,133,1904
189797,3.91,14.70,0.23,0.00,5.70,0.00,7.84,15.23,31.37,-2.73,8.24,133,1908
189997,5.47,14.81,0.25,0.00,5.72,0.00,7.84,15.77,31.37,-2.73,8.24,133,1914
190197,2.34,14.01,0.25,0.00,5.68,0.00,7.84,16.05,31.37,-2.73,8.24,133,1902
190397,1.56,14.01,0.24,0.00,5.70,0.00,7.84,15.56,31.37,-2.73,8.24,133,1908
190598,3.12,14.59,0.26,0.00,5.73,0.00,7.84,16.11,31.37,-2.73,8.24,133,1918
190798,0.78,13.90,0.25,0.00,5.76,0.00,7.98,16.38,31.37,-2.73,8.24,133,1928
190999,1.56,14.36,0.25,0.00,6.56,0.00,7.98,15.83,31.37,-2.73,8.63,133,1921
191183,3.12,14.93,0.26,0.00,5.76,0.00,7.98,15.83,31.37,-2.73,8.63,133,1929
191383,1.56,14.47,0.26,0.00,5.74,0.00,8.13,15.83,31.37,-2.73,8.63,133,1922
191584,3.12,14.59,0.26,0.00,6.14,0.00,8.13,16.66,31.37,-2.73,8.63,133,1918
191784,3.12,14.59,0.26,0.00,6.20,0.00,8.13,16.66,31.37,-2.73,8.63,133,1938
191984,3.91,14.47,0.26,0.00,6.23,0.00,8.27,17.08,31.37,-2.73,9.02,133,1948
192184,3.12,14.36,0.27,0.00,6.21,0.00,8.27,17.44,31.37,-2.73,9.02,133,1939
192388,3.12,14.59,0.27,0.00,6.26,0.00,8.42,17.59,31.37,-2.73,9.02,133,1956
192591,3.12,14.47,0.27,0.00,6.29,0.00,8.42,17.52,31.37,-2.73,9.41,133,1964
192778,3.91,14.59,0.27,0.00,6.68,0.00,8.56,18.05,31.37,-2.73,9.41,133,1974
192981,2.34,14.24,0.28,0.00,6.35,0.00,8.56,18.51,31.37,-2.73,9.80,135,1970
193184,3.12,14.70,0.29,0.00,6.69,0.00,8.85,18.89,31.37,-2.73,10.20,135,1969
193387,2.34,14.36,0.32,0.00,7.59,0.00,9.14,20.59,31.37,-2.73,11.76,135,1977
193575,2.34,14.36,0.37,0.00,8.77,0.00,10.30,23.74,31.37,-2.73,13.73,135,1956
193778,0.78,14.13,0.40,0.00,9.24,0.00,11.32,26.51,31.37,-2.42,14.90,135,1970
193981,0.78,14.13,0.41,0.00,9.28,0.00,11.90,26.51,31.37,-2.11,15.29,135,1978
194184,1.56,14.70,0.42,0.00,9.34,0.00,12.33,27.56,31.37,-1.80,15.69,135,1989
194372,0.78,14.36,0.43,0.00,9.66,0.00,12.48,28.30,31.37,-1.80,15.69,135,1970
194575,0.78,14.47,0.43,0.00,9.74,0.00,12.62,28.72,31.37,-1.80,15.69,135,1984
194778,0.78,14.47,0.43,0.00,10.11,0.00,12.77,28.71,31.37,-1.80,15.69,135,1975
194981,1.56,14.70,0.44,0.00,10.18,0.00,12.77,29.14,31.37,-1.80,15.69,135,1988
195173,0.78,14.36,0.43,0.00,9.71,0.00,12.77,28.60,31.37,-1.80,14.51,135,1978
195376,1.56,14.36,0.39,0.00,8.92,0.00,12.04,25.38,31.37,-2.73,13.33,135,1991
195579,1.56,14.59,0.39,0.00,8.87,0.00,11.75,25.68,31.37,-2.73,13.33,135,1981
195782,2.34,14.70,0.38,0.00,8.54,0.00,11.61,25.38,31.37,-2.73,12.94,135,2002
195970,-2.34,13.67,0.38,0.00,8.44,0.00,11.61,25.29,31.37,-2.73,12.94,135,1978
196173,0.78,14.59,0.38,0.00,8.49,0.00,11.46,24.90,31.37,-2.73,12.94,135,1989
196376,0.00,14.36,0.38,0.00,8.83,0.00,11.46,25.28,31.37,-2.73,12.94,135,1971
196567,-0.78,14.13,0.38,0.00,8.41,0.00,11.46,25.09,31.37,-2.73,12.94,135,1970
196775,0.78,14.47,0.39,0.00,9.14,0.00,11.46,25.38,31.37,-2.73,12.94,135,1947
196978,-1.56,14.01,0.37,0.00,9.17,0.00,11.46,26.69,31.37,-2.73,12.94,135,1954
197166,0.78,14.47,0.38,0.00,8.38,0.00,11.46,24.62,31.37,-2.73,12.94,135,1965
197369,-0.78,14.24,0.39,0.00,8.36,0.00,11.61,24.90,31.37,-2.73,12.94,135,1938
197572,-0.78,14.47,0.39,0.00,8.80,0.00,11.61,25.38,31.37,-2.73,12.94,135,1939
197775,0.00,14.59,0.39,0.00,8.18,0.00,11.61,25.38,31.37,-2.73,12.94,135,1917
197978,0.78,14.59,0.39,0.00,8.66,0.00,11.61,25.19,31.37,-2.73,13.33,136,1932
198166,0.00,14.59,0.39,0.00,8.68,0.00,11.61,25.19,31.37,-2.73,13.33,136,1938
198369,0.00,14.59,0.40,0.00,9.07,0.00,11.75,25.09,31.37,-2.73,13.33,136,1933
198572,0.78,14.59,0.39,0.00,9.12,0.00,11.75,25.57,31.37,-2.73,13.73,136,1944
198775,0.00,14.47,0.40,0.00,9.03,0.00,11.90,26.09,31.37,-2.73,13.73,136,1924
198962,0.78,14.47,0.41,0.00,9.00,0.00,12.04,26.40,31.37,-2.73,13.73,136,1918
199165,-0.78,14.24,0.40,0.00,8.96,0.00,12.04,25.98,31.37,-2.73,13.73,136,1909
199369,0.78,14.59,0.41,0.00,9.04,0.00,12.04,26.09,31.37,-2.73,14.12,136,1925
199572,0.78,14.59,0.41,0.00,9.37,0.00,12.19,26.51,31.37,-2.73,14.12,136,1910
199759,0.00,14.47,0.40,0.00,8.95,0.00,12.19,26.20,31.37,-2.73,14.12,136,1906
199962,0.78,14.47,0.40,0.00,9.36,0.00,12.33,26.20,31.37,-2.42,14.12,136,1907
200165,0.78,14.70,0.42,0.00,9.37,0.00,12.33,27.14,31.37,-2.42,14.12,136,1910
200368,0.00,14.36,0.41,0.00,9.38,0.00,12.48,27.14,31.37,-2.42,14.12,136,1912
200556,1.56,14.47,0.43,0.00,8.97,0.00,12.48,26.62,31.37,-2.42,14.51,136,1912
200759,0.78,14.47,0.43,0.00,9.03,0.00,12.48,26.93,31.37,-2.42,14.51,136,1923
200962,0.78,14.36,0.43,0.00,9.00,0.00,12.48,27.14,31.37,-2.42,14.12,136,1917
201165,0.00,14.47,0.42,0.00,9.35,0.00,12.48,26.72,31.37,-2.42,14.12,136,1906
201368,0.78,14.59,0.42,0.00,8.96,0.00,12.48,26.72,31.37,-2.42,14.12,136,1910
201556,0.78,14.59,0.41,0.00,8.61,0.00,12.33,26.30,31.37,-2.42,14.12,136,1922
201759,1.56,14.59,0.41,0.00,9.42,0.00,12.33,26.41,31.37,-2.73,13.73,136,1922
201962,1.56,14.36,0.41,0.00,9.07,0.00,12.19,26.30,31.37,-2.73,13.73,136,1932
202165,-0.78,14.36,0.40,0.00,8.73,0.00,12.04,25.89,31.37,-2.73,13.73,136,1949
202353,0.78,14.59,0.40,0.00,9.09,0.00,12.04,25.79,31.37,-2.73,13.73,136,1937
202556,0.78,14.47,0.39,0.00,8.74,0.00,11.90,25.58,31.37,-2.73,13.33,136,1952
202759,1.56,14.81,0.40,0.00,9.14,0.00,11.75,25.57,31.37,-2.73,13.33,136,1948
202962,-0.78,14.13,0.38,0.00,8.70,0.00,11.75,24.51,31.37,-2.73,13.33,138,1941
203165,0.78,14.59,0.39,0.00,9.14,0.00,11.75,25.68,31.37,-2.73,13.33,138,1947
203353,-0.78,14.24,0.39,0.00,8.70,0.00,11.75,25.28,31.37,-2.73,13.33,138,1941
203556,0.00,14.70,0.40,0.00,8.74,0.00,11.75,25.49,31.37,-2.73,13.33,138,1951
203759,-0.78,14.36,0.38,0.00,8.83,0.00,11.75,25.38,31.37,-2.73,13.33,138,1971
203962,0.78,14.81,0.39,0.00,8.33,0.00,11.75,24.23,31.37,-2.73,13.33,138,1954
204165,1.56,14.59,0.39,0.00,8.83,0.00,11.75,25.68,31.37,-2.73,13.33,138,1970
204353,0.00,14.47,0.38,0.00,8.75,0.00,11.75,25.19,31.37,-2.73,13.33,138,1952
204556,-1.56,14.13,0.39,0.00,9.16,0.00,11.75,25.38,31.37,-2.73,13.33,138,1951
204759,0.00,14.47,0.39,0.00,8.77,0.00,11.75,25.28,31.37,-2.73,13.33,138,1957
204962,0.78,14.36,0.39,0.00,9.14,0.00,11.75,25.48,31.37,-2.73,13.33,138,1947
205149,-0.78,14.36,0.38,0.00,8.80,0.00,11.75,24.99,31.37,-2.73,13.33,138,1964
205353,0.78,14.59,0.39,0.00,7.93,0.00,11.61,25.00,31.37,-2.73,12.94,138,1958
205556,0.00,14.47,0.39,0.00,8.40,0.00,11.61,24.90,31.37,-2.73,12.94,138,1970
205759,0.00,14.24,0.37,0.00,8.67,0.00,11.46,24.51,31.37,-2.73,12.94,138,1920
