Time (msec),A/F Correction #1 (%),A/F Sensor #1 (AFR),Engine Load* (g/rev),Feedback Knock Correction* (degrees),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Coolant Temperature (F)
133953,-0.78,14.81,0.10,0.00,1.69,0.00,4.50,3.38,36.47,-1.18,0.00,194
134125,-0.78,14.81,0.11,0.00,1.67,0.00,4.64,3.50,36.47,-1.18,0.00,194
134297,0.00,14.93,0.11,0.00,1.71,0.00,4.64,3.59,36.47,-1.18,0.00,194
134516,0.00,15.04,0.10,0.00,1.75,0.00,4.50,3.50,36.47,-1.18,0.00,194
134656,0.00,14.81,0.11,0.00,1.72,0.00,4.50,3.62,36.47,-1.18,0.39,194
134864,0.00,14.70,0.16,0.00,2.64,0.00,5.22,5.26,36.47,-1.18,2.35,194
135034,-1.56,14.70,0.15,0.00,2.76,0.00,5.66,6.26,36.47,-1.18,2.75,194
135215,-8.59,12.63,0.15,0.00,2.61,0.00,5.80,6.44,36.47,-1.49,3.14,194
135414,-2.34,14.59,0.18,0.00,3.33,0.00,5.95,8.44,36.47,-1.80,4.71,194
135557,-1.56,15.04,0.21,0.00,4.05,0.00,6.67,9.66,36.47,-1.80,5.10,194
135738,-7.81,13.67,0.25,0.00,4.09,0.00,7.11,10.54,36.47,-1.49,6.27,194
135960,-6.25,13.90,0.28,0.00,4.64,0.00,8.13,12.42,36.47,-1.80,7.06,194
136101,-3.91,14.70,0.30,0.00,4.94,0.00,9.00,13.24,36.47,-1.49,7.45,194
136302,-3.91,14.81,0.30,0.00,4.65,0.00,9.58,13.67,36.47,-1.80,8.24,194
136481,-2.34,15.16,0.33,0.00,4.90,0.00,10.01,14.54,36.47,-1.49,8.63,194
136654,-1.56,15.16,0.41,0.00,5.14,0.00,10.88,14.25,36.47,-1.49,8.63,194
136856,-7.81,14.24,0.35,0.00,3.94,0.00,11.90,13.43,36.47,-1.18,9.41,194
137015,-4.69,14.59,0.37,0.00,4.91,0.00,11.90,14.78,36.47,-1.49,9.80,194
137208,4.69,16.54,0.34,0.00,5.51,0.00,11.46,15.50,36.47,-1.80,10.59,194
137369,0.00,16.08,0.34,0.00,5.81,0.00,11.46,16.94,36.47,-1.80,11.37,194
137550,6.25,15.73,0.35,0.00,7.07,0.00,11.46,19.74,36.47,-2.11,12.16,194
137731,4.69,15.27,0.36,0.00,7.91,0.00,11.17,21.98,36.47,-2.42,12.94,194
137912,5.47,15.04,0.34,0.00,8.37,0.00,11.17,22.52,36.47,-2.73,12.94,194
138101,7.03,15.16,0.34,0.00,8.48,0.00,11.17,24.04,36.47,-3.04,13.33,194
138274,7.03,14.93,0.33,0.00,9.26,0.00,10.88,25.18,36.47,-3.35,13.33,194
138456,7.81,14.81,0.34,0.00,9.88,0.00,10.88,27.55,36.47,-3.64,13.73,194
138657,7.81,14.70,0.34,0.00,10.91,0.00,10.74,29.46,36.47,-3.94,13.73,194
138828,7.81,14.70,0.34,0.00,10.88,0.00,10.59,30.44,36.47,-4.25,13.73,194
138998,7.03,14.47,0.34,0.00,11.40,0.00,10.45,31.54,36.47,-4.25,13.73,194
139183,6.25,14.36,0.32,0.00,12.02,0.00,10.30,32.69,36.47,-4.56,13.73,194
139368,6.25,14.47,0.31,0.00,11.01,0.00,10.16,32.21,36.47,-4.87,13.33,194
139546,0.00,12.52,0.15,0.00,0.00,0.00,5.37,11.87,36.47,-4.87,0.00,194
139731,0.00,11.60,0.17,0.00,0.00,0.00,4.06,14.90,36.47,-4.87,0.00,194
139900,0.00,14.59,0.18,0.00,0.00,0.00,3.77,16.66,36.47,-4.56,0.00,194
140084,0.00,21.82,0.18,0.00,0.00,0.00,3.77,13.54,36.47,-3.64,0.39,194
140269,0.00,23.77,0.16,0.00,4.46,0.00,4.21,11.36,36.47,-3.04,2.75,194
140447,0.00,12.86,0.17,0.00,4.68,0.00,4.35,10.89,36.47,-2.73,4.31,194
140632,-14.06,11.14,0.20,0.00,4.38,0.00,5.37,11.99,36.47,-2.73,6.27,194
140817,-11.72,12.29,0.26,0.00,4.98,0.00,6.67,14.42,36.47,-2.42,8.63,194
141001,-8.59,14.93,0.36,0.00,7.79,0.00,9.43,21.37,36.47,-2.42,12.55,194
141171,-10.94,14.47,0.41,0.00,8.28,0.00,11.32,25.48,36.47,-2.11,15.69,194
141364,-6.25,14.93,0.44,0.00,8.95,0.00,12.77,27.55,36.47,-1.18,19.22,194
141533,-2.34,15.96,0.45,0.00,10.15,0.00,13.64,30.00,36.47,0.97,21.57,194
141718,-0.78,15.62,0.46,0.00,10.44,0.00,14.07,31.10,36.47,1.57,22.35,194
141903,0.78,15.50,0.47,0.00,11.18,0.00,14.36,31.87,36.47,2.49,22.75,194
142087,1.56,15.16,0.48,0.00,12.03,0.00,14.36,34.51,36.47,2.80,23.14,194
142272,0.78,14.81,0.48,0.00,12.88,0.00,14.65,36.19,36.47,2.80,23.14,194
142450,2.34,14.93,0.49,0.00,13.42,0.00,14.95,38.17,36.47,3.73,23.53,194
142635,0.78,14.59,0.51,0.00,13.76,0.00,15.09,39.93,36.47,4.64,23.53,194
142804,0.00,14.24,0.49,0.00,14.29,0.00,14.95,40.34,36.47,1.88,20.00,194
142989,-1.56,14.36,0.47,0.00,13.49,0.00,14.22,40.20,36.47,0.35,18.04,194
143173,0.00,14.70,0.44,0.00,14.14,0.00,13.78,40.07,36.47,0.04,16.47,194
143367,-3.12,14.13,0.34,0.00,9.73,0.00,11.46,30.55,36.47,-4.25,12.16,194
143536,1.56,15.27,0.33,0.00,11.04,0.00,10.45,30.55,36.47,-4.25,11.76,194
143721,0.78,14.93,0.32,0.00,10.65,0.00,10.16,29.57,36.47,-4.56,11.37,194
143906,1.56,14.81,0.29,0.00,10.21,0.00,9.43,27.75,36.47,-4.56,10.59,194
144094,1.56,14.93,0.25,0.00,9.18,0.00,8.56,23.65,36.47,-4.56,7.45,194
144275,-4.69,13.32,0.19,0.00,7.30,0.00,6.53,18.13,36.08,-4.56,6.27,194
144453,-2.34,14.13,0.16,0.00,6.13,0.00,5.95,15.29,36.08,-4.56,5.10,194
144637,-3.91,14.13,0.15,0.00,5.53,0.00,5.37,15.03,36.08,-4.56,3.92,194
144806,0.00,13.55,0.13,0.00,4.86,0.00,4.21,11.82,36.08,-4.56,0.00,194
144994,0.00,12.86,0.15,0.00,0.00,0.00,3.48,14.54,36.08,-4.56,0.00,194
145181,0.00,14.47,0.15,0.00,0.00,0.00,3.48,13.84,36.08,-4.25,0.00,196
145353,0.00,21.02,0.13,0.00,0.00,0.00,3.63,11.44,36.08,-4.56,0.00,196
145541,0.00,23.43,0.13,0.00,0.00,0.00,3.63,11.82,36.08,-4.25,0.00,196
145728,0.00,23.89,0.12,0.00,0.00,0.00,3.63,11.25,36.08,-4.25,0.00,196
145900,0.00,24.12,0.12,0.00,0.00,0.00,3.63,10.89,36.08,-4.25,0.00,196
146087,0.00,23.54,0.16,0.00,5.15,0.00,4.06,12.64,36.08,-4.25,4.71,196
146275,-3.91,15.62,0.20,0.00,6.91,0.00,5.51,17.30,36.08,-4.25,7.84,196
146447,-4.69,13.32,0.29,0.00,8.59,0.00,6.82,21.98,36.08,-4.25,12.94,196
146634,-6.25,14.13,0.36,0.00,10.99,0.00,10.01,31.76,36.08,-2.42,15.29,196
146822,-4.69,15.04,0.37,0.00,11.72,0.00,10.74,33.42,36.08,-1.80,16.08,196
147009,-1.56,15.04,0.39,0.00,11.97,0.00,11.17,34.88,36.08,-1.80,16.08,196
147181,-0.78,15.16,0.39,0.00,12.81,0.00,11.46,37.28,35.29,-1.80,16.08,196
147369,0.00,14.81,0.39,0.00,13.03,0.00,11.61,37.77,35.69,-1.80,16.08,196
147556,0.78,14.81,0.38,0.00,13.34,0.00,11.61,37.53,34.90,-2.73,15.69,196
147728,1.56,15.04,0.39,0.00,13.38,0.00,11.61,38.30,34.90,-2.73,15.69,196
147915,1.56,14.81,0.47,0.00,16.44,0.00,12.77,46.51,34.12,-2.11,20.00,196
148087,0.78,14.47,0.51,0.00,17.38,0.00,14.07,51.80,40.39,3.42,21.96,196
148275,0.00,14.13,0.52,0.00,20.53,0.00,14.95,56.49,37.25,4.64,22.35,196
148462,-7.81,12.52,0.44,0.00,18.15,0.00,13.20,49.68,32.94,-3.35,15.29,196
148634,-6.25,13.55,0.36,0.00,14.16,0.00,12.04,40.48,34.51,-4.87,13.73,196
148822,-6.25,14.59,0.30,0.00,12.17,0.00,10.45,34.99,35.69,-5.49,12.55,196
149009,0.00,13.78,0.17,0.00,0.00,0.00,5.37,12.52,35.69,-5.49,0.00,196
149181,0.00,20.90,0.23,0.00,0.00,0.00,4.06,23.55,35.69,-5.18,0.00,196
149368,0.00,23.66,0.23,0.00,0.00,0.00,3.77,22.14,35.69,-4.56,0.00,196
149556,0.00,24.00,0.21,0.00,0.00,0.00,3.63,18.21,35.69,-3.94,0.00,196
149728,0.00,23.66,0.18,0.00,5.73,0.00,4.06,14.79,35.69,-3.64,1.96,196
149915,0.00,20.56,0.18,0.00,4.90,0.00,4.21,12.53,35.29,-3.04,3.14,196
150103,-14.06,11.14,0.17,0.00,4.49,0.00,5.08,11.66,35.29,-3.04,5.88,196
150275,-17.97,11.14,0.20,0.00,5.10,0.00,5.66,14.78,35.29,-3.64,7.45,196
150462,-10.94,14.93,0.20,0.00,5.42,0.00,6.67,15.57,35.29,-3.35,7.45,196
150649,-9.38,15.16,0.21,0.00,5.44,0.00,6.96,15.70,35.29,-3.64,7.84,196
150821,-5.47,15.85,0.22,0.00,6.03,0.00,7.11,16.46,35.29,-3.64,7.84,196
151009,-5.47,15.16,0.21,0.00,6.03,0.00,7.11,16.60,35.29,-3.64,7.84,196
151181,-4.69,15.27,0.17,0.00,5.47,0.00,6.38,11.66,35.29,-3.64,3.14,196
151368,-10.94,13.44,0.11,0.00,3.94,0.00,4.50,8.27,35.29,-3.64,0.39,196
151556,0.00,13.55,0.11,0.00,0.00,0.00,3.34,8.39,35.29,-3.35,0.00,196
151728,0.00,14.59,0.12,0.00,0.00,0.00,3.34,9.93,35.29,-3.35,0.00,196
151915,0.00,20.79,0.11,0.00,0.00,0.00,3.34,8.87,35.29,-3.35,0.00,196
152103,0.00,24.69,0.11,0.00,0.00,0.00,3.34,8.56,35.29,-3.35,0.00,196
152274,0.00,23.89,0.10,0.00,0.00,0.00,3.34,7.54,35.29,-3.35,0.00,196
152462,0.00,23.77,0.11,0.00,0.00,0.00,3.34,7.70,35.29,-3.35,0.00,196
152649,0.00,23.66,0.10,0.00,0.00,0.00,3.34,7.82,35.29,-3.35,0.00,196
152837,0.00,23.77,0.10,0.00,0.00,0.00,3.34,7.06,35.29,-3.35,0.00,196
153009,0.00,23.66,0.09,0.00,0.00,0.00,3.34,7.21,35.29,-3.35,0.00,196
153196,0.00,23.77,0.10,0.00,0.00,0.00,3.34,6.84,35.29,-3.35,0.00,196
153384,0.00,23.54,0.10,0.00,0.00,0.00,3.48,6.99,35.29,-3.35,0.00,196
153556,0.00,23.89,0.10,0.00,0.00,0.00,3.48,6.92,35.29,-3.04,0.00,196
153743,0.00,23.89,0.09,0.00,0.00,0.00,3.48,6.55,35.69,-3.04,0.00,196
153930,0.00,23.77,0.10,0.00,0.00,0.00,3.48,6.77,35.69,-3.04,0.00,196
154106,0.00,23.54,0.10,0.00,0.00,0.00,3.63,6.66,35.69,-3.04,0.00,196
154278,0.00,23.66,0.09,0.00,0.00,0.00,3.63,6.59,35.69,-3.04,0.00,196
154465,0.00,23.89,0.09,0.00,0.00,0.00,3.63,6.44,35.69,-3.04,0.00,196
154653,0.00,23.89,0.09,0.00,0.00,0.00,3.63,6.33,35.69,-3.04,0.00,196
154825,0.00,23.89,0.09,0.00,0.00,0.00,3.77,6.22,35.69,-3.04,0.00,196
155012,0.00,23.66,0.09,0.00,0.00,0.00,3.77,5.96,35.69,-3.04,0.00,194
155199,0.00,24.00,0.09,0.00,0.00,0.00,3.77,6.00,35.69,-3.04,0.00,196
155371,0.00,23.77,0.09,0.00,0.00,0.00,3.77,6.00,35.69,-3.04,0.00,196
155559,0.00,23.54,0.09,0.00,0.00,0.00,3.77,6.40,35.69,-2.73,0.00,194
155746,0.00,23.89,0.09,0.00,0.00,0.00,3.63,5.48,35.69,-2.73,0.00,194
155918,0.00,23.66,0.09,0.00,0.00,0.00,3.63,5.74,35.69,-2.73,0.00,194
156106,0.00,23.77,0.09,0.00,0.00,0.00,3.63,6.00,35.69,-2.73,0.00,194
156293,0.00,23.89,0.09,0.00,0.00,0.00,3.63,5.90,35.69,-2.73,0.00,194
156465,0.00,23.77,0.10,0.00,0.00,0.00,3.63,5.90,35.69,-2.73,0.00,194
156652,0.00,24.12,0.10,0.00,0.00,0.00,3.63,6.15,35.69,-2.73,0.00,194
156840,0.00,24.00,0.10,0.00,0.00,0.00,3.63,6.11,35.69,-2.73,0.00,194
157012,0.00,23.66,0.09,0.00,0.00,0.00,3.48,5.67,35.69,-2.73,0.00,194
157199,0.00,23.89,0.10,0.00,0.00,0.00,3.48,6.26,35.69,-2.73,0.00,194
157387,0.00,23.89,0.09,0.00,0.00,0.00,3.48,5.83,35.69,-2.42,0.00,194
157559,0.00,24.00,0.11,0.00,0.00,0.00,3.48,6.26,35.69,-2.73,0.00,194
157746,0.00,23.89,0.10,0.00,0.00,0.00,3.48,6.33,35.69,-2.42,0.00,194
157934,0.00,23.77,0.11,0.00,0.00,0.00,3.48,6.15,35.69,-2.42,0.00,194
158106,0.00,23.89,0.11,0.00,0.00,0.00,3.48,6.18,35.69,-2.42,0.00,194
158293,0.00,23.89,0.10,0.00,0.00,0.00,3.48,6.07,35.69,-2.42,0.00,194
158480,0.00,24.12,0.11,0.00,0.00,0.00,3.48,6.44,35.69,-2.42,0.00,194
158652,0.00,23.77,0.10,0.00,0.00,0.00,3.48,6.11,35.69,-2.42,0.00,194
158840,0.00,24.12,0.10,0.00,0.00,0.00,3.48,6.07,36.08,-2.42,0.00,194
159027,0.00,23.77,0.10,0.00,0.00,0.00,3.48,5.61,36.08,-2.42,0.00,194
159215,0.00,23.54,0.10,0.00,0.00,0.00,3.63,5.80,36.08,-2.42,0.00,194
159387,0.00,23.66,0.11,0.00,0.00,0.00,3.63,5.96,36.08,-2.11,0.00,194
159574,0.00,24.00,0.10,0.00,0.00,0.00,3.63,6.07,36.08,-2.11,0.00,194
159746,0.00,23.77,0.12,0.00,0.00,0.00,3.77,5.45,36.08,-1.80,0.00,194
159934,0.00,23.77,0.13,0.00,2.50,0.00,4.21,5.22,36.08,-1.49,0.00,194
160121,0.00,23.89,0.11,0.00,2.17,0.00,4.06,4.66,36.08,-1.49,0.00,194
160293,0.00,23.54,0.12,0.00,2.15,0.00,3.92,4.88,36.08,-1.49,0.00,194
160480,0.00,16.54,0.11,0.00,2.14,0.00,3.77,4.79,36.08,-1.49,0.00,194
160668,-2.34,13.90,0.11,0.00,2.12,0.00,3.77,4.50,36.08,-1.49,0.00,194
160840,-3.91,12.98,0.11,0.00,2.09,0.00,3.77,4.42,36.08,-1.49,0.00,194
161027,-5.47,12.52,0.11,0.00,2.06,0.00,3.77,4.39,36.08,-1.49,0.00,194
161215,-6.25,12.52,0.11,0.00,1.78,0.00,3.77,3.75,36.08,-1.18,0.00,194
161387,-7.81,12.63,0.11,0.00,1.72,0.00,3.77,3.98,36.08,-1.18,0.00,194
161574,-8.59,12.75,0.10,0.00,1.65,0.00,3.92,3.75,36.08,-1.18,0.00,194
161746,-9.38,12.63,0.11,0.00,1.64,0.00,3.92,3.69,36.08,-1.18,0.00,194
161933,-10.16,12.63,0.11,0.00,1.58,0.00,3.92,3.82,36.08,-1.18,0.00,194
162121,-10.16,13.44,0.10,0.00,1.58,0.00,3.92,3.78,36.08,-1.18,0.00,194
162293,-10.16,14.01,0.11,0.00,1.77,0.00,4.06,3.69,36.08,-1.18,0.00,194
162480,-10.16,14.24,0.11,0.00,1.75,0.00,4.06,3.65,36.08,-1.18,0.00,194
162668,-10.16,14.36,0.11,0.00,1.71,0.00,4.06,3.62,36.08,-1.18,0.00,194
162840,-10.16,14.36,0.10,0.00,1.50,0.00,4.21,3.55,36.08,-1.18,0.00,194
163027,-10.94,14.01,0.10,0.00,1.48,0.00,4.21,3.43,36.08,-1.18,0.00,194
163215,-10.94,14.24,0.11,0.00,1.44,0.00,4.35,3.40,36.08,-1.18,0.00,194
163387,-10.16,14.47,0.10,0.00,1.44,0.00,4.50,3.28,36.08,-1.18,0.00,194
163574,-10.16,14.70,0.11,0.00,1.61,0.00,4.50,3.43,36.08,-1.18,0.00,194
163761,-9.38,15.04,0.11,0.00,1.64,0.00,4.64,3.70,36.08,-1.18,0.00,194
163933,-8.59,15.50,0.12,0.00,1.64,0.00,4.64,3.78,36.08,-1.18,0.00,194
164121,-8.59,15.50,0.11,0.00,1.68,0.00,4.79,3.91,36.08,-1.18,0.00,194
164308,-7.81,15.50,0.11,0.00,1.73,0.00,4.64,3.82,36.08,-1.18,0.00,194
164480,-7.81,15.39,0.11,0.00,1.73,0.00,4.64,3.82,36.08,-1.18,0.00,194
164668,-7.81,15.50,0.12,0.00,1.71,0.00,4.64,4.06,36.08,-1.18,0.39,194
164855,-6.25,15.62,0.13,0.00,1.86,0.00,4.93,4.57,36.08,-1.18,1.18,194
165027,-7.03,15.39,0.17,0.00,2.56,0.00,5.66,5.65,36.08,-1.18,2.75,194
165215,-9.38,15.16,0.16,0.00,2.81,0.00,5.80,7.03,36.08,-1.49,3.14,194
165402,-9.38,14.24,0.18,0.00,2.99,0.00,5.80,7.17,36.08,-1.49,3.14,194
165574,-5.47,15.16,0.18,0.00,2.95,0.00,6.09,7.57,36.08,-1.49,3.53,194
165762,-5.47,15.39,0.18,0.00,2.97,0.00,6.24,7.62,36.08,-1.49,3.53,194
165949,-5.47,15.04,0.21,0.00,3.53,0.00,6.38,8.39,36.08,-1.49,4.31,194
166121,-5.47,15.04,0.23,0.00,3.55,0.00,6.96,9.44,36.08,-1.49,4.71,194
166309,-5.47,14.81,0.30,0.00,4.71,0.00,7.69,12.04,36.08,-1.49,7.06,194
166488,-9.38,14.36,0.31,0.00,4.75,0.00,9.14,13.67,36.08,-1.49,7.84,194
166665,-7.03,14.47,0.35,0.00,4.86,0.00,10.16,14.66,36.08,-1.49,9.41,194
166852,-3.91,15.27,0.38,0.00,5.86,0.00,11.03,17.09,36.08,-1.80,11.37,194
167040,-4.69,15.16,0.36,0.00,5.48,0.00,11.61,16.80,36.08,-1.80,11.37,194
167212,0.78,15.85,0.36,0.00,6.25,0.00,11.75,17.44,36.08,-1.80,11.37,194
167399,0.78,15.50,0.35,0.00,6.08,0.00,11.61,17.44,36.08,-1.80,10.98,194
167587,1.56,15.27,0.34,0.00,6.30,0.00,11.17,17.15,36.08,-2.11,10.20,194
167759,2.34,15.27,0.33,0.00,6.14,0.00,10.88,17.59,36.08,-2.11,10.20,194
167946,3.12,15.27,0.33,0.00,6.68,0.00,10.59,18.43,36.08,-2.11,10.20,194
168133,3.91,15.04,0.32,0.00,6.52,0.00,10.45,18.59,36.08,-2.42,10.20,194
168305,4.69,15.04,0.32,0.00,6.67,0.00,10.16,18.59,36.08,-2.42,10.20,194
168493,4.69,14.93,0.32,0.00,6.79,0.00,10.16,18.96,36.08,-2.42,10.20,194
168680,4.69,14.81,0.31,0.00,6.96,0.00,10.01,18.88,36.08,-2.42,10.20,194
168852,5.47,14.93,0.31,0.00,7.13,0.00,9.87,19.27,36.08,-2.42,10.20,194
169040,5.47,14.81,0.30,0.00,6.88,0.00,9.87,19.27,36.08,-2.73,10.20,194
169212,5.47,14.81,0.31,0.00,7.03,0.00,9.72,19.42,36.08,-2.73,10.20,194
169399,5.47,14.70,0.30,0.00,7.17,0.00,9.72,19.74,36.08,-2.73,10.20,194
169586,6.25,14.59,0.29,0.00,6.91,0.00,9.72,19.82,36.08,-3.04,10.59,194
169758,6.25,14.70,0.29,0.00,7.00,0.00,9.72,19.99,36.08,-3.04,10.59,194
169946,6.25,14.70,0.29,0.00,7.56,0.00,9.72,20.43,36.08,-3.04,10.59,194
170133,7.03,14.81,0.29,0.00,7.26,0.00,9.58,20.26,36.08,-3.04,10.59,194
170321,7.81,14.93,0.28,0.00,7.39,0.00,9.58,20.93,36.08,-3.04,10.59,194
170497,8.59,14.81,0.29,0.00,7.51,0.00,9.72,21.11,35.69,-3.35,10.98,194
170685,8.59,14.81,0.30,0.00,8.07,0.00,9.72,21.71,35.69,-3.35,11.37,194
170861,8.59,14.70,0.31,0.00,8.24,0.00,9.87,22.79,35.69,-3.35,11.37,194
171052,7.03,14.59,0.30,0.00,8.33,0.00,10.01,23.74,35.69,-3.35,11.76,194
171224,8.59,14.70,0.31,0.00,8.99,0.00,10.16,24.50,35.69,-3.35,12.16,194
171412,9.38,14.81,0.33,0.00,9.19,0.00,10.30,25.98,35.69,-3.64,12.16,194
171584,7.81,14.36,0.33,0.00,9.62,0.00,10.59,26.92,35.69,-3.64,12.16,194
171771,7.81,14.36,0.33,0.00,9.93,0.00,10.59,27.86,35.69,-3.64,12.55,194
171959,6.25,14.24,0.33,0.00,10.13,0.00,10.59,28.59,35.69,-3.94,12.55,194
172131,7.81,14.70,0.34,0.00,10.39,0.00,10.59,28.70,35.29,-3.94,12.94,194
172318,6.25,14.36,0.34,0.00,10.58,0.00,10.59,29.03,35.29,-3.94,12.94,194
172506,7.03,14.70,0.34,0.00,10.66,0.00,10.59,29.90,35.29,-3.94,12.94,194
172693,5.47,14.36,0.35,0.00,11.43,0.00,10.74,31.43,35.29,-4.25,13.33,194
172865,5.47,14.36,0.36,0.00,11.65,0.00,10.74,31.98,35.29,-4.25,13.33,194
173052,3.91,14.36,0.35,0.00,11.85,0.00,10.88,32.45,35.29,-4.25,13.73,194
173240,3.91,14.59,0.36,0.00,12.16,0.00,10.88,33.65,35.29,-4.56,13.73,194
173412,3.91,14.47,0.36,0.00,12.33,0.00,10.88,34.51,35.29,-4.56,13.73,194
173599,2.34,14.24,0.36,0.00,11.87,0.00,10.88,34.88,35.29,-3.94,13.73,194
176482,3.12,14.81,0.15,0.00,6.26,0.00,5.80,16.46,34.90,-5.18,6.67,192
176654,3.12,14.81,0.14,0.00,6.30,0.00,5.80,16.25,34.90,-5.18,6.67,192
176842,4.69,14.93,0.15,0.00,6.31,0.00,5.80,16.38,34.90,-5.18,6.67,192
177029,4.69,14.70,0.15,0.00,6.33,0.00,5.66,16.31,34.90,-5.18,6.67,192
177201,4.69,14.59,0.15,0.00,6.38,0.00,5.66,16.52,34.90,-5.49,6.67,192
177389,4.69,14.59,0.15,0.00,6.41,0.00,5.66,16.52,34.90,-5.49,6.67,192
177576,5.47,14.81,0.15,0.00,6.45,0.00,5.66,16.66,34.90,-5.49,6.67,192
177763,3.91,14.47,0.15,0.00,6.48,0.00,5.66,17.37,34.90,-5.49,7.06,192
177935,5.47,14.70,0.24,0.00,7.96,0.00,7.11,19.99,34.90,-5.80,11.76,192
178123,3.91,14.47,0.37,0.00,13.87,0.00,9.87,38.17,30.20,-2.73,20.00,192
178310,-0.78,14.13,0.51,0.00,19.45,0.00,13.49,55.52,27.06,5.88,32.94,192
178482,0.00,13.67,0.62,0.00,26.22,0.00,16.25,71.39,23.14,10.48,49.41,192
178670,0.00,12.06,0.70,0.00,32.77,0.00,18.86,86.19,22.35,11.39,70.59,192
178857,0.00,11.14,0.75,0.00,40.47,0.00,20.75,95.64,21.57,17.54,85.10,192
179029,0.00,11.14,0.86,0.00,47.46,0.00,22.93,109.17,53.73,19.38,98.43,192
179217,0.00,11.14,0.95,0.00,60.26,-2.50,25.97,131.12,59.61,19.38,100.00,192
179404,0.00,11.14,1.02,0.00,70.10,-1.50,28.87,152.22,58.04,19.38,100.00,192
179576,0.00,11.14,1.05,0.00,73.39,-1.50,30.33,161.87,57.25,19.38,100.00,192
179763,0.00,11.14,1.03,0.00,77.77,-1.50,30.33,166.34,55.69,19.38,100.00,192
179951,0.00,11.14,1.02,0.00,80.38,-1.50,29.45,174.02,58.43,19.38,100.00,192
180138,0.00,11.14,1.01,0.00,80.15,-1.00,28.73,181.77,60.00,19.38,100.00,192
180310,0.00,11.14,1.03,0.00,85.77,-1.00,28.58,185.00,59.22,18.76,100.00,192
180498,0.00,11.14,0.99,0.00,85.80,0.00,28.29,188.22,55.29,17.23,100.00,192
180670,0.00,11.14,0.95,0.00,86.86,-1.00,27.57,190.01,53.73,16.30,100.00,192
180857,0.00,11.14,0.94,0.00,83.67,-1.00,26.84,184.99,52.16,15.08,100.00,192
181044,0.00,11.14,0.51,0.00,0.00,0.00,11.46,89.87,34.51,-8.86,0.00,192
181216,0.00,12.98,0.36,0.00,0.00,0.00,5.22,71.37,34.51,-8.55,0.00,192
181404,0.00,21.13,0.28,0.00,0.00,0.00,4.93,50.22,34.51,-8.26,0.39,192
181591,0.00,17.00,0.62,0.00,41.54,0.00,15.09,100.99,26.67,-4.87,63.92,192
181763,0.00,11.37,0.80,0.00,68.80,-1.00,20.17,153.11,16.47,8.02,89.80,192
181951,0.00,11.14,1.06,0.00,74.52,-1.00,23.65,160.93,51.37,19.38,100.00,192
182138,0.00,11.14,1.04,0.00,72.07,-1.00,28.00,153.42,62.35,19.38,100.00,192
182310,0.00,11.14,1.06,0.00,73.62,-1.00,30.62,162.49,58.43,19.38,100.00,192
182498,0.00,11.14,1.05,0.00,76.26,-1.00,31.20,166.33,52.16,19.38,100.00,192
182669,0.00,11.14,0.98,0.00,72.58,-1.00,30.04,158.42,55.29,19.38,100.00,192
182857,0.00,11.25,0.98,0.00,74.85,-2.50,29.02,161.87,59.22,19.38,100.00,190
183044,0.00,11.25,1.06,0.00,77.56,-1.00,29.89,172.02,57.25,19.38,100.00,192
183216,0.00,11.25,1.05,0.00,79.58,-1.00,30.33,175.70,55.29,19.38,100.00,192
183404,0.00,11.25,1.02,0.00,78.95,-3.00,29.75,175.70,55.69,19.38,100.00,190
183591,0.00,11.25,1.01,0.00,80.44,-3.00,29.16,176.36,58.82,19.38,100.00,192
183763,0.00,11.25,1.02,0.00,82.67,-3.00,29.31,182.49,58.04,19.07,100.00,190
183951,0.00,11.25,1.02,0.00,84.08,-2.50,29.31,183.92,56.47,18.76,100.00,192
184138,0.00,11.37,1.01,0.00,84.02,-2.50,29.02,184.63,56.47,18.47,100.00,190
184310,0.00,11.37,0.98,0.00,85.52,-2.50,28.87,185.71,56.86,18.47,100.00,192
184497,0.00,11.37,0.99,0.00,85.99,-2.50,28.58,187.50,56.47,18.16,100.00,192
184685,0.00,11.37,0.97,0.00,85.11,-1.00,28.44,185.36,56.08,17.85,60.39,192
184857,0.00,11.60,0.39,0.00,0.00,0.00,9.14,73.58,7.06,-8.55,0.00,192
185044,0.00,18.49,0.30,0.00,0.00,0.00,4.79,63.07,34.12,-8.26,0.00,190
185232,0.00,23.31,0.26,0.00,15.97,0.00,4.79,39.70,34.12,-7.95,2.35,192
185404,0.00,11.14,0.32,0.00,20.97,0.00,7.84,50.82,34.12,-7.95,16.08,192
185591,0.00,11.37,0.45,0.00,27.33,0.00,10.30,68.03,25.88,-2.73,20.00,190
185779,0.00,11.25,0.49,0.00,23.45,0.00,13.78,66.61,21.57,-0.27,20.78,190
185950,0.00,11.94,0.50,0.00,25.49,0.00,14.65,67.67,21.57,-0.27,21.18,190
186138,0.00,11.94,0.36,0.00,19.97,0.00,12.48,44.17,31.76,-5.80,12.16,190
186325,0.00,11.48,0.23,0.00,12.05,0.00,5.80,26.20,34.12,-7.02,1.57,192
186497,0.00,12.17,0.26,0.00,0.00,0.00,3.92,35.63,34.12,-6.71,0.00,192
