Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
0,14.01,0.17,1454,0.00,0.00,16,14.10,18.00,5.66,8.36,-1.49,0.64
171,13.90,0.17,1456,0.00,0.00,16,14.10,17.50,5.66,8.36,-1.49,0.64
359,14.01,0.17,1454,0.00,0.00,16,14.10,18.50,5.66,8.31,-1.49,0.64
520,14.01,0.17,1446,0.00,0.00,16,14.10,18.50,5.66,8.23,-1.49,0.64
707,14.01,0.17,1459,0.00,0.00,16,14.10,17.00,5.66,8.23,-1.49,0.64
879,13.90,0.17,1449,0.00,0.00,16,14.10,18.00,5.66,8.23,-1.49,0.64
1051,14.13,0.17,1451,0.00,0.00,16,14.10,17.00,5.66,8.14,-1.49,0.64
3856,14.01,0.17,1456,0.00,0.00,16,14.10,17.00,5.66,8.11,-1.49,0.64
4030,14.13,0.17,1450,0.00,0.00,16,14.10,17.50,5.66,8.19,-1.49,0.64
4202,14.24,0.17,1450,0.00,0.00,16,14.10,17.50,5.66,8.23,-1.49,0.64
4389,14.01,0.17,1465,0.00,0.00,16,14.10,16.00,5.66,8.19,-1.49,0.64
4561,14.13,0.17,1451,0.00,0.00,16,14.10,17.50,5.66,8.14,-1.49,0.64
4733,13.90,0.17,1452,0.00,0.00,16,14.10,17.50,5.66,8.11,-1.49,0.64
4905,14.01,0.16,1455,0.00,0.00,16,14.10,17.50,5.66,8.06,-1.49,0.64
5077,13.90,0.17,1446,0.00,0.00,16,14.10,18.50,5.66,8.14,-1.49,0.64
5248,13.90,0.17,1462,0.00,0.00,16,14.10,16.50,5.66,8.14,-1.49,0.64
5420,13.78,0.17,1439,0.00,0.00,16,14.10,17.50,5.66,8.06,-1.49,0.64
5592,14.01,0.17,1456,0.00,0.00,16,14.10,17.00,5.66,8.06,-1.49,0.64
5780,14.13,0.17,1446,0.00,0.00,16,14.10,18.00,5.66,8.11,-1.49,0.64
5951,14.01,0.17,1436,0.00,0.00,16,14.10,19.00,5.66,8.06,-1.49,0.64
6123,14.13,0.17,1444,0.00,0.00,16,14.10,17.50,5.66,8.14,-1.49,0.64
6295,14.13,0.17,1437,0.00,0.00,16,14.10,18.00,5.66,8.03,-1.49,0.64
6467,14.24,0.17,1450,0.00,0.00,16,14.10,16.50,5.66,8.03,-1.49,0.64
6639,14.13,0.16,1441,0.00,0.00,16,14.10,17.50,5.66,7.98,-1.49,0.64
9472,14.01,0.17,1450,0.00,0.00,16,14.10,16.50,5.66,8.14,-1.49,0.64
9644,14.01,0.16,1459,0.00,0.00,16,14.10,17.50,5.66,7.98,-1.49,0.64
9816,13.90,0.17,1440,0.00,0.00,16,14.10,17.50,5.66,8.06,-1.49,0.64
10004,13.78,0.17,1438,0.00,0.00,16,14.10,18.00,5.66,8.06,-1.49,0.64
10176,13.90,0.17,1443,0.00,0.00,16,14.10,17.50,5.66,8.03,-1.49,0.64
10339,13.67,0.17,1440,0.00,0.00,16,14.10,17.50,5.66,7.98,-1.49,0.64
10526,13.90,0.17,1452,0.00,0.00,16,14.10,16.50,5.66,8.06,-1.49,0.64
10687,14.01,0.17,1452,0.00,0.00,16,14.10,16.50,5.66,7.94,-1.49,0.64
10874,14.24,0.17,1446,0.00,0.00,16,14.10,17.00,5.66,7.98,-1.49,0.64
11046,14.13,0.17,1449,0.00,0.00,16,14.10,17.00,5.66,7.86,-1.49,0.64
11218,13.78,0.16,1436,0.00,0.00,16,14.10,18.50,5.51,7.98,-1.49,0.64
11390,13.67,0.16,1444,0.00,0.00,16,14.10,17.50,5.66,7.94,-1.49,0.64
11562,13.67,0.17,1416,0.00,0.00,16,14.10,20.00,5.66,8.11,-1.49,0.64
11734,13.90,0.17,1438,0.00,0.00,16,14.10,17.00,5.66,8.06,-1.49,0.64
11906,13.90,0.17,1424,0.00,0.00,16,14.10,18.50,5.66,8.06,-1.49,0.64
12078,14.01,0.17,1440,0.00,0.00,16,14.10,16.50,5.66,7.90,-1.49,0.64
12250,14.13,0.17,1435,0.00,0.00,16,14.10,17.50,5.66,8.03,-1.49,0.64
12421,14.13,0.17,1438,0.00,0.00,16,14.10,16.50,5.66,7.98,-1.49,0.64
12609,14.24,0.17,1419,0.00,0.00,16,14.10,18.50,5.66,8.06,-1.49,0.64
12781,13.90,0.17,1412,0.00,0.00,16,14.10,18.00,5.66,7.90,-1.49,0.64
12953,14.13,0.17,1419,0.00,0.00,16,14.10,17.50,5.66,8.06,-1.49,0.64
13124,14.13,0.17,1432,0.00,0.00,16,14.10,16.50,5.66,8.03,-1.49,0.64
13312,14.13,0.17,1419,0.00,0.00,16,14.10,18.00,5.66,8.06,-1.49,0.64
13484,14.13,0.17,1439,0.00,0.00,16,14.10,15.50,5.66,7.94,-1.49,0.64
13656,13.78,0.17,1425,0.00,0.00,16,14.10,17.50,5.66,7.98,-1.49,0.64
13828,13.90,0.17,1424,0.00,0.00,16,14.10,17.50,5.66,7.94,-1.49,0.64
13999,14.01,0.17,1422,0.00,0.00,16,14.10,17.50,5.66,7.94,-1.49,0.64
14171,14.13,0.17,1436,0.00,0.00,16,14.10,16.00,5.66,7.98,-1.49,0.64
14343,14.13,0.17,1422,0.00,0.00,16,14.10,17.50,5.66,8.03,-1.49,0.64
14515,14.13,0.17,1442,0.00,0.00,16,14.10,15.50,5.66,7.98,-1.49,0.64
14702,14.01,0.17,1438,0.00,0.00,16,14.10,16.50,5.66,7.98,-1.49,0.64
14874,14.01,0.17,1426,0.00,0.00,16,14.10,17.50,5.66,8.11,-1.49,0.64
15046,14.01,0.17,1423,0.00,0.00,16,14.10,17.50,5.66,8.06,-1.49,0.64
15218,14.01,0.17,1431,0.00,0.00,16,14.10,16.50,5.66,8.03,-1.49,0.64
15390,13.90,0.17,1422,0.00,0.00,16,14.10,17.50,5.66,8.11,-1.49,0.64
15562,14.01,0.17,1436,0.00,0.00,16,14.10,17.00,5.66,8.06,-1.49,0.64
15734,14.01,0.17,1422,0.00,0.00,16,14.10,17.50,5.66,7.98,-1.49,0.64
15906,14.01,0.17,1427,0.00,0.00,16,14.10,17.00,5.66,7.94,-1.49,0.64
16077,13.90,0.17,1423,0.00,0.00,16,14.10,16.50,5.66,8.03,-1.49,0.64
16249,13.90,0.17,1433,0.00,0.00,16,14.10,16.50,5.66,8.03,-1.49,0.64
16437,14.01,0.17,1428,0.00,0.00,16,14.10,16.50,5.66,7.90,-1.49,0.64
16609,14.01,0.17,1416,0.00,0.00,16,14.10,17.50,5.66,7.98,-1.49,0.64
16780,14.24,0.17,1428,0.00,0.00,16,14.10,17.00,5.66,7.94,-1.49,0.64
16952,14.13,0.17,1431,0.00,0.00,16,14.10,16.50,5.66,8.03,-1.49,0.64
17127,14.13,0.17,1436,0.00,0.00,16,14.10,15.50,5.66,8.03,-1.49,0.64
17299,13.90,0.17,1452,0.00,0.00,16,14.10,15.00,5.66,8.14,-1.49,0.64
17471,13.67,0.17,1443,0.00,0.00,16,14.10,16.50,5.66,8.03,-1.49,0.64
17643,13.90,0.17,1441,0.00,0.00,16,14.10,16.50,5.66,8.03,-1.49,0.64
17815,13.78,0.16,1442,0.00,0.00,16,14.10,16.50,5.66,7.90,-1.49,0.64
18002,13.90,0.17,1439,0.00,0.00,16,14.10,17.00,5.51,8.06,-1.49,0.64
18174,13.90,0.17,1418,0.00,0.00,16,14.10,19.00,5.66,8.03,-1.49,0.64
18346,14.01,0.17,1441,0.00,0.00,16,14.10,16.50,5.66,8.03,-1.49,0.64
18518,14.01,0.17,1421,0.00,0.00,16,14.10,18.00,5.66,7.86,-1.49,0.64
18690,14.01,0.17,1424,0.00,0.00,16,14.10,17.50,5.66,7.90,-1.49,0.64
18861,14.24,0.17,1428,0.00,0.00,16,14.10,16.50,5.66,7.98,-1.49,0.64
19033,14.24,0.17,1413,0.00,0.00,16,14.10,18.00,5.66,8.11,-1.49,0.64
19205,14.24,0.17,1427,0.00,0.00,16,14.10,17.00,5.66,8.11,-1.49,0.64
19377,14.01,0.17,1431,0.00,0.00,16,14.10,16.50,5.66,7.98,-1.49,0.64
19549,13.90,0.17,1440,0.00,0.00,16,14.10,16.00,5.66,7.86,-1.49,0.64
19721,14.13,0.17,1443,0.00,0.00,16,14.10,15.50,5.66,7.98,-1.49,0.64
19908,14.13,0.17,1446,0.00,0.00,16,14.10,15.50,5.66,7.90,-1.49,0.64
20080,14.24,0.17,1431,0.00,0.00,16,14.10,17.00,5.66,7.90,-1.49,0.64
20252,13.90,0.16,1423,0.00,0.00,16,14.10,17.50,5.66,7.86,-1.49,0.64
20424,14.01,0.17,1429,0.00,0.00,16,14.10,17.00,5.66,7.90,-1.49,0.64
