Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
0,14.24,0.19,1788,0.00,0.00,16,33.09,32.00,6.24,11.29,-1.39,0.78
172,13.90,0.18,1802,0.00,0.00,16,33.09,33.00,6.09,11.19,-1.39,0.78
344,14.01,0.18,1789,0.00,0.00,16,32.38,32.50,6.09,10.79,-1.39,0.78
3179,14.70,0.35,2064,0.00,0.00,16,40.12,40.00,10.16,24.23,0.15,1.04
3351,14.70,0.35,2116,0.00,0.00,16,40.82,40.00,10.30,25.01,-0.15,1.04
3538,14.01,0.35,2159,0.00,0.00,16,41.52,41.00,10.30,25.10,-0.15,1.02
3710,13.67,0.34,2191,0.00,0.00,16,42.23,41.50,9.87,23.44,-1.39,1.00
3882,13.32,0.32,2246,0.00,0.00,16,42.93,42.50,9.43,23.83,-1.39,1.00
4054,13.67,0.30,2271,0.00,0.00,16,43.63,42.50,9.29,23.83,-1.39,1.00
4288,13.55,0.31,2315,0.00,0.00,16,43.63,43.50,9.00,23.74,-1.70,1.00
4397,13.67,0.31,2357,0.00,0.00,16,44.34,44.00,9.00,23.94,-1.70,0.98
4569,13.55,0.31,2397,0.00,0.00,16,44.69,44.50,8.85,24.41,-1.70,0.98
4741,13.78,0.31,2433,0.00,0.00,16,44.69,44.50,8.85,25.01,-1.70,0.98
4913,13.44,0.30,2434,0.00,0.00,16,44.69,44.50,8.71,24.61,-2.63,0.98
5085,13.32,0.28,2472,0.00,0.00,16,44.69,44.50,8.56,24.90,-2.63,0.96
5257,13.32,0.28,2484,0.00,0.00,16,45.04,45.00,8.27,22.78,-3.25,0.96
5429,13.21,0.28,2543,0.00,0.00,16,45.04,45.00,7.98,22.85,-3.56,0.94
5616,13.32,0.26,2562,0.00,0.00,16,45.04,45.00,7.84,22.41,-3.56,0.94
5790,13.32,0.26,2576,0.00,0.00,16,45.04,44.50,7.69,22.41,-3.56,0.94
5962,13.32,0.25,2610,0.00,0.00,16,44.69,44.50,7.55,22.23,-3.56,0.92
8762,12.98,0.18,2719,0.00,0.00,16,29.57,30.00,5.51,16.07,-3.87,0.82
8934,13.09,0.17,2713,0.00,0.00,16,28.87,29.50,5.51,15.92,-3.87,0.82
9106,13.09,0.16,2714,0.00,0.00,16,21.13,27.00,5.37,14.72,-3.87,0.80
9277,12.86,0.16,2688,0.00,0.00,16,17.62,15.50,5.08,13.45,-3.87,0.80
9453,12.98,0.15,2670,0.00,0.00,16,15.51,15.50,4.93,13.64,-3.87,0.78
9640,12.63,0.13,2651,0.00,0.00,16,-0.31,7.00,4.35,11.05,-3.87,0.72
9812,11.83,0.12,2658,0.00,0.00,16,-6.29,-8.50,4.21,10.13,-3.87,0.72
9984,12.06,0.12,2596,0.00,0.00,16,-4.53,-4.50,3.92,10.43,-3.56,0.70
10156,12.06,0.10,2585,0.00,0.00,16,-10.16,-8.00,3.48,8.27,-3.56,0.64
10328,12.40,0.10,2530,0.00,0.00,16,-10.16,-8.00,3.48,8.74,-3.56,0.64
10500,12.63,0.10,2505,0.00,0.00,16,-10.16,-8.00,3.48,8.73,-3.25,0.64
10671,12.63,0.11,2482,0.00,0.00,16,-10.16,-8.00,3.48,8.64,-3.25,0.64
10859,14.59,0.10,2425,0.00,0.00,16,-10.16,-8.00,3.48,8.18,-2.94,0.64
11031,18.49,0.10,2363,0.00,0.00,16,3.91,-2.50,3.48,8.06,-2.94,0.64
11202,22.05,0.09,2318,0.00,0.00,16,14.45,13.00,3.34,6.99,-2.63,0.64
11374,22.39,0.09,2286,0.00,0.00,16,15.51,17.50,3.34,6.81,-2.63,0.64
11546,22.51,0.08,2267,0.00,0.00,16,15.51,17.50,3.19,5.94,-2.63,0.64
11718,22.39,0.06,2250,0.00,0.00,16,15.51,17.50,3.34,6.26,-2.32,0.64
11890,22.39,0.09,2193,0.00,0.00,16,15.16,17.00,3.34,6.18,-2.32,0.64
12062,22.51,0.09,2178,0.00,0.00,16,14.80,16.50,3.34,6.22,-2.32,0.64
12234,22.51,0.09,2146,0.00,0.00,16,14.80,16.50,3.34,6.44,-2.01,0.64
12421,22.51,0.09,2114,0.00,0.00,16,14.45,16.50,3.48,6.15,-2.01,0.64
12593,22.62,0.09,2052,0.00,0.00,16,14.45,16.00,3.63,6.07,-1.70,0.64
12765,22.39,0.09,2008,0.00,0.00,16,14.10,16.00,3.63,5.40,-1.70,0.64
12937,22.51,0.09,1981,0.00,0.00,16,14.10,16.00,3.77,6.04,-1.39,0.64
13109,22.51,0.09,1966,0.00,0.00,16,14.10,16.00,3.77,5.87,-1.39,0.64
13280,22.39,0.11,1914,0.00,0.00,16,14.10,24.00,3.77,5.91,-1.39,0.64
13452,22.39,0.08,1881,0.00,0.00,16,14.10,24.00,3.77,5.85,-1.39,0.64
13624,22.39,0.09,1867,0.00,0.00,16,14.10,24.00,3.77,5.52,-1.39,0.64
13796,22.51,0.09,1829,0.00,0.00,16,14.10,24.00,3.77,5.52,-1.39,0.64
13983,22.39,0.10,1782,0.00,0.00,16,14.10,24.00,3.77,5.74,-1.39,0.64
14155,22.51,0.10,1754,0.00,0.00,16,14.10,24.00,3.77,5.65,-1.39,0.64
14327,22.51,0.10,1718,0.00,0.00,16,14.10,24.00,3.77,5.78,-1.39,0.64
14499,22.39,0.10,1698,0.00,0.00,16,14.10,24.00,3.77,5.49,-1.39,0.64
14673,22.62,0.10,1659,0.00,0.00,16,14.10,24.00,3.77,5.68,-1.39,0.64
14860,22.51,0.11,1633,0.00,0.00,16,14.10,24.00,3.77,5.68,-1.39,0.64
15032,22.39,0.11,1600,0.00,0.00,16,14.10,24.00,3.77,5.68,-1.39,0.64
15204,22.62,0.11,1577,0.00,0.00,16,14.10,24.00,3.92,5.62,-1.39,0.64
15376,22.62,0.12,1554,0.00,0.00,16,14.10,24.00,4.06,6.11,-1.39,0.66
15548,22.62,0.14,1514,0.00,0.00,16,14.10,0.00,4.50,6.73,-1.39,0.68
15719,22.62,0.18,1501,0.00,0.00,16,17.62,15.50,5.51,10.17,-1.39,0.78
15893,22.51,0.23,1511,0.00,0.00,16,24.30,22.50,6.09,10.99,-1.39,0.78
16065,20.79,0.22,1584,0.00,0.00,16,28.87,29.00,6.82,11.35,-1.39,0.80
16253,14.59,0.22,1506,0.00,0.00,16,29.57,28.50,7.11,11.77,-1.39,0.80
16425,15.16,0.23,1513,0.00,0.00,16,28.87,28.50,7.11,11.71,-1.39,0.80
16601,15.16,0.23,1562,0.00,0.00,16,29.22,30.50,6.96,11.93,-1.39,0.80
16773,15.27,0.23,1649,0.00,0.00,16,30.98,30.00,6.96,11.93,-1.39,0.80
16945,14.70,0.21,1619,0.00,0.00,16,30.98,29.50,6.96,11.82,-1.39,0.80
17109,14.59,0.23,1612,0.00,0.00,16,29.92,30.50,6.82,11.99,-1.39,0.80
17296,14.70,0.21,1720,0.00,0.00,16,32.03,32.00,6.82,12.20,-1.39,0.80
17468,14.13,0.21,1696,0.00,0.00,16,32.03,31.50,6.67,11.66,-1.39,0.80
17640,14.01,0.24,1674,0.00,0.00,16,31.68,32.00,6.82,13.25,-1.39,0.82
17812,14.13,0.26,1743,0.00,0.00,16,33.09,33.00,7.11,14.46,-1.39,0.86
17984,13.67,0.30,1792,0.00,0.00,16,35.90,35.50,8.13,17.70,-1.39,0.90
18156,13.44,0.32,1796,0.00,0.00,16,36.95,36.00,8.85,19.20,-1.39,0.94
18327,13.78,0.35,1830,0.00,0.00,16,38.01,37.50,9.43,20.83,-1.39,0.98
18499,14.24,0.36,1860,0.00,0.00,16,37.66,37.00,10.16,22.42,-0.77,1.00
18675,14.36,0.37,1874,0.00,0.00,16,36.95,37.00,10.45,23.15,-0.15,1.02
18846,14.70,0.38,1923,0.00,0.00,16,36.95,36.50,10.74,24.23,0.15,1.04
19018,14.47,0.39,2004,0.00,0.00,16,36.95,36.50,11.17,25.99,0.77,1.06
19206,14.36,0.39,2027,0.00,0.00,16,37.66,36.50,11.32,26.31,1.08,1.08
19377,14.59,0.39,2091,0.00,0.00,16,37.66,37.50,11.32,27.15,1.39,1.08
19549,14.13,0.39,2151,0.00,0.00,16,38.01,38.00,11.32,27.90,1.39,1.08
19721,14.01,0.39,2198,0.00,0.00,16,38.36,38.00,11.17,28.86,1.08,1.08
19893,14.01,0.39,2230,0.00,0.00,16,38.36,38.50,11.17,28.96,1.08,1.08
20065,13.90,0.38,2298,0.00,0.00,16,39.06,39.00,11.03,30.06,1.08,1.08
20237,13.90,0.41,2321,0.00,0.00,16,39.41,39.00,11.03,30.40,0.77,1.10
20424,13.90,0.40,2360,0.00,0.00,16,39.41,38.50,11.03,31.41,0.77,1.10
