Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
118660,14.81,0.33,1224,0.00,0.00,16,-1.02,-1.50,9.72,-4.74,13.45,-1.49,0.86
118848,16.19,0.33,1239,0.00,0.00,16,-1.02,-1.50,10.16,-4.47,13.45,-1.49,0.86
119042,15.96,0.35,1186,0.00,0.00,16,-1.02,-1.50,10.45,-4.06,13.71,-1.18,0.86
119232,15.39,0.35,1181,0.00,0.00,16,-1.02,-1.50,10.88,-3.75,13.78,-1.18,0.88
119422,15.27,0.35,1192,0.00,0.00,16,-1.02,-1.50,11.03,-3.62,13.71,-1.18,0.88
119612,15.39,0.35,1154,0.00,0.00,16,-1.02,-1.50,11.17,-3.42,13.78,-1.18,0.88
119805,15.16,0.35,1192,0.00,0.00,16,-1.02,-1.50,11.17,-3.46,13.90,-1.18,0.88
119996,15.16,0.35,1206,0.00,0.00,16,-1.02,-1.50,11.17,-3.48,13.84,-1.49,0.88
120186,15.16,0.24,1333,0.00,0.00,16,-1.02,-9.50,8.27,-7.17,6.09,-1.49,0.64
120377,13.44,0.16,1300,0.00,0.00,16,-1.02,-9.00,6.09,-8.74,5.01,-1.49,0.64
120567,12.40,0.13,1252,0.00,0.00,16,10.59,8.50,5.22,-9.55,4.82,-1.49,0.64
120756,12.52,0.16,1248,0.00,0.00,16,-1.02,-1.50,5.08,-9.49,6.29,-1.49,0.70
120948,12.75,0.21,1159,0.00,0.00,16,-1.02,-1.50,5.51,-8.72,7.74,-1.18,0.74
121137,12.63,0.24,1137,0.00,0.00,16,-1.02,-1.50,6.67,-7.77,9.09,-1.18,0.78
121329,12.52,0.28,1217,0.00,0.00,16,-1.02,-1.50,7.98,-6.56,11.35,-1.18,0.82
121521,14.01,0.32,1205,0.00,0.00,16,-1.02,-1.50,9.00,-5.39,13.32,-1.49,0.84
121709,14.70,0.34,1270,0.00,0.00,16,-1.02,-1.50,9.72,-4.95,13.90,-1.49,0.86
121901,15.50,0.35,1181,0.00,0.00,16,-1.02,-1.50,10.45,-4.18,13.58,-1.18,0.86
122091,15.16,0.35,1171,0.00,0.00,16,-1.02,-1.50,10.88,-3.83,13.71,-1.18,0.86
122283,15.27,0.31,1176,0.00,0.00,16,-1.02,-1.50,11.03,-4.51,12.88,-1.18,0.64
122473,15.39,0.18,1301,0.00,0.00,16,-1.02,-9.50,6.96,-8.24,4.73,-1.49,0.64
122665,14.01,0.14,1208,0.00,0.00,16,10.59,11.00,5.66,-9.07,4.69,-1.49,0.64
122855,13.44,0.13,1234,0.00,0.00,16,10.59,11.00,5.08,-9.69,4.82,-1.49,0.64
123046,13.67,0.13,1204,0.00,0.00,16,10.59,13.00,4.93,-9.71,5.01,-1.49,0.64
123236,13.90,0.17,1172,0.00,0.00,16,-1.02,-1.50,5.22,-9.30,6.59,-1.18,0.70
123427,14.24,0.20,1105,0.00,0.00,16,-1.02,-1.50,5.95,-8.62,7.17,-1.18,0.74
123619,13.67,0.27,1107,0.00,0.00,16,-1.02,-1.50,6.67,-7.52,10.43,-1.18,0.82
123809,13.32,0.30,1238,0.00,0.00,16,-1.02,-1.50,8.71,-5.82,13.08,-1.18,0.84
123999,13.55,0.33,1328,0.00,0.00,16,-1.02,-1.50,9.29,-5.28,14.28,-1.49,0.86
124191,15.27,0.33,1332,0.00,0.00,16,-1.02,-1.50,9.72,-4.85,14.53,-1.49,0.88
124382,15.85,0.34,1303,0.00,0.00,16,-1.02,-1.50,10.16,-4.52,14.47,-1.49,0.88
124573,15.62,0.34,1276,0.00,0.00,16,-1.02,-1.50,10.45,-4.22,14.66,-1.49,0.88
124762,15.39,0.34,1285,0.00,0.00,16,-1.02,-1.50,10.59,-4.04,14.66,-1.49,0.88
124954,15.27,0.34,1323,0.00,0.00,16,-1.02,-1.50,10.59,-4.12,14.86,-1.49,0.88
125146,15.16,0.33,1362,0.00,0.00,16,-1.02,-1.50,10.59,-4.23,15.19,-1.49,0.88
125336,15.16,0.32,1384,0.00,0.00,16,-1.02,-1.50,10.45,-4.27,15.19,-1.49,0.88
125527,14.93,0.23,1421,0.00,0.00,16,-0.66,-9.00,9.00,-7.14,5.78,-1.49,0.64
125715,13.32,0.14,1372,0.00,0.00,16,-1.02,0.00,6.24,-8.99,5.21,-1.49,0.64
125906,12.40,0.12,1320,0.00,0.00,16,10.94,13.50,5.08,-9.88,4.57,-1.49,0.64
126097,12.17,0.10,1321,0.00,0.00,16,10.94,13.00,4.64,-10.15,4.51,-1.49,0.64
126286,12.29,0.11,1255,0.00,0.00,16,10.59,18.00,4.50,-10.23,4.57,-1.49,0.64
126474,12.63,0.12,1206,0.00,0.00,16,10.59,18.50,4.50,-10.17,4.82,-1.18,0.64
126664,13.67,0.12,1188,0.00,0.00,16,10.59,18.50,4.64,-10.06,4.88,-1.18,0.64
126853,14.36,0.15,1186,0.00,0.00,16,-1.02,-1.50,4.93,-9.69,5.68,-1.18,0.70
127044,14.47,0.19,1099,0.00,0.00,16,-1.02,-1.50,5.37,-9.01,6.77,-1.18,0.72
127233,14.01,0.21,1082,0.00,0.00,16,-1.02,-1.50,6.09,-8.37,7.62,-1.18,0.74
127422,13.21,0.23,1104,0.00,0.00,16,-1.02,-1.50,6.82,-7.77,8.31,-1.18,0.76
127611,13.78,0.28,1131,0.00,0.00,16,-1.02,-1.50,7.69,-6.65,10.99,-1.18,0.82
127800,14.47,0.29,1245,0.00,0.00,16,-1.02,-1.50,8.71,-5.82,12.10,-1.49,0.82
127990,14.93,0.30,1263,0.00,0.00,16,-1.02,-1.50,9.14,-5.53,12.48,-1.49,0.82
128179,15.85,0.28,1301,0.00,0.00,16,-1.02,-1.50,9.29,-5.47,12.31,-1.49,0.82
128369,15.96,0.20,1342,0.00,0.00,16,-1.02,-9.50,7.11,-8.24,5.83,-1.49,0.64
128558,15.16,0.14,1247,0.00,0.00,16,-1.02,-1.50,5.51,-9.34,4.66,-1.49,0.64
128747,14.36,0.13,1220,0.00,0.00,16,10.59,9.50,5.08,-9.78,4.79,-1.49,0.64
128937,13.67,0.12,1241,0.00,0.00,16,10.59,11.50,4.64,-10.09,4.75,-1.49,0.64
129126,13.67,0.13,1171,0.00,0.00,16,10.59,15.50,4.64,-9.96,5.04,-1.18,0.64
129315,13.78,0.12,1178,0.00,0.00,16,10.59,15.50,4.79,-9.96,4.75,-1.18,0.64
129505,14.01,0.12,1152,0.00,0.00,16,10.23,15.50,4.64,-9.96,4.73,-1.18,0.64
129694,14.24,0.13,1121,0.00,0.00,16,10.23,17.50,4.79,-9.90,4.75,-1.18,0.64
129883,14.13,0.13,1090,0.00,0.00,16,10.23,18.00,4.93,-9.84,4.75,-1.18,0.64
130073,14.24,0.13,1094,0.00,0.00,16,9.88,17.00,4.93,-9.78,4.69,-1.18,0.64
130262,14.36,0.13,1082,0.00,0.00,16,9.88,16.50,4.93,-9.75,4.60,-1.18,0.64
130452,14.36,0.13,1069,0.00,0.00,16,9.88,16.00,4.93,-9.73,4.51,-1.18,0.64
130641,14.70,0.13,1042,0.00,0.00,16,9.88,17.00,4.93,-9.75,4.57,-1.18,0.64
130830,14.93,0.13,1044,0.00,0.00,16,9.88,16.50,4.93,-9.73,4.64,-1.18,0.64
131020,15.16,0.14,1020,0.00,0.00,16,9.88,16.50,4.93,-9.67,4.60,-1.18,0.64
131209,15.27,0.14,1008,0.00,0.00,16,9.88,16.50,5.08,-9.61,4.66,-1.18,0.64
131398,15.04,0.14,996,0.00,0.00,16,9.88,16.50,5.22,-9.48,4.73,-1.18,0.64
131587,14.93,0.14,999,0.00,0.00,16,9.88,15.00,5.37,-9.34,4.85,-1.18,0.64
131777,14.81,0.15,997,0.00,0.00,16,9.88,14.00,5.37,-9.32,4.85,-1.18,0.64
131967,14.59,0.14,1026,0.00,0.00,16,9.88,11.00,5.37,-9.28,4.88,-1.18,0.64
132156,14.59,0.15,1009,0.00,0.00,16,9.88,13.00,5.37,-9.24,4.97,-1.18,0.64
132345,14.70,0.15,1004,0.00,0.00,16,9.88,11.50,5.51,-9.15,5.14,-1.18,0.64
132535,14.47,0.15,1011,0.00,0.00,16,9.88,10.50,5.66,-9.09,5.08,-1.18,0.64
132725,14.81,0.15,1018,0.00,0.00,16,9.88,10.00,5.66,-9.09,5.17,-1.18,0.64
132914,14.81,0.16,1000,0.00,0.00,16,9.88,11.50,5.66,-8.99,5.27,-1.18,0.64
133103,14.81,0.15,1019,0.00,0.00,16,9.88,9.00,5.66,-9.01,5.21,-1.18,0.64
133293,14.81,0.15,1013,0.00,0.00,16,9.88,10.00,5.66,-9.07,5.08,-1.18,0.64
133481,14.81,0.16,1008,0.00,0.00,16,9.88,10.00,5.80,-8.89,5.33,-1.18,0.64
133671,14.81,0.15,1024,0.00,0.00,16,9.88,8.50,5.80,-8.95,5.33,-1.18,0.64
133860,14.81,0.15,1019,0.00,0.00,16,9.88,8.00,5.66,-8.97,5.27,-1.18,0.64
134049,14.93,0.16,1033,0.00,0.00,16,9.88,9.50,5.66,-8.97,5.30,-1.18,0.64
134239,15.04,0.15,1028,0.00,0.00,16,9.88,8.00,5.66,-9.03,5.23,-1.18,0.64
134432,14.93,0.15,1038,0.00,0.00,16,9.88,8.00,5.66,-9.05,5.27,-1.18,0.64
134623,14.81,0.15,1038,0.00,0.00,16,9.88,9.50,5.66,-9.07,5.27,-1.18,0.64
134812,14.81,0.15,1026,0.00,0.00,16,9.88,9.50,5.66,-9.05,5.27,-1.18,0.64
135002,14.93,0.15,1033,0.00,0.00,16,9.88,9.00,5.66,-9.05,5.27,-1.18,0.64
135191,14.93,0.15,1031,0.00,0.00,16,9.88,9.50,5.66,-9.07,5.27,-1.18,0.64
135380,14.81,0.15,1044,0.00,0.00,16,9.88,9.50,5.66,-9.09,5.17,-1.18,0.64
135569,14.81,0.15,1028,0.00,0.00,16,9.88,10.00,5.66,-9.09,5.21,-1.18,0.64
135759,14.81,0.15,1014,0.00,0.00,16,9.88,10.00,5.66,-9.07,5.21,-1.18,0.64
135948,14.81,0.15,1027,0.00,0.00,16,9.88,7.50,5.66,-9.09,5.21,-1.18,0.64
136138,14.81,0.15,1033,0.00,0.00,16,9.88,9.50,5.66,-9.09,5.21,-1.18,0.64
136327,14.93,0.15,1025,0.00,0.00,16,9.88,10.00,5.66,-9.11,5.21,-1.18,0.64
136518,14.93,0.15,1042,0.00,0.00,16,9.88,8.00,5.51,-9.13,5.14,-1.18,0.64
136710,14.81,0.15,1039,0.00,0.00,16,9.88,9.00,5.51,-9.17,5.21,-1.18,0.64
136900,14.47,0.15,1040,0.00,0.00,16,9.88,9.50,5.51,-9.18,5.21,-1.18,0.64
137091,14.47,0.15,1045,0.00,0.00,16,9.88,8.50,5.51,-9.20,5.17,-1.18,0.64
137280,14.70,0.15,1044,0.00,0.00,16,9.88,9.00,5.51,-9.24,5.08,-1.18,0.64
137473,14.59,0.15,1046,0.00,0.00,16,9.88,9.00,5.51,-9.24,5.17,-1.18,0.64
137663,14.47,0.18,1031,0.00,0.00,16,9.88,10.50,5.66,-9.05,5.94,-1.18,0.70
137855,14.59,0.18,1079,0.00,0.00,16,12.70,12.50,5.95,-8.57,6.84,-1.18,0.72
138045,14.01,0.21,1220,0.00,0.00,16,18.67,18.50,6.38,-8.16,8.56,-1.49,0.78
138237,14.13,0.23,1440,0.00,0.00,16,28.87,28.50,7.11,-7.29,12.04,-1.49,0.84
138426,14.81,0.23,1726,0.00,0.00,16,33.79,33.50,7.55,-7.23,13.45,-1.49,0.86
138617,15.39,0.23,1874,0.00,0.00,16,35.90,35.50,7.40,-7.29,14.53,-1.49,0.88
138806,15.50,0.25,1867,0.00,0.00,16,35.55,35.50,7.55,-7.06,15.33,-1.49,0.88
138997,14.81,0.28,1778,0.00,0.00,16,33.79,34.00,7.98,-6.61,15.92,-1.49,0.90
139189,14.36,0.32,1739,0.00,0.00,16,35.20,35.00,8.71,-5.80,18.02,-1.49,0.94
139377,13.78,0.32,1772,0.00,0.00,16,35.90,36.00,9.43,-5.16,19.04,-1.49,0.96
139570,14.47,0.33,1763,0.00,0.00,16,36.60,36.50,9.72,-4.85,19.66,-1.49,0.96
139760,14.70,0.34,1789,0.00,0.00,16,37.30,36.50,10.01,-4.62,20.23,-1.18,0.98
139952,14.59,0.34,1810,0.00,0.00,16,37.66,37.50,10.16,-4.49,20.84,-0.89,1.00
140143,14.70,0.35,1802,0.00,0.00,16,37.66,37.50,10.30,-4.25,21.10,-0.89,1.00
140333,14.47,0.36,1804,0.00,0.00,16,37.30,36.50,10.59,-4.06,21.53,-0.89,1.00
140525,14.59,0.37,1792,0.00,0.00,16,36.60,36.50,10.74,-3.91,21.63,-0.58,1.02
140715,14.59,0.37,1748,0.00,0.00,16,35.20,35.50,11.03,-3.62,21.62,-0.58,1.02
140906,14.47,0.34,1933,0.00,0.00,16,39.41,39.00,10.88,-3.85,22.41,-0.27,1.02
141097,14.93,0.33,2047,0.00,0.00,16,40.82,40.00,10.74,-4.04,22.77,0.04,1.04
141287,15.04,0.35,2212,0.00,0.00,16,42.23,41.50,10.45,-4.18,25.20,0.04,1.06
141478,14.70,0.36,2389,0.00,0.00,16,42.93,43.00,10.74,-3.94,28.63,0.04,1.08
141668,14.47,0.37,2554,0.00,0.00,16,41.88,41.50,10.74,-4.00,31.27,0.04,1.08
141859,14.24,0.36,2712,0.00,0.00,16,41.88,41.50,10.59,-4.12,32.06,0.04,1.08
142052,14.36,0.34,2832,0.00,0.00,16,42.58,42.50,10.30,-4.60,32.29,-0.89,1.06
142241,14.24,0.32,2958,0.00,0.00,16,42.93,42.50,9.87,-5.09,31.95,-1.49,1.04
142433,13.44,0.23,3067,0.00,0.00,16,44.34,44.00,8.56,-7.52,17.94,-4.25,0.76
142624,11.48,0.11,3055,0.00,0.00,16,26.41,25.00,4.79,-10.44,10.54,-4.25,0.64
142813,11.60,0.13,2834,0.00,0.00,16,11.99,11.50,3.92,-10.81,11.93,-4.25,0.64
143005,12.75,0.14,2479,0.00,0.00,16,11.99,11.50,3.92,-10.77,10.74,-3.04,0.64
143199,20.56,0.14,2103,0.00,0.00,16,11.99,11.50,3.92,-10.67,9.22,-2.42,0.64
143391,23.66,0.15,1780,0.00,0.00,16,11.99,11.50,4.21,-10.40,8.52,-1.49,0.64
143585,23.43,0.15,1448,0.00,0.00,16,11.64,19.50,4.64,-9.84,7.62,-1.49,0.64
143775,23.43,0.17,1226,0.00,0.00,16,10.59,18.50,5.08,-9.36,6.59,-1.49,0.64
143965,23.89,0.15,1322,0.00,0.00,16,10.94,9.50,5.37,-9.40,6.04,-1.49,0.64
144154,23.43,0.13,1316,0.00,0.00,16,10.94,10.50,5.08,-9.69,5.81,-1.49,0.64
144347,15.62,0.13,1296,0.00,0.00,16,10.94,12.50,4.79,-9.88,5.72,-1.49,0.64
144537,14.59,0.13,1293,0.00,0.00,16,10.94,12.00,4.79,-10.06,5.30,-1.49,0.66
144728,14.13,0.19,1275,0.00,0.00,16,14.10,14.00,4.93,-9.34,8.27,-1.49,0.76
144919,13.44,0.22,1391,0.00,0.00,16,22.19,24.00,6.24,-8.12,10.89,-1.49,0.82
145111,12.98,0.20,1764,0.00,0.00,16,35.20,35.50,6.82,-7.87,12.74,-1.49,0.84
145301,14.59,0.23,1901,0.00,0.00,16,35.90,35.50,6.96,-7.66,14.47,-1.49,0.88
145490,15.96,0.30,1845,0.00,0.00,16,36.95,35.50,7.69,-6.56,19.20,-1.49,0.96
145680,14.36,0.35,1896,0.00,0.00,16,38.71,38.50,9.72,-4.66,22.14,-0.27,1.06
145871,14.01,0.42,1957,0.00,0.00,16,34.14,33.00,11.75,-2.77,27.79,3.11,1.16
146062,14.93,0.44,2041,0.00,0.00,16,33.79,34.00,12.62,-1.95,29.27,4.64,1.24
146253,15.16,0.46,2108,0.00,0.00,16,32.38,32.00,13.20,-1.37,31.95,5.57,1.36
146444,15.04,0.47,2161,0.00,0.00,16,32.38,32.00,13.64,-0.89,34.33,8.33,1.44
146635,14.81,0.49,2258,0.00,0.00,16,30.27,30.50,13.93,-0.62,37.29,8.93,1.44
146825,14.81,0.50,2354,0.00,0.00,16,30.27,30.00,14.22,-0.33,39.89,9.24,1.46
147015,14.59,0.53,2465,0.00,0.00,16,27.81,28.00,14.65,-0.02,43.93,9.24,1.46
147207,14.13,0.52,2568,0.00,0.00,16,28.52,28.50,14.80,0.06,44.62,8.33,1.36
147398,13.32,0.49,2671,0.00,0.00,16,31.68,31.50,14.36,-0.54,43.93,6.19,1.24
147587,13.44,0.46,2770,0.00,0.00,16,34.14,33.00,13.78,-1.37,40.59,1.57,1.12
147780,13.09,0.33,2825,0.00,0.00,16,42.23,39.50,10.74,-4.78,30.38,-3.35,0.90
147970,12.17,0.16,2850,0.00,0.00,16,42.23,44.00,6.67,-8.78,11.77,-4.25,0.70
148161,11.71,0.14,2846,0.00,0.00,16,29.22,30.50,4.35,-10.48,12.85,-4.25,0.64
148352,11.83,0.14,2862,0.00,0.00,16,11.99,13.00,3.77,-10.89,13.51,-4.25,0.64
148543,13.44,0.14,2842,0.00,0.00,16,11.99,11.50,3.92,-10.83,13.01,-4.25,0.64
148732,23.66,0.13,2776,0.00,0.00,16,11.99,11.50,3.77,-10.89,12.47,-4.25,0.64
148922,23.77,0.13,2756,0.00,0.00,16,11.99,11.50,3.77,-10.91,11.66,-4.25,0.64
149116,23.54,0.12,2723,0.00,0.00,16,11.99,11.50,3.77,-10.96,11.19,-4.25,0.64
149305,23.66,0.12,2683,0.00,0.00,16,11.99,11.50,3.77,-10.98,10.79,-3.94,0.64
149496,23.89,0.12,2647,0.00,0.00,16,11.99,11.50,3.63,-10.98,10.45,-3.94,0.64
149689,23.89,0.12,2633,0.00,0.00,16,11.99,11.50,3.63,-11.02,10.48,-3.64,0.64
149879,24.00,0.12,2581,0.00,0.00,16,11.99,11.50,3.63,-11.06,10.03,-3.64,0.64
150069,23.43,0.12,2563,0.00,0.00,16,11.99,11.50,3.63,-11.04,9.97,-3.64,0.64
150259,23.54,0.12,2516,0.00,0.00,16,11.99,11.50,3.77,-10.93,10.13,-3.64,0.66
150451,23.66,0.12,2485,0.00,0.00,16,11.99,11.50,3.92,-10.79,9.97,-3.35,0.68
150641,23.89,0.12,2451,0.00,0.00,16,11.99,11.50,4.06,-10.67,10.23,-3.35,0.68
150830,23.89,0.12,2421,0.00,0.00,16,11.99,11.50,4.06,-10.58,9.88,-3.04,0.68
151024,24.00,0.12,2418,0.00,0.00,16,14.80,14.50,4.21,-10.46,9.79,-3.04,0.70
151214,23.77,0.13,2385,0.00,0.00,16,20.08,20.00,4.06,-10.64,9.88,-3.04,0.70
151403,15.85,0.11,2370,0.00,0.00,16,26.05,26.00,3.92,-10.69,9.13,-3.04,0.68
151596,13.55,0.10,2330,0.00,0.00,16,13.75,12.00,3.48,-11.27,7.41,-3.04,0.64
151787,13.78,0.10,2321,0.00,0.00,16,11.99,11.50,3.34,-11.27,7.54,-2.73,0.64
151976,15.85,0.09,2294,0.00,0.00,16,11.99,11.50,3.48,-11.18,7.21,-2.73,0.64
152167,21.59,0.09,2278,0.00,0.00,16,11.99,11.50,3.48,-11.27,6.95,-2.73,0.64
152357,23.54,0.09,2234,0.00,0.00,16,11.99,11.50,3.34,-11.33,6.66,-2.42,0.64
152548,23.89,0.09,2201,0.00,0.00,16,11.99,11.50,3.34,-11.33,6.37,-2.42,0.64
152739,23.89,0.09,2175,0.00,0.00,16,11.99,11.50,3.48,-11.27,6.33,-2.11,0.64
152933,23.89,0.09,2144,0.00,0.00,16,11.99,11.50,3.48,-11.22,6.29,-2.11,0.64
153125,23.66,0.09,2115,0.00,0.00,16,11.99,11.50,3.48,-11.16,6.26,-2.11,0.64
153316,24.00,0.09,2087,0.00,0.00,16,11.99,11.50,3.63,-11.12,6.07,-2.11,0.64
153506,23.66,0.09,2064,0.00,0.00,16,11.99,11.50,3.63,-11.00,6.33,-1.80,0.64
153698,24.12,0.09,2038,0.00,0.00,16,11.99,11.50,3.77,-10.93,6.26,-1.80,0.64
153888,24.12,0.09,1999,0.00,0.00,16,11.99,11.50,3.77,-10.89,6.22,-1.49,0.64
154084,23.77,0.09,1983,0.00,0.00,16,11.99,11.50,3.77,-10.85,6.22,-1.49,0.64
154272,23.89,0.10,1941,0.00,0.00,16,11.99,11.50,3.92,-10.85,6.26,-1.49,0.64
154462,23.54,0.09,1913,0.00,0.00,16,11.99,11.50,3.77,-10.94,5.78,-1.49,0.64
154653,23.66,0.09,1892,0.00,0.00,16,11.99,11.50,3.77,-10.98,5.74,-1.49,0.64
154844,24.12,0.09,1860,0.00,0.00,16,11.99,11.50,3.63,-11.02,5.85,-1.49,0.64
155034,23.77,0.10,1824,0.00,0.00,16,11.99,11.50,3.63,-11.04,5.78,-1.49,0.64
155224,23.66,0.10,1796,0.00,0.00,16,11.99,11.50,3.63,-11.08,5.81,-1.49,0.64
155415,23.66,0.11,1731,0.00,0.00,16,11.99,11.50,3.63,-11.04,5.78,-1.49,0.64
155606,24.00,0.13,1398,0.00,0.00,16,10.94,19.00,3.92,-10.60,5.68,-1.49,0.64
155795,24.12,0.13,1173,0.00,0.00,16,10.59,18.50,4.50,-10.07,5.33,-1.18,0.64
155985,23.66,0.11,1198,0.00,0.00,16,10.23,18.00,4.50,-10.15,4.32,-1.18,0.64
156180,23.66,0.14,1069,0.00,0.00,16,9.88,17.50,4.64,-9.94,4.91,-1.18,0.64
156369,22.16,0.13,1086,0.00,0.00,16,10.23,18.00,4.93,-9.78,4.69,-1.18,0.64
156560,16.65,0.13,1055,0.00,0.00,16,9.88,17.50,4.93,-9.78,4.69,-1.18,0.64
156749,15.27,0.13,1066,0.00,0.00,16,9.88,16.00,4.93,-9.77,4.60,-1.18,0.64
156943,14.81,0.13,1046,0.00,0.00,16,9.88,16.50,4.93,-9.82,4.55,-1.18,0.64
157131,14.81,0.13,1047,0.00,0.00,16,9.88,15.50,4.93,-9.80,4.51,-1.18,0.64
157323,14.93,0.13,1026,0.00,0.00,16,9.88,16.00,4.93,-9.77,4.40,-1.18,0.64
157513,14.93,0.13,1008,0.00,0.00,16,9.88,16.50,4.93,-14.70,4.48,-1.18,0.64
157705,14.81,0.13,1016,0.00,0.00,16,9.88,14.00,4.93,-9.73,4.40,-1.18,0.64
157895,14.81,0.13,1017,0.00,0.00,16,9.88,14.00,4.93,-9.73,4.32,-1.18,0.64
158088,14.70,0.14,984,0.00,0.00,16,9.88,14.50,5.08,-9.67,4.57,-1.18,0.66
158278,14.59,0.17,998,0.00,0.00,16,9.88,9.50,5.22,-9.22,5.87,-1.18,0.70
158467,14.13,0.18,1090,0.00,0.00,16,12.70,13.00,5.80,-8.76,6.92,-1.18,0.74
158657,13.78,0.23,1254,0.00,0.00,16,19.73,16.50,6.38,-8.02,10.17,-1.49,0.80
158846,14.01,0.21,1595,0.00,0.00,16,30.98,29.50,7.40,-7.35,11.82,-1.49,0.84
159035,14.59,0.21,1867,0.00,0.00,16,35.55,35.00,7.11,-7.62,13.26,-1.49,0.86
159228,15.73,0.21,1966,0.00,0.00,16,37.30,37.00,7.11,-7.66,14.02,-1.49,0.86
159418,14.81,0.23,1921,0.00,0.00,16,36.60,36.50,7.11,-7.52,14.53,-1.49,0.88
159610,14.13,0.24,1872,0.00,0.00,16,35.20,35.00,7.40,-7.19,15.11,-1.49,0.88
159801,14.01,0.27,1753,0.00,0.00,16,32.38,32.50,7.69,-6.81,15.41,-1.49,0.88
159990,14.13,0.27,1763,0.00,0.00,16,33.79,33.50,8.13,-6.57,15.26,-1.49,0.90
160181,14.70,0.27,1798,0.00,0.00,16,34.49,34.00,8.13,-6.48,16.00,-1.49,0.90
160373,14.70,0.26,1813,0.00,0.00,16,35.90,35.50,8.27,-6.42,16.22,-1.49,0.90
160564,14.59,0.27,1866,0.00,0.00,16,36.60,35.50,8.42,-6.21,17.19,-1.49,0.92
160755,14.70,0.30,1910,0.00,0.00,16,38.36,38.00,8.85,-5.63,19.51,-1.49,0.96
160945,14.47,0.33,1948,0.00,0.00,16,39.41,39.00,9.72,-4.83,21.45,-0.27,1.02
161136,14.36,0.35,2010,0.00,0.00,16,39.77,39.50,10.45,-4.23,23.06,0.04,1.04
161326,14.70,0.37,2058,0.00,0.00,16,39.41,39.00,10.88,-3.79,24.71,0.97,1.08
161516,14.70,0.38,2125,0.00,0.00,16,39.06,38.50,11.32,-3.29,26.94,1.28,1.10
161709,14.70,0.38,2192,0.00,0.00,16,39.06,39.00,11.46,-3.21,27.68,1.57,1.10
161895,14.81,0.38,2237,0.00,0.00,16,39.41,39.00,11.46,-3.31,28.63,1.57,1.10
162084,14.47,0.38,2320,0.00,0.00,16,40.82,40.00,11.32,-3.42,29.27,0.97,1.08
162274,14.70,0.38,2379,0.00,0.00,16,40.82,40.50,11.17,-3.48,30.16,0.66,1.08
162465,14.47,0.37,2448,0.00,0.00,16,41.52,41.50,11.17,-4.04,27.89,0.04,1.02
162653,13.90,0.32,2512,0.00,0.00,16,43.98,44.00,9.87,-5.05,26.51,-2.42,1.00
162843,14.70,0.31,2580,0.00,0.00,16,44.34,43.50,9.43,-5.36,26.63,-2.42,0.98
163034,14.81,0.31,2614,0.00,0.00,16,43.98,43.50,9.29,-5.47,26.62,-2.73,1.00
163223,14.59,0.30,2676,0.00,0.00,16,43.98,43.50,9.14,-5.53,27.26,-2.73,1.00
163412,14.70,0.31,2726,0.00,0.00,16,43.63,43.50,9.14,-5.47,27.89,-2.73,1.00
163602,14.70,0.36,2761,0.00,0.00,16,42.23,42.00,9.58,-4.64,32.74,-1.49,1.08
163791,14.59,0.40,2814,0.00,0.00,16,39.41,39.00,10.74,-3.65,37.29,0.35,1.16
163982,14.36,0.45,2881,0.00,0.00,16,35.55,35.50,12.04,-2.46,43.37,3.11,1.22
164172,14.59,0.45,2970,0.00,0.00,16,35.55,35.50,12.62,-2.03,45.18,3.73,1.22
164364,13.90,0.44,3058,0.00,0.00,16,36.25,35.00,12.91,-2.24,42.39,1.57,1.12
164561,12.75,0.33,3112,0.00,0.00,16,42.58,41.50,10.45,-4.80,33.34,-2.11,0.98
164742,13.21,0.22,3159,0.00,0.00,16,44.34,44.00,8.13,-7.17,22.85,-4.25,0.86
164930,13.32,0.15,3166,0.00,0.00,16,41.52,42.00,6.24,-8.80,15.25,-4.25,0.78
165122,13.90,0.12,3184,0.00,0.00,16,38.71,39.00,4.79,-10.06,11.88,-4.25,0.70
165312,13.44,0.11,3164,0.00,0.00,16,33.09,35.00,4.06,-10.71,11.77,-4.25,0.66
165501,13.21,0.11,3142,0.00,0.00,16,17.97,17.50,3.92,-10.96,11.45,-4.25,0.64
165690,15.39,0.12,3135,0.00,0.00,16,11.99,11.50,3.77,-10.79,11.88,-4.25,0.68
165879,24.58,0.13,3104,0.00,0.00,16,17.27,17.50,4.06,-10.62,13.21,-4.25,0.72
166072,12.98,0.10,3086,0.00,0.00,16,14.45,11.50,3.77,-11.06,10.45,-4.25,0.64
166263,11.94,0.10,3039,0.00,0.00,16,11.99,11.50,3.48,-11.16,10.38,-4.25,0.64
166453,13.67,0.11,2998,0.00,0.00,16,11.99,11.50,3.77,-10.81,10.74,-4.25,0.68
166643,22.51,0.13,2960,0.00,0.00,16,17.97,16.50,4.21,-10.56,12.58,-4.25,0.74
166834,15.04,0.13,2939,0.00,0.00,16,26.76,25.00,4.35,-10.35,12.79,-4.25,0.72
