Time (msec),A/F Sensor #1 (Direct)* (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
521984,17.60,0.12,1222,0.00,0.00,16,7.42,15.50,4.88,-1.39,0.64,178
522156,17.74,0.12,1219,0.00,0.00,16,7.42,14.00,4.95,-1.39,0.64,178
522344,14.90,0.12,1193,0.00,0.00,16,7.42,15.50,4.95,-1.39,0.64,178
522531,14.25,0.12,1188,0.00,0.00,16,7.42,14.00,4.91,-1.08,0.64,178
522703,14.12,0.13,1188,0.00,0.00,16,7.42,12.00,5.01,-1.08,0.64,178
522891,14.14,0.13,1194,0.00,0.00,16,7.42,11.00,5.08,-1.08,0.64,178
523078,14.05,0.13,1183,0.00,0.00,16,7.42,11.00,5.21,-1.08,0.64,178
523255,13.90,0.13,1178,0.00,0.00,16,7.42,10.50,5.27,-1.08,0.64,178
523442,13.83,0.14,1179,0.00,0.00,16,7.42,10.00,5.46,-1.08,0.64,178
523619,14.01,0.14,1177,0.00,0.00,16,7.42,8.50,5.55,-1.08,0.64,178
523806,14.30,0.14,1186,0.00,0.00,16,7.42,8.00,5.68,-1.08,0.64,178
523978,14.44,0.14,1198,0.00,0.00,16,7.42,6.50,5.72,-1.08,0.64,178
524166,14.52,0.15,1200,0.00,0.00,16,7.42,7.00,5.81,-1.08,0.64,178
524353,14.53,0.17,1211,0.00,0.00,16,7.42,7.50,6.88,-1.39,0.68,178
524525,14.32,0.16,1240,0.00,0.00,16,10.59,8.50,6.77,-1.39,0.70,178
524712,14.05,0.17,1312,0.00,0.00,16,15.16,13.00,7.50,-1.39,0.74,178
524900,14.34,0.18,1366,0.00,0.00,16,21.84,20.00,8.36,-1.39,0.74,178
525087,14.80,0.19,1406,0.00,0.00,16,25.35,25.00,8.82,-1.39,0.76,178
525259,14.85,0.20,1401,0.00,0.00,16,25.70,25.50,9.22,-1.39,0.76,178
525447,14.51,0.21,1391,0.00,0.00,16,25.70,25.50,9.48,-1.39,0.78,178
525634,14.35,0.22,1378,0.00,0.00,16,26.41,26.00,10.03,-1.39,0.78,178
525806,14.32,0.24,1328,0.00,0.00,16,26.76,27.00,10.48,-1.39,0.78,178
525998,14.16,0.24,1309,0.00,0.00,16,27.46,27.00,10.63,-1.39,0.80,178
526170,14.06,0.26,1276,0.00,0.00,16,28.52,28.00,10.94,-1.39,0.80,178
526358,14.16,0.27,1244,0.00,0.00,16,29.57,29.50,11.14,-1.39,0.80,178
526545,14.08,0.29,1186,0.00,0.00,16,28.16,28.50,11.34,-1.39,0.80,178
526717,13.71,0.30,1164,0.00,0.00,16,28.16,27.50,11.44,-1.08,0.80,178
526904,13.30,0.29,1216,0.00,0.00,16,28.87,28.50,11.76,-1.39,0.82,178
527092,13.79,0.29,1252,0.00,0.00,16,29.22,29.00,11.87,-1.39,0.82,178
527264,14.20,0.28,1284,0.00,0.00,16,29.22,29.00,12.30,-1.39,0.82,178
527451,14.39,0.29,1320,0.00,0.00,16,29.57,29.00,12.57,-1.39,0.82,178
527639,14.44,0.29,1368,0.00,0.00,16,29.57,29.50,13.01,-1.39,0.82,178
527811,14.41,0.30,1401,0.00,0.00,16,30.27,29.50,13.63,-1.39,0.86,178
527998,14.46,0.33,1444,0.00,0.00,16,31.33,30.50,15.46,-1.39,0.90,178
528185,14.03,0.34,1489,0.00,0.00,16,32.73,32.00,16.72,-1.39,0.90,178
528362,13.95,0.35,1531,0.00,0.00,16,33.79,33.50,17.79,-1.39,0.94,178
528549,14.12,0.37,1594,0.00,0.00,16,33.79,33.00,19.66,-1.39,0.96,178
528726,14.06,0.37,1647,0.00,0.00,16,34.84,34.00,20.31,-1.08,0.98,180
528913,14.23,0.37,1698,0.00,0.00,16,35.55,34.00,21.27,-0.77,1.00,180
529085,14.46,0.37,1766,0.00,0.00,16,35.90,35.50,21.71,-0.77,1.00,180
529273,14.27,0.36,1827,0.00,0.00,16,37.30,36.50,21.89,-0.77,1.00,180
529460,14.30,0.34,1894,0.00,0.00,16,38.71,38.00,21.80,-0.77,1.00,180
529632,14.49,0.35,1932,0.00,0.00,16,39.41,39.00,22.59,-0.77,1.00,180
529820,14.21,0.34,2006,0.00,0.00,16,40.12,39.50,22.59,-0.77,1.00,180
530007,14.16,0.33,2051,0.00,0.00,16,40.47,40.00,23.14,-0.77,1.00,180
530179,14.25,0.33,2110,0.00,0.00,16,41.17,40.50,23.33,-1.08,1.00,180
530367,14.11,0.32,2167,0.00,0.00,16,41.88,41.50,23.83,-1.08,1.00,180
530554,13.85,0.32,2204,0.00,0.00,16,42.58,42.00,23.72,-1.39,1.00,180
530741,14.12,0.30,2277,0.00,0.00,16,43.28,42.50,23.43,-1.39,0.98,180
530913,14.32,0.31,2317,0.00,0.00,16,43.63,43.00,24.22,-2.01,0.96,180
531101,13.93,0.29,2376,0.00,0.00,16,45.04,44.00,24.79,-2.63,0.94,180
531288,13.93,0.26,2400,0.00,0.00,16,45.04,45.50,21.36,-2.94,0.88,180
531460,13.87,0.22,2441,0.00,0.00,16,42.93,43.50,17.86,-2.94,0.82,180
531648,13.09,0.18,2475,0.00,0.00,16,41.17,42.50,15.45,-3.25,0.76,180
531835,12.39,0.14,2462,0.00,0.00,16,38.36,39.50,10.63,-3.25,0.74,180
532007,12.00,0.14,2476,0.00,0.00,16,37.66,36.50,10.43,-3.25,0.74,180
532195,12.74,0.12,2464,0.00,0.00,16,36.25,36.50,10.17,-3.25,0.70,180
532382,12.57,0.09,2449,0.00,0.00,16,26.05,33.00,7.78,-2.94,0.64,180
532554,13.80,0.11,2472,0.00,0.00,16,6.72,11.50,8.91,-2.94,0.64,180
532741,15.92,0.11,2385,0.00,0.00,16,4.26,4.00,8.74,-2.94,0.64,180
532929,21.59,0.11,2339,0.00,0.00,16,4.26,4.00,8.87,-2.63,0.64,180
533101,25.70,0.11,2323,0.00,0.00,16,3.91,3.50,8.19,-2.63,0.64,180
533288,23.81,0.10,2302,0.00,0.00,16,3.91,3.50,7.82,-2.63,0.64,180
533476,23.87,0.12,2252,0.00,0.00,16,6.37,3.50,8.60,-2.32,0.70,180
533648,24.15,0.13,2232,0.00,0.00,16,14.10,10.50,9.48,-2.32,0.72,180
533835,22.76,0.13,2220,0.00,0.00,16,22.54,18.50,9.22,-2.32,0.72,180
534023,13.03,0.12,2210,0.00,0.00,16,30.62,28.00,9.04,-2.32,0.72,180
534210,11.85,0.12,2211,0.00,0.00,16,34.49,34.50,8.87,-2.32,0.72,180
534382,12.22,0.12,2156,0.00,0.00,16,34.49,34.00,8.82,-2.32,0.72,180
534569,13.45,0.12,2162,0.00,0.00,16,34.49,34.00,8.44,-2.32,0.72,180
534757,14.74,0.12,2148,0.00,0.00,16,34.49,34.00,8.60,-2.01,0.74,180
534929,15.60,0.12,2133,0.00,0.00,16,34.14,34.00,8.27,-2.01,0.72,180
535116,15.61,0.12,2152,0.00,0.00,16,34.14,34.00,8.31,-2.01,0.72,180
535304,15.36,0.12,2110,0.00,0.00,16,33.79,33.50,8.19,-2.01,0.72,180
535476,15.06,0.12,2121,0.00,0.00,16,33.79,33.50,8.14,-2.01,0.72,180
535663,14.82,0.11,2092,0.00,0.00,16,33.44,33.00,7.66,-2.01,0.72,180
535851,14.90,0.12,2085,0.00,0.00,16,33.79,33.50,8.02,-1.70,0.72,180
536038,15.33,0.12,2074,0.00,0.00,16,33.79,33.50,8.06,-1.70,0.74,180
536210,15.36,0.13,2107,0.00,0.00,16,34.49,34.00,8.77,-2.01,0.76,180
536402,15.06,0.13,2066,0.00,0.00,16,34.49,34.00,9.04,-2.01,0.76,180
536574,14.92,0.13,2065,0.00,0.00,16,34.49,34.00,9.31,-1.70,0.76,180
536761,15.00,0.13,2064,0.00,0.00,16,34.84,34.00,8.78,-1.70,0.78,180
536933,15.24,0.13,2105,0.00,0.00,16,34.84,34.50,8.99,-1.70,0.78,180
537121,15.39,0.14,2084,0.00,0.00,16,35.20,34.50,9.66,-1.70,0.78,180
537308,15.11,0.15,2072,0.00,0.00,16,35.90,35.50,10.43,-1.70,0.80,180
537496,14.63,0.17,2071,0.00,0.00,16,36.60,36.00,11.44,-1.70,0.82,180
537668,14.23,0.19,2082,0.00,0.00,16,37.66,38.00,13.07,-1.70,0.84,180
537855,13.81,0.20,2098,0.00,0.00,16,39.06,38.00,14.01,-1.70,0.86,180
538043,14.34,0.21,2110,0.00,0.00,16,39.06,39.00,14.65,-2.01,0.86,180
538215,14.03,0.21,2119,0.00,0.00,16,39.41,39.00,14.40,-2.01,0.86,180
538407,14.35,0.20,2134,0.00,0.00,16,39.06,39.00,13.19,-2.01,0.82,180
538579,13.27,0.17,2146,0.00,0.00,16,37.66,38.00,12.04,-2.01,0.82,180
538766,13.17,0.15,2152,0.00,0.00,16,36.95,37.50,10.93,-2.01,0.80,181
538938,13.60,0.16,2173,0.00,0.00,16,37.30,37.00,11.60,-2.01,0.80,181
539125,13.78,0.15,2178,0.00,0.00,16,36.95,36.50,11.29,-2.32,0.80,181
539313,13.58,0.16,2179,0.00,0.00,16,37.30,37.00,11.48,-2.32,0.80,181
539485,13.42,0.15,2194,0.00,0.00,16,36.95,36.50,11.29,-2.32,0.80,181
539672,13.52,0.16,2201,0.00,0.00,16,37.30,37.00,11.54,-2.32,0.80,181
539844,13.45,0.15,2212,0.00,0.00,16,37.30,36.50,11.14,-2.32,0.80,181
540032,13.44,0.15,2227,0.00,0.00,16,37.30,37.00,11.49,-2.32,0.80,181
540219,13.58,0.15,2207,0.00,0.00,16,36.60,37.00,11.04,-2.32,0.80,181
540391,13.47,0.14,2196,0.00,0.00,16,36.25,36.50,12.64,-2.32,0.76,181
540578,13.79,0.12,2196,0.00,0.00,16,34.84,35.00,8.91,-2.32,0.74,181
540766,14.01,0.11,2186,0.00,0.00,16,33.79,34.00,7.62,-2.32,0.70,181
540938,13.98,0.09,2155,0.00,0.00,16,27.81,29.50,6.70,-2.01,0.68,181
541130,14.55,0.10,2125,0.00,0.00,16,18.67,23.00,7.03,-2.32,0.66,181
541317,17.15,0.09,2087,0.00,0.00,16,4.61,11.00,6.92,-2.01,0.64,181
541489,21.86,0.09,2084,0.00,0.00,16,3.55,3.50,5.91,-2.01,0.64,181
541677,25.70,0.09,2067,0.00,0.00,16,3.55,3.50,5.93,-1.70,0.64,181
541849,23.60,0.09,2012,0.00,0.00,16,3.55,3.50,5.87,-1.70,0.64,181
542036,24.08,0.09,1981,0.00,0.00,16,3.55,3.50,5.85,-1.39,0.64,181
542224,23.84,0.09,1929,0.00,0.00,16,3.91,3.50,5.87,-1.39,0.64,181
542411,23.94,0.09,1913,0.00,0.00,16,4.26,3.50,5.85,-1.39,0.64,181
542583,23.99,0.09,1886,0.00,0.00,16,4.26,4.00,5.78,-1.39,0.64,181
542770,23.80,0.09,1852,0.00,0.00,16,4.61,4.00,5.81,-1.39,0.64,181
542958,24.02,0.10,1821,0.00,0.00,16,4.61,4.50,5.91,-1.39,0.64,181
543145,23.82,0.10,1795,0.00,0.00,16,4.96,13.00,5.84,-1.39,0.64,181
543317,23.90,0.10,1760,0.00,0.00,16,5.31,13.00,5.78,-1.39,0.64,181
543505,23.85,0.10,1719,0.00,0.00,16,5.31,13.00,5.80,-1.39,0.64,181
543692,23.94,0.11,1694,0.00,0.00,16,5.66,13.00,5.94,-1.39,0.64,181
543869,23.66,0.10,1652,0.00,0.00,16,5.66,13.50,5.84,-1.39,0.64,181
544056,23.98,0.11,1639,0.00,0.00,16,6.72,14.00,5.78,-1.39,0.64,181
544228,23.97,0.13,1343,0.00,0.00,16,7.42,15.00,5.91,-1.39,0.64,181
544420,23.67,0.12,1224,0.00,0.00,16,7.42,15.50,5.08,-1.39,0.64,181
544592,23.87,0.11,1212,0.00,0.00,16,7.42,14.00,4.48,-1.39,0.64,181
544780,23.46,0.13,1162,0.00,0.00,16,7.42,15.50,4.82,-1.08,0.64,181
544967,20.19,0.14,1159,0.00,0.00,16,7.42,15.50,5.14,-1.08,0.64,181
545157,16.19,0.13,1188,0.00,0.00,16,7.42,12.00,5.21,-1.08,0.64,181
545329,15.17,0.13,1196,0.00,0.00,16,7.42,10.00,5.23,-1.08,0.64,181
545516,14.68,0.14,1185,0.00,0.00,16,7.42,11.00,5.49,-1.08,0.64,181
545688,14.65,0.14,1182,0.00,0.00,16,7.42,10.50,5.65,-1.08,0.64,181
545876,14.53,0.15,1183,0.00,0.00,16,7.42,9.50,5.72,-1.08,0.64,181
546063,14.28,0.15,1186,0.00,0.00,16,7.42,8.50,5.85,-1.08,0.64,181
546250,14.25,0.15,1189,0.00,0.00,16,7.42,7.00,5.98,-1.08,0.64,181
546422,14.44,0.15,1204,0.00,0.00,16,7.42,6.50,6.04,-1.08,0.64,181
546610,14.51,0.15,1210,0.00,0.00,16,7.42,6.00,6.04,-1.39,0.64,181
546797,14.53,0.15,1216,0.00,0.00,16,7.42,6.00,6.26,-1.39,0.64,181
546969,14.58,0.15,1217,0.00,0.00,16,7.42,7.00,6.18,-1.39,0.64,181
547157,14.54,0.15,1226,0.00,0.00,16,7.42,6.00,6.29,-1.39,0.64,181
547344,14.62,0.16,1226,0.00,0.00,16,7.42,6.00,6.26,-1.39,0.64,181
547516,14.65,0.16,1226,0.00,0.00,16,7.42,6.00,6.40,-1.39,0.64,181
547704,14.63,0.15,1226,0.00,0.00,16,7.42,6.00,6.33,-1.39,0.64,181
547891,14.65,0.16,1223,0.00,0.00,16,7.42,7.00,6.48,-1.39,0.64,181
548078,14.63,0.16,1238,0.00,0.00,16,7.42,5.50,6.48,-1.39,0.64,181
548258,14.57,0.16,1234,0.00,0.00,16,7.42,6.00,6.44,-1.39,0.64,181
548444,14.48,0.15,1245,0.00,0.00,16,7.42,5.50,6.33,-1.39,0.64,181
548621,14.37,0.15,1234,0.00,0.00,16,7.42,7.00,6.33,-1.39,0.64,181
548797,14.41,0.16,1226,0.00,0.00,16,7.42,8.00,6.40,-1.39,0.64,181
548985,14.45,0.15,1236,0.00,0.00,16,7.42,6.50,6.26,-1.39,0.64,181
549172,14.48,0.15,1229,0.00,0.00,16,7.42,6.00,6.33,-1.39,0.64,181
549344,14.53,0.15,1248,0.00,0.00,16,7.42,5.50,6.26,-1.39,0.64,181
549532,14.72,0.15,1230,0.00,0.00,16,7.42,7.50,6.26,-1.39,0.64,181
549719,14.67,0.15,1227,0.00,0.00,16,7.42,7.00,6.18,-1.39,0.64,181
549891,14.51,0.15,1236,0.00,0.00,16,7.42,7.00,6.15,-1.39,0.64,181
550079,14.56,0.15,1242,0.00,0.00,16,7.42,6.00,6.18,-1.39,0.64,181
550266,14.44,0.15,1241,0.00,0.00,16,7.42,6.50,6.26,-1.39,0.64,181
550438,14.46,0.15,1247,0.00,0.00,16,7.42,6.00,6.22,-1.39,0.64,183
550625,14.44,0.15,1228,0.00,0.00,16,7.42,6.00,6.11,-1.39,0.64,183
550813,14.61,0.15,1220,0.00,0.00,16,7.42,7.00,6.11,-1.39,0.64,183
550985,14.70,0.15,1228,0.00,0.00,16,7.42,7.50,6.07,-1.39,0.64,183
551172,14.72,0.15,1223,0.00,0.00,16,7.42,8.00,6.11,-1.39,0.64,183
551360,14.77,0.15,1219,0.00,0.00,16,7.42,8.00,6.15,-1.39,0.64,183
551547,14.60,0.15,1218,0.00,0.00,16,10.94,9.00,6.11,-1.39,0.64,183
551719,14.42,0.15,1232,0.00,0.00,16,10.59,10.50,6.11,-1.39,0.64,183
551907,14.35,0.15,1218,0.00,0.00,16,10.59,10.50,6.07,-1.39,0.64,183
552094,14.46,0.15,1232,0.00,0.00,16,10.59,9.50,6.07,-1.39,0.64,183
552266,14.74,0.15,1239,0.00,0.00,16,10.59,8.50,6.00,-1.39,0.64,183
552455,14.87,0.14,1249,0.00,0.00,16,10.59,10.00,5.94,-1.39,0.64,183
552643,15.00,0.15,1236,0.00,0.00,16,10.59,10.00,5.98,-1.39,0.64,183
552815,14.95,0.14,1259,0.00,0.00,16,10.59,8.00,5.98,-1.39,0.64,183
553002,14.85,0.14,1262,0.00,0.00,16,10.59,8.00,5.91,-1.39,0.64,183
553189,14.77,0.14,1265,0.00,0.00,16,10.59,9.50,5.94,-1.39,0.64,183
553377,14.70,0.14,1285,0.00,0.00,16,10.59,9.00,5.98,-1.39,0.64,183
553549,14.76,0.14,1271,0.00,0.00,16,10.59,9.00,5.85,-1.39,0.64,183
553736,14.48,0.14,1267,0.00,0.00,16,10.59,9.50,5.91,-1.39,0.64,183
553924,14.60,0.14,1264,0.00,0.00,16,10.59,10.00,5.72,-1.39,0.64,183
554096,14.46,0.14,1266,0.00,0.00,16,10.59,9.50,5.78,-1.39,0.64,183
554283,14.59,0.13,1264,0.00,0.00,16,10.59,9.00,5.78,-1.39,0.64,183
554471,14.72,0.14,1270,0.00,0.00,16,10.59,9.50,5.65,-1.39,0.64,183
554643,14.74,0.13,1259,0.00,0.00,16,10.59,10.50,5.59,-1.39,0.64,183
554830,14.67,0.13,1255,0.00,0.00,16,10.59,10.50,5.59,-1.39,0.64,183
555018,14.65,0.13,1252,0.00,0.00,16,10.59,10.50,5.55,-1.39,0.64,183
555189,14.69,0.14,1233,0.00,0.00,16,10.59,11.00,5.59,-1.39,0.64,183
555377,14.65,0.14,1248,0.00,0.00,16,10.59,10.50,5.68,-1.39,0.64,183
555564,14.56,0.13,1249,0.00,0.00,16,10.59,10.50,5.46,-1.39,0.64,183
555736,14.46,0.13,1230,0.00,0.00,16,10.59,10.00,5.52,-1.39,0.64,183
555924,14.50,0.14,1236,0.00,0.00,16,10.59,10.50,5.59,-1.39,0.64,183
556111,14.56,0.13,1237,0.00,0.00,16,10.59,11.00,5.46,-1.39,0.64,183
558936,14.37,0.14,1190,0.00,0.00,16,10.94,11.00,5.74,-1.08,0.64,183
559108,14.53,0.15,1198,0.00,0.00,16,10.94,10.50,5.91,-1.08,0.64,183
559296,14.79,0.15,1207,0.00,0.00,16,10.94,9.50,5.91,-1.08,0.64,183
559483,14.74,0.15,1204,0.00,0.00,16,10.94,10.50,5.91,-1.39,0.64,183
559655,14.77,0.15,1202,0.00,0.00,16,10.94,10.50,5.98,-1.39,0.64,183
559842,14.85,0.15,1197,0.00,0.00,16,10.94,11.00,5.98,-1.39,0.64,183
560030,14.84,0.15,1206,0.00,0.00,16,10.94,10.00,6.00,-1.39,0.64,183
560202,14.82,0.15,1208,0.00,0.00,16,10.94,10.50,6.04,-1.39,0.64,183
560389,14.82,0.15,1201,0.00,0.00,16,10.94,9.00,6.07,-1.39,0.64,183
560577,14.86,0.15,1206,0.00,0.00,16,10.94,9.50,6.11,-1.39,0.64,183
560764,14.87,0.15,1227,0.00,0.00,16,10.94,8.00,6.11,-1.39,0.64,183
560936,14.82,0.15,1230,0.00,0.00,16,10.59,8.00,6.11,-1.39,0.64,183
561123,14.75,0.15,1220,0.00,0.00,16,10.59,9.50,6.11,-1.39,0.64,183
561311,14.79,0.15,1228,0.00,0.00,16,10.59,9.50,6.07,-1.39,0.64,183
561483,14.72,0.15,1230,0.00,0.00,16,10.59,10.50,6.04,-1.39,0.64,183
561670,14.68,0.15,1215,0.00,0.00,16,10.59,10.50,6.07,-1.39,0.64,183
561858,14.75,0.15,1226,0.00,0.00,16,10.59,9.50,6.04,-1.39,0.64,183
562030,14.79,0.15,1219,0.00,0.00,16,10.59,10.50,6.07,-1.39,0.64,183
562217,14.77,0.15,1227,0.00,0.00,16,10.59,10.00,6.04,-1.39,0.64,183
562405,14.74,0.15,1217,0.00,0.00,16,10.59,10.50,6.04,-1.39,0.64,183
562576,14.65,0.15,1219,0.00,0.00,16,10.59,10.50,5.98,-1.39,0.64,183
562764,14.63,0.15,1228,0.00,0.00,16,10.59,10.00,6.00,-1.39,0.64,183
562951,14.62,0.15,1223,0.00,0.00,16,10.59,9.50,6.15,-1.39,0.64,183
563123,14.79,0.15,1240,0.00,0.00,16,10.59,8.00,6.04,-1.39,0.64,183
563311,14.72,0.15,1245,0.00,0.00,16,10.59,9.00,6.11,-1.39,0.64,185
563498,14.74,0.15,1235,0.00,0.00,16,10.59,10.00,6.11,-1.39,0.64,185
563670,14.84,0.15,1236,0.00,0.00,16,10.59,9.00,6.11,-1.39,0.64,185
563858,14.64,0.15,1228,0.00,0.00,16,10.59,10.50,6.15,-1.39,0.64,185
564045,14.62,0.15,1235,0.00,0.00,16,10.59,10.50,6.18,-1.39,0.64,185
564217,14.48,0.15,1235,0.00,0.00,16,10.59,10.00,6.15,-1.39,0.64,185
564405,14.42,0.15,1230,0.00,0.00,16,10.59,10.50,6.11,-1.39,0.64,185
564592,14.60,0.15,1231,0.00,0.00,16,10.59,11.00,6.18,-1.39,0.64,185
564764,14.68,0.15,1230,0.00,0.00,16,10.59,9.50,6.11,-1.39,0.64,185
564951,14.72,0.15,1248,0.00,0.00,16,10.59,8.50,6.15,-1.39,0.64,185
565139,14.67,0.15,1248,0.00,0.00,16,10.59,9.00,6.15,-1.39,0.64,185
565326,14.67,0.15,1237,0.00,0.00,16,10.59,10.00,6.15,-1.39,0.64,185
565498,14.69,0.15,1242,0.00,0.00,16,10.59,10.50,6.18,-1.39,0.64,185
565686,14.65,0.15,1244,0.00,0.00,16,10.59,10.50,6.18,-1.39,0.64,185
565873,14.58,0.15,1236,0.00,0.00,16,10.59,11.00,6.15,-1.39,0.64,185
566060,14.56,0.15,1230,0.00,0.00,16,10.59,10.50,6.18,-1.39,0.64,185
566233,14.77,0.15,1239,0.00,0.00,16,10.59,9.50,6.15,-1.39,0.64,185
566420,14.87,0.15,1232,0.00,0.00,16,10.59,11.00,6.15,-1.39,0.64,185
566607,14.81,0.15,1233,0.00,0.00,16,10.59,10.50,6.15,-1.39,0.64,185
566779,14.77,0.15,1222,0.00,0.00,16,10.59,11.50,6.11,-1.39,0.64,185
566967,14.79,0.15,1222,0.00,0.00,16,10.59,11.00,6.18,-1.39,0.64,185
567154,14.82,0.15,1224,0.00,0.00,16,10.59,10.50,6.22,-1.39,0.64,185
567342,14.81,0.15,1224,0.00,0.00,16,10.59,10.50,6.18,-1.39,0.64,185
567514,14.81,0.15,1227,0.00,0.00,16,10.59,10.50,6.22,-1.39,0.64,185
567701,14.85,0.15,1229,0.00,0.00,16,10.59,10.50,6.22,-1.39,0.64,185
567888,14.90,0.15,1225,0.00,0.00,16,10.59,11.00,6.18,-1.39,0.64,185
568060,14.87,0.15,1242,0.00,0.00,16,10.59,9.50,6.15,-1.39,0.64,185
568248,14.87,0.15,1234,0.00,0.00,16,10.59,10.00,6.22,-1.39,0.64,185
568435,14.85,0.15,1238,0.00,0.00,16,10.59,9.50,6.18,-1.39,0.64,185
568607,14.82,0.15,1236,0.00,0.00,16,10.59,10.50,6.18,-1.39,0.64,185
568794,14.77,0.15,1247,0.00,0.00,16,10.59,9.50,6.15,-1.39,0.64,185
568982,14.72,0.15,1240,0.00,0.00,16,10.59,9.00,6.15,-1.39,0.64,185
569154,14.79,0.15,1264,0.00,0.00,16,10.59,8.00,6.15,-1.39,0.64,185
569341,14.77,0.14,1264,0.00,0.00,16,10.59,8.50,6.00,-1.39,0.64,185
569529,14.72,0.14,1273,0.00,0.00,16,10.59,8.00,6.15,-1.39,0.64,185
569701,14.75,0.14,1268,0.00,0.00,16,10.59,9.50,5.91,-1.39,0.64,185
569888,14.74,0.14,1268,0.00,0.00,16,10.59,10.50,6.04,-1.39,0.64,185
570075,14.67,0.14,1276,0.00,0.00,16,10.59,10.00,5.94,-1.39,0.64,185
570247,14.70,0.14,1272,0.00,0.00,16,10.59,9.50,5.85,-1.39,0.64,185
570435,14.63,0.14,1266,0.00,0.00,16,10.59,10.00,5.85,-1.39,0.64,185
570622,14.58,0.14,1271,0.00,0.00,16,10.59,9.50,5.74,-1.39,0.64,185
570794,14.58,0.14,1260,0.00,0.00,16,10.59,10.50,5.78,-1.39,0.64,185
570982,14.39,0.13,1268,0.00,0.00,16,10.59,9.50,5.74,-1.39,0.64,185
571169,14.21,0.13,1263,0.00,0.00,16,10.59,10.50,5.65,-1.39,0.64,185
571341,14.21,0.14,1252,0.00,0.00,16,10.59,10.50,5.78,-1.39,0.64,185
571529,14.39,0.13,1253,0.00,0.00,16,10.59,10.00,5.62,-1.39,0.64,185
571716,14.53,0.14,1249,0.00,0.00,16,10.59,10.50,5.68,-1.39,0.64,185
571888,14.61,0.14,1258,0.00,0.00,16,10.59,10.00,5.65,-1.39,0.64,185
572079,14.65,0.13,1236,0.00,0.00,16,10.59,12.00,5.55,-1.39,0.64,185
572251,14.62,0.14,1230,0.00,0.00,16,10.59,12.00,5.59,-1.39,0.64,185
572438,14.41,0.14,1227,0.00,0.00,16,10.59,11.50,5.52,-1.39,0.64,185
572626,14.56,0.14,1217,0.00,0.00,16,10.59,11.50,5.52,-1.39,0.64,185
572813,14.42,0.13,1230,0.00,0.00,16,10.59,11.00,5.49,-1.39,0.64,185
572985,14.56,0.14,1218,0.00,0.00,16,10.59,11.50,5.52,-1.39,0.64,185
573173,14.70,0.14,1221,0.00,0.00,16,10.59,11.00,5.46,-1.39,0.64,185
573360,14.82,0.14,1214,0.00,0.00,16,10.94,13.00,5.59,-1.39,0.64,185
573532,14.79,0.14,1218,0.00,0.00,16,10.59,10.50,5.65,-1.39,0.64,185
573719,14.81,0.14,1215,0.00,0.00,16,10.59,11.00,5.59,-1.39,0.64,185
573907,14.75,0.14,1209,0.00,0.00,16,10.94,11.50,5.55,-1.08,0.64,185
574079,14.70,0.14,1192,0.00,0.00,16,10.94,13.00,5.65,-1.08,0.64,185
574266,14.77,0.14,1188,0.00,0.00,16,10.94,13.00,5.65,-1.08,0.64,185
574454,14.66,0.14,1206,0.00,0.00,16,10.94,10.50,5.72,-1.39,0.64,185
574625,14.60,0.15,1210,0.00,0.00,16,10.94,10.00,5.78,-1.08,0.64,185
574813,14.55,0.15,1202,0.00,0.00,16,10.94,10.50,5.91,-1.08,0.64,185
575000,14.56,0.15,1206,0.00,0.00,16,10.94,11.50,5.85,-1.08,0.64,187
575172,14.60,0.15,1206,0.00,0.00,16,10.94,10.50,5.85,-1.39,0.64,187
575360,14.77,0.15,1196,0.00,0.00,16,10.94,11.00,5.98,-1.39,0.64,187
575547,14.81,0.15,1197,0.00,0.00,16,10.94,11.00,6.04,-1.08,0.64,187
575719,14.85,0.15,1201,0.00,0.00,16,10.94,10.50,6.15,-1.39,0.64,187
575907,14.89,0.15,1214,0.00,0.00,16,10.59,10.50,6.18,-1.39,0.64,187
576094,14.85,0.15,1224,0.00,0.00,16,10.59,8.00,6.15,-1.39,0.64,187
576266,14.90,0.15,1226,0.00,0.00,16,10.59,8.50,6.18,-1.39,0.64,187
576454,14.95,0.15,1240,0.00,0.00,16,10.59,8.00,6.22,-1.39,0.64,187
576641,15.05,0.15,1243,0.00,0.00,16,10.59,9.50,6.15,-1.39,0.64,187
576828,15.09,0.15,1251,0.00,0.00,16,10.59,7.50,6.15,-1.39,0.64,187
577000,14.97,0.14,1259,0.00,0.00,16,10.59,7.50,6.07,-1.39,0.64,187
577188,14.84,0.15,1251,0.00,0.00,16,10.59,8.50,6.11,-1.39,0.64,187
577375,14.77,0.14,1262,0.00,0.00,16,10.59,8.00,6.07,-1.39,0.64,187
577547,14.81,0.14,1248,0.00,0.00,16,10.59,8.50,6.00,-1.39,0.64,187
577735,14.75,0.14,1243,0.00,0.00,16,10.59,9.50,6.00,-1.39,0.64,187
577911,14.79,0.14,1254,0.00,0.00,16,10.59,9.50,6.07,-1.39,0.64,187
578099,14.75,0.14,1264,0.00,0.00,16,10.59,8.50,5.98,-1.39,0.64,187
