Time (msec),A/F Correction #1 (%),A/F Sensor #1 (AFR),Engine Load* (g/rev),Feedback Knock Correction* (degrees),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%)
460468,6.25,15.04,0.36,0.00,7.44,0.00,11.75,20.43,37.25,-2.42,12.16
460640,7.03,14.93,0.35,0.00,8.14,0.00,11.75,21.28,37.25,-2.42,12.55
460812,4.69,14.24,0.40,0.00,7.97,0.00,11.75,24.69,37.25,-2.42,14.51
460983,2.34,14.01,0.39,0.00,9.13,0.00,12.48,25.48,37.25,-2.11,15.69
461155,3.91,14.36,0.42,0.00,9.55,0.00,13.06,27.54,37.25,-1.49,16.86
461327,3.91,14.59,0.43,0.00,10.43,0.00,13.49,29.35,37.25,-0.89,18.43
461499,4.69,14.81,0.45,0.00,10.94,0.00,13.78,30.44,37.25,-0.27,19.61
461671,3.91,14.70,0.47,0.00,11.39,0.00,14.07,32.45,37.25,0.97,20.39
461843,3.91,14.59,0.46,0.00,11.69,0.00,14.22,33.42,37.25,1.28,20.39
462015,3.12,14.59,0.48,0.00,12.60,0.00,14.36,35.85,37.25,1.28,20.78
462202,3.12,14.47,0.48,0.00,13.62,0.00,14.51,38.03,37.25,2.19,20.39
462374,2.34,14.59,0.48,0.00,13.44,0.00,14.65,38.70,37.25,2.19,20.39
462546,2.34,14.59,0.50,0.00,14.47,0.00,14.65,41.56,37.25,2.49,20.39
462718,0.78,14.36,0.50,0.00,14.49,0.00,14.65,42.11,37.25,1.57,19.22
462890,1.56,14.59,0.46,0.00,14.04,0.00,14.07,40.48,37.25,-0.58,16.86
463062,2.34,14.81,0.44,0.00,14.48,0.00,13.49,40.88,37.25,-1.18,16.47
463234,2.34,14.81,0.44,0.00,14.34,0.00,13.35,40.74,37.25,-1.80,16.08
463406,1.56,14.70,0.42,0.00,14.54,0.00,12.91,41.02,36.86,-1.80,13.33
463593,-0.78,13.78,0.35,0.00,11.86,0.00,11.17,34.27,37.25,-4.56,12.94
463765,0.78,14.93,0.33,0.00,11.94,0.00,10.88,31.43,37.25,-4.56,12.16
463937,2.34,14.93,0.30,0.00,10.86,0.00,10.16,30.22,37.25,-4.56,11.37
464109,2.34,14.81,0.27,0.00,10.39,0.00,9.43,27.54,37.25,-4.87,10.98
464281,1.56,14.47,0.24,0.00,9.79,0.00,8.71,23.55,37.25,-4.87,9.41
464452,-0.78,14.13,0.21,0.00,8.56,0.00,7.69,21.03,37.25,-4.87,7.84
464628,-3.91,13.90,0.17,0.00,6.63,0.00,6.53,17.60,36.86,-4.87,5.88
464799,-3.12,14.36,0.15,0.00,5.99,0.00,5.80,15.50,36.86,-4.87,4.71
464971,-9.38,13.78,0.13,0.00,5.30,0.00,4.93,13.78,36.86,-4.87,3.14
465143,-12.50,13.44,0.13,0.00,5.31,0.00,4.50,13.54,36.86,-4.87,2.35
465315,-17.19,13.44,0.13,0.00,4.62,0.00,4.21,12.85,36.86,-4.87,1.96
465492,-20.31,13.78,0.12,0.00,4.64,0.00,3.92,12.90,36.86,-4.87,1.96
465663,-22.66,13.67,0.12,0.00,4.58,0.00,3.92,12.52,36.86,-4.87,1.96
465835,-24.22,14.13,0.12,0.00,4.59,0.00,3.92,12.47,36.86,-4.87,1.96
466023,-24.22,14.36,0.12,0.00,4.56,0.00,3.77,12.14,36.86,-4.87,1.96
466195,-23.44,14.81,0.12,0.00,4.54,0.00,3.77,11.99,36.86,-4.87,1.96
466367,-22.66,14.93,0.12,0.00,4.50,0.00,3.77,11.77,36.86,-4.87,1.96
466538,-21.88,14.93,0.11,0.00,4.48,0.00,3.77,11.77,36.86,-4.87,1.96
466710,-21.88,14.81,0.11,0.00,4.47,0.00,3.77,10.89,36.86,-4.87,1.96
466882,-17.97,15.04,0.11,0.00,4.44,0.00,3.77,11.45,36.86,-4.87,3.92
467054,-16.41,15.39,0.19,0.00,6.33,0.00,4.93,16.46,36.86,-4.56,8.63
467241,-14.06,15.16,0.28,0.00,8.37,0.00,6.82,29.57,36.86,-4.56,14.51
467413,-7.81,16.19,0.42,0.00,13.01,0.00,10.88,38.98,35.69,4.02,22.75
467585,-7.03,15.62,0.49,0.00,16.56,0.00,13.35,48.63,37.25,8.64,30.59
467757,0.00,14.81,0.57,0.00,20.95,0.00,14.80,59.42,34.90,9.24,40.78
467929,0.00,12.52,0.63,0.00,24.09,0.00,16.83,67.15,31.37,10.79,48.24
468101,0.00,12.06,0.70,0.00,28.67,0.00,18.86,76.22,27.45,11.39,52.94
468273,0.00,11.37,0.76,0.00,32.98,0.00,20.17,87.03,26.67,11.39,57.25
468445,0.00,11.14,0.76,0.00,38.11,0.00,21.62,89.18,25.49,11.39,58.43
468616,0.00,11.14,0.75,0.00,41.21,0.00,22.35,93.73,23.14,11.39,57.65
468793,0.00,11.14,0.71,0.00,40.71,0.00,22.05,89.66,22.35,10.79,33.33
468965,0.00,11.14,0.57,0.00,30.09,0.00,17.70,76.06,21.18,6.79,10.98
469152,0.00,11.25,0.29,0.00,0.00,0.00,5.22,41.43,36.47,-6.71,0.00
469324,0.00,21.82,0.32,0.00,0.00,0.00,3.92,38.17,36.47,-6.40,0.00
469496,0.00,23.77,0.26,0.00,0.00,0.00,3.77,29.57,36.08,-5.49,0.00
469672,0.00,23.77,0.25,0.00,0.00,0.00,3.77,23.08,36.08,-4.56,1.18
469844,0.00,23.54,0.22,0.00,7.45,0.00,4.21,18.96,36.08,-4.25,3.14
470016,-7.81,11.71,0.19,0.00,6.45,0.00,4.50,16.59,36.08,-3.94,5.49
470188,-17.19,11.14,0.15,0.00,5.78,0.00,5.37,15.70,36.08,-4.25,6.27
470360,-7.81,15.50,0.17,0.00,5.84,0.00,5.80,15.64,36.08,-4.25,6.27
470532,0.00,15.96,0.13,0.00,0.00,0.00,4.79,9.52,36.08,-4.25,0.00
470704,0.00,13.21,0.12,0.00,0.00,0.00,3.63,11.88,36.08,-4.25,0.00
470876,0.00,14.24,0.11,0.00,0.00,0.00,3.63,11.55,36.08,-4.25,0.00
471047,0.00,24.12,0.12,0.00,0.00,0.00,3.63,11.19,36.08,-4.25,0.00
471235,0.00,24.12,0.12,0.00,0.00,0.00,3.63,10.58,36.08,-4.25,0.00
471407,0.00,24.12,0.11,0.00,0.00,0.00,3.63,10.49,36.08,-4.25,0.00
471579,0.00,23.66,0.11,0.00,0.00,0.00,3.63,9.89,36.08,-4.25,0.00
471751,0.00,24.00,0.11,0.00,0.00,0.00,3.63,9.84,36.08,-3.94,0.00
471922,0.00,23.77,0.11,0.00,0.00,0.00,3.48,9.97,36.08,-3.94,0.00
472094,0.00,23.89,0.11,0.00,0.00,0.00,3.48,9.13,36.08,-3.94,0.00
472266,0.00,24.00,0.10,0.00,0.00,0.00,3.48,9.04,36.08,-3.94,0.00
472453,0.00,24.00,0.10,0.00,0.00,0.00,3.48,8.82,36.08,-3.94,0.00
472625,0.00,24.00,0.11,0.00,0.00,0.00,3.48,8.95,36.08,-3.94,0.00
472797,0.00,23.66,0.10,0.00,0.00,0.00,3.48,8.69,36.08,-3.64,0.00
472974,0.00,23.66,0.11,0.00,0.00,0.00,3.48,8.56,36.08,-3.64,0.00
473146,0.00,23.66,0.11,0.00,0.00,0.00,3.48,8.44,35.69,-3.64,0.00
473317,0.00,24.00,0.10,0.00,0.00,0.00,3.48,8.22,35.69,-3.64,0.00
473489,0.00,23.77,0.10,0.00,0.00,0.00,3.48,8.27,35.69,-3.64,0.00
473661,0.00,23.66,0.10,0.00,0.00,0.00,3.48,7.89,35.69,-3.64,0.00
473838,0.00,23.89,0.08,0.00,0.00,0.00,3.48,7.25,35.69,-3.64,0.00
474010,0.00,23.66,0.10,0.00,0.00,0.00,3.34,7.66,35.69,-3.64,0.00
474181,0.00,23.54,0.09,0.00,0.00,0.00,3.34,6.95,35.69,-3.35,0.00
474369,0.00,23.89,0.09,0.00,0.00,0.00,3.34,7.37,35.69,-3.35,0.00
474541,0.00,23.89,0.09,0.00,0.00,0.00,3.19,7.24,35.69,-3.35,0.00
474713,0.00,23.89,0.11,0.00,0.00,0.00,3.19,7.82,35.69,-3.35,1.18
474885,0.00,24.12,0.10,0.00,3.38,0.00,3.63,7.57,35.69,-3.35,1.57
475056,0.00,23.66,0.11,0.00,3.78,0.00,3.48,7.90,35.69,-3.35,1.57
475228,0.00,15.96,0.11,0.00,3.80,0.00,3.34,8.14,35.69,-3.35,1.96
475400,-5.47,11.71,0.10,0.00,3.32,0.00,3.48,7.86,35.69,-3.35,1.96
475572,-9.38,11.37,0.10,0.00,3.32,0.00,3.48,7.74,35.69,-3.35,1.96
475759,-11.72,11.60,0.10,0.00,3.30,0.00,3.48,7.21,35.69,-3.35,1.18
475931,-14.06,11.94,0.10,0.00,3.28,0.00,3.34,6.99,35.69,-3.35,1.18
476103,0.00,12.63,0.10,0.00,3.28,0.00,3.34,7.14,35.69,-3.35,1.18
476275,0.00,12.40,0.10,0.00,3.26,0.00,3.34,7.06,35.69,-3.35,1.18
476447,0.00,11.71,0.10,0.00,3.26,0.00,3.34,7.03,35.69,-3.35,1.18
476619,0.00,11.25,0.09,0.00,3.25,0.00,3.34,6.84,35.69,-3.35,1.18
476791,0.00,11.25,0.09,0.00,3.23,0.00,3.34,6.84,35.69,-3.04,1.18
476978,0.00,11.37,0.10,0.00,3.21,0.00,3.34,6.92,35.69,-3.04,1.18
477150,0.00,11.25,0.10,0.00,3.20,0.00,3.48,6.66,35.69,-3.04,1.18
477322,0.00,11.37,0.09,0.00,3.18,0.00,3.48,6.66,35.69,-3.04,1.57
477494,-0.78,11.48,0.10,0.00,3.16,0.00,3.48,6.81,35.69,-3.04,1.57
477666,-3.91,11.48,0.10,0.00,3.14,0.00,3.48,6.59,36.08,-3.04,1.57
477837,-7.03,11.83,0.09,0.00,3.17,0.00,3.48,6.51,36.08,-3.04,1.57
478009,0.00,11.94,0.08,0.00,0.00,0.00,3.34,5.71,36.08,-3.04,0.00
478186,0.00,12.75,0.08,0.00,0.00,0.00,3.19,5.80,36.08,-3.04,0.00
478358,0.00,15.62,0.08,0.00,0.00,0.00,3.34,5.83,36.08,-3.04,0.00
478530,0.00,21.02,0.10,0.00,3.09,0.00,3.63,6.81,36.08,-3.04,1.96
478717,0.00,23.66,0.11,0.00,3.51,0.00,3.92,7.21,36.08,-3.04,2.75
478889,0.00,15.39,0.11,0.00,3.47,0.00,3.92,7.46,36.08,-3.04,2.75
479061,-7.81,13.55,0.11,0.00,3.45,0.00,4.06,7.62,36.08,-3.04,3.14
479233,-8.59,13.21,0.13,0.00,3.47,0.00,4.50,8.39,36.08,-3.04,4.31
479405,-7.03,14.59,0.15,0.00,3.92,0.00,4.79,9.70,36.08,-3.04,5.49
479576,-9.38,14.24,0.17,0.00,4.36,0.00,5.66,11.15,36.08,-3.04,6.27
479764,-7.81,14.47,0.19,0.00,4.77,0.00,6.09,12.48,36.08,-3.04,6.67
479936,-7.03,14.93,0.19,0.00,4.77,0.00,6.38,13.12,36.08,-3.04,7.06
480108,-7.03,14.81,0.20,0.00,4.77,0.00,6.67,13.54,36.08,-3.04,7.06
480279,-4.69,15.16,0.19,0.00,4.83,0.00,6.82,13.18,36.08,-3.04,7.06
480451,-3.91,15.16,0.19,0.00,4.83,0.00,6.82,13.54,36.08,-3.04,6.67
480623,-3.12,15.16,0.17,0.00,4.37,0.00,6.24,11.15,36.08,-3.04,5.49
480795,-4.69,14.36,0.16,0.00,3.95,0.00,5.95,10.69,36.08,-3.04,5.49
480967,-3.91,14.70,0.17,0.00,3.98,0.00,5.66,10.45,36.08,-3.04,5.10
481139,-3.12,15.04,0.15,0.00,3.95,0.00,5.51,10.48,35.69,-3.04,5.10
481326,-2.34,14.93,0.15,0.00,3.98,0.00,5.37,10.17,36.08,-3.04,5.10
481498,-0.78,14.81,0.15,0.00,3.96,0.00,5.37,10.33,36.08,-3.04,5.10
481670,-0.78,15.16,0.15,0.00,3.96,0.00,5.37,10.08,36.08,-3.04,5.10
481842,-0.78,14.81,0.14,0.00,3.99,0.00,5.37,10.13,35.69,-3.04,5.10
482014,0.78,14.93,0.15,0.00,3.95,0.00,5.37,10.23,36.08,-3.04,5.10
482186,1.56,15.16,0.15,0.00,3.94,0.00,5.37,10.17,36.08,-3.04,5.10
482357,2.34,15.04,0.14,0.00,3.95,0.00,5.37,10.03,36.08,-3.04,5.10
482529,0.78,14.59,0.15,0.00,3.48,0.00,5.37,9.48,35.69,-3.04,5.10
482717,2.34,14.70,0.15,0.00,3.94,0.00,5.37,10.03,35.69,-3.04,5.10
482889,3.12,14.81,0.14,0.00,3.97,0.00,5.37,9.26,35.69,-3.04,1.96
483050,0.00,14.81,0.09,0.00,0.00,0.00,4.06,4.94,35.69,-3.04,0.00
483237,0.00,13.78,0.08,0.00,0.00,0.00,3.34,6.22,35.69,-3.04,0.00
483409,0.00,18.03,0.09,0.00,0.00,0.00,3.48,6.37,36.08,-3.04,0.00
483581,0.00,23.43,0.10,0.00,0.00,0.00,3.48,6.29,36.08,-3.04,0.00
483753,0.00,24.46,0.09,0.00,0.00,0.00,3.63,6.15,36.08,-2.73,0.00
483925,0.00,23.89,0.08,0.00,0.00,0.00,3.63,6.18,36.08,-2.73,0.00
484096,0.00,23.89,0.09,0.00,0.00,0.00,3.48,6.15,36.08,-2.73,0.00
484268,0.00,23.77,0.10,0.00,0.00,0.00,3.48,6.07,36.08,-2.73,0.00
484440,0.00,23.66,0.10,0.00,0.00,0.00,3.48,6.22,36.08,-2.73,0.00
484627,0.00,23.66,0.10,0.00,0.00,0.00,3.48,6.26,36.08,-2.73,0.00
484799,0.00,23.66,0.10,0.00,0.00,0.00,3.48,6.26,36.08,-2.73,0.00
484971,0.00,23.77,0.10,0.00,0.00,0.00,3.48,6.15,36.08,-2.42,0.00
485143,0.00,23.54,0.11,0.00,0.00,0.00,3.48,6.33,36.08,-2.42,0.00
485315,0.00,23.77,0.11,0.00,0.00,0.00,3.48,6.33,36.08,-2.42,0.00
485487,0.00,23.77,0.11,0.00,0.00,0.00,3.48,6.33,36.08,-2.42,0.00
485674,0.00,23.77,0.10,0.00,0.00,0.00,3.48,5.87,36.08,-2.42,0.00
485846,0.00,23.43,0.10,0.00,0.00,0.00,3.48,6.05,36.08,-2.42,0.00
486018,0.00,23.54,0.11,0.00,0.00,0.00,3.48,6.29,36.08,-2.42,0.00
486190,0.00,23.66,0.11,0.00,0.00,0.00,3.48,6.22,36.08,-2.42,0.00
486362,0.00,23.66,0.11,0.00,0.00,0.00,3.48,6.33,36.08,-2.42,0.00
486534,0.00,23.89,0.11,0.00,0.00,0.00,3.48,6.11,36.08,-2.42,0.00
486706,0.00,23.89,0.14,0.00,3.59,0.00,3.92,7.70,36.08,-2.42,2.75
486877,0.00,23.77,0.16,0.00,3.33,0.00,4.21,8.74,36.08,-2.42,3.92
487049,0.00,21.36,0.21,0.00,4.78,0.00,5.37,10.99,36.08,-2.11,6.67
487221,-7.81,12.98,0.24,0.00,4.80,0.00,6.82,13.36,36.08,-2.11,7.45
487408,-6.25,13.67,0.24,0.00,5.09,0.00,7.55,14.25,36.08,-2.11,8.24
487580,-3.12,14.81,0.27,0.00,5.27,0.00,8.27,15.16,36.08,-2.42,8.63
487752,-3.91,14.93,0.28,0.00,5.50,0.00,8.56,15.64,36.08,-2.42,8.63
487929,-1.56,15.27,0.29,0.00,5.62,0.00,8.71,15.98,36.08,-2.42,8.63
488101,-1.56,15.16,0.28,0.00,6.19,0.00,8.71,16.12,36.08,-2.42,9.02
488273,-0.78,14.93,0.28,0.00,6.06,0.00,8.85,16.73,36.08,-2.42,9.02
488445,-0.78,14.81,0.28,0.00,6.62,0.00,8.85,16.87,36.08,-2.42,9.02
488617,0.00,14.81,0.27,0.00,5.85,0.00,9.00,16.66,36.08,-2.42,9.02
488789,1.56,15.16,0.28,0.00,6.23,0.00,8.85,16.87,36.08,-2.73,9.02
488961,0.00,14.70,0.27,0.00,5.95,0.00,8.85,16.79,36.08,-2.73,8.63
489132,0.78,14.81,0.27,0.00,6.14,0.00,8.71,16.66,36.08,-2.42,8.63
489304,2.34,15.04,0.27,0.00,5.85,0.00,8.56,16.60,36.08,-2.42,8.63
489492,2.34,14.93,0.25,0.00,5.79,0.00,8.56,15.92,36.08,-2.73,8.63
489664,4.69,15.27,0.25,0.00,6.12,0.00,8.42,16.12,36.08,-2.73,8.24
489836,3.91,14.81,0.24,0.00,6.03,0.00,8.27,15.57,36.08,-2.73,8.24
490007,5.47,14.81,0.24,0.00,5.79,0.00,7.98,15.57,36.08,-2.73,7.84
490179,4.69,14.81,0.24,0.00,5.68,0.00,7.98,15.37,36.08,-2.73,7.84
490351,5.47,14.81,0.24,0.00,5.38,0.00,7.98,15.16,36.08,-2.73,7.84
490523,6.25,14.93,0.24,0.00,5.71,0.00,7.84,15.10,36.08,-2.73,7.84
490710,6.25,14.81,0.23,0.00,5.83,0.00,7.84,15.23,36.08,-2.73,7.84
490882,7.03,14.81,0.23,0.00,5.75,0.00,7.84,15.23,36.08,-2.73,7.84
491054,6.25,14.70,0.23,0.00,5.48,0.00,7.84,15.30,36.08,-2.73,7.84
491231,7.03,14.70,0.23,0.00,5.52,0.00,7.84,15.36,36.08,-2.73,7.84
491403,7.03,14.70,0.23,0.00,5.57,0.00,7.69,15.11,36.08,-3.04,7.84
491574,7.03,14.59,0.22,0.00,5.54,0.00,7.69,14.98,36.08,-3.04,7.84
491746,7.81,14.81,0.23,0.00,5.52,0.00,7.69,15.10,36.08,-2.73,7.45
491918,8.59,14.81,0.19,0.00,5.16,0.00,7.25,12.59,36.08,-3.04,5.10
492090,5.47,14.24,0.16,0.00,4.30,0.00,6.09,10.08,36.08,-3.04,4.71
492262,4.69,13.90,0.16,0.00,3.87,0.00,5.80,10.47,36.08,-3.04,4.71
492434,6.25,14.59,0.15,0.00,3.89,0.00,5.51,10.28,36.08,-3.04,4.71
492621,6.25,14.70,0.15,0.00,4.28,0.00,5.51,9.94,36.08,-3.04,4.71
492793,7.03,14.81,0.15,0.00,4.29,0.00,5.37,10.23,36.08,-3.04,4.71
492965,5.47,14.36,0.14,0.00,3.86,0.00,5.37,9.84,36.08,-3.04,4.71
493137,7.03,14.47,0.14,0.00,3.90,0.00,5.37,9.13,36.08,-3.04,4.71
493309,7.81,14.81,0.15,0.00,3.87,0.00,5.37,10.08,36.08,-3.04,4.71
493481,5.47,14.59,0.16,0.00,4.32,0.00,5.37,10.33,36.08,-3.04,5.49
493652,3.91,13.90,0.18,0.00,4.32,0.00,5.80,11.71,36.08,-3.04,5.88
493824,3.91,14.24,0.20,0.00,4.76,0.00,6.24,13.43,36.08,-3.04,7.45
493996,3.12,14.24,0.21,0.00,5.22,0.00,6.82,13.84,36.08,-3.04,7.45
494184,4.69,14.59,0.21,0.00,5.19,0.00,7.11,14.13,36.08,-3.04,7.45
494355,6.25,15.04,0.22,0.00,5.69,0.00,7.25,14.54,36.08,-3.04,7.45
494527,6.25,15.04,0.22,0.00,5.62,0.00,7.40,14.61,36.08,-3.04,7.45
494699,6.25,14.70,0.21,0.00,5.69,0.00,7.40,14.66,36.08,-3.04,7.45
494871,6.25,14.70,0.21,0.00,5.66,0.00,7.40,14.61,36.08,-3.04,7.45
495043,5.47,14.70,0.21,0.00,5.73,0.00,7.40,14.61,36.08,-3.04,7.45
495215,6.25,14.47,0.21,0.00,5.75,0.00,7.40,14.73,36.08,-3.04,7.45
495402,5.47,14.59,0.22,0.00,5.37,0.00,7.25,15.04,36.08,-3.04,7.84
495574,3.91,14.36,0.23,0.00,5.79,0.00,7.55,15.78,36.08,-3.04,8.63
495762,4.69,14.47,0.25,0.00,6.21,0.00,7.98,17.15,35.69,-3.04,9.02
495918,3.91,14.47,0.26,0.00,6.72,0.00,8.27,17.90,35.69,-3.04,9.80
496090,4.69,14.70,0.29,0.00,7.27,0.00,9.00,20.08,35.69,-3.04,11.37
496262,3.12,14.47,0.31,0.00,7.85,0.00,9.87,21.89,35.69,-3.04,12.16
496433,4.69,14.81,0.32,0.00,8.85,0.00,10.45,23.46,35.69,-3.04,12.94
496605,3.91,14.59,0.34,0.00,8.84,0.00,10.74,24.32,35.69,-3.04,12.94
496793,3.12,14.36,0.33,0.00,8.83,0.00,10.88,24.60,35.69,-3.35,12.94
496965,3.91,14.70,0.33,0.00,8.90,0.00,10.88,25.27,35.69,-3.35,12.94
497137,3.12,14.59,0.32,0.00,8.63,0.00,10.88,24.41,35.69,-3.35,12.55
497308,3.12,14.70,0.31,0.00,8.75,0.00,10.59,22.42,35.69,-3.35,11.37
497480,1.56,14.24,0.26,0.00,7.33,0.00,9.43,18.88,35.69,-3.35,9.02
497652,1.56,14.47,0.24,0.00,6.84,0.00,8.42,18.73,35.69,-3.35,7.84
500453,-19.53,13.09,0.12,0.00,3.38,0.00,3.48,8.31,35.29,-3.35,1.57
500625,-23.44,13.09,0.11,0.00,2.89,0.00,3.48,8.03,35.29,-3.35,1.57
500829,-23.44,13.78,0.11,0.00,2.87,0.00,3.48,7.94,35.29,-3.35,1.57
500985,-22.66,14.36,0.11,0.00,3.33,0.00,3.48,7.78,35.29,-3.35,1.57
501157,-18.75,15.50,0.10,0.00,2.86,0.00,3.48,7.65,35.29,-3.35,1.57
501332,-20.31,14.93,0.09,0.00,2.89,0.00,3.48,6.99,35.29,-3.35,1.57
501504,-17.19,15.04,0.09,0.00,2.86,0.00,3.48,6.99,35.29,-3.35,1.57
501676,-17.97,15.16,0.10,0.00,2.82,0.00,3.48,7.14,35.29,-3.35,1.96
501848,-17.97,14.70,0.11,0.00,2.82,0.00,3.63,7.62,35.29,-3.35,2.75
502020,-17.19,14.81,0.12,0.00,3.26,0.00,3.92,8.36,35.29,-3.35,3.53
502207,-13.28,15.50,0.13,0.00,3.75,0.00,4.35,9.35,35.29,-3.35,4.71
502379,-9.38,15.85,0.14,0.00,3.71,0.00,4.93,10.03,35.29,-3.35,5.10
502551,-7.81,15.73,0.14,0.00,4.13,0.00,5.08,10.43,35.29,-3.35,5.49
502723,-4.69,15.73,0.15,0.00,4.22,0.00,5.22,10.59,35.29,-3.35,5.49
502894,-2.34,15.73,0.15,0.00,4.15,0.00,5.37,10.59,35.29,-3.35,5.49
503066,-0.78,15.39,0.15,0.00,4.15,0.00,5.37,10.59,35.29,-3.35,5.49
503238,0.78,15.39,0.15,0.00,4.19,0.00,5.37,10.64,35.29,-3.35,5.49
503410,1.56,15.16,0.15,0.00,4.19,0.00,5.51,10.74,35.29,-3.35,5.49
503582,1.56,14.81,0.13,0.00,4.20,0.00,5.37,9.70,35.29,-3.35,4.71
503769,1.56,14.70,0.12,0.00,3.72,0.00,5.08,8.95,35.29,-3.35,3.14
503941,2.34,14.93,0.10,0.00,3.22,0.00,4.06,6.04,35.29,-3.35,1.96
504113,0.78,14.24,0.09,0.00,2.76,0.00,3.77,6.66,35.29,-3.04,1.57
504285,0.00,14.01,0.10,0.00,3.23,0.00,3.48,6.62,35.29,-3.04,1.57
504457,-2.34,14.01,0.10,0.00,3.24,0.00,3.48,6.84,35.29,-3.04,1.57
504629,-7.81,13.21,0.10,0.00,3.22,0.00,3.48,6.92,35.29,-3.35,1.57
504816,-10.94,12.98,0.10,0.00,2.74,0.00,3.63,6.88,35.29,-3.04,1.57
504988,-11.72,13.55,0.09,0.00,2.73,0.00,3.48,6.92,35.29,-3.04,1.57
505160,-10.94,14.47,0.10,0.00,2.69,0.00,3.48,6.95,35.29,-3.04,1.57
505332,-10.16,14.70,0.10,0.00,2.68,0.00,3.63,6.81,35.29,-3.04,1.57
505504,-9.38,14.81,0.09,0.00,2.68,0.00,3.63,6.51,35.29,-3.04,1.57
505676,-9.38,14.81,0.10,0.00,2.67,0.00,3.48,6.55,35.29,-3.04,1.57
505847,-7.81,14.93,0.10,0.00,2.66,0.00,3.63,6.66,35.29,-3.04,1.96
506019,-6.25,15.04,0.11,0.00,3.07,0.00,3.77,7.14,35.29,-3.04,3.14
506207,-4.69,15.27,0.11,0.00,3.52,0.00,4.21,8.44,35.29,-3.04,3.92
506378,-3.12,15.16,0.13,0.00,3.48,0.00,4.79,8.82,35.29,-3.04,4.31
506550,-0.78,15.39,0.13,0.00,3.93,0.00,4.93,9.44,35.29,-3.04,4.71
506722,0.78,15.39,0.14,0.00,3.91,0.00,5.22,9.74,35.29,-3.04,4.71
506894,2.34,15.39,0.15,0.00,3.91,0.00,5.37,10.17,35.29,-3.04,5.10
507066,3.91,15.16,0.15,0.00,3.90,0.00,5.51,10.08,35.29,-3.04,5.10
507238,5.47,15.27,0.15,0.00,3.93,0.00,5.51,10.28,35.69,-3.04,5.49
507425,7.03,15.16,0.15,0.00,4.38,0.00,5.66,10.47,35.69,-3.04,5.49
507597,7.03,14.93,0.17,0.00,4.39,0.00,5.66,10.79,35.69,-3.04,5.49
507769,7.81,15.04,0.16,0.00,4.36,0.00,5.95,10.74,35.69,-3.04,5.49
507941,10.16,15.04,0.16,0.00,4.39,0.00,5.95,11.19,35.69,-3.04,5.88
508113,9.38,14.70,0.16,0.00,4.41,0.00,5.95,11.39,35.69,-3.04,5.88
508285,9.38,14.81,0.16,0.00,4.38,0.00,5.95,11.29,35.69,-3.04,3.92
508457,9.38,14.70,0.12,0.00,3.53,0.00,4.93,7.57,35.69,-3.04,1.18
508633,0.00,13.67,0.08,0.00,0.00,0.00,4.21,5.58,35.69,-3.04,0.39
508805,0.00,14.13,0.09,0.00,0.00,0.00,3.63,6.29,35.69,-3.04,0.39
508977,0.00,18.15,0.09,0.00,0.00,0.00,3.63,6.26,35.69,-3.04,0.39
509159,0.00,25.38,0.11,0.00,0.00,0.00,3.77,6.29,35.69,-3.04,0.39
509325,0.00,24.12,0.09,0.00,0.00,0.00,3.77,5.87,35.69,-2.73,0.39
509497,0.00,23.66,0.09,0.00,0.00,0.00,3.77,6.26,35.69,-2.73,0.39
509684,0.00,23.89,0.10,0.00,0.00,0.00,3.77,6.26,35.69,-2.73,0.39
509845,0.00,24.12,0.09,0.00,0.00,0.00,3.77,6.33,35.69,-2.73,0.39
510033,0.00,23.66,0.11,0.00,0.00,0.00,3.77,6.18,35.69,-2.73,0.39
510205,0.00,23.54,0.10,0.00,0.00,0.00,3.77,6.11,35.69,-2.73,0.39
510377,0.00,23.54,0.10,0.00,0.00,0.00,3.77,6.26,35.69,-2.73,0.39
510548,0.00,23.66,0.08,0.00,0.00,0.00,3.77,5.58,35.69,-2.73,0.39
510720,0.00,24.00,0.09,0.00,0.00,0.00,3.77,6.18,35.69,-2.73,0.39
510892,0.00,23.66,0.10,0.00,0.00,0.00,3.77,5.77,35.69,-2.73,0.39
511079,0.00,23.89,0.09,0.00,0.00,0.00,3.77,5.71,35.69,-2.73,0.39
511236,0.00,23.89,0.10,0.00,0.00,0.00,3.77,6.15,35.69,-2.73,0.39
511423,0.00,23.77,0.11,0.00,0.00,0.00,3.77,5.80,35.69,-2.73,0.39
511595,0.00,24.12,0.10,0.00,0.00,0.00,3.77,6.33,35.69,-2.42,0.39
511767,0.00,23.66,0.11,0.00,0.00,0.00,3.77,6.33,35.69,-2.42,0.39
511939,0.00,23.31,0.10,0.00,0.00,0.00,3.77,6.11,35.69,-2.42,0.39
512111,0.00,23.54,0.10,0.00,0.00,0.00,3.77,6.07,35.69,-2.42,0.39
512283,0.00,23.77,0.11,0.00,0.00,0.00,3.77,6.26,35.69,-2.42,0.39
512455,0.00,23.89,0.10,0.00,0.00,0.00,3.77,6.04,35.69,-2.42,0.39
512642,0.00,24.12,0.11,0.00,0.00,0.00,3.77,6.26,35.69,-2.42,0.39
