Time (msec),A/F Correction #1 (%),A/F Sensor #1 (AFR),Engine Load* (g/rev),Feedback Knock Correction* (degrees),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%)
0,0.00,14.81,0.19,0.00,4.92,0.00,6.67,12.68,34.51,-3.04,7.06
172,0.78,14.93,0.19,0.00,4.94,0.00,6.82,13.42,34.51,-3.04,7.06
354,0.78,14.81,0.20,0.00,5.39,0.00,6.96,14.06,34.51,-3.04,7.45
526,-0.78,14.36,0.21,0.00,5.35,0.00,6.96,14.25,34.51,-3.04,7.45
698,0.78,14.70,0.21,0.00,5.35,0.00,7.11,14.90,34.51,-3.04,7.84
870,-0.78,14.24,0.20,0.00,5.39,0.00,7.40,15.10,34.51,-3.04,8.24
1042,0.00,14.59,0.22,0.00,5.82,0.00,7.55,15.15,34.51,-3.04,8.24
1214,0.00,14.70,0.23,0.00,5.80,0.00,7.69,15.63,34.51,-3.04,8.63
1386,0.00,14.81,0.23,0.00,5.80,0.00,7.98,15.56,34.51,-3.04,8.63
1558,0.78,14.81,0.24,0.00,6.22,0.00,7.98,16.66,34.51,-3.04,9.02
1729,0.78,14.81,0.25,0.00,6.27,0.00,8.27,17.00,34.51,-3.04,9.02
1901,0.00,14.70,0.25,0.00,6.27,0.00,8.27,17.30,34.51,-3.04,9.41
2089,0.78,14.70,0.25,0.00,6.25,0.00,8.42,17.59,34.51,-3.04,9.41
2250,0.78,14.59,0.24,0.00,6.72,0.00,8.56,18.05,34.51,-3.04,9.41
2422,0.78,14.70,0.25,0.00,5.84,0.00,8.56,16.66,34.51,-3.04,9.41
2593,2.34,15.04,0.26,0.00,6.30,0.00,8.56,18.28,34.51,-3.04,9.41
2781,0.78,14.81,0.26,0.00,6.72,0.00,8.56,18.51,34.51,-3.04,9.41
2953,1.56,14.47,0.26,0.00,6.72,0.00,8.71,18.58,34.51,-3.04,9.41
3125,0.78,14.36,0.24,0.00,6.32,0.00,8.71,17.14,34.51,-3.04,9.41
3297,2.34,14.81,0.24,0.00,6.33,0.00,8.42,17.14,34.51,-3.04,8.63
3468,1.56,14.81,0.22,0.00,5.89,0.00,7.84,14.48,34.51,-3.04,7.45
3640,-0.78,14.24,0.19,0.00,5.40,0.00,7.40,13.65,34.90,-3.04,7.06
3817,0.78,14.70,0.19,0.00,4.94,0.00,6.96,13.59,34.90,-3.04,7.06
3989,1.56,14.93,0.20,0.00,4.96,0.00,6.82,13.71,34.90,-3.04,7.06
4161,-1.56,14.13,0.18,0.00,4.98,0.00,6.82,13.35,34.90,-3.04,7.06
4332,0.00,14.36,0.19,0.00,4.97,0.00,6.82,13.65,34.90,-3.04,7.06
4504,-0.78,14.59,0.19,0.00,4.97,0.00,6.82,13.36,34.90,-3.04,7.06
4681,-1.56,14.24,0.19,0.00,5.38,0.00,6.67,13.78,34.90,-3.04,7.06
4853,-1.56,14.47,0.19,0.00,4.95,0.00,6.67,13.35,34.90,-3.04,7.06
5025,-0.78,14.70,0.18,0.00,4.98,0.00,6.67,12.74,34.90,-3.04,7.06
5196,1.56,15.16,0.19,0.00,4.98,0.00,6.67,13.13,34.90,-3.04,7.06
5368,-0.78,14.81,0.19,0.00,4.95,0.00,6.67,13.54,34.90,-3.04,7.06
5556,0.00,14.47,0.19,0.00,4.92,0.00,6.82,13.59,34.90,-3.04,7.06
5727,-0.78,14.59,0.20,0.00,5.41,0.00,6.82,13.08,34.90,-3.04,7.06
5899,0.00,14.70,0.19,0.00,5.39,0.00,6.82,13.83,34.90,-3.04,7.06
6071,-0.78,14.36,0.20,0.00,4.97,0.00,6.82,13.42,34.90,-3.04,7.06
6243,-1.56,14.47,0.20,0.00,4.97,0.00,6.82,13.59,34.90,-3.04,7.06
6415,-0.78,14.70,0.19,0.00,4.98,0.00,6.82,13.83,34.90,-3.04,7.06
6587,-1.56,14.59,0.20,0.00,4.95,0.00,6.82,13.71,34.90,-3.04,7.06
6759,-1.56,14.59,0.19,0.00,5.40,0.00,6.82,14.01,34.90,-3.04,7.06
6931,-1.56,14.47,0.19,0.00,4.95,0.00,6.82,13.24,34.90,-3.04,7.45
7102,-1.56,14.59,0.20,0.00,5.44,0.00,6.96,14.37,34.90,-3.04,7.45
7290,-1.56,14.81,0.21,0.00,5.44,0.00,7.11,14.25,34.90,-3.04,7.84
7462,-0.78,14.93,0.22,0.00,5.91,0.00,7.25,15.42,34.90,-3.04,8.24
7634,-0.78,14.81,0.23,0.00,5.88,0.00,7.55,15.28,34.90,-3.04,8.63
7806,-1.56,14.70,0.24,0.00,6.33,0.00,7.84,16.86,34.90,-3.04,9.02
7977,-1.56,14.59,0.25,0.00,6.34,0.00,8.13,17.59,34.90,-3.04,9.41
8149,0.00,14.70,0.26,0.00,6.85,0.00,8.56,18.65,34.90,-3.04,10.20
8321,0.00,14.81,0.28,0.00,6.84,0.00,9.00,18.89,34.90,-3.04,10.59
8493,0.78,14.81,0.28,0.00,6.83,0.00,9.14,19.73,34.90,-3.04,10.98
8665,1.56,15.04,0.28,0.00,7.35,0.00,9.43,19.84,34.90,-3.04,10.98
8852,2.34,14.93,0.29,0.00,7.33,0.00,9.58,20.50,34.90,-3.04,10.98
9024,2.34,14.81,0.28,0.00,6.85,0.00,9.58,20.33,34.90,-3.04,10.98
9196,3.12,15.27,0.27,0.00,7.77,0.00,9.72,19.82,34.90,-3.04,10.98
9368,2.34,14.59,0.29,0.00,7.78,0.00,9.72,20.76,34.90,-3.04,10.98
9544,0.00,14.36,0.29,0.00,7.33,0.00,9.72,20.00,34.90,-3.35,10.98
9716,1.56,14.59,0.29,0.00,7.81,0.00,9.72,20.85,34.90,-3.35,10.98
9888,0.00,14.36,0.28,0.00,7.85,0.00,9.87,21.28,34.51,-3.35,11.37
10060,0.78,14.36,0.30,0.00,7.90,0.00,9.87,21.45,34.51,-3.35,11.37
10232,0.00,14.24,0.30,0.00,7.88,0.00,9.87,21.37,34.51,-3.35,11.37
10404,0.00,14.59,0.30,0.00,7.89,0.00,9.87,21.28,34.51,-3.35,11.37
10576,0.78,14.70,0.29,0.00,7.90,0.00,9.87,21.63,34.51,-3.35,11.37
10747,0.78,14.59,0.29,0.00,7.93,0.00,9.87,21.28,34.51,-3.35,11.37
10919,0.78,14.70,0.29,0.00,7.99,0.00,9.87,21.45,34.51,-3.35,11.37
11096,0.78,14.70,0.30,0.00,7.97,0.00,9.87,21.62,34.51,-3.35,11.37
11268,0.00,14.47,0.29,0.00,7.96,0.00,9.87,21.89,34.51,-3.35,10.98
11439,0.00,14.47,0.31,0.00,8.01,0.00,9.87,22.15,34.51,-3.35,11.37
11611,-1.56,14.36,0.29,0.00,7.99,0.00,9.87,21.80,34.51,-3.35,11.37
11799,0.00,14.81,0.29,0.00,8.05,0.00,9.87,21.71,34.51,-3.35,11.37
11971,0.00,14.81,0.30,0.00,8.06,0.00,9.87,21.98,34.51,-3.35,11.37
12143,0.00,14.70,0.29,0.00,7.63,0.00,9.87,21.63,34.51,-3.35,11.37
12314,1.56,14.93,0.30,0.00,8.53,0.00,9.87,22.33,34.51,-3.35,11.37
12486,0.78,14.70,0.30,0.00,8.08,0.00,10.01,22.51,34.51,-3.35,11.76
12674,0.78,14.70,0.31,0.00,8.09,0.00,10.16,22.69,34.51,-3.35,11.76
12845,0.78,14.70,0.31,0.00,8.62,0.00,10.30,23.27,34.51,-3.35,11.76
13017,0.78,14.59,0.32,0.00,8.63,0.00,10.30,23.84,34.51,-3.35,12.16
13189,0.00,14.59,0.30,0.00,8.69,0.00,10.45,23.65,34.51,-3.35,12.16
13361,2.34,14.81,0.32,0.00,8.64,0.00,10.59,24.13,34.12,-3.35,12.16
13533,1.56,14.70,0.33,0.00,8.68,0.00,10.59,24.32,34.12,-3.35,12.55
13705,0.78,14.47,0.33,0.00,8.72,0.00,10.74,24.42,34.12,-3.35,12.55
13877,1.56,14.81,0.33,0.00,9.66,0.00,10.74,25.88,34.12,-3.35,12.94
14049,0.78,14.47,0.34,0.00,9.69,0.00,11.03,25.47,34.12,-3.35,12.94
14221,1.56,14.81,0.35,0.00,9.75,0.00,11.03,26.30,34.12,-3.35,12.94
14408,0.78,14.59,0.35,0.00,9.71,0.00,11.17,26.29,34.12,-3.35,12.94
14580,1.56,14.81,0.35,0.00,9.72,0.00,11.17,26.41,34.12,-3.35,13.33
14752,1.56,14.59,0.34,0.00,9.78,0.00,11.32,26.72,34.12,-3.35,13.33
14924,1.56,14.70,0.34,0.00,9.77,0.00,11.32,26.20,34.12,-3.35,12.94
15095,0.78,14.47,0.35,0.00,9.28,0.00,11.17,25.79,34.12,-3.35,12.94
15267,0.78,14.70,0.34,0.00,9.34,0.00,11.17,26.30,34.12,-3.35,12.94
15439,0.78,14.59,0.34,0.00,9.36,0.00,11.17,26.09,34.12,-3.35,12.55
15611,1.56,14.59,0.33,0.00,9.31,0.00,11.03,25.59,34.12,-3.35,12.16
15783,0.78,14.59,0.33,0.00,9.37,0.00,10.74,25.09,34.12,-3.35,12.16
15970,0.78,14.59,0.32,0.00,8.87,0.00,10.59,24.42,34.12,-3.35,11.76
16142,1.56,14.81,0.30,0.00,8.83,0.00,10.30,23.85,34.12,-3.35,10.98
16314,1.56,14.81,0.28,0.00,7.88,0.00,9.87,21.62,34.12,-3.35,10.59
16486,2.34,14.81,0.30,0.00,7.92,0.00,9.58,21.37,34.12,-3.35,10.20
16658,0.78,14.47,0.28,0.00,7.85,0.00,9.43,21.11,34.12,-3.35,10.20
16830,0.78,14.47,0.26,0.00,7.37,0.00,9.14,20.67,34.12,-3.35,9.80
17002,1.56,14.81,0.27,0.00,7.88,0.00,9.00,20.77,34.12,-3.35,9.80
17173,0.00,14.47,0.26,0.00,7.33,0.00,9.00,20.07,34.12,-3.35,9.80
17345,1.56,14.70,0.27,0.00,7.84,0.00,9.00,20.33,34.12,-3.35,9.80
17533,1.56,14.81,0.28,0.00,7.83,0.00,8.85,20.59,34.12,-3.35,9.80
17705,0.78,14.47,0.26,0.00,7.36,0.00,8.85,20.25,34.12,-3.35,9.80
17877,1.56,14.70,0.26,0.00,7.35,0.00,8.85,19.58,34.12,-3.35,9.80
18048,1.56,14.81,0.28,0.00,7.33,0.00,8.85,20.42,34.12,-3.35,9.80
18220,1.56,14.70,0.26,0.00,7.39,0.00,8.85,19.66,34.12,-3.35,9.80
18392,3.12,14.93,0.26,0.00,7.37,0.00,8.85,19.73,34.12,-3.35,9.80
18564,3.91,14.93,0.26,0.00,7.35,0.00,8.85,20.15,34.12,-3.35,9.80
18736,3.91,14.81,0.26,0.00,7.84,0.00,8.85,20.32,34.12,-3.35,9.80
18923,3.91,14.70,0.26,0.00,7.35,0.00,8.85,20.07,34.12,-3.35,9.80
19095,6.25,15.16,0.26,0.00,7.30,0.00,8.85,20.25,34.12,-3.35,9.80
19267,5.47,14.93,0.26,0.00,7.35,0.00,8.85,19.66,34.12,-3.35,9.80
19439,7.03,14.81,0.26,0.00,7.35,0.00,8.85,19.65,34.12,-3.35,9.80
19611,7.03,14.93,0.26,0.00,7.31,0.00,8.85,20.25,34.12,-3.35,9.80
19783,7.81,14.93,0.26,0.00,7.32,0.00,8.85,19.90,34.12,-3.35,9.41
19955,7.03,14.59,0.25,0.00,7.34,0.00,8.71,18.96,34.12,-3.35,9.41
20126,7.03,14.70,0.24,0.00,6.80,0.00,8.42,18.51,34.12,-3.35,9.02
20299,7.81,14.81,0.23,0.00,6.83,0.00,8.13,17.21,34.12,-3.35,8.24
20471,7.03,14.59,0.22,0.00,6.33,0.00,7.69,15.97,34.12,-3.35,7.84
20659,7.81,14.70,0.21,0.00,6.27,0.00,7.40,16.11,34.12,-3.35,7.84
20830,6.25,14.36,0.21,0.00,5.85,0.00,7.40,15.77,34.12,-3.35,7.84
21002,5.47,14.47,0.21,0.00,5.85,0.00,7.25,15.56,34.12,-3.35,7.84
21174,4.69,14.47,0.22,0.00,5.81,0.00,7.25,15.42,34.12,-3.35,7.84
21346,5.47,14.59,0.21,0.00,5.81,0.00,7.25,15.63,34.12,-3.35,7.45
21518,5.47,14.47,0.19,0.00,5.80,0.00,7.25,15.16,34.12,-3.35,7.84
21690,5.47,14.81,0.21,0.00,6.26,0.00,7.25,15.63,34.12,-3.35,7.84
21862,4.69,14.47,0.22,0.00,5.79,0.00,7.11,15.36,34.12,-3.35,7.45
22034,4.69,14.70,0.21,0.00,5.77,0.00,7.11,15.10,34.12,-3.35,7.45
22221,3.91,14.47,0.21,0.00,6.25,0.00,7.25,15.77,34.12,-3.35,8.24
22393,3.91,14.36,0.22,0.00,6.24,0.00,7.40,16.11,34.12,-3.35,8.63
22565,3.91,14.47,0.23,0.00,6.76,0.00,7.69,17.00,34.12,-3.35,9.41
22737,3.91,14.59,0.26,0.00,7.21,0.00,8.42,19.19,34.12,-3.35,10.20
22909,3.12,14.47,0.28,0.00,7.69,0.00,8.85,21.28,34.12,-3.35,10.98
23080,3.12,14.59,0.30,0.00,7.72,0.00,9.58,21.63,34.12,-3.35,11.76
23252,3.91,14.81,0.32,0.00,8.71,0.00,10.01,23.65,34.12,-3.35,12.55
23424,3.91,14.59,0.33,0.00,8.72,0.00,10.45,24.90,34.12,-3.35,12.94
23596,3.12,14.70,0.34,0.00,9.17,0.00,10.88,25.57,34.12,-3.35,13.33
23783,3.91,14.70,0.33,0.00,9.24,0.00,11.32,26.10,33.73,-3.35,13.73
23955,3.91,14.81,0.36,0.00,10.22,0.00,11.61,26.72,33.73,-3.04,14.12
24116,3.91,14.59,0.39,0.00,10.22,0.00,11.90,28.19,33.73,-3.04,14.51
24304,2.34,14.24,0.35,0.00,9.29,0.00,12.04,25.98,33.73,-2.42,14.90
24476,3.12,14.59,0.39,0.00,10.76,0.00,12.33,29.47,33.73,-2.42,15.29
24648,1.56,14.24,0.40,0.00,11.23,0.00,12.62,30.36,33.73,-2.11,15.29
24819,1.56,14.47,0.40,0.00,10.84,0.00,12.77,30.69,33.73,-2.11,15.29
24991,2.34,14.59,0.40,0.00,11.33,0.00,12.91,31.58,33.73,-2.11,15.29
25163,1.56,14.59,0.38,0.00,10.80,0.00,12.48,29.25,33.73,-2.42,13.33
25335,-0.78,14.13,0.36,0.00,9.91,0.00,11.90,26.93,33.73,-3.35,12.55
25507,1.56,14.59,0.34,0.00,9.90,0.00,11.46,26.62,33.73,-3.64,12.16
25694,1.56,14.81,0.32,0.00,8.86,0.00,11.17,24.99,33.73,-3.35,12.16
25866,2.34,14.93,0.30,0.00,9.37,0.00,10.88,21.62,33.73,-3.64,10.98
26038,3.12,14.70,0.28,0.00,8.41,0.00,10.16,23.27,33.73,-3.64,10.59
26210,3.12,14.81,0.30,0.00,8.47,0.00,9.72,21.98,33.73,-3.64,10.20
26382,3.12,14.70,0.27,0.00,7.97,0.00,9.58,20.94,33.73,-3.64,10.20
26554,3.91,14.70,0.27,0.00,7.94,0.00,9.29,21.20,33.73,-3.64,9.80
26726,3.12,14.70,0.27,0.00,7.97,0.00,9.14,21.11,33.73,-3.64,9.80
26897,2.34,14.47,0.27,0.00,7.95,0.00,9.14,20.85,33.73,-3.35,9.80
27069,2.34,14.47,0.26,0.00,7.53,0.00,9.14,20.59,33.73,-3.64,9.80
27257,3.91,14.81,0.26,0.00,8.02,0.00,9.14,20.50,33.73,-3.64,9.80
27429,3.91,14.70,0.27,0.00,8.04,0.00,9.14,20.94,33.73,-3.64,9.80
27600,3.12,14.59,0.26,0.00,7.96,0.00,9.14,21.53,33.73,-3.64,9.80
27777,2.34,14.47,0.28,0.00,8.42,0.00,9.14,21.53,33.73,-3.64,9.80
27949,2.34,14.59,0.27,0.00,7.94,0.00,9.14,21.28,33.73,-3.64,9.80
28121,1.56,14.70,0.26,0.00,7.53,0.00,9.14,20.42,33.73,-3.64,9.80
28293,4.69,15.16,0.27,0.00,8.61,0.00,9.14,21.53,33.73,-3.64,10.20
28464,2.34,14.47,0.27,0.00,8.07,0.00,9.14,21.54,33.73,-3.64,10.20
28636,3.12,14.70,0.26,0.00,8.04,0.00,9.29,21.28,33.73,-3.64,10.20
28808,3.12,14.81,0.27,0.00,8.49,0.00,9.29,21.28,33.73,-3.64,10.20
28996,3.91,14.70,0.28,0.00,8.02,0.00,9.43,21.80,33.73,-3.64,10.20
29168,2.34,14.47,0.29,0.00,8.52,0.00,9.43,22.32,33.73,-3.64,10.20
29339,1.56,14.13,0.28,0.00,8.11,0.00,9.43,21.97,33.73,-3.64,10.20
29511,2.34,14.59,0.28,0.00,8.61,0.00,9.43,22.60,33.73,-3.64,10.20
29683,2.34,14.70,0.28,0.00,8.09,0.00,9.43,22.23,33.73,-3.64,10.20
29855,3.12,14.70,0.28,0.00,8.12,0.00,9.58,22.23,33.73,-3.64,10.59
30027,3.12,14.81,0.29,0.00,8.62,0.00,9.58,22.51,33.73,-3.64,10.59
30199,3.12,14.70,0.28,0.00,8.60,0.00,9.58,22.69,33.73,-3.64,10.59
30371,3.12,14.59,0.29,0.00,8.14,0.00,9.58,23.08,33.73,-3.64,10.59
30542,2.34,14.70,0.29,0.00,8.61,0.00,9.58,22.97,33.73,-3.64,10.59
30730,3.12,14.47,0.28,0.00,8.11,0.00,9.72,22.50,33.73,-3.64,10.59
30902,3.12,14.81,0.30,0.00,8.62,0.00,9.72,23.55,33.73,-3.64,10.59
31074,1.56,14.47,0.29,0.00,8.62,0.00,9.72,23.07,33.73,-3.64,10.98
31246,3.12,14.81,0.28,0.00,9.13,0.00,9.72,23.74,33.73,-3.64,10.98
31417,3.12,14.70,0.30,0.00,9.12,0.00,9.87,24.04,33.73,-3.64,11.37
31589,3.12,14.70,0.32,0.00,9.65,0.00,10.16,25.00,33.73,-3.64,11.37
31761,0.78,14.13,0.30,0.00,8.73,0.00,10.16,25.09,33.73,-3.64,11.37
31933,3.12,14.93,0.32,0.00,9.70,0.00,10.30,25.68,33.73,-3.64,11.37
32120,1.56,14.70,0.31,0.00,9.23,0.00,10.30,25.09,33.73,-3.64,11.37
32292,2.34,14.70,0.31,0.00,9.25,0.00,10.30,24.80,33.73,-3.64,11.37
32464,3.12,14.81,0.30,0.00,9.18,0.00,10.16,24.51,33.73,-3.64,10.98
32636,3.12,14.70,0.29,0.00,8.73,0.00,10.01,23.65,33.73,-3.64,10.98
32808,3.91,14.93,0.28,0.00,8.19,0.00,9.87,21.98,33.73,-3.64,10.59
32980,7.03,15.50,0.28,0.00,8.69,0.00,9.72,22.06,33.73,-3.64,10.20
33152,5.47,14.81,0.28,0.00,8.71,0.00,9.43,22.78,33.73,-3.64,10.20
33323,3.91,14.24,0.27,0.00,8.69,0.00,9.29,21.45,33.73,-3.64,10.20
33495,4.69,14.59,0.27,0.00,8.19,0.00,9.29,21.46,33.73,-3.64,10.20
33683,4.69,14.81,0.27,0.00,8.22,0.00,9.14,21.98,33.73,-3.64,10.20
33855,4.69,14.59,0.27,0.00,8.69,0.00,9.14,21.11,33.73,-3.64,9.80
34026,4.69,14.70,0.28,0.00,8.69,0.00,9.14,22.41,33.73,-3.64,9.80
34198,2.34,14.36,0.29,0.00,8.72,0.00,9.14,22.88,33.73,-3.64,10.20
34370,2.34,14.36,0.28,0.00,8.18,0.00,9.14,22.41,33.73,-3.64,9.80
34542,2.34,14.47,0.27,0.00,8.16,0.00,9.14,22.06,33.73,-3.64,9.80
34714,1.56,14.47,0.25,0.00,7.21,0.00,9.14,19.68,33.73,-3.64,9.80
34886,4.69,15.16,0.27,0.00,8.17,0.00,9.14,21.53,33.73,-3.64,9.80
35058,3.12,14.70,0.28,0.00,8.20,0.00,9.14,22.06,33.73,-3.64,9.80
35230,2.34,14.47,0.28,0.00,8.23,0.00,9.14,21.98,33.73,-3.64,9.80
35417,2.34,14.59,0.28,0.00,8.20,0.00,9.14,22.33,33.73,-3.64,9.80
35589,2.34,14.59,0.27,0.00,8.23,0.00,9.14,21.53,33.73,-3.64,9.80
35761,3.12,14.81,0.27,0.00,8.75,0.00,9.14,22.15,33.73,-3.64,10.20
35933,3.12,14.70,0.27,0.00,8.67,0.00,9.14,21.98,33.73,-3.64,9.80
36105,3.12,14.81,0.27,0.00,8.16,0.00,9.14,21.80,33.73,-3.64,9.80
36276,3.91,14.81,0.27,0.00,8.25,0.00,9.14,21.80,33.73,-3.64,9.80
36448,3.91,14.81,0.27,0.00,8.19,0.00,9.14,21.80,33.73,-3.64,9.80
36620,3.91,14.59,0.27,0.00,8.24,0.00,9.14,21.71,33.73,-3.64,9.80
36807,3.91,14.70,0.26,0.00,8.19,0.00,9.14,20.59,33.73,-3.64,9.41
36979,3.91,14.70,0.24,0.00,7.68,0.00,8.71,19.42,33.73,-3.64,8.63
37151,4.69,14.81,0.23,0.00,7.18,0.00,8.27,19.35,33.73,-3.64,8.63
37323,5.47,14.93,0.22,0.00,7.16,0.00,8.27,18.96,33.73,-3.64,8.63
37495,4.69,14.81,0.24,0.00,7.16,0.00,8.13,18.96,33.73,-3.64,8.63
37667,4.69,14.47,0.24,0.00,7.20,0.00,8.13,19.11,33.73,-3.64,8.63
37839,3.12,14.36,0.24,0.00,7.18,0.00,8.13,19.04,33.73,-3.64,8.63
38011,3.91,14.59,0.24,0.00,7.13,0.00,8.13,19.27,33.73,-3.64,8.63
38183,4.69,14.70,0.24,0.00,7.23,0.00,7.98,18.89,33.73,-3.64,8.63
38354,4.69,14.81,0.24,0.00,7.17,0.00,7.98,19.19,33.73,-3.64,8.63
38542,5.47,14.81,0.22,0.00,7.17,0.00,7.98,18.51,33.73,-3.64,8.63
38714,6.25,15.04,0.24,0.00,7.21,0.00,7.98,19.20,33.73,-3.64,8.63
38885,6.25,14.93,0.24,0.00,7.16,0.00,7.98,18.81,33.73,-3.64,8.63
39057,6.25,14.70,0.24,0.00,7.17,0.00,7.98,19.19,33.73,-3.64,8.63
39229,5.47,14.59,0.24,0.00,7.20,0.00,7.98,18.74,33.73,-3.64,8.63
39401,7.03,14.70,0.24,0.00,7.17,0.00,8.13,18.96,33.73,-3.64,8.63
39573,5.47,14.70,0.24,0.00,7.16,0.00,8.13,19.04,33.73,-3.64,8.63
39745,5.47,14.47,0.24,0.00,7.67,0.00,8.13,19.26,33.73,-3.64,8.63
39917,4.69,14.47,0.24,0.00,7.17,0.00,8.13,18.88,33.73,-3.64,8.63
40104,5.47,14.70,0.24,0.00,7.18,0.00,8.13,18.51,33.73,-3.64,8.63
40276,4.69,14.47,0.23,0.00,7.17,0.00,8.13,17.08,33.73,-3.64,6.67
40448,-0.78,13.67,0.17,0.00,5.64,0.00,6.67,11.82,33.73,-3.64,4.71
40620,-1.56,13.78,0.14,0.00,4.59,0.00,5.37,10.93,33.73,-3.64,2.75
40792,0.00,12.98,0.11,0.00,0.00,0.00,4.50,8.36,33.73,-3.64,0.00
40964,0.00,13.44,0.14,0.00,0.00,0.00,3.48,10.63,33.73,-3.64,0.00
41135,0.00,14.70,0.14,0.00,0.00,0.00,3.48,11.04,33.73,-3.64,0.00
41307,0.00,23.54,0.12,0.00,0.00,0.00,3.48,10.68,33.73,-3.64,0.00
44216,-0.78,15.04,0.22,0.00,6.53,0.00,7.11,17.22,33.73,-3.64,7.84
44419,-1.56,14.70,0.22,0.00,6.53,0.00,7.40,17.66,33.73,-3.64,8.24
44570,-0.78,14.70,0.23,0.00,6.51,0.00,7.55,18.05,33.73,-3.64,8.63
44741,-0.78,14.70,0.23,0.00,7.03,0.00,7.69,17.82,33.73,-3.64,8.63
44932,0.00,14.81,0.24,0.00,6.48,0.00,7.84,18.19,33.73,-3.64,8.63
45093,1.56,15.27,0.25,0.00,7.02,0.00,7.98,18.65,33.73,-3.64,9.02
45264,2.34,14.93,0.22,0.00,6.52,0.00,8.13,16.66,33.73,-3.64,9.41
45445,5.47,15.50,0.26,0.00,7.58,0.00,8.42,19.81,33.73,-3.64,9.41
45616,2.34,14.59,0.26,0.00,7.45,0.00,8.56,20.07,33.73,-3.64,9.80
45787,3.91,14.70,0.26,0.00,7.51,0.00,8.71,19.60,33.73,-3.64,10.20
45956,3.91,14.81,0.27,0.00,7.96,0.00,8.85,20.85,33.73,-3.64,10.20
46129,3.91,14.70,0.27,0.00,8.03,0.00,9.14,21.88,33.73,-3.64,10.20
46308,1.56,14.24,0.28,0.00,8.04,0.00,9.14,22.06,33.73,-3.64,10.59
46465,3.12,14.47,0.30,0.00,8.03,0.00,9.43,21.89,33.73,-3.64,10.59
46643,3.12,14.70,0.29,0.00,8.46,0.00,9.58,22.60,33.73,-3.64,10.98
46812,3.12,14.59,0.28,0.00,8.44,0.00,9.72,22.69,33.73,-3.64,10.98
46981,3.12,14.70,0.28,0.00,9.00,0.00,9.87,23.36,33.73,-3.64,10.98
47150,3.12,14.70,0.31,0.00,8.53,0.00,9.87,23.27,33.73,-3.64,11.37
47329,3.91,14.70,0.31,0.00,9.01,0.00,10.16,23.65,33.73,-3.64,11.37
47497,2.34,14.47,0.30,0.00,9.01,0.00,10.30,23.17,33.73,-3.64,11.37
47682,3.91,14.81,0.32,0.00,9.02,0.00,10.30,24.80,33.73,-3.64,11.76
47851,1.56,14.36,0.32,0.00,9.01,0.00,10.45,25.09,33.73,-3.64,11.76
48029,2.34,14.59,0.32,0.00,9.51,0.00,10.59,25.28,33.73,-3.64,12.16
48198,2.34,14.70,0.34,0.00,9.55,0.00,10.59,25.99,33.73,-3.64,12.16
48368,1.56,14.36,0.31,0.00,9.54,0.00,10.74,25.57,33.73,-3.64,12.16
48546,1.56,14.47,0.33,0.00,9.55,0.00,10.88,25.79,33.73,-3.64,12.16
48714,0.78,14.47,0.34,0.00,9.57,0.00,10.88,26.30,33.73,-3.64,12.55
48883,-0.78,14.36,0.34,0.00,10.11,0.00,11.03,27.45,33.73,-3.64,12.55
49052,1.56,14.70,0.34,0.00,9.60,0.00,11.03,26.51,33.73,-3.64,12.55
49231,0.78,14.81,0.36,0.00,10.14,0.00,11.17,27.56,33.73,-3.64,12.55
49400,0.00,14.47,0.33,0.00,9.61,0.00,11.32,26.93,33.73,-3.64,12.94
49569,1.56,14.93,0.34,0.00,10.12,0.00,11.32,26.62,33.73,-3.64,12.94
49754,1.56,14.81,0.34,0.00,9.12,0.00,11.32,25.78,33.73,-3.64,12.55
49917,2.34,14.81,0.33,0.00,10.15,0.00,11.17,27.03,33.73,-3.64,12.16
50101,2.34,14.81,0.32,0.00,9.68,0.00,11.03,25.57,33.73,-3.64,11.76
50270,2.34,14.70,0.31,0.00,9.12,0.00,10.45,25.09,33.73,-3.64,10.98
50448,0.78,14.47,0.30,0.00,8.64,0.00,10.01,24.04,33.73,-3.64,10.59
50617,1.56,14.70,0.30,0.00,8.60,0.00,9.87,23.46,33.73,-3.64,10.59
50786,0.00,14.59,0.29,0.00,8.69,0.00,9.72,23.55,33.73,-3.64,10.59
50955,0.78,14.59,0.31,0.00,8.68,0.00,9.72,23.55,33.73,-3.64,10.20
51133,0.78,14.59,0.29,0.00,8.66,0.00,9.58,23.55,33.73,-3.64,10.20
51302,0.00,14.36,0.29,0.00,8.69,0.00,9.58,23.36,33.73,-3.64,10.20
51486,0.78,14.70,0.29,0.00,8.67,0.00,9.58,23.36,33.73,-3.64,10.20
51655,0.00,14.59,0.29,0.00,8.67,0.00,9.58,23.55,33.73,-3.64,10.20
51818,0.78,14.59,0.29,0.00,8.73,0.00,9.58,23.17,33.73,-3.64,10.20
52003,0.00,14.47,0.29,0.00,8.22,0.00,9.58,22.97,33.73,-3.64,10.20
52172,0.00,14.70,0.30,0.00,8.69,0.00,9.58,23.65,33.73,-3.64,10.20
52350,-0.78,14.36,0.29,0.00,8.69,0.00,9.58,23.27,33.73,-3.64,10.20
