Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
0,14.36,0.28,3017,0.00,0.00,16,43.98,43.50,8.85,27.89,-3.35,1.00
172,14.13,0.29,3026,0.00,0.00,16,43.63,43.50,9.14,29.15,-2.73,1.02
346,14.01,0.30,3004,0.00,0.00,16,43.63,43.00,9.43,30.05,-2.11,1.02
521,14.36,0.30,2998,0.00,0.00,16,43.63,43.00,9.58,29.82,-2.73,1.02
696,14.24,0.31,2998,0.00,0.00,16,43.28,42.50,9.72,30.38,-2.11,1.04
867,14.01,0.32,3020,0.00,0.00,16,42.93,42.50,10.01,30.60,-1.49,1.04
1043,14.24,0.33,3020,0.00,0.00,16,42.93,42.50,10.30,32.62,-1.49,1.04
1215,14.13,0.32,3002,0.00,0.00,16,42.93,42.50,10.45,33.72,-1.49,1.04
1389,14.24,0.34,3022,0.00,0.00,16,42.58,41.50,10.59,34.58,-1.49,1.06
1563,14.13,0.35,3018,0.00,0.00,16,42.23,41.50,10.74,35.07,-0.89,1.08
1734,14.01,0.36,3025,0.00,0.00,16,41.88,41.50,11.03,35.69,-0.89,1.08
1911,14.36,0.36,3010,0.00,0.00,16,41.88,41.00,11.17,36.18,-0.89,1.08
2086,14.24,0.36,3010,0.00,0.00,16,41.52,41.00,11.17,36.18,-0.89,1.08
2260,14.47,0.36,3008,0.00,0.00,16,41.17,40.50,11.32,36.93,-0.89,1.08
2429,14.24,0.36,3028,0.00,0.00,16,41.52,41.00,11.32,36.43,-0.89,1.08
2606,14.24,0.36,3036,0.00,0.00,16,41.17,40.50,11.32,36.55,-0.89,1.08
2778,14.24,0.37,3022,0.00,0.00,16,41.17,40.50,11.46,37.05,-0.89,1.08
2953,14.24,0.36,3020,0.00,0.00,16,41.52,40.50,11.46,36.93,-0.89,1.08
3123,14.24,0.36,3022,0.00,0.00,16,41.88,41.50,11.46,36.43,-0.89,1.08
3305,14.36,0.37,3045,0.00,0.00,16,41.17,41.00,11.46,36.68,-0.89,1.08
3477,14.13,0.36,3048,0.00,0.00,16,41.52,40.50,11.46,37.29,-0.89,1.08
3653,14.01,0.37,3048,0.00,0.00,16,41.17,40.50,11.46,36.93,-0.89,1.06
3827,14.01,0.36,3056,0.00,0.00,16,41.17,41.00,11.32,36.68,-0.89,1.06
3997,14.24,0.35,3034,0.00,0.00,16,42.23,41.50,11.32,35.31,-0.89,1.06
4172,14.47,0.36,3036,0.00,0.00,16,41.17,40.50,11.32,36.80,-0.89,1.06
4344,14.13,0.36,3052,0.00,0.00,16,42.23,41.50,11.32,36.18,-0.89,1.06
4516,14.47,0.35,3052,0.00,0.00,16,42.23,41.50,11.17,35.82,-0.89,1.06
4690,14.24,0.35,3056,0.00,0.00,16,41.52,41.00,11.17,36.55,-1.49,1.06
4863,14.01,0.35,3038,0.00,0.00,16,41.88,41.50,11.17,36.18,-1.49,1.06
5040,14.01,0.34,3036,0.00,0.00,16,42.58,42.00,11.17,34.58,-1.49,1.06
5214,14.24,0.34,3047,0.00,0.00,16,42.23,41.50,11.03,35.82,-1.49,1.04
5386,13.90,0.34,3048,0.00,0.00,16,42.23,42.00,10.88,34.70,-1.49,1.04
5558,13.90,0.33,3048,0.00,0.00,16,42.58,42.50,10.74,33.72,-1.49,1.04
5732,14.59,0.33,3052,0.00,0.00,16,42.93,42.00,10.59,33.71,-2.11,1.04
5903,14.36,0.34,3065,0.00,0.00,16,42.58,42.00,10.59,33.71,-2.11,1.04
6079,14.01,0.33,3070,0.00,0.00,16,42.93,42.50,10.59,33.47,-2.11,1.04
6245,14.13,0.32,3074,0.00,0.00,16,42.93,42.00,10.59,33.47,-2.11,1.04
6423,14.36,0.32,3075,0.00,0.00,16,42.93,42.50,10.45,32.62,-2.11,1.04
6601,14.13,0.32,3074,0.00,0.00,16,42.93,42.50,10.30,32.40,-2.11,1.02
6776,14.13,0.31,3078,0.00,0.00,16,43.28,42.50,10.16,31.16,-2.73,1.02
6950,14.36,0.31,3061,0.00,0.00,16,43.28,42.50,10.01,31.50,-2.73,1.02
7125,14.01,0.30,3060,0.00,0.00,16,43.63,43.00,10.01,29.48,-2.73,1.02
7296,14.36,0.30,3064,0.00,0.00,16,43.63,43.00,9.87,30.38,-2.73,1.00
7468,14.36,0.29,3064,0.00,0.00,16,43.63,43.00,9.72,30.26,-2.73,1.00
7644,14.13,0.30,3065,0.00,0.00,16,43.63,43.00,9.58,30.05,-3.35,1.00
7819,13.78,0.29,3066,0.00,0.00,16,43.98,43.00,9.43,29.71,-3.35,1.00
7991,13.78,0.28,3066,0.00,0.00,16,43.98,43.50,9.29,28.31,-3.35,1.00
8166,14.36,0.28,3066,0.00,0.00,16,43.98,43.50,9.29,29.15,-3.35,0.98
8337,13.78,0.26,3085,0.00,0.00,16,44.34,43.50,9.14,28.41,-3.94,0.98
8511,14.24,0.27,3084,0.00,0.00,16,44.34,43.50,9.00,27.36,-3.94,0.88
8686,13.78,0.16,3062,0.00,0.00,16,23.59,19.50,7.11,15.77,-4.25,0.80
8861,12.40,0.13,3055,0.00,0.00,16,1.45,0.50,5.80,13.77,-4.25,0.78
9030,15.39,0.14,3072,0.00,0.00,16,2.85,2.50,5.51,13.52,-4.25,0.78
9208,15.73,0.13,3058,0.00,0.00,16,-5.94,1.00,5.37,12.52,-4.25,0.78
9379,16.08,0.18,3060,0.00,0.00,16,30.27,26.00,5.80,17.48,-4.25,0.86
9553,13.21,0.19,3032,0.00,0.00,16,31.68,31.00,6.38,18.10,-4.25,0.86
9730,14.47,0.20,3032,0.00,0.00,16,41.52,34.00,6.53,17.11,-4.25,0.92
9901,14.01,0.22,3050,0.00,0.00,16,44.34,43.50,7.25,22.06,-4.25,0.92
10075,14.01,0.22,3042,0.00,0.00,16,44.34,43.50,7.55,22.06,-4.25,0.92
10252,14.01,0.22,3045,0.00,0.00,16,44.34,43.50,7.55,21.80,-4.25,0.92
10423,14.13,0.21,3023,0.00,0.00,16,44.34,43.50,7.55,22.23,-4.25,0.90
10598,14.24,0.19,3023,0.00,0.00,16,43.28,42.50,7.25,18.80,-4.25,0.84
10771,13.55,0.15,3029,0.00,0.00,16,18.32,20.50,6.24,15.42,-4.25,0.80
10943,14.24,0.13,3026,0.00,0.00,16,0.39,1.00,5.51,12.15,-4.25,0.76
11116,14.70,0.12,3017,0.00,0.00,16,-3.48,-3.50,5.08,12.31,-4.25,0.76
11287,15.73,0.12,2995,0.00,0.00,16,-4.18,-7.50,4.93,11.66,-4.25,0.76
11464,15.85,0.13,2980,0.00,0.00,16,0.04,-2.50,4.79,12.53,-4.25,0.74
11635,15.16,0.11,2992,0.00,0.00,16,-7.34,-11.00,4.79,10.85,-4.25,0.78
11811,14.81,0.15,2975,0.00,0.00,16,11.99,2.50,5.22,13.20,-4.25,0.82
11985,14.93,0.16,3004,0.00,0.00,16,19.38,17.00,5.80,15.62,-4.25,0.84
12157,14.70,0.16,2966,0.00,0.00,16,22.54,22.50,5.95,16.89,-4.25,0.82
12327,14.24,0.17,2981,0.00,0.00,16,22.19,23.00,5.95,16.67,-4.25,0.84
12504,14.47,0.17,3008,0.00,0.00,16,24.65,24.00,6.09,16.81,-4.25,0.84
12675,15.16,0.17,2994,0.00,0.00,16,25.35,24.50,6.24,17.79,-4.25,0.84
12848,14.01,0.16,2968,0.00,0.00,16,16.56,23.00,6.09,16.44,-4.25,0.82
13025,14.01,0.17,2933,0.00,0.00,16,29.57,29.00,6.09,17.03,-4.25,0.84
13199,14.13,0.18,2963,0.00,0.00,16,33.09,28.50,6.24,17.19,-4.25,0.86
13371,13.78,0.18,2939,0.00,0.00,16,35.90,33.00,6.38,17.86,-4.25,0.86
13541,14.13,0.18,2944,0.00,0.00,16,32.38,32.00,6.53,17.71,-4.25,0.86
13718,14.81,0.18,2965,0.00,0.00,16,29.92,29.00,6.38,17.03,-4.25,0.86
13892,14.47,0.17,2970,0.00,0.00,16,27.46,27.50,6.38,17.19,-4.25,0.84
14066,14.47,0.16,2910,0.00,0.00,16,24.30,23.50,6.38,16.23,-4.25,0.84
14240,15.04,0.18,2934,0.00,0.00,16,32.03,30.50,6.38,17.41,-4.25,0.84
14411,14.36,0.18,2935,0.00,0.00,16,32.38,31.00,6.38,17.26,-4.25,0.84
14588,14.36,0.18,2926,0.00,0.00,16,33.79,33.50,6.38,17.26,-4.25,0.84
14757,14.01,0.18,2918,0.00,0.00,16,30.98,28.50,6.38,16.96,-4.25,0.84
14934,14.13,0.17,2916,0.00,0.00,16,29.22,30.50,6.24,17.04,-4.25,0.84
15105,14.24,0.18,2922,0.00,0.00,16,34.14,32.00,6.24,17.33,-4.25,0.84
15268,14.01,0.18,2909,0.00,0.00,16,32.73,32.00,6.38,17.41,-4.25,0.84
15452,14.13,0.17,2922,0.00,0.00,16,25.00,29.50,6.38,16.36,-4.25,0.84
18226,14.13,0.18,2909,0.00,0.00,16,38.01,36.00,6.67,18.18,-4.25,0.86
18398,14.36,0.20,2886,0.00,0.00,16,40.47,39.50,6.67,18.65,-4.25,0.86
18571,14.24,0.19,2911,0.00,0.00,16,35.20,38.00,6.53,18.64,-4.25,0.86
18747,14.13,0.19,2908,0.00,0.00,16,37.66,33.00,6.53,17.71,-4.25,0.86
18919,14.24,0.18,2894,0.00,0.00,16,32.73,32.00,6.53,17.48,-4.25,0.84
19093,14.36,0.18,2914,0.00,0.00,16,29.92,33.00,6.53,17.63,-4.25,0.84
19262,14.24,0.18,2915,0.00,0.00,16,32.03,33.00,6.38,17.71,-4.25,0.84
19440,14.70,0.17,2894,0.00,0.00,16,22.89,22.50,6.24,16.36,-4.25,0.84
19613,15.04,0.17,2896,0.00,0.00,16,25.70,24.50,6.24,16.29,-4.25,0.84
19785,14.81,0.18,2909,0.00,0.00,16,28.52,26.00,6.24,16.58,-4.25,0.82
19960,14.59,0.16,2896,0.00,0.00,16,22.19,21.50,6.09,15.69,-4.25,0.82
20128,15.16,0.17,2891,0.00,0.00,16,30.27,23.50,6.09,15.85,-4.25,0.82
20296,14.70,0.17,2899,0.00,0.00,16,24.30,23.50,6.09,16.14,-4.25,0.82
20478,14.36,0.16,2912,0.00,0.00,16,21.13,17.50,6.09,16.81,-4.25,0.82
20652,14.47,0.17,2916,0.00,0.00,16,28.87,24.50,5.95,16.36,-4.25,0.82
20825,14.01,0.16,2858,0.00,0.00,16,21.48,18.50,5.95,15.12,-4.25,0.82
21001,14.81,0.16,2883,0.00,0.00,16,17.27,19.00,5.80,15.47,-4.25,0.82
21171,14.81,0.16,2890,0.00,0.00,16,19.73,17.50,5.80,15.19,-4.25,0.82
21342,14.81,0.16,2906,0.00,0.00,16,19.02,18.50,5.80,14.99,-4.25,0.82
21520,14.59,0.16,2882,0.00,0.00,16,21.48,16.50,5.80,15.62,-4.25,0.82
21691,14.59,0.16,2901,0.00,0.00,16,19.02,22.00,5.80,14.98,-4.25,0.82
21867,14.24,0.15,2891,0.00,0.00,16,16.91,16.50,5.95,14.79,-4.25,0.82
22037,14.24,0.16,2878,0.00,0.00,16,19.02,19.50,5.80,15.40,-4.25,0.82
22217,14.81,0.15,2892,0.00,0.00,16,19.02,17.50,5.80,15.19,-4.25,0.82
22387,15.39,0.16,2881,0.00,0.00,16,19.73,19.00,5.80,15.33,-4.25,0.82
22564,15.16,0.17,2916,0.00,0.00,16,23.59,21.00,5.80,15.70,-4.25,0.82
22739,14.70,0.15,2886,0.00,0.00,16,25.00,23.50,5.95,16.29,-4.25,0.82
22911,14.36,0.17,2899,0.00,0.00,16,21.48,21.00,5.95,16.00,-4.25,0.82
23086,14.81,0.17,2893,0.00,0.00,16,25.70,24.00,5.95,16.14,-4.25,0.82
23261,14.24,0.17,2876,0.00,0.00,16,23.59,25.50,5.95,16.22,-4.25,0.82
23431,14.13,0.17,2882,0.00,0.00,16,29.22,28.50,5.95,16.44,-4.25,0.82
23609,14.01,0.17,2880,0.00,0.00,16,28.87,27.00,6.09,16.66,-4.25,0.82
23782,14.13,0.17,2862,0.00,0.00,16,26.76,28.00,6.09,16.58,-4.25,0.82
23957,14.13,0.17,2869,0.00,0.00,16,22.19,22.50,6.09,15.78,-4.25,0.84
24127,14.36,0.17,2881,0.00,0.00,16,28.16,29.50,6.24,16.96,-4.25,0.84
24292,14.81,0.18,2847,0.00,0.00,16,33.09,32.50,6.24,17.41,-4.25,0.84
24477,14.36,0.19,2867,0.00,0.00,16,36.60,35.50,6.38,17.33,-4.25,0.86
24655,14.47,0.19,2864,0.00,0.00,16,39.06,39.50,6.53,18.41,-4.25,0.86
24822,14.13,0.20,2847,0.00,0.00,16,41.88,43.00,6.67,18.88,-4.25,0.86
24994,14.47,0.20,2864,0.00,0.00,16,43.28,43.50,6.82,18.88,-4.25,0.88
25171,14.24,0.20,2864,0.00,0.00,16,44.34,43.50,6.96,19.66,-4.25,0.88
25343,14.59,0.22,2842,0.00,0.00,16,44.34,43.50,7.11,20.84,-4.25,0.90
25517,14.24,0.22,2856,0.00,0.00,16,44.34,43.50,7.25,20.40,-4.25,0.90
25692,14.36,0.27,2855,0.00,0.00,16,44.34,43.50,7.40,21.97,-4.25,1.02
25865,14.01,0.31,2843,0.00,0.00,16,43.28,42.50,9.14,29.49,-2.11,1.02
26038,13.90,0.34,2833,0.00,0.00,16,42.58,42.00,9.87,31.73,-1.49,1.06
26212,14.13,0.35,2859,0.00,0.00,16,42.23,41.50,10.59,32.73,-0.89,1.08
26385,14.24,0.37,2840,0.00,0.00,16,40.82,40.00,10.88,35.44,-0.27,1.08
26558,14.13,0.38,2850,0.00,0.00,16,40.47,40.00,11.17,35.69,-0.27,1.08
26734,14.13,0.38,2864,0.00,0.00,16,40.12,40.00,11.46,35.94,-0.27,1.08
26907,14.36,0.38,2869,0.00,0.00,16,39.77,39.00,11.46,36.80,-0.27,1.08
27081,14.36,0.39,2856,0.00,0.00,16,39.41,39.00,11.75,36.81,-0.27,1.08
27251,14.59,0.40,2877,0.00,0.00,16,38.36,38.00,11.90,38.29,-0.27,1.10
27426,14.47,0.40,2861,0.00,0.00,16,38.71,38.00,12.04,38.79,-0.27,1.10
27603,14.59,0.41,2864,0.00,0.00,16,38.36,38.00,12.19,39.34,-0.27,1.10
27774,14.59,0.42,2886,0.00,0.00,16,38.01,38.00,12.48,39.48,0.35,1.12
27949,14.70,0.42,2874,0.00,0.00,16,37.66,37.00,12.62,41.14,0.35,1.10
28119,14.47,0.42,2878,0.00,0.00,16,37.66,36.50,12.62,40.86,0.35,1.10
28290,14.36,0.42,2901,0.00,0.00,16,36.95,37.00,12.62,41.00,0.35,1.10
28469,14.36,0.42,2893,0.00,0.00,16,37.30,36.50,12.77,39.34,0.35,1.10
28638,14.36,0.41,2914,0.00,0.00,16,38.01,38.00,12.62,40.59,-0.27,1.10
28814,14.59,0.41,2894,0.00,0.00,16,38.01,38.00,12.62,40.03,-0.27,1.08
28990,14.47,0.40,2925,0.00,0.00,16,38.71,38.00,12.33,39.33,-0.27,1.06
29163,14.47,0.38,2915,0.00,0.00,16,39.77,40.00,11.90,37.05,-0.89,1.06
29336,14.47,0.37,2925,0.00,0.00,16,40.47,40.00,11.75,36.43,-1.49,1.04
29506,14.59,0.36,2919,0.00,0.00,16,41.52,41.50,11.46,35.06,-1.49,1.04
29680,14.47,0.34,2928,0.00,0.00,16,42.58,42.50,11.03,33.47,-2.11,1.02
29856,14.70,0.34,2919,0.00,0.00,16,42.58,42.50,10.74,33.10,-2.11,1.02
30017,14.47,0.33,2944,0.00,0.00,16,42.93,42.50,10.45,32.40,-2.73,1.00
30189,14.01,0.31,2928,0.00,0.00,16,42.93,42.50,10.30,31.17,-2.73,1.00
30375,14.13,0.31,2947,0.00,0.00,16,43.28,43.50,10.01,29.71,-3.35,1.00
30548,14.13,0.30,2934,0.00,0.00,16,43.63,43.50,9.72,29.17,-3.35,1.00
30718,14.36,0.28,2930,0.00,0.00,16,43.98,43.50,9.29,27.15,-3.35,0.94
30899,13.55,0.27,2949,0.00,0.00,16,44.34,44.00,9.00,26.09,-4.25,0.94
31070,14.01,0.27,2934,0.00,0.00,16,44.34,44.00,8.85,25.79,-4.25,0.94
31244,13.67,0.25,2948,0.00,0.00,16,44.34,44.00,8.71,24.71,-4.25,0.94
31420,14.24,0.27,2933,0.00,0.00,16,44.34,44.00,8.71,26.09,-4.25,0.94
31592,14.01,0.26,2950,0.00,0.00,16,44.34,44.00,8.71,25.68,-4.25,0.94
31771,14.13,0.26,2930,0.00,0.00,16,44.34,44.00,8.56,25.59,-4.25,0.96
31942,14.13,0.26,2938,0.00,0.00,16,44.34,44.00,8.56,25.68,-4.25,0.96
32114,14.24,0.26,2939,0.00,0.00,16,44.34,44.00,8.56,26.10,-4.25,0.96
32289,13.90,0.26,2936,0.00,0.00,16,44.34,44.00,8.56,25.50,-4.25,0.96
32462,14.13,0.26,2954,0.00,0.00,16,44.34,44.00,8.56,25.59,-4.25,0.94
32638,14.01,0.26,2939,0.00,0.00,16,44.34,44.00,8.56,25.68,-4.25,0.94
32810,14.24,0.26,2956,0.00,0.00,16,44.34,44.00,8.56,25.49,-4.25,0.96
32971,14.36,0.25,2964,0.00,0.00,16,44.34,44.00,8.56,26.31,-4.25,0.94
33158,14.47,0.26,2947,0.00,0.00,16,44.34,44.00,8.56,25.59,-4.25,0.94
33331,14.24,0.25,2965,0.00,0.00,16,44.34,44.00,8.42,25.49,-4.25,0.94
33504,13.90,0.25,2958,0.00,0.00,16,44.34,44.00,8.42,25.68,-4.25,0.94
33678,14.24,0.25,2974,0.00,0.00,16,44.34,44.00,8.42,24.80,-4.25,0.94
33855,14.24,0.25,2977,0.00,0.00,16,44.34,44.00,8.27,24.90,-4.25,0.94
34030,14.36,0.24,2965,0.00,0.00,16,44.34,44.00,8.27,24.91,-4.25,0.94
34205,14.36,0.23,2982,0.00,0.00,16,44.34,44.00,8.27,24.23,-4.25,0.94
34375,14.36,0.24,2981,0.00,0.00,16,44.34,44.00,8.27,24.22,-4.25,0.94
34549,14.24,0.24,2972,0.00,0.00,16,44.34,44.00,7.98,24.02,-4.25,0.92
34723,14.01,0.23,2986,0.00,0.00,16,44.34,44.00,7.84,20.50,-4.25,0.92
34894,14.59,0.23,2993,0.00,0.00,16,44.34,44.00,7.84,22.68,-4.25,0.92
35065,14.13,0.23,2977,0.00,0.00,16,44.34,44.00,7.69,21.45,-4.25,0.90
35237,14.36,0.21,2993,0.00,0.00,16,44.34,44.00,7.55,21.71,-4.25,0.90
35416,14.24,0.19,2992,0.00,0.00,16,39.06,39.00,7.40,21.44,-4.25,0.90
35587,14.81,0.21,2989,0.00,0.00,16,44.34,44.00,7.40,21.01,-4.25,0.90
35763,14.70,0.21,2971,0.00,0.00,16,44.34,44.00,7.40,20.67,-4.25,0.90
35939,14.36,0.21,2994,0.00,0.00,16,44.34,44.00,7.25,20.07,-4.25,0.90
36115,14.70,0.21,2977,0.00,0.00,16,44.34,44.00,7.25,20.75,-4.25,0.90
36289,14.47,0.21,2976,0.00,0.00,16,44.34,44.00,7.11,20.67,-4.25,0.88
36462,14.59,0.20,2995,0.00,0.00,16,43.28,41.50,7.11,20.15,-4.25,0.88
36631,14.13,0.19,2977,0.00,0.00,16,35.90,42.50,7.11,19.50,-4.25,0.88
36805,14.59,0.20,2970,0.00,0.00,16,34.84,34.50,6.96,18.72,-4.25,0.88
36978,14.59,0.20,2976,0.00,0.00,16,42.93,44.00,6.96,20.15,-4.25,0.88
37150,13.90,0.20,2995,0.00,0.00,16,44.34,44.00,6.96,20.40,-4.25,0.88
37326,13.90,0.20,2978,0.00,0.00,16,43.28,43.00,6.96,19.66,-4.25,0.88
37503,13.90,0.20,2975,0.00,0.00,16,39.06,35.50,6.82,18.71,-4.25,0.88
37676,14.47,0.19,2995,0.00,0.00,16,37.30,40.50,6.82,19.26,-4.25,0.88
37840,14.01,0.20,2969,0.00,0.00,16,42.58,42.50,6.82,19.50,-4.25,0.88
38012,14.36,0.20,2978,0.00,0.00,16,42.23,40.00,6.82,19.20,-4.25,0.88
38184,14.13,0.20,2997,0.00,0.00,16,41.17,40.00,6.82,19.51,-4.25,0.88
38369,14.36,0.19,2975,0.00,0.00,16,39.41,39.00,6.82,19.04,-4.25,0.86
38545,14.01,0.18,2997,0.00,0.00,16,32.38,36.00,6.67,18.65,-4.25,0.86
38719,14.47,0.18,2990,0.00,0.00,16,38.01,36.50,6.53,18.72,-4.25,0.86
38894,13.90,0.18,2997,0.00,0.00,16,36.25,36.50,6.53,18.49,-4.25,0.86
39063,14.01,0.19,2978,0.00,0.00,16,39.41,36.00,6.53,18.71,-4.25,0.86
39235,14.01,0.18,2981,0.00,0.00,16,33.79,33.50,6.53,18.18,-4.25,0.86
39410,14.13,0.19,2989,0.00,0.00,16,36.60,35.50,6.53,18.64,-4.25,0.86
39587,13.90,0.18,2968,0.00,0.00,16,23.95,30.50,6.53,16.14,-4.25,0.86
39757,14.81,0.18,2980,0.00,0.00,16,31.33,32.50,6.53,17.94,-4.25,0.86
39926,14.81,0.19,2981,0.00,0.00,16,33.09,36.50,6.53,18.33,-4.25,0.86
40098,14.59,0.20,2960,0.00,0.00,16,39.06,39.00,6.67,19.11,-4.25,0.86
40270,13.90,0.19,2970,0.00,0.00,16,36.95,36.50,6.67,18.57,-4.25,0.86
40450,14.13,0.19,2969,0.00,0.00,16,42.93,42.00,6.67,19.35,-4.25,0.86
40626,13.78,0.19,2972,0.00,0.00,16,39.06,39.00,6.67,18.96,-4.25,0.88
40802,14.24,0.20,2971,0.00,0.00,16,41.88,41.50,6.82,19.42,-4.25,0.88
40972,14.47,0.20,2949,0.00,0.00,16,44.34,44.00,6.96,20.15,-4.25,0.88
41154,14.13,0.20,2964,0.00,0.00,16,42.93,44.00,6.96,20.07,-4.25,0.88
41331,14.13,0.21,2934,0.00,0.00,16,44.34,44.00,7.11,20.06,-4.25,0.90
41506,14.59,0.22,2940,0.00,0.00,16,44.34,44.00,7.25,20.49,-4.25,0.92
41679,14.36,0.22,2955,0.00,0.00,16,44.34,44.00,7.40,21.10,-4.25,0.92
