Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
0,14.36,0.12,1226,0.00,0.00,16,14.10,15.50,4.35,4.82,-1.39,0.64
172,14.24,0.12,1202,0.00,0.00,16,14.10,17.50,4.35,4.75,-1.39,0.64
347,14.36,0.12,1183,0.00,0.00,16,14.10,19.00,4.35,4.75,-1.08,0.64
519,14.36,0.12,1182,0.00,0.00,16,14.10,16.50,4.50,4.75,-1.08,0.64
691,14.13,0.12,1182,0.00,0.00,16,14.10,17.00,4.50,4.69,-1.08,0.64
863,14.24,0.12,1151,0.00,0.00,16,14.10,19.50,4.50,4.64,-1.08,0.64
1035,14.24,0.12,1152,0.00,0.00,16,14.10,18.00,4.50,4.66,-1.08,0.64
1206,14.13,0.12,1136,0.00,0.00,16,14.10,19.00,4.50,4.64,-1.08,0.64
1378,14.24,0.12,1132,0.00,0.00,16,14.10,18.50,4.64,4.57,-1.08,0.64
1550,14.24,0.12,1124,0.00,0.00,16,14.10,17.00,4.64,4.57,-1.08,0.64
1722,14.36,0.13,1110,0.00,0.00,16,14.10,19.00,4.64,4.64,-1.08,0.64
1909,14.47,0.13,1104,0.00,0.00,16,14.10,18.50,4.64,4.69,-1.08,0.64
2081,14.47,0.13,1135,0.00,0.00,16,14.10,15.50,4.79,4.75,-1.08,0.64
2253,14.59,0.13,1129,0.00,0.00,16,14.10,15.00,4.79,4.73,-1.08,0.64
2425,14.59,0.12,1131,0.00,0.00,16,14.10,14.00,4.79,4.69,-1.08,0.64
2597,14.47,0.13,1126,0.00,0.00,16,14.10,15.50,4.79,4.88,-1.08,0.66
