Time (msec),A/F Correction #1 (%),A/F Sensor #1 (AFR),Engine Load* (g/rev),Feedback Knock Correction* (degrees),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%)
51410,-2.34,15.27,0.25,0.00,3.94,0.00,8.56,11.19,37.25,-1.49,5.88
51582,1.56,15.27,0.22,0.00,3.91,0.00,8.42,11.25,37.25,-1.49,5.88
51754,5.47,15.85,0.24,0.00,4.12,0.00,8.27,10.99,37.25,-1.80,5.49
51926,0.78,14.81,0.23,0.00,4.03,0.00,7.98,10.85,37.25,-1.80,5.49
52098,2.34,14.81,0.24,0.00,3.96,0.00,7.98,10.79,37.25,-1.80,5.49
52269,3.12,15.04,0.22,0.00,3.75,0.00,7.40,9.31,37.25,-1.80,4.31
52441,0.78,14.47,0.21,0.00,3.59,0.00,7.25,9.17,37.25,-1.49,3.92
52613,1.56,14.47,0.19,0.00,3.09,0.00,6.82,8.78,37.25,-1.49,3.92
52800,3.91,15.04,0.19,0.00,3.20,0.00,6.67,8.74,37.25,-1.80,3.92
52972,4.69,15.27,0.19,0.00,3.47,0.00,6.53,8.69,37.25,-1.80,3.92
53144,3.91,14.93,0.18,0.00,3.20,0.00,6.53,8.44,37.25,-1.49,3.92
53316,4.69,14.81,0.18,0.00,3.31,0.00,6.38,8.44,37.25,-1.49,3.92
53488,5.47,14.93,0.18,0.00,3.28,0.00,6.38,8.36,37.25,-1.80,3.92
53660,6.25,15.16,0.19,0.00,3.26,0.00,6.24,8.27,37.25,-1.80,3.92
53847,6.25,15.04,0.18,0.00,3.19,0.00,6.24,8.36,37.25,-1.80,3.92
54019,5.47,14.59,0.18,0.00,3.23,0.00,6.24,8.27,37.25,-1.80,3.53
54207,6.25,14.59,0.18,0.00,3.19,0.00,6.24,8.31,37.25,-1.80,3.92
54379,6.25,14.81,0.18,0.00,3.27,0.00,6.24,8.23,37.25,-1.80,3.53
54550,6.25,14.81,0.17,0.00,3.24,0.00,6.09,8.14,37.25,-1.80,1.96
54722,6.25,14.70,0.13,0.00,2.65,0.00,5.37,5.00,37.25,-1.80,0.39
54910,5.47,14.01,0.11,0.00,2.32,0.00,4.35,4.28,37.25,-1.80,0.00
55082,4.69,13.67,0.10,0.00,2.04,0.00,3.92,4.36,37.25,-1.80,0.00
55254,3.12,13.32,0.10,0.00,2.06,0.00,3.77,4.88,37.25,-1.80,0.00
55425,2.34,13.09,0.11,0.00,2.34,0.00,3.63,5.10,37.25,-1.49,0.00
55602,0.00,12.52,0.11,0.00,2.32,0.00,3.63,5.13,37.25,-1.49,0.00
55774,-2.34,11.83,0.11,0.00,2.28,0.00,3.63,4.85,37.25,-1.49,0.00
55946,-4.69,11.37,0.08,0.00,2.03,0.00,3.63,4.44,37.25,-1.49,0.00
56118,-6.25,11.60,0.10,0.00,1.72,0.00,3.63,3.93,37.25,-1.49,0.00
56289,-6.25,12.75,0.11,0.00,1.98,0.00,3.48,4.39,37.25,-1.49,0.00
56461,-5.47,13.90,0.10,0.00,1.96,0.00,3.48,4.66,37.25,-1.49,0.00
56633,-7.03,13.21,0.10,0.00,1.96,0.00,3.48,4.31,37.25,-1.49,0.00
56821,-8.59,12.63,0.10,0.00,2.24,0.00,3.48,4.69,37.25,-1.49,0.00
56992,-10.16,12.63,0.11,0.00,1.95,0.00,3.48,4.59,37.25,-1.49,0.00
57164,-10.94,12.63,0.09,0.00,1.94,0.00,3.48,4.36,37.25,-1.49,0.00
57336,-11.72,12.75,0.10,0.00,1.92,0.00,3.48,4.39,37.25,-1.49,0.00
57508,-12.50,13.21,0.10,0.00,1.82,0.00,3.48,4.66,37.25,-1.49,0.00
57680,-12.50,13.90,0.11,0.00,1.92,0.00,3.63,4.31,37.25,-1.49,0.00
57852,-13.28,13.55,0.10,0.00,1.88,0.00,3.63,4.50,37.25,-1.49,0.00
58024,-14.06,13.44,0.10,0.00,1.89,0.00,3.63,4.33,37.25,-1.49,0.00
58211,-14.84,13.44,0.10,0.00,1.89,0.00,3.63,4.11,37.25,-1.49,0.00
58383,-15.62,13.32,0.09,0.00,1.60,0.00,3.63,3.78,37.25,-1.49,0.00
58555,-14.84,14.01,0.09,0.00,1.83,0.00,3.63,3.78,37.25,-1.49,0.00
58727,-14.06,14.70,0.10,0.00,1.85,0.00,3.63,4.06,37.25,-1.49,0.00
58899,-13.28,15.39,0.10,0.00,1.83,0.00,3.63,4.17,37.25,-1.49,0.00
59070,-13.28,15.27,0.09,0.00,1.73,0.00,3.92,3.66,37.25,-1.18,0.00
59242,-13.28,14.93,0.12,0.00,1.85,0.00,4.06,4.00,37.25,-1.18,0.00
59414,-13.28,14.59,0.12,0.00,1.72,0.00,4.35,4.11,37.25,-1.18,0.00
59602,-14.06,14.36,0.11,0.00,1.70,0.00,4.50,3.92,37.25,-1.18,0.00
59774,-14.84,14.13,0.11,0.00,1.67,0.00,4.50,3.69,37.25,-1.18,0.00
59945,-14.84,14.13,0.11,0.00,1.66,0.00,4.64,3.67,37.25,-1.18,0.00
60117,-14.06,14.70,0.12,0.00,1.61,0.00,4.79,3.55,37.25,-1.18,0.00
60289,-13.28,14.93,0.13,0.00,1.60,0.00,4.93,3.85,37.25,-1.18,0.00
60466,-12.50,15.62,0.12,0.00,1.65,0.00,5.08,3.95,37.25,-1.18,0.00
60638,-12.50,15.62,0.13,0.00,1.67,0.00,5.22,4.09,37.25,-1.18,0.00
60809,-11.72,15.73,0.12,0.00,1.69,0.00,5.08,4.00,37.25,-1.18,0.00
60981,-10.94,16.08,0.12,0.00,1.67,0.00,5.08,3.72,37.25,-1.18,0.00
61153,-9.38,16.77,0.16,0.00,1.86,0.00,5.37,4.24,37.25,-1.18,0.00
61325,-7.03,17.69,0.14,0.00,1.88,0.00,5.80,4.85,37.25,-1.18,0.00
61497,-9.38,15.85,0.13,0.00,1.84,0.00,5.51,4.33,37.25,-1.18,0.00
61684,-8.59,15.39,0.14,0.00,1.92,0.00,5.51,4.51,37.25,-1.18,0.00
61856,-7.03,16.08,0.13,0.00,1.72,0.00,5.66,4.44,37.25,-1.18,0.00
62028,-5.47,16.54,0.14,0.00,1.90,0.00,5.51,4.59,37.25,-1.18,0.00
62200,-4.69,16.54,0.13,0.00,1.73,0.00,5.51,4.42,37.25,-1.18,0.00
62372,-3.91,16.31,0.12,0.00,1.68,0.00,5.37,3.91,37.25,-1.18,0.00
62544,-2.34,16.65,0.15,0.00,2.06,0.00,5.66,4.42,37.25,-1.18,0.00
62716,-1.56,17.23,0.13,0.00,1.96,0.00,5.66,4.75,37.25,-1.18,0.00
62887,-1.56,16.08,0.13,0.00,1.74,0.00,5.51,4.36,37.25,-1.18,0.00
63075,-1.56,16.08,0.14,0.00,2.12,0.00,5.51,4.72,37.25,-1.18,0.00
63247,0.00,16.54,0.13,0.00,2.04,0.00,5.51,4.50,37.25,-1.18,0.00
63419,0.00,16.19,0.13,0.00,1.80,0.00,5.22,4.66,37.25,-1.18,0.00
63590,0.78,16.19,0.12,0.00,1.81,0.00,5.22,4.50,37.25,-1.18,0.00
63762,1.56,16.31,0.14,0.00,1.94,0.00,5.22,4.36,37.25,-1.18,0.00
63934,3.12,16.65,0.13,0.00,1.86,0.00,5.37,4.66,37.25,-1.18,0.00
64106,3.12,15.96,0.12,0.00,1.86,0.00,5.08,4.22,37.25,-1.18,0.00
64278,3.12,15.62,0.11,0.00,1.84,0.00,5.08,4.09,37.25,-1.18,0.00
64465,4.69,15.96,0.14,0.00,2.32,0.00,5.08,4.69,37.25,-1.18,0.00
64637,6.25,16.31,0.11,0.00,1.86,0.00,5.22,4.33,37.25,-1.18,0.00
64809,5.47,15.85,0.12,0.00,1.84,0.00,4.93,4.44,37.25,-1.18,0.00
64981,6.25,15.50,0.12,0.00,1.89,0.00,4.93,4.42,37.65,-1.18,0.00
65153,7.03,15.85,0.12,0.00,2.13,0.00,4.93,4.47,37.65,-1.18,0.00
67944,-5.47,12.17,0.17,0.00,3.23,0.00,5.95,7.90,37.65,-1.80,3.92
68116,-0.78,13.67,0.18,0.00,3.63,0.00,6.24,8.65,37.65,-1.80,4.71
68303,-0.78,14.36,0.23,0.00,3.75,0.00,6.53,9.40,37.65,-1.49,5.49
68475,-5.47,13.78,0.29,0.00,4.80,0.00,7.98,12.31,37.65,-1.49,7.84
68647,-9.38,12.75,0.34,0.00,5.00,0.00,9.58,15.11,37.65,-1.49,9.80
68819,-3.12,14.70,0.35,0.00,5.62,0.00,10.59,16.46,37.65,-1.80,10.98
68991,-3.91,14.81,0.39,0.00,6.42,0.00,11.61,18.36,37.65,-1.80,13.33
69163,-3.12,14.93,0.39,0.00,6.37,0.00,12.48,19.51,37.65,-1.80,14.51
69335,0.78,15.39,0.40,0.00,6.88,0.00,12.77,20.34,37.65,-1.49,14.90
69506,2.34,15.73,0.40,0.00,7.51,0.00,12.91,21.28,37.65,-1.49,15.69
69694,3.12,15.50,0.41,0.00,7.63,0.00,12.91,21.80,37.65,-1.49,15.69
69866,3.91,15.39,0.41,0.00,7.96,0.00,12.91,22.99,37.65,-1.18,15.69
70038,5.47,15.39,0.41,0.00,8.66,0.00,12.91,24.60,37.65,-1.49,16.08
70209,4.69,14.93,0.42,0.00,8.90,0.00,12.91,25.18,37.65,-1.49,15.69
70381,5.47,14.81,0.42,0.00,9.18,0.00,12.91,25.78,37.65,-1.49,16.08
70553,4.69,14.81,0.40,0.00,9.53,0.00,12.91,25.88,37.65,-1.49,15.69
70725,6.25,14.93,0.40,0.00,9.29,0.00,12.91,26.51,37.65,-1.49,15.69
70897,6.25,14.93,0.40,0.00,10.03,0.00,12.91,27.66,37.65,-1.49,15.69
71069,6.25,14.70,0.40,0.00,10.28,0.00,12.91,27.95,37.65,-2.11,15.69
71256,6.25,14.70,0.39,0.00,9.52,0.00,12.77,27.34,37.65,-2.11,15.69
71428,7.03,14.81,0.38,0.00,10.23,0.00,12.77,28.27,37.65,-2.11,15.69
71600,7.81,14.81,0.38,0.00,10.48,0.00,12.62,28.38,37.65,-2.11,15.69
71772,7.81,14.81,0.39,0.00,10.70,0.00,12.62,29.46,37.65,-2.11,15.69
71944,6.25,14.47,0.40,0.00,11.00,0.00,12.62,30.44,37.65,-2.11,15.69
72116,7.03,14.47,0.40,0.00,11.38,0.00,12.62,31.88,37.25,-2.11,15.69
72287,6.25,14.59,0.41,0.00,12.06,0.00,12.48,33.42,37.25,-2.11,15.69
72459,4.69,14.36,0.40,0.00,11.88,0.00,12.48,33.78,37.25,-2.11,15.29
72631,3.91,14.59,0.40,0.00,12.29,0.00,12.33,34.88,37.25,-2.42,15.29
72818,4.69,14.47,0.40,0.00,12.54,0.00,12.19,35.23,37.25,-2.42,15.29
72991,3.91,14.36,0.39,0.00,12.94,0.00,12.04,36.20,37.25,-2.42,14.90
73162,3.12,14.59,0.37,0.00,13.14,0.00,11.75,35.83,37.25,-3.64,14.12
73334,3.12,14.59,0.36,0.00,12.21,0.00,11.32,34.63,37.25,-4.56,13.73
73506,3.12,14.59,0.33,0.00,11.79,0.00,10.74,33.17,37.25,-4.56,12.94
73678,3.12,14.70,0.32,0.00,11.32,0.00,10.16,31.65,37.25,-4.56,12.16
73850,3.91,14.70,0.29,0.00,10.79,0.00,9.72,29.13,37.25,-4.56,10.98
74022,0.00,13.78,0.15,0.00,0.00,0.00,6.38,10.08,37.25,-4.56,0.00
74194,0.00,12.17,0.16,0.00,0.00,0.00,4.35,14.01,37.25,-4.56,0.00
74381,0.00,12.63,0.20,0.00,0.00,0.00,3.77,18.88,37.25,-4.25,0.00
74553,0.00,20.44,0.19,0.00,0.00,0.00,3.63,14.54,36.86,-3.94,0.00
74725,0.00,23.77,0.17,0.00,0.00,0.00,3.92,12.48,36.86,-3.04,0.39
74897,0.00,23.43,0.15,0.00,4.00,0.00,4.21,10.00,36.86,-2.73,1.96
75068,0.00,23.20,0.16,0.00,4.08,0.00,4.21,10.13,36.86,-2.73,3.14
75240,-10.94,11.25,0.16,0.00,4.19,0.00,4.50,9.92,36.86,-2.73,5.10
75412,-15.62,11.25,0.18,0.00,4.53,0.00,5.37,12.04,36.86,-3.04,5.88
75584,-10.94,14.24,0.19,0.00,4.83,0.00,6.09,12.70,36.86,-3.04,7.06
75771,-10.16,14.93,0.22,0.00,5.29,0.00,6.82,15.23,36.86,-3.04,8.24
75943,-10.16,14.70,0.31,0.00,7.54,0.00,8.42,20.78,36.86,-3.04,11.37
76115,-9.38,14.70,0.34,0.00,7.61,0.00,10.30,23.94,36.86,-3.04,13.73
76287,-5.47,15.16,0.35,0.00,8.04,0.00,10.88,23.85,36.86,-3.04,13.73
76459,-3.12,15.85,0.35,0.00,8.59,0.00,11.03,24.60,36.86,-3.04,13.73
76631,-0.78,15.62,0.35,0.00,8.71,0.00,11.17,24.80,36.86,-3.04,13.73
76803,0.78,15.50,0.34,0.00,8.75,0.00,11.17,25.47,36.86,-3.04,13.73
76975,0.78,15.16,0.32,0.00,8.38,0.00,10.88,23.55,36.86,-3.35,12.16
77146,0.78,14.81,0.28,0.00,7.97,0.00,9.43,19.75,36.86,-3.35,9.80
77318,-0.78,14.59,0.23,0.00,6.62,0.00,8.27,15.98,36.47,-3.35,7.45
77506,-3.12,13.90,0.20,0.00,5.65,0.00,6.96,13.90,36.47,-3.35,6.27
77678,-4.69,14.01,0.16,0.00,4.73,0.00,6.24,12.10,36.47,-3.35,4.71
77849,-7.03,13.90,0.14,0.00,4.24,0.00,5.22,9.92,36.47,-3.35,3.92
78021,-9.38,13.67,0.13,0.00,3.78,0.00,4.64,9.31,36.47,-3.35,3.53
78193,-10.16,14.13,0.13,0.00,3.81,0.00,4.50,9.40,36.47,-3.35,3.53
78365,-10.94,14.24,0.12,0.00,3.32,0.00,4.35,8.91,36.47,-3.35,3.53
78537,-10.94,14.24,0.12,0.00,3.26,0.00,4.21,8.23,36.47,-3.35,3.53
78709,-9.38,14.93,0.12,0.00,3.30,0.00,4.21,8.65,36.47,-3.35,3.53
78896,-9.38,14.93,0.12,0.00,3.27,0.00,4.21,8.47,36.47,-3.35,3.53
79068,-9.38,14.59,0.11,0.00,3.27,0.00,4.21,8.23,36.47,-3.35,3.53
79240,-7.81,14.93,0.12,0.00,3.28,0.00,4.21,8.39,36.47,-3.35,3.53
79412,-7.03,15.04,0.11,0.00,3.27,0.00,4.21,8.31,36.47,-3.35,3.14
79584,-8.59,14.47,0.11,0.00,3.16,0.00,4.21,8.11,36.47,-3.04,3.53
79756,-8.59,14.36,0.10,0.00,3.19,0.00,4.21,7.37,36.47,-3.04,3.14
79928,-5.47,15.16,0.13,0.00,3.65,0.00,4.35,8.74,36.47,-3.35,4.31
80099,-3.12,15.50,0.17,0.00,4.68,0.00,5.37,11.09,36.47,-3.04,6.67
80271,-10.94,13.90,0.21,0.00,5.12,0.00,6.09,13.60,36.47,-3.35,8.24
80459,-6.25,14.59,0.24,0.00,6.00,0.00,7.40,16.73,36.47,-3.04,9.41
80630,-4.69,15.16,0.26,0.00,6.05,0.00,8.42,18.05,36.47,-3.35,10.98
80802,0.00,15.96,0.31,0.00,7.47,0.00,9.29,21.45,36.47,-3.35,12.94
80974,1.56,15.50,0.35,0.00,8.40,0.00,10.59,24.80,36.47,-3.35,14.12
81146,3.12,15.39,0.34,0.00,8.99,0.00,11.03,25.47,36.47,-2.73,14.51
81318,4.69,15.27,0.35,0.00,8.95,0.00,11.32,25.78,36.47,-3.04,14.51
81490,4.69,15.04,0.36,0.00,9.52,0.00,11.46,27.02,36.47,-3.04,14.51
81662,4.69,14.70,0.34,0.00,9.07,0.00,11.32,25.78,36.08,-3.35,13.73
81834,6.25,14.81,0.34,0.00,8.87,0.00,11.03,25.18,36.08,-3.35,12.94
82006,7.03,15.16,0.32,0.00,9.01,0.00,10.59,25.08,36.08,-3.35,12.16
82177,7.81,14.93,0.30,0.00,8.87,0.00,10.16,23.74,36.08,-3.35,10.20
82365,6.25,14.36,0.26,0.00,7.44,0.00,8.85,19.36,36.08,-3.64,8.63
82523,6.25,14.36,0.22,0.00,6.53,0.00,7.84,16.73,36.08,-3.64,7.45
82711,7.81,15.04,0.20,0.00,6.03,0.00,7.25,15.84,36.08,-3.64,7.06
82883,7.81,14.93,0.19,0.00,5.56,0.00,6.67,14.42,36.08,-3.64,5.88
83055,4.69,13.90,0.16,0.00,5.05,0.00,5.66,12.20,36.08,-3.64,4.31
83226,0.00,13.21,0.14,0.00,4.51,0.00,5.08,11.09,36.08,-3.64,3.92
83398,2.34,14.47,0.13,0.00,4.00,0.00,4.79,10.07,36.08,-3.64,3.53
83570,3.12,14.81,0.13,0.00,3.97,0.00,4.50,10.07,36.08,-3.64,3.14
83742,2.34,14.81,0.13,0.00,4.03,0.00,4.50,10.03,36.08,-3.64,3.14
83914,-0.78,13.78,0.12,0.00,4.00,0.00,4.35,9.48,36.08,-3.64,3.14
84101,-0.78,14.24,0.12,0.00,4.00,0.00,4.35,9.53,36.08,-3.64,3.14
84273,0.78,14.70,0.12,0.00,3.97,0.00,4.35,9.52,36.08,-3.64,3.14
84445,0.00,14.59,0.12,0.00,3.95,0.00,4.21,9.18,36.08,-3.35,3.14
84617,0.78,14.59,0.11,0.00,3.92,0.00,4.21,9.09,36.08,-3.64,3.14
84789,1.56,14.81,0.11,0.00,3.45,0.00,4.06,8.69,36.08,-3.64,3.14
84961,2.34,14.93,0.10,0.00,3.51,0.00,4.06,8.06,36.08,-3.35,2.35
85133,1.56,14.59,0.10,0.00,3.41,0.00,3.77,7.82,36.08,-3.35,1.96
85304,0.00,14.24,0.10,0.00,3.40,0.00,3.63,7.70,36.08,-3.35,1.18
85476,-4.69,13.44,0.10,0.00,2.94,0.00,3.48,7.14,36.08,-3.35,1.18
85658,0.00,13.32,0.10,0.00,0.00,0.00,3.48,7.50,36.08,-3.35,1.18
85830,0.00,14.70,0.09,0.00,0.00,0.00,3.48,7.41,36.08,-3.35,1.18
86002,0.00,19.64,0.09,0.00,0.00,0.00,3.63,7.14,36.08,-3.35,1.18
86174,0.00,24.81,0.09,0.00,0.00,0.00,3.77,6.66,36.08,-3.35,1.18
86346,0.00,23.77,0.09,0.00,0.00,0.00,3.77,6.59,36.08,-3.35,1.18
86518,0.00,23.66,0.09,0.00,0.00,0.00,3.92,6.66,36.08,-3.35,0.78
86705,0.00,23.77,0.09,0.00,3.26,0.00,3.92,6.70,36.08,-3.35,1.18
86877,0.00,23.54,0.10,0.00,3.64,0.00,3.63,7.32,36.08,-3.35,1.96
87049,0.00,15.27,0.10,0.00,3.30,0.00,3.77,7.21,36.08,-3.35,2.35
87221,-9.38,13.09,0.10,0.00,3.26,0.00,3.77,7.10,36.08,-3.35,2.75
87393,0.00,13.32,0.09,0.00,0.00,0.00,3.34,5.64,36.08,-3.35,0.00
87569,0.00,14.59,0.09,0.00,0.00,0.00,3.19,5.90,36.08,-3.35,0.00
87741,0.00,15.50,0.08,0.00,0.00,0.00,3.34,6.15,36.08,-3.35,0.00
87913,0.00,22.05,0.08,0.00,0.00,0.00,3.34,5.93,36.08,-3.04,0.00
88085,0.00,24.92,0.08,0.00,0.00,0.00,3.48,6.04,36.08,-3.04,0.00
88257,0.00,23.89,0.08,0.00,0.00,0.00,3.48,5.87,36.08,-3.04,0.00
88428,0.00,23.77,0.08,0.00,0.00,0.00,3.48,5.80,36.08,-3.04,0.00
88616,0.00,23.77,0.08,0.00,0.00,0.00,3.48,5.80,36.08,-3.04,0.00
88788,0.00,24.12,0.08,0.00,0.00,0.00,3.48,5.80,36.08,-3.04,0.00
88960,0.00,24.12,0.08,0.00,0.00,0.00,3.48,5.90,36.08,-3.04,0.00
89132,0.00,23.77,0.08,0.00,0.00,0.00,3.48,6.00,36.08,-3.04,0.00
89303,0.00,24.12,0.09,0.00,0.00,0.00,3.48,6.11,36.08,-3.04,0.39
89475,0.00,23.43,0.08,0.00,0.00,0.00,3.63,5.71,36.08,-3.04,0.39
89647,0.00,24.00,0.09,0.00,0.00,0.00,3.77,6.04,36.08,-3.04,0.39
89819,0.00,23.77,0.09,0.00,0.00,0.00,3.77,6.37,36.08,-3.04,0.78
89991,0.00,24.00,0.09,0.00,0.00,0.00,3.92,6.29,36.08,-3.04,0.78
90178,0.00,24.00,0.09,0.00,3.11,0.00,4.06,6.66,36.08,-3.04,1.18
90350,0.00,24.00,0.09,0.00,3.07,0.00,3.77,6.15,36.08,-3.04,1.18
90522,0.00,23.31,0.18,0.00,4.89,0.00,5.08,10.10,36.08,-3.04,7.06
90694,-7.81,13.55,0.20,0.00,5.27,0.00,6.09,13.60,36.08,-3.04,7.84
90866,-5.47,13.21,0.21,0.00,5.74,0.00,6.96,14.73,36.08,-3.04,8.63
91038,-2.34,15.16,0.27,0.00,7.02,0.00,7.98,18.21,36.08,-3.04,10.98
91209,-4.69,14.36,0.28,0.00,6.76,0.00,9.14,19.74,36.08,-3.04,11.37
91381,-1.56,15.04,0.29,0.00,7.20,0.00,9.43,20.78,36.08,-3.04,11.37
91553,-0.78,15.27,0.31,0.00,7.65,0.00,9.58,20.78,36.08,-3.04,11.37
91725,-0.78,15.04,0.30,0.00,7.72,0.00,9.72,21.03,36.08,-3.04,11.37
91912,1.56,15.04,0.27,0.00,7.31,0.00,8.85,17.40,36.08,-3.04,7.06
92084,-5.47,13.44,0.19,0.00,5.49,0.00,7.25,12.52,36.08,-3.04,6.27
92256,-4.69,13.90,0.14,0.00,4.13,0.00,5.51,8.91,36.08,-3.04,3.92
92428,-8.59,13.67,0.13,0.00,3.69,0.00,4.79,9.13,36.08,-3.04,3.92
92600,-7.81,14.13,0.12,0.00,3.67,0.00,4.64,8.95,36.08,-3.04,3.92
92772,-6.25,14.81,0.12,0.00,3.63,0.00,4.50,8.39,36.08,-3.04,3.92
92944,-5.47,14.93,0.18,0.00,5.14,0.00,5.37,12.10,36.08,-3.35,6.67
93116,-10.94,14.24,0.19,0.00,5.07,0.00,6.09,13.78,36.08,-3.04,7.06
93287,-7.03,14.59,0.20,0.00,5.09,0.00,6.53,14.07,36.08,-3.04,7.45
93459,-2.34,15.73,0.20,0.00,5.02,0.00,6.67,14.37,36.08,-3.35,7.45
93647,-3.12,15.50,0.17,0.00,4.61,0.00,6.38,11.29,36.08,-3.04,5.49
93819,-3.12,14.59,0.16,0.00,4.15,0.00,5.80,11.24,36.08,-3.04,5.49
93991,0.00,15.39,0.16,0.00,4.15,0.00,5.66,11.29,36.08,-3.04,5.49
94162,0.78,15.27,0.16,0.00,4.10,0.00,5.66,11.15,36.08,-3.04,5.49
94334,0.78,14.81,0.16,0.00,4.13,0.00,5.66,11.35,36.08,-3.04,5.49
94506,2.34,15.16,0.16,0.00,4.09,0.00,5.66,11.09,36.08,-3.04,5.49
94678,3.91,15.04,0.16,0.00,4.04,0.00,5.66,11.19,36.08,-3.04,5.49
94850,4.69,15.04,0.16,0.00,4.51,0.00,5.66,11.66,36.08,-3.04,5.49
95022,4.69,14.81,0.16,0.00,4.07,0.00,5.66,11.15,36.08,-3.04,5.49
95209,4.69,14.81,0.16,0.00,4.07,0.00,5.66,10.69,36.08,-3.04,5.49
95381,7.03,15.04,0.16,0.00,4.43,0.00,5.66,11.15,36.08,-3.04,5.49
95553,7.03,14.93,0.17,0.00,4.43,0.00,5.80,11.15,36.08,-3.04,5.49
95725,7.03,14.70,0.16,0.00,4.48,0.00,5.80,11.29,36.08,-3.04,5.49
95897,0.00,14.81,0.10,0.00,0.00,0.00,4.21,5.10,36.08,-3.04,0.00
96069,0.00,14.13,0.09,0.00,0.00,0.00,3.63,5.67,36.08,-3.04,0.00
96240,0.00,15.04,0.09,0.00,0.00,0.00,3.48,5.67,36.08,-3.04,0.00
96412,0.00,22.62,0.09,0.00,0.00,0.00,3.63,6.15,36.08,-2.73,0.00
96584,0.00,24.00,0.10,0.00,0.00,0.00,3.63,6.37,36.08,-2.73,0.39
96771,0.00,23.66,0.11,0.00,3.31,0.00,3.92,7.03,36.08,-2.73,1.96
96943,0.00,23.20,0.12,0.00,3.30,0.00,4.06,7.57,36.08,-2.73,3.14
97104,0.00,15.96,0.12,0.00,3.63,0.00,4.21,7.74,36.08,-2.73,3.14
97292,-4.69,13.55,0.13,0.00,3.60,0.00,4.50,8.14,36.08,-2.73,3.53
97464,-6.25,13.55,0.13,0.00,3.58,0.00,4.64,8.27,36.08,-2.73,3.53
97636,-7.03,13.78,0.14,0.00,3.56,0.00,4.64,8.36,36.08,-2.73,3.92
97807,-6.25,14.47,0.13,0.00,3.57,0.00,4.79,8.36,36.08,-2.73,3.92
97984,-5.47,14.81,0.14,0.00,3.56,0.00,4.79,8.27,36.08,-2.73,3.92
98160,-4.69,14.93,0.14,0.00,3.55,0.00,4.93,8.52,36.08,-2.73,3.92
98332,-5.47,14.70,0.15,0.00,3.53,0.00,4.93,8.78,36.08,-2.73,3.92
98504,-6.25,14.47,0.14,0.00,3.52,0.00,4.93,8.77,36.08,-2.42,3.92
98676,-7.03,14.24,0.17,0.00,3.51,0.00,5.08,8.91,36.08,-2.42,5.49
98848,-5.47,14.81,0.21,0.00,4.68,0.00,6.09,12.53,36.08,-2.73,6.67
99035,-10.16,13.90,0.22,0.00,4.71,0.00,6.82,13.54,36.08,-2.42,7.45
99207,-5.47,14.81,0.23,0.00,5.06,0.00,7.25,13.90,36.08,-2.42,7.45
99379,-3.12,15.62,0.23,0.00,5.10,0.00,7.55,14.25,36.08,-2.42,7.84
99551,-2.34,15.39,0.24,0.00,5.09,0.00,7.69,14.61,36.08,-2.73,7.84
99723,-0.78,15.50,0.24,0.00,5.16,0.00,7.69,14.54,36.08,-2.73,7.84
99895,0.78,15.39,0.24,0.00,5.02,0.00,7.84,14.54,36.08,-2.73,7.84
100067,2.34,15.27,0.22,0.00,5.21,0.00,7.69,14.42,36.08,-2.73,5.88
100239,0.00,14.93,0.19,0.00,4.42,0.00,6.53,10.89,36.08,-2.73,5.49
100410,-0.78,14.24,0.17,0.00,4.01,0.00,6.09,10.79,36.08,-2.73,5.10
100582,0.78,14.70,0.17,0.00,4.02,0.00,5.80,10.79,36.08,-2.73,5.10
100770,1.56,14.93,0.17,0.00,4.02,0.00,5.80,10.59,36.08,-2.73,5.10
100942,1.56,14.81,0.17,0.00,4.01,0.00,5.66,10.48,36.08,-2.73,5.10
101113,2.34,14.81,0.16,0.00,3.65,0.00,5.66,9.97,36.08,-2.73,4.31
101285,2.34,14.81,0.14,0.00,3.65,0.00,5.22,8.87,36.08,-2.73,3.92
101462,0.78,14.36,0.13,0.00,3.24,0.00,4.93,8.82,36.08,-2.73,3.92
101634,3.91,14.81,0.13,0.00,3.20,0.00,4.79,8.52,36.08,-2.73,3.53
101806,6.25,15.50,0.13,0.00,3.60,0.00,4.79,8.52,36.08,-2.73,3.92
101985,6.25,15.04,0.13,0.00,3.20,0.00,4.79,8.31,36.08,-2.73,2.75
102154,5.47,14.70,0.11,0.00,2.81,0.00,4.35,6.70,36.08,-2.73,2.35
102326,3.91,14.13,0.11,0.00,3.20,0.00,4.21,7.10,36.08,-2.73,2.35
102502,6.25,14.93,0.10,0.00,2.81,0.00,4.06,6.81,36.08,-2.73,0.78
102674,0.00,14.93,0.10,0.00,0.00,0.00,3.63,5.67,36.08,-2.73,0.00
102846,0.00,15.04,0.10,0.00,0.00,0.00,3.48,5.74,36.08,-2.73,0.00
103018,0.00,21.82,0.10,0.00,0.00,0.00,3.63,5.90,36.08,-2.42,0.00
103190,0.00,24.81,0.10,0.00,0.00,0.00,3.63,6.07,36.08,-2.42,0.00
103362,0.00,23.77,0.10,0.00,0.00,0.00,3.63,6.26,36.08,-2.42,0.00
