Time (msec),A/F Sensor #1 (Direct)* (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Coolant Temperature (F)
0,14.90,0.13,983,0.00,0.00,16,14.10,15.00,4.33,-1.08,0.64,163
187,14.87,0.13,992,0.00,0.00,16,14.10,14.50,4.33,-1.08,0.64,163
359,14.79,0.13,1020,0.00,0.00,16,14.10,11.50,4.28,-1.08,0.64,163
547,14.77,0.13,1012,0.00,0.00,16,14.10,13.00,4.33,-1.08,0.64,163
734,14.60,0.13,985,0.00,0.00,16,14.10,14.50,4.33,-1.08,0.64,163
906,14.76,0.13,988,0.00,0.00,16,14.10,15.50,4.36,-1.08,0.64,163
1094,14.81,0.13,1016,0.00,0.00,16,14.10,12.00,4.36,-1.08,0.64,163
1281,14.74,0.13,1005,0.00,0.00,16,14.10,12.00,4.31,-1.08,0.64,163
1453,14.42,0.13,1000,0.00,0.00,16,14.10,14.00,4.33,-1.08,0.64,163
1645,14.53,0.13,1003,0.00,0.00,16,14.10,14.00,4.31,-1.08,0.64,163
1817,14.51,0.13,1004,0.00,0.00,16,14.10,14.00,4.36,-1.08,0.64,163
2005,14.76,0.13,1009,0.00,0.00,16,14.10,13.00,4.36,-1.08,0.64,163
4869,14.51,0.13,1012,0.00,0.00,16,14.10,13.50,4.31,-1.08,0.64,163
5041,14.35,0.13,1013,0.00,0.00,16,14.10,14.00,4.31,-1.08,0.64,163
5228,14.49,0.13,1018,0.00,0.00,16,14.10,13.00,4.31,-1.08,0.64,163
5416,14.67,0.13,1004,0.00,0.00,16,14.10,14.00,4.31,-1.08,0.64,163
5588,14.66,0.13,1001,0.00,0.00,16,14.10,14.50,4.28,-1.08,0.64,163
5775,14.75,0.13,1003,0.00,0.00,16,14.10,15.00,4.31,-1.08,0.64,163
5947,14.82,0.13,1004,0.00,0.00,16,14.10,14.00,4.33,-1.08,0.64,163
6135,14.84,0.13,1004,0.00,0.00,16,14.10,14.00,4.31,-1.08,0.64,163
6322,14.67,0.13,1005,0.00,0.00,16,14.10,13.50,4.33,-1.08,0.64,163
6510,14.68,0.13,1010,0.00,0.00,16,14.10,13.00,4.31,-1.08,0.64,163
6682,14.51,0.13,1002,0.00,0.00,16,14.10,13.00,4.36,-1.08,0.64,163
6869,14.65,0.13,997,0.00,0.00,16,14.10,14.50,4.31,-1.08,0.64,163
7056,14.36,0.13,1000,0.00,0.00,16,14.10,14.00,4.34,-1.08,0.64,163
7244,14.65,0.13,1008,0.00,0.00,16,14.10,13.00,4.36,-1.08,0.64,163
7416,14.51,0.13,1002,0.00,0.00,16,14.10,14.00,4.31,-1.08,0.64,163
10229,13.87,0.16,1150,0.00,0.00,16,15.51,14.50,6.26,-1.08,0.70,165
10401,13.99,0.16,1225,0.00,0.00,16,17.97,16.50,6.62,-1.39,0.70,165
10588,14.53,0.16,1335,0.00,0.00,16,21.48,20.50,7.10,-1.39,0.72,165
10780,14.87,0.15,1440,0.00,0.00,16,25.70,25.00,7.46,-1.39,0.74,165
10952,15.22,0.15,1545,0.00,0.00,16,27.46,26.00,7.74,-1.39,0.74,165
11144,15.12,0.15,1602,0.00,0.00,16,28.16,27.50,7.78,-1.39,0.74,165
11316,14.98,0.15,1624,0.00,0.00,16,28.52,28.00,7.94,-1.39,0.74,165
11504,14.59,0.15,1620,0.00,0.00,16,28.52,28.50,8.36,-1.39,0.74,165
11691,14.30,0.16,1594,0.00,0.00,16,28.16,28.00,8.39,-1.39,0.74,165
11866,14.06,0.17,1554,0.00,0.00,16,27.46,27.50,8.56,-1.39,0.74,165
12053,13.95,0.18,1524,0.00,0.00,16,27.11,27.00,8.60,-1.39,0.76,165
12225,14.32,0.14,1504,0.00,0.00,16,22.89,27.50,5.76,-1.39,0.64,165
12418,13.89,0.10,1496,0.00,0.00,16,15.16,19.00,4.04,-1.39,0.64,165
12589,13.46,0.10,1378,0.00,0.00,16,14.10,22.00,4.29,-1.39,0.64,165
12777,13.68,0.11,1262,0.00,0.00,16,14.10,22.00,4.69,-1.39,0.64,165
12964,13.36,0.11,1239,0.00,0.00,16,14.10,22.00,4.57,-1.39,0.64,165
13152,13.72,0.11,1199,0.00,0.00,16,14.10,22.00,4.51,-1.08,0.64,165
13324,13.79,0.12,1140,0.00,0.00,16,14.10,22.00,4.51,-1.08,0.64,165
13511,13.93,0.12,1115,0.00,0.00,16,14.10,22.00,4.35,-1.08,0.64,165
13699,13.90,0.12,1072,0.00,0.00,16,14.10,22.00,4.32,-1.08,0.64,165
13871,13.53,0.12,1050,0.00,0.00,16,14.10,22.00,4.29,-1.08,0.64,165
14058,13.90,0.12,1012,0.00,0.00,16,14.10,22.00,4.18,-1.08,0.64,165
14245,13.84,0.13,959,0.00,0.00,16,14.10,22.00,4.15,-1.08,0.64,165
14417,14.28,0.14,903,0.00,0.00,16,14.10,22.00,4.35,-1.08,0.64,165
14605,14.40,0.15,924,0.00,0.00,16,14.10,22.00,4.46,-1.08,0.64,165
14792,14.79,0.14,940,0.00,0.00,16,14.10,20.00,4.57,-1.08,0.64,165
14964,14.84,0.14,976,0.00,0.00,16,14.10,15.50,4.69,-1.08,0.64,165
15167,15.32,0.15,984,0.00,0.00,16,14.10,14.00,4.75,-1.08,0.64,165
15339,15.93,0.15,984,0.00,0.00,16,14.10,14.50,4.95,-1.08,0.64,165
15527,16.39,0.15,1004,0.00,0.00,16,14.10,11.50,4.88,-1.08,0.64,165
15699,16.24,0.15,1008,0.00,0.00,16,14.10,12.00,4.85,-1.08,0.64,165
15889,16.09,0.14,1014,0.00,0.00,16,14.10,11.50,4.88,-1.08,0.64,165
16061,15.93,0.15,1014,0.00,0.00,16,14.10,12.00,4.97,-1.08,0.64,165
16248,15.63,0.14,1040,0.00,0.00,16,14.10,11.50,4.82,-1.08,0.64,165
16436,15.42,0.14,1045,0.00,0.00,16,14.10,10.00,4.82,-1.08,0.64,165
16623,15.27,0.14,1030,0.00,0.00,16,14.10,12.00,4.95,-1.08,0.64,165
16795,15.18,0.14,1052,0.00,0.00,16,14.10,10.50,4.88,-1.08,0.64,165
16982,15.06,0.14,1047,0.00,0.00,16,14.10,9.50,4.73,-1.08,0.64,165
17169,15.00,0.13,1064,0.00,0.00,16,14.10,11.50,4.73,-1.08,0.64,165
17341,14.82,0.14,1042,0.00,0.00,16,14.10,13.00,4.69,-1.08,0.64,165
17530,14.85,0.14,1041,0.00,0.00,16,14.10,13.00,4.79,-1.08,0.64,165
17717,14.87,0.13,1058,0.00,0.00,16,14.10,11.50,4.66,-1.08,0.64,165
17889,14.88,0.13,1041,0.00,0.00,16,14.10,11.50,4.64,-1.08,0.64,165
18077,14.77,0.13,1043,0.00,0.00,16,14.10,14.00,4.64,-1.08,0.64,165
18253,14.74,0.13,1046,0.00,0.00,16,14.10,13.50,4.64,-1.08,0.64,165
18441,14.77,0.13,1054,0.00,0.00,16,14.10,13.00,4.64,-1.08,0.64,165
18628,14.82,0.13,1055,0.00,0.00,16,14.10,13.00,4.57,-1.08,0.64,165
18815,14.77,0.13,1036,0.00,0.00,16,14.10,14.00,4.57,-1.08,0.64,165
18987,14.84,0.13,1036,0.00,0.00,16,14.10,14.50,4.57,-1.08,0.64,165
19177,14.87,0.13,1048,0.00,0.00,16,14.10,13.00,4.51,-1.08,0.64,165
19364,14.82,0.13,1034,0.00,0.00,16,14.10,15.00,4.51,-1.08,0.64,165
19541,14.77,0.13,1044,0.00,0.00,16,14.10,13.50,4.57,-1.08,0.64,165
19728,14.82,0.13,1041,0.00,0.00,16,14.10,13.50,4.51,-1.08,0.64,165
19900,14.82,0.13,1043,0.00,0.00,16,14.10,13.50,4.40,-1.08,0.64,165
20088,14.74,0.13,1035,0.00,0.00,16,14.10,14.50,4.40,-1.08,0.64,165
20280,14.70,0.13,1026,0.00,0.00,16,14.10,15.50,4.46,-1.08,0.64,165
20452,14.56,0.13,1029,0.00,0.00,16,14.10,14.50,4.40,-1.08,0.64,165
20639,14.61,0.13,1039,0.00,0.00,16,14.10,13.00,4.35,-1.08,0.64,165
20827,14.62,0.13,1021,0.00,0.00,16,14.10,15.50,4.35,-1.08,0.64,165
20999,14.44,0.13,1020,0.00,0.00,16,14.10,15.00,4.40,-1.08,0.64,165
21189,14.67,0.13,1030,0.00,0.00,16,14.10,14.00,4.35,-1.08,0.64,165
21361,14.49,0.13,1010,0.00,0.00,16,14.10,14.50,4.35,-1.08,0.64,165
21554,14.58,0.13,1009,0.00,0.00,16,14.10,15.50,4.35,-1.08,0.64,165
21738,14.32,0.13,1020,0.00,0.00,16,14.10,14.00,4.35,-1.08,0.64,165
21910,14.45,0.13,1012,0.00,0.00,16,14.10,15.00,4.35,-1.08,0.64,165
22098,14.58,0.13,997,0.00,0.00,16,14.10,16.50,4.32,-1.08,0.64,167
22285,14.79,0.13,1007,0.00,0.00,16,14.10,15.00,4.32,-1.08,0.64,167
22457,14.65,0.13,1008,0.00,0.00,16,14.10,14.00,4.29,-1.08,0.64,167
22649,14.80,0.13,1006,0.00,0.00,16,14.10,14.00,4.29,-1.08,0.64,167
22836,14.81,0.13,994,0.00,0.00,16,14.10,15.50,4.29,-1.08,0.64,167
23008,14.82,0.13,995,0.00,0.00,16,14.10,15.00,4.35,-1.08,0.64,167
23196,14.84,0.13,1011,0.00,0.00,16,14.10,13.50,4.37,-1.08,0.64,167
23383,14.77,0.13,1010,0.00,0.00,16,14.10,13.00,4.35,-1.08,0.64,167
23555,14.77,0.13,988,0.00,0.00,16,14.10,15.50,4.32,-1.08,0.64,167
23742,14.52,0.13,1012,0.00,0.00,16,14.10,13.00,4.35,-1.08,0.64,167
23930,14.72,0.13,1012,0.00,0.00,16,14.10,13.00,4.35,-1.08,0.64,167
24102,14.51,0.13,994,0.00,0.00,16,14.10,14.50,4.40,-1.08,0.64,167
24289,14.72,0.13,1004,0.00,0.00,16,14.10,13.50,4.35,-1.08,0.64,167
24477,14.53,0.13,996,0.00,0.00,16,14.10,14.00,4.40,-1.08,0.64,167
24649,14.63,0.13,1015,0.00,0.00,16,14.10,12.00,4.35,-1.08,0.64,167
24836,14.50,0.13,996,0.00,0.00,16,14.10,13.00,4.32,-1.08,0.64,167
25025,14.51,0.13,1000,0.00,0.00,16,14.10,14.00,4.35,-1.08,0.64,167
25197,14.56,0.13,1018,0.00,0.00,16,14.10,12.00,4.37,-1.08,0.64,167
25384,14.86,0.13,1022,0.00,0.00,16,14.10,12.00,4.40,-1.08,0.64,167
25572,14.87,0.13,1012,0.00,0.00,16,14.10,14.00,4.37,-1.08,0.64,167
25744,14.85,0.13,995,0.00,0.00,16,14.10,15.50,4.37,-1.08,0.64,167
25931,14.82,0.13,1016,0.00,0.00,16,14.10,12.50,4.40,-1.08,0.64,167
26119,14.72,0.13,1017,0.00,0.00,16,14.10,13.00,4.37,-1.08,0.64,167
26306,14.67,0.13,1021,0.00,0.00,16,14.10,12.50,4.40,-1.08,0.64,167
26478,14.56,0.13,1016,0.00,0.00,16,14.10,13.50,4.37,-1.08,0.64,167
26665,14.81,0.13,1021,0.00,0.00,16,14.10,13.00,4.35,-1.08,0.64,167
26853,14.79,0.13,1023,0.00,0.00,16,14.10,13.00,4.35,-1.08,0.64,167
27025,14.77,0.13,1026,0.00,0.00,16,14.10,13.00,4.40,-1.08,0.64,167
27212,14.75,0.13,1023,0.00,0.00,16,14.10,13.00,4.37,-1.08,0.64,167
27401,14.79,0.13,1033,0.00,0.00,16,14.10,13.50,4.40,-1.08,0.64,167
27573,14.68,0.13,1038,0.00,0.00,16,14.10,12.00,4.40,-1.08,0.64,167
27760,14.42,0.13,1033,0.00,0.00,16,14.10,13.00,4.40,-1.08,0.64,167
27948,14.49,0.13,1020,0.00,0.00,16,14.10,14.00,4.35,-1.08,0.64,167
28120,14.25,0.13,1030,0.00,0.00,16,14.10,12.50,4.35,-1.08,0.64,167
28311,14.54,0.13,1015,0.00,0.00,16,14.10,14.50,4.35,-1.08,0.64,167
28483,14.74,0.13,1013,0.00,0.00,16,14.10,15.00,4.40,-1.08,0.64,167
28671,14.87,0.12,1036,0.00,0.00,16,14.10,12.00,4.29,-1.08,0.64,167
28858,14.79,0.13,1008,0.00,0.00,16,14.10,15.50,4.29,-1.08,0.64,167
29030,14.75,0.13,1018,0.00,0.00,16,14.10,14.00,4.29,-1.08,0.64,167
29218,14.76,0.13,1017,0.00,0.00,16,14.10,15.00,4.29,-1.08,0.64,167
29405,14.65,0.13,1012,0.00,0.00,16,14.10,14.00,4.32,-1.08,0.64,167
29592,14.73,0.12,1021,0.00,0.00,16,14.10,13.50,4.26,-1.08,0.64,167
29764,14.72,0.13,1004,0.00,0.00,16,14.10,15.50,4.29,-1.08,0.64,167
29952,14.81,0.13,1011,0.00,0.00,16,14.10,14.00,4.29,-1.08,0.64,167
30139,14.84,0.12,1012,0.00,0.00,16,14.10,13.50,4.24,-1.08,0.64,167
30316,14.87,0.12,1018,0.00,0.00,16,14.10,13.50,4.18,-1.08,0.64,167
30503,14.74,0.12,1019,0.00,0.00,16,14.10,13.00,4.21,-1.08,0.64,167
30691,14.82,0.13,1004,0.00,0.00,16,14.10,15.00,4.21,-1.08,0.64,167
30863,14.81,0.12,1031,0.00,0.00,16,14.10,13.50,4.24,-1.08,0.64,167
31055,14.84,0.12,1018,0.00,0.00,16,14.10,13.00,4.18,-1.08,0.64,167
31232,14.77,0.13,993,0.00,0.00,16,14.10,16.50,4.18,-1.08,0.64,167
31419,14.63,0.13,988,0.00,0.00,16,14.10,16.00,4.29,-1.08,0.64,167
31591,14.79,0.12,1020,0.00,0.00,16,14.10,12.50,4.24,-1.08,0.64,167
31778,14.63,0.12,1008,0.00,0.00,16,14.10,11.50,4.18,-1.08,0.64,167
31966,14.62,0.13,998,0.00,0.00,16,14.10,15.00,4.18,-1.08,0.64,167
32138,14.38,0.13,1012,0.00,0.00,16,14.10,14.00,4.29,-1.08,0.64,167
32330,14.72,0.12,1022,0.00,0.00,16,14.10,12.00,4.24,-1.08,0.64,167
32517,14.75,0.13,1000,0.00,0.00,16,14.10,14.50,4.24,-1.08,0.64,167
32689,14.82,0.12,1009,0.00,0.00,16,14.10,14.00,4.24,-1.08,0.64,167
32877,14.75,0.12,1020,0.00,0.00,16,14.10,13.00,4.21,-1.08,0.64,167
33064,14.75,0.13,1005,0.00,0.00,16,14.10,13.00,4.18,-1.08,0.64,167
33236,14.65,0.13,992,0.00,0.00,16,14.10,15.50,4.21,-1.08,0.64,167
33424,14.67,0.12,1020,0.00,0.00,16,14.10,14.00,4.18,-1.08,0.64,167
33611,14.49,0.12,1028,0.00,0.00,16,14.10,12.00,4.18,-1.08,0.64,167
33783,14.44,0.12,1010,0.00,0.00,16,14.10,14.00,4.18,-1.08,0.64,167
33970,14.54,0.12,1002,0.00,0.00,16,14.10,14.50,4.18,-1.08,0.64,167
34158,14.35,0.13,1013,0.00,0.00,16,14.10,13.00,4.18,-1.08,0.64,167
34330,14.67,0.13,1009,0.00,0.00,16,14.10,13.50,4.40,-1.08,0.64,167
34517,14.67,0.13,1020,0.00,0.00,16,14.10,12.50,4.46,-1.08,0.64,167
34705,14.79,0.14,1025,0.00,0.00,16,14.10,12.50,4.57,-1.08,0.66,167
34877,14.72,0.14,1038,0.00,0.00,16,14.10,10.50,4.85,-1.08,0.66,169
35069,14.59,0.14,1061,0.00,0.00,16,14.10,9.50,4.95,-1.08,0.68,169
35256,14.53,0.14,1070,0.00,0.00,16,14.10,9.50,5.14,-1.08,0.68,169
35428,14.42,0.16,1084,0.00,0.00,16,15.16,14.00,5.36,-1.08,0.70,169
35616,14.58,0.16,1174,0.00,0.00,16,16.91,16.50,6.18,-1.08,0.70,169
35803,14.61,0.15,1276,0.00,0.00,16,19.38,19.00,6.59,-1.39,0.70,169
35980,15.00,0.15,1390,0.00,0.00,16,23.59,21.00,6.92,-1.39,0.72,169
36167,15.14,0.15,1483,0.00,0.00,16,26.41,25.50,7.10,-1.39,0.72,169
36339,15.19,0.14,1552,0.00,0.00,16,27.11,27.00,7.37,-1.39,0.74,169
36526,15.27,0.14,1609,0.00,0.00,16,27.81,27.50,7.57,-1.39,0.74,169
36714,14.98,0.14,1615,0.00,0.00,16,28.16,28.00,7.66,-1.39,0.74,169
36886,14.72,0.15,1604,0.00,0.00,16,28.16,28.00,7.82,-1.39,0.74,169
37075,14.30,0.15,1608,0.00,0.00,16,28.16,28.00,7.90,-1.39,0.74,169
37262,14.10,0.15,1576,0.00,0.00,16,27.81,27.50,8.03,-1.39,0.74,169
37434,14.07,0.12,1554,0.00,0.00,16,21.48,22.00,4.57,-1.39,0.64,169
37622,13.82,0.10,1474,0.00,0.00,16,14.10,22.00,4.82,-1.39,0.64,169
37809,13.93,0.09,1390,0.00,0.00,16,14.10,22.00,4.35,-1.39,0.64,169
37981,13.49,0.11,1308,0.00,0.00,16,14.10,22.00,4.53,-1.39,0.64,169
38168,13.76,0.11,1248,0.00,0.00,16,14.10,22.00,4.51,-1.39,0.64,169
38356,14.22,0.12,1198,0.00,0.00,16,14.10,22.00,4.57,-1.39,0.64,169
38528,14.40,0.14,1169,0.00,0.00,16,14.10,22.00,5.27,-1.08,0.68,169
38715,14.17,0.15,1171,0.00,0.00,16,15.16,14.00,5.59,-1.08,0.70,169
38891,13.74,0.18,1177,0.00,0.00,16,16.91,16.00,6.95,-1.08,0.72,169
39078,13.36,0.19,1244,0.00,0.00,16,20.78,19.00,7.90,-1.39,0.74,169
39266,14.12,0.21,1315,0.00,0.00,16,25.00,24.50,9.17,-1.39,0.78,169
39437,14.92,0.20,1474,0.00,0.00,16,27.11,26.00,9.75,-1.39,0.78,169
39625,14.75,0.20,1538,0.00,0.00,16,28.87,28.00,10.17,-1.39,0.80,169
39812,15.00,0.20,1597,0.00,0.00,16,29.57,29.00,10.43,-1.39,0.80,169
40000,14.95,0.20,1598,0.00,0.00,16,29.22,29.50,10.48,-1.39,0.80,169
40172,14.74,0.20,1573,0.00,0.00,16,28.87,28.50,10.54,-1.39,0.80,169
40359,14.74,0.21,1546,0.00,0.00,16,28.52,28.50,10.74,-1.39,0.80,169
40531,14.74,0.21,1535,0.00,0.00,16,28.16,28.50,10.79,-1.39,0.80,169
40719,14.70,0.22,1500,0.00,0.00,16,28.16,28.00,11.09,-1.39,0.80,169
40906,14.46,0.23,1470,0.00,0.00,16,27.81,28.00,11.25,-1.39,0.80,169
41082,14.10,0.17,1522,0.00,0.00,16,22.89,27.00,4.97,-1.39,0.64,169
41270,13.20,0.11,1588,0.00,0.00,16,15.51,9.50,4.79,-1.39,0.64,169
41457,12.24,0.10,1516,0.00,0.00,16,14.10,15.00,5.08,-1.39,0.64,169
41629,12.18,0.11,1421,0.00,0.00,16,14.10,22.00,5.08,-1.39,0.64,169
41816,12.18,0.12,1336,0.00,0.00,16,14.10,22.00,5.33,-1.39,0.64,169
42004,12.06,0.12,1272,0.00,0.00,16,14.10,22.00,5.21,-1.39,0.64,169
42191,11.95,0.12,1244,0.00,0.00,16,14.10,22.00,5.01,-1.39,0.64,169
42363,11.97,0.13,1164,0.00,0.00,16,14.10,22.00,4.95,-1.08,0.64,169
42551,12.08,0.13,1110,0.00,0.00,16,14.10,22.00,4.85,-1.08,0.64,169
42723,12.57,0.13,1056,0.00,0.00,16,14.10,22.00,4.51,-1.08,0.64,169
42910,12.80,0.13,1004,0.00,0.00,16,14.10,22.00,4.46,-1.08,0.64,169
43098,13.41,0.13,976,0.00,0.00,16,14.10,22.00,4.26,-1.08,0.64,169
43269,13.61,0.14,948,0.00,0.00,16,14.10,22.00,4.24,-1.08,0.64,169
43457,14.67,0.15,911,0.00,0.00,16,14.10,22.00,4.43,-1.08,0.64,169
43644,15.48,0.15,932,0.00,0.00,16,14.10,22.00,4.66,-1.08,0.64,169
43816,16.15,0.15,950,0.00,0.00,16,14.10,19.00,4.69,-1.08,0.64,169
44004,16.61,0.14,980,0.00,0.00,16,14.10,15.50,4.69,-1.08,0.64,169
44191,16.89,0.15,975,0.00,0.00,16,14.10,15.50,4.79,-1.08,0.64,169
44363,17.07,0.15,958,0.00,0.00,16,14.10,17.00,5.01,-1.08,0.64,169
44551,17.11,0.15,1036,0.00,0.00,16,14.10,11.00,5.14,-1.08,0.64,169
44738,16.64,0.14,1040,0.00,0.00,16,14.10,9.00,4.91,-1.08,0.64,169
44925,16.18,0.14,1025,0.00,0.00,16,14.10,11.50,4.95,-1.08,0.64,169
45097,15.81,0.15,1040,0.00,0.00,16,14.10,10.50,5.08,-1.08,0.64,169
45285,15.84,0.14,1049,0.00,0.00,16,14.10,10.50,4.97,-1.08,0.64,169
45472,15.59,0.14,1066,0.00,0.00,16,14.10,10.50,4.88,-1.08,0.64,169
45649,15.42,0.14,1043,0.00,0.00,16,14.10,12.00,4.95,-1.08,0.64,169
45836,15.45,0.14,1036,0.00,0.00,16,14.10,13.00,4.95,-1.08,0.64,169
46013,15.42,0.14,1067,0.00,0.00,16,14.10,10.50,4.82,-1.08,0.64,169
46200,15.39,0.13,1061,0.00,0.00,16,14.10,11.50,4.79,-1.08,0.64,169
46377,15.00,0.13,1064,0.00,0.00,16,14.10,12.50,4.75,-1.08,0.64,169
46564,14.95,0.13,1069,0.00,0.00,16,14.10,11.00,4.60,-1.08,0.64,169
46736,14.98,0.15,1073,0.00,0.00,16,14.10,13.00,5.43,-1.08,0.68,169
46924,15.06,0.18,1108,0.00,0.00,16,15.16,14.50,6.55,-1.08,0.70,169
47100,14.77,0.20,1160,0.00,0.00,16,17.62,16.50,7.21,-1.08,0.74,169
47292,14.30,0.25,1204,0.00,0.00,16,25.35,21.00,9.18,-1.08,0.80,169
47480,13.68,0.25,1402,0.00,0.00,16,28.52,28.00,11.45,-1.39,0.82,169
47652,13.53,0.24,1532,0.00,0.00,16,29.22,28.50,12.26,-1.39,0.82,169
47839,14.72,0.24,1575,0.00,0.00,16,29.22,29.00,12.53,-1.39,0.82,169
48027,14.75,0.25,1563,0.00,0.00,16,29.22,29.00,12.79,-1.39,0.84,169
48214,14.56,0.26,1548,0.00,0.00,16,29.22,29.00,13.20,-1.39,0.84,169
48386,14.16,0.27,1510,0.00,0.00,16,29.57,29.50,13.58,-1.39,0.84,169
48574,13.99,0.27,1497,0.00,0.00,16,29.57,29.50,13.52,-1.39,0.84,169
48761,14.05,0.29,1498,0.00,0.00,16,29.92,29.50,14.34,-1.39,0.84,169
48936,13.73,0.28,1510,0.00,0.00,16,29.92,29.50,14.09,-1.39,0.84,169
49124,13.89,0.28,1502,0.00,0.00,16,29.92,29.50,13.90,-1.39,0.86,169
49296,14.13,0.29,1485,0.00,0.00,16,30.27,30.00,14.15,-1.39,0.86,171
49483,14.05,0.31,1425,0.00,0.00,16,30.27,30.00,14.34,-1.39,0.86,171
49671,13.87,0.32,1312,0.00,0.00,16,28.87,29.50,14.09,-1.39,0.86,171
49845,13.62,0.32,1244,0.00,0.00,16,29.22,27.00,13.58,-1.39,0.86,171
50033,13.93,0.31,1425,0.00,0.00,16,30.27,30.00,14.34,-1.39,0.86,171
50220,14.44,0.30,1554,0.00,0.00,16,31.33,31.00,14.53,-1.39,0.86,171
50397,14.49,0.28,1597,0.00,0.00,16,30.62,29.50,14.73,-1.39,0.86,171
50584,14.46,0.26,1732,0.00,0.00,16,33.09,32.00,14.98,-1.39,0.86,171
50756,14.60,0.25,1760,0.00,0.00,16,34.49,33.00,15.33,-1.39,0.88,171
50943,14.58,0.26,1870,0.00,0.00,16,36.60,36.00,15.85,-1.39,0.88,171
51131,14.56,0.27,1952,0.00,0.00,16,39.41,38.00,17.03,-1.39,0.90,171
51303,14.49,0.28,2054,0.00,0.00,16,40.82,40.00,19.04,-1.70,0.94,171
51490,14.39,0.29,2130,0.00,0.00,16,42.23,41.50,19.97,-2.01,0.96,171
51678,14.33,0.30,2251,0.00,0.00,16,43.28,42.50,22.58,-1.39,1.00,171
51850,14.25,0.32,2405,0.00,0.00,16,43.98,44.00,25.89,-1.70,1.00,171
52037,14.08,0.34,2540,0.00,0.00,16,43.63,43.50,28.20,-1.70,1.02,171
52226,14.12,0.33,2672,0.00,0.00,16,42.93,43.00,29.71,-1.70,1.02,171
52398,14.05,0.33,2770,0.00,0.00,16,42.58,42.50,30.94,-2.01,1.04,171
52585,13.82,0.33,2940,0.00,0.00,16,42.93,42.50,32.18,-2.01,1.04,171
52773,13.66,0.31,3072,0.00,0.00,16,43.28,42.50,32.73,-2.01,1.04,171
52945,13.40,0.31,3221,0.00,0.00,16,43.28,43.00,32.86,-2.01,1.04,171
53132,13.24,0.21,3282,0.00,0.00,16,30.98,43.50,29.94,-4.18,0.64,171
53319,11.61,0.12,3052,0.00,0.00,16,-8.40,-9.50,10.69,-4.18,0.64,171
53491,15.21,0.15,2692,0.00,0.00,16,-10.16,-10.50,12.85,-3.56,0.64,171
53679,20.19,0.14,2331,0.00,0.00,16,15.51,7.00,10.99,-2.94,0.64,171
53866,23.87,0.14,2024,0.00,0.00,16,14.10,14.00,9.35,-2.01,0.64,171
54054,24.02,0.15,1708,0.00,0.00,16,14.10,14.00,8.44,-1.39,0.64,171
54226,24.01,0.17,1485,0.00,0.00,16,14.10,22.00,8.56,-1.39,0.64,171
54413,23.68,0.14,1200,0.00,0.00,16,14.10,22.00,5.85,-1.39,0.64,171
54585,23.78,0.12,1325,0.00,0.00,16,14.10,11.50,5.27,-1.39,0.66,171
54777,23.29,0.17,1386,0.00,0.00,16,16.56,14.50,7.94,-1.39,0.74,171
54965,15.74,0.20,1583,0.00,0.00,16,28.52,21.00,10.45,-1.39,0.82,171
55137,13.93,0.20,1974,0.00,0.00,16,35.90,36.50,12.85,-1.39,0.84,171
55324,14.72,0.22,1884,0.00,0.00,16,36.25,35.50,13.45,-1.39,0.88,171
55499,14.58,0.34,1924,0.00,0.00,16,39.06,38.50,21.27,-0.77,1.02,171
55687,13.35,0.44,1966,0.00,0.00,16,33.44,34.00,27.57,1.70,1.14,171
55874,13.91,0.46,2050,0.00,0.00,16,32.38,32.00,30.72,5.10,1.26,171
56051,14.35,0.47,2128,0.00,0.00,16,30.98,30.50,33.71,6.65,1.32,171
56238,14.24,0.50,2222,0.00,0.00,16,29.22,29.00,36.68,7.58,1.36,171
56410,14.21,0.52,2310,0.00,0.00,16,27.81,28.50,39.89,8.20,1.38,171
56598,14.03,0.54,2390,0.00,0.00,16,26.05,26.00,42.81,8.51,1.40,171
56785,13.83,0.56,2495,0.00,0.00,16,25.00,25.00,46.23,8.51,1.40,171
56957,13.15,0.58,2616,0.00,0.00,16,24.65,24.00,49.91,8.51,1.40,171
57144,12.80,0.56,2735,0.00,0.00,16,25.70,25.00,51.28,4.49,1.26,171
57331,12.72,0.52,2829,0.00,0.00,16,29.92,27.50,49.13,2.63,1.16,171
57508,12.32,0.44,2878,0.00,0.00,16,36.60,33.50,40.31,-0.77,1.04,171
57695,13.46,0.36,2949,0.00,0.00,16,41.52,40.00,37.29,-2.01,1.02,171
57883,13.48,0.33,3008,0.00,0.00,16,42.93,42.50,32.62,-3.25,0.98,171
58055,13.11,0.28,3047,0.00,0.00,16,44.34,43.00,23.63,-4.18,0.82,171
58242,11.69,0.13,2912,0.00,0.00,16,-3.12,6.00,10.03,-4.18,0.64,171
58414,12.24,0.17,2716,0.00,0.00,16,-10.16,-7.50,14.98,-4.18,0.64,171
58602,14.71,0.16,2370,0.00,0.00,16,15.51,-3.00,12.36,-2.63,0.64,171
58789,19.74,0.15,2022,0.00,0.00,16,14.10,14.00,9.57,-1.70,0.64,171
