Time (msec),A/F Sensor #1 (Direct)* (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Coolant Temperature (F)
431788,13.36,0.44,1776,0.00,0.00,16,29.22,30.50,25.49,1.39,1.12,187
431975,13.75,0.47,1823,0.00,0.00,16,28.16,29.00,27.47,2.01,1.14,187
432163,13.74,0.47,1862,0.00,0.00,16,28.52,28.00,28.96,3.56,1.20,187
432335,13.72,0.48,1902,0.00,0.00,16,28.16,27.00,30.49,4.49,1.22,187
432522,13.91,0.49,1939,0.00,0.00,16,28.52,27.00,31.28,4.80,1.24,187
432697,14.29,0.50,1985,0.00,0.00,16,28.16,28.50,32.07,5.72,1.26,187
432884,13.75,0.48,2012,0.00,0.00,16,30.27,29.50,32.18,5.41,1.18,187
433072,13.68,0.43,2064,0.00,0.00,16,34.14,33.00,28.31,0.46,1.06,187
433245,13.40,0.37,2097,0.00,0.00,16,39.41,36.50,23.44,-1.08,1.00,187
433432,13.18,0.32,2131,0.00,0.00,16,41.17,40.50,21.98,-1.39,0.92,187
433620,13.08,0.26,2125,0.00,0.00,16,41.17,41.50,17.41,-2.01,0.88,187
433791,13.25,0.23,2145,0.00,0.00,16,39.77,40.00,15.48,-2.01,0.86,187
433979,12.90,0.17,2141,0.00,0.00,16,30.62,33.00,10.99,-2.01,0.80,187
434166,12.69,0.14,2173,0.00,0.00,16,23.59,26.50,10.27,-2.01,0.76,187
434338,12.88,0.11,2143,0.00,0.00,16,16.91,20.00,7.18,-2.01,0.74,187
434526,12.59,0.11,2110,0.00,0.00,16,19.73,20.00,7.46,-2.01,0.68,187
434713,13.05,0.11,2110,0.00,0.00,16,16.21,16.50,7.98,-2.01,0.64,187
434885,14.68,0.11,2091,0.00,0.00,16,14.45,14.50,7.57,-2.01,0.64,187
435072,17.20,0.10,2086,0.00,0.00,16,14.45,14.00,7.57,-1.70,0.64,187
435260,22.42,0.11,2059,0.00,0.00,16,14.80,14.00,7.10,-1.70,0.70,187
435432,25.64,0.11,2075,0.00,0.00,16,14.10,14.00,6.59,-1.70,0.64,187
435619,23.68,0.10,2080,0.00,0.00,16,14.10,14.00,6.37,-1.70,0.64,187
435807,22.79,0.10,2025,0.00,0.00,16,14.10,14.00,6.73,-1.39,0.64,187
435979,21.64,0.10,2021,0.00,0.00,16,14.10,14.00,6.66,-1.70,0.64,187
436166,22.67,0.10,1980,0.00,0.00,16,14.10,14.00,6.18,-1.39,0.64,187
436354,23.54,0.10,1966,0.00,0.00,16,14.10,14.00,6.40,-1.39,0.64,187
436526,23.87,0.10,1927,0.00,0.00,16,14.10,14.00,6.26,-1.39,0.64,187
436713,23.42,0.10,1920,0.00,0.00,16,14.10,14.00,6.07,-1.39,0.64,187
436901,23.91,0.09,1911,0.00,0.00,16,14.10,14.00,5.91,-1.39,0.64,187
437088,23.79,0.10,1885,0.00,0.00,16,14.10,14.00,6.11,-1.39,0.64,187
437260,24.01,0.09,1850,0.00,0.00,16,14.10,14.00,5.74,-1.39,0.64,187
437447,23.89,0.10,1828,0.00,0.00,16,14.10,14.00,6.11,-1.39,0.64,187
437620,23.91,0.11,1639,0.00,0.00,16,14.10,14.00,5.91,-1.39,0.64,187
437808,24.20,0.14,1406,0.00,0.00,16,14.10,22.00,6.37,-1.39,0.64,187
437995,23.80,0.13,1188,0.00,0.00,16,14.10,22.00,4.97,-1.08,0.64,187
438168,23.93,0.10,1232,0.00,0.00,16,14.10,19.00,3.93,-1.39,0.64,187
438356,23.63,0.11,1148,0.00,0.00,16,14.10,22.00,4.21,-1.08,0.64,187
438543,23.15,0.11,1167,0.00,0.00,16,14.10,22.00,3.99,-1.08,0.64,187
438715,18.43,0.10,1158,0.00,0.00,16,14.10,21.00,3.96,-1.08,0.64,187
438903,16.25,0.10,1136,0.00,0.00,16,14.10,21.50,4.02,-1.08,0.64,187
439091,15.78,0.11,1132,0.00,0.00,16,14.10,20.50,4.15,-1.08,0.64,189
439263,15.48,0.10,1127,0.00,0.00,16,14.10,20.00,3.85,-1.08,0.64,189
439451,15.33,0.10,1122,0.00,0.00,16,14.10,19.00,3.67,-1.08,0.64,189
439638,15.24,0.11,1078,0.00,0.00,16,14.10,22.00,4.07,-1.08,0.64,189
439810,15.00,0.11,1079,0.00,0.00,16,14.10,20.00,4.02,-1.08,0.64,189
440002,14.98,0.11,1077,0.00,0.00,16,14.10,19.00,3.88,-1.08,0.64,189
440174,15.04,0.11,1067,0.00,0.00,16,14.10,19.00,3.82,-1.08,0.64,189
440362,15.01,0.11,1058,0.00,0.00,16,14.10,19.00,3.93,-1.08,0.64,189
440549,14.87,0.10,1054,0.00,0.00,16,14.10,18.50,3.03,-1.08,0.64,189
440721,14.85,0.13,937,0.00,0.00,16,14.10,22.00,3.96,-1.08,0.64,189
440908,14.90,0.12,984,0.00,0.00,16,14.10,22.00,3.83,-1.08,0.64,189
441095,15.03,0.11,1009,0.00,0.00,16,14.10,17.00,3.72,-1.08,0.64,189
441267,14.92,0.11,1020,0.00,0.00,16,14.10,15.00,3.72,-1.08,0.64,189
441455,14.85,0.11,996,0.00,0.00,16,14.10,17.00,3.72,-1.08,0.64,189
441642,14.84,0.11,1012,0.00,0.00,16,14.10,15.50,3.80,-1.08,0.64,189
441830,14.84,0.11,1019,0.00,0.00,16,14.10,14.00,3.82,-1.08,0.64,189
442002,15.14,0.12,1012,0.00,0.00,16,14.10,14.50,3.91,-1.08,0.64,189
442194,15.13,0.11,1005,0.00,0.00,16,14.10,15.00,3.88,-1.08,0.64,189
442366,15.06,0.12,1002,0.00,0.00,16,14.10,15.00,3.85,-1.08,0.64,189
442553,14.85,0.12,1010,0.00,0.00,16,14.10,14.50,3.91,-1.08,0.64,189
442725,14.65,0.12,1012,0.00,0.00,16,14.10,13.50,3.85,-1.08,0.64,189
442912,14.67,0.11,996,0.00,0.00,16,14.10,15.00,3.82,-1.08,0.64,189
443100,14.70,0.12,996,0.00,0.00,16,14.10,15.00,3.85,-1.08,0.64,189
443287,14.70,0.12,1012,0.00,0.00,16,14.10,13.00,3.93,-1.08,0.64,189
443464,14.63,0.11,1006,0.00,0.00,16,14.10,12.50,3.88,-1.08,0.64,189
443651,14.60,0.12,998,0.00,0.00,16,14.10,14.50,3.88,-1.08,0.64,189
443839,14.54,0.12,1000,0.00,0.00,16,14.10,14.00,3.88,-1.08,0.64,189
444011,14.56,0.12,996,0.00,0.00,16,14.10,14.50,3.93,-1.08,0.64,189
444198,14.47,0.12,999,0.00,0.00,16,14.10,14.00,3.88,-1.08,0.64,189
444370,14.51,0.12,999,0.00,0.00,16,14.10,14.50,3.91,-1.08,0.64,189
444558,14.34,0.11,1012,0.00,0.00,16,14.10,12.50,3.88,-1.08,0.64,189
444745,14.31,0.11,1016,0.00,0.00,16,14.10,12.50,3.82,-1.08,0.64,189
444932,14.37,0.12,989,0.00,0.00,16,14.10,15.50,3.85,-1.08,0.64,189
445104,14.67,0.12,1004,0.00,0.00,16,14.10,15.50,3.99,-1.08,0.64,189
445292,14.84,0.13,1035,0.00,0.00,16,14.10,11.00,4.02,-1.08,0.68,189
445479,15.00,0.28,1062,0.00,0.00,16,20.78,18.00,10.24,-1.08,0.84,189
445652,13.98,0.27,1419,0.00,0.00,16,29.57,29.50,12.85,-1.39,0.88,189
445839,12.71,0.26,1832,0.00,0.00,16,36.25,35.00,15.70,-1.39,0.90,189
446011,14.94,0.29,1949,0.00,0.00,16,38.71,38.00,17.86,-1.39,0.96,189
446202,13.99,0.31,1949,0.00,0.00,16,38.71,38.50,20.06,-0.77,0.98,189
446389,13.33,0.35,1846,0.00,0.00,16,37.66,38.00,20.92,-0.77,1.00,189
446561,13.26,0.36,1797,0.00,0.00,16,36.95,36.50,21.54,-0.46,1.00,189
446749,13.48,0.37,1828,0.00,0.00,16,36.95,36.50,22.31,-0.15,1.02,189
446936,13.74,0.38,1823,0.00,0.00,16,35.90,36.00,22.58,-0.15,1.02,189
447108,13.48,0.39,1792,0.00,0.00,16,33.79,34.50,22.96,0.15,1.02,190
447295,13.41,0.40,1692,0.00,0.00,16,32.38,32.00,22.77,-0.15,1.04,190
447483,13.53,0.37,1946,0.00,0.00,16,37.66,38.00,23.74,0.15,1.04,190
447655,14.05,0.37,2110,0.00,0.00,16,39.06,38.00,25.10,0.77,1.08,190
447842,14.13,0.41,2239,0.00,0.00,16,38.01,38.00,29.49,1.08,1.10,190
448030,13.74,0.42,2443,0.00,0.00,16,37.30,37.00,34.20,1.70,1.14,190
448202,13.48,0.43,2670,0.00,0.00,16,36.60,36.00,37.79,2.01,1.14,190
448389,13.29,0.43,2894,0.00,0.00,16,36.95,36.50,41.28,1.70,1.14,190
448566,13.00,0.42,3091,0.00,0.00,16,38.01,37.00,42.54,1.08,1.12,190
448753,12.00,0.23,3172,0.00,0.00,16,31.33,42.50,21.33,-4.18,0.64,190
448925,11.21,0.14,2966,0.00,0.00,16,-8.05,-5.00,13.84,-4.18,0.64,190
449117,13.39,0.16,2650,0.00,0.00,16,-10.16,-10.50,14.34,-3.87,0.64,190
449305,19.21,0.16,2328,0.00,0.00,16,15.51,-10.50,12.31,-3.25,0.64,190
449481,23.70,0.14,2138,0.00,0.00,16,14.10,14.50,9.48,-2.01,0.64,190
449669,23.77,0.16,1863,0.00,0.00,16,14.10,14.00,9.53,-1.39,0.64,190
449840,24.07,0.17,1551,0.00,0.00,16,14.10,22.00,8.95,-1.39,0.64,190
450028,23.58,0.16,1269,0.00,0.00,16,14.10,22.00,6.37,-1.39,0.68,190
450215,23.82,0.21,1363,0.00,0.00,16,17.62,15.50,8.03,-1.39,0.78,190
450387,22.94,0.21,1630,0.00,0.00,16,33.09,25.00,11.61,-1.39,0.84,190
450575,14.42,0.22,2076,0.00,0.00,16,39.41,39.00,15.19,-1.70,0.88,190
450762,14.67,0.24,2086,0.00,0.00,16,40.12,40.00,16.74,-1.70,0.90,190
450934,13.36,0.29,1974,0.00,0.00,16,39.77,38.00,19.20,-1.39,1.00,190
451122,13.45,0.41,2049,0.00,0.00,16,34.84,37.50,26.31,0.77,1.14,190
451309,13.21,0.45,2098,0.00,0.00,16,33.44,32.00,32.17,5.10,1.26,190
451481,13.60,0.50,2190,0.00,0.00,16,28.52,29.50,35.82,7.58,1.40,190
451668,13.41,0.52,2317,0.00,0.00,16,27.11,28.00,39.61,9.44,1.44,190
451856,13.42,0.55,2430,0.00,0.00,16,25.00,26.00,43.51,9.75,1.48,190
452028,12.65,0.58,2512,0.00,0.00,16,23.59,23.50,48.06,10.06,1.48,190
452215,12.32,0.51,2618,0.00,0.00,16,30.62,28.00,43.65,0.77,1.12,190
452403,11.70,0.35,2686,0.00,0.00,16,42.93,40.00,26.43,-3.87,0.86,190
452575,11.51,0.19,2727,0.00,0.00,16,30.62,44.00,13.17,-4.18,0.74,190
452762,11.71,0.15,2702,0.00,0.00,16,9.88,14.00,13.20,-4.18,0.68,190
452949,12.13,0.16,2745,0.00,0.00,16,1.80,7.00,14.02,-3.87,0.66,190
453121,14.01,0.14,2705,0.00,0.00,16,-10.16,-10.50,12.96,-3.87,0.64,190
453309,18.25,0.14,2676,0.00,0.00,16,-10.16,-10.50,12.20,-3.87,0.64,190
453496,23.54,0.15,2627,0.00,0.00,16,-10.16,-10.50,12.90,-3.87,0.66,190
453668,24.07,0.12,2601,0.00,0.00,16,-10.16,-10.50,10.74,-3.56,0.64,190
453856,23.72,0.13,2584,0.00,0.00,16,-10.16,-10.50,10.78,-3.56,0.64,190
454043,24.08,0.13,2569,0.00,0.00,16,-10.16,-10.50,9.98,-3.25,0.64,190
454231,21.66,0.12,2512,0.00,0.00,16,-10.16,-10.50,10.03,-3.56,0.64,190
454403,21.09,0.11,2475,0.00,0.00,16,-10.16,-10.50,9.35,-3.25,0.64,190
454590,24.94,0.11,2457,0.00,0.00,16,-10.16,-10.50,9.53,-2.94,0.64,190
454777,25.41,0.12,2424,0.00,0.00,16,-10.16,-10.50,9.53,-2.94,0.64,190
454949,24.01,0.11,2386,0.00,0.00,16,1.09,-4.00,9.13,-2.94,0.64,190
455137,23.66,0.10,2325,0.00,0.00,16,10.59,9.00,7.37,-2.63,0.64,190
455324,23.55,0.10,2288,0.00,0.00,16,15.51,15.50,7.86,-2.63,0.64,190
455496,23.94,0.09,2234,0.00,0.00,16,15.16,15.00,7.06,-2.32,0.64,190
455684,23.96,0.09,2169,0.00,0.00,16,14.80,14.50,6.44,-2.32,0.64,190
455871,23.94,0.09,2110,0.00,0.00,16,14.45,14.00,6.37,-2.01,0.64,190
456043,23.93,0.09,2043,0.00,0.00,16,14.10,14.00,6.22,-1.70,0.64,190
456231,23.69,0.09,1979,0.00,0.00,16,14.10,14.00,5.98,-1.70,0.64,190
456418,23.63,0.09,1949,0.00,0.00,16,14.10,14.00,5.72,-1.39,0.64,190
456590,23.94,0.09,1899,0.00,0.00,16,14.10,14.00,5.93,-1.39,0.64,190
456777,23.95,0.10,1850,0.00,0.00,16,14.10,14.00,5.98,-1.39,0.64,190
456965,23.76,0.10,1793,0.00,0.00,16,14.10,14.00,5.87,-1.39,0.64,190
457137,24.07,0.10,1765,0.00,0.00,16,14.10,14.00,5.85,-1.39,0.64,190
457324,23.82,0.11,1707,0.00,0.00,16,14.10,14.00,6.07,-1.39,0.64,190
457512,23.82,0.09,1662,0.00,0.00,16,14.10,14.00,5.55,-1.39,0.64,190
457684,23.78,0.11,1606,0.00,0.00,16,14.10,14.00,6.07,-1.39,0.64,190
457871,23.84,0.12,1560,0.00,0.00,16,14.10,22.00,6.04,-1.39,0.64,190
458058,24.17,0.12,1536,0.00,0.00,16,14.10,22.00,6.00,-1.39,0.64,190
458230,23.82,0.12,1490,0.00,0.00,16,14.10,22.00,5.78,-1.39,0.64,190
458418,23.76,0.11,1438,0.00,0.00,16,14.10,22.00,5.40,-1.39,0.64,190
458605,23.86,0.13,1236,0.00,0.00,16,14.10,22.00,5.49,-1.39,0.64,190
458777,23.84,0.12,1281,0.00,0.00,16,14.10,20.50,5.21,-1.39,0.64,190
458965,23.69,0.11,1279,0.00,0.00,16,14.10,19.00,4.85,-1.39,0.64,190
459152,23.20,0.12,1255,0.00,0.00,16,14.10,20.00,4.82,-1.39,0.64,190
459324,19.41,0.12,1230,0.00,0.00,16,14.10,21.00,4.88,-1.39,0.64,190
459512,14.82,0.11,1206,0.00,0.00,16,14.10,21.00,4.75,-1.39,0.64,190
459699,13.28,0.12,1190,0.00,0.00,16,14.10,22.00,4.66,-1.08,0.64,190
459886,12.68,0.12,1178,0.00,0.00,16,14.10,21.00,4.57,-1.08,0.64,190
460058,12.58,0.12,1170,0.00,0.00,16,14.10,20.00,4.75,-1.08,0.64,190
460246,12.50,0.12,1155,0.00,0.00,16,14.10,20.00,4.64,-1.08,0.64,190
460433,12.50,0.12,1144,0.00,0.00,16,14.10,20.00,4.48,-1.08,0.64,190
460605,12.63,0.12,1123,0.00,0.00,16,14.10,21.00,4.40,-1.08,0.64,190
460793,13.03,0.12,1120,0.00,0.00,16,14.10,20.00,4.43,-1.08,0.64,190
460980,13.35,0.12,1105,0.00,0.00,16,14.10,19.50,4.35,-1.08,0.64,190
461152,13.74,0.16,1097,0.00,0.00,16,14.80,14.00,6.09,-1.08,0.72,190
461340,14.25,0.22,1181,0.00,0.00,16,20.08,16.50,8.27,-1.08,0.80,190
461527,13.54,0.22,1428,0.00,0.00,16,28.52,25.50,10.79,-1.39,0.82,190
461699,13.46,0.21,1778,0.00,0.00,16,34.49,33.00,12.26,-1.39,0.84,190
461886,14.74,0.20,1916,0.00,0.00,16,35.90,35.50,12.90,-1.39,0.84,190
462074,14.37,0.21,1872,0.00,0.00,16,34.84,35.50,13.32,-1.39,0.84,190
462261,13.97,0.23,1818,0.00,0.00,16,33.79,34.00,13.26,-1.39,0.86,190
462433,13.99,0.25,1708,0.00,0.00,16,31.68,32.00,14.09,-1.39,0.86,190
462621,13.76,0.29,1544,0.00,0.00,16,30.27,29.50,14.34,-1.39,0.86,190
462808,13.34,0.32,1344,0.00,0.00,16,29.22,29.00,14.22,-1.39,0.86,190
462980,12.72,0.36,1186,0.00,0.00,16,24.30,26.00,14.28,-1.39,0.88,190
463168,12.69,0.35,1183,0.00,0.00,16,25.70,24.00,14.09,-1.08,0.88,190
463339,12.72,0.35,1248,0.00,0.00,16,27.11,26.50,14.53,-1.39,0.90,190
463527,13.81,0.36,1284,0.00,0.00,16,27.81,27.00,15.41,-1.39,0.90,190
463714,13.91,0.36,1362,0.00,0.00,16,28.52,28.50,16.29,-1.39,0.92,190
463886,13.91,0.36,1409,0.00,0.00,16,30.62,30.00,16.74,-1.39,0.94,190
464074,14.10,0.36,1455,0.00,0.00,16,31.68,30.50,17.79,-1.39,0.96,190
464261,13.91,0.38,1529,0.00,0.00,16,31.68,30.50,19.51,-0.77,1.00,190
464433,13.71,0.38,1581,0.00,0.00,16,32.73,32.00,20.23,-0.77,1.00,190
464636,13.80,0.38,1652,0.00,0.00,16,33.09,33.00,20.92,-0.77,1.00,190
464808,13.85,0.38,1692,0.00,0.00,16,34.14,34.00,21.45,-0.46,1.00,190
464996,13.88,0.37,1761,0.00,0.00,16,35.90,35.00,22.07,-0.46,1.00,190
465167,14.09,0.36,1833,0.00,0.00,16,36.95,36.50,22.50,-0.15,1.00,190
465355,13.89,0.36,1892,0.00,0.00,16,38.71,37.50,22.41,-0.77,1.00,190
465542,14.14,0.35,1944,0.00,0.00,16,39.41,38.50,22.50,-0.77,1.00,190
465714,13.97,0.35,1993,0.00,0.00,16,39.77,39.50,22.86,-0.15,1.00,190
465902,13.78,0.34,2032,0.00,0.00,16,40.47,40.00,22.96,-0.77,1.00,189
466089,14.01,0.34,2083,0.00,0.00,16,40.82,40.00,23.83,-1.08,1.00,189
466261,14.07,0.34,2140,0.00,0.00,16,41.52,41.00,24.02,-1.08,1.00,190
466449,13.82,0.33,2190,0.00,0.00,16,41.88,41.50,24.13,-1.08,1.00,190
466636,13.76,0.34,2230,0.00,0.00,16,42.23,42.00,25.01,-1.39,1.00,189
466808,13.49,0.33,2295,0.00,0.00,16,42.93,42.50,24.91,-1.39,1.00,190
466995,13.51,0.35,2332,0.00,0.00,16,43.28,42.50,27.15,-1.08,1.00,189
467183,13.52,0.33,2398,0.00,0.00,16,43.98,43.50,26.73,-1.39,1.00,189
467355,13.65,0.36,2429,0.00,0.00,16,42.93,43.00,28.63,-1.39,1.02,189
467542,13.55,0.37,2488,0.00,0.00,16,41.52,41.50,30.38,-1.08,1.04,189
467730,13.15,0.40,2574,0.00,0.00,16,38.36,39.00,34.21,-0.15,1.08,190
467902,13.17,0.42,2621,0.00,0.00,16,37.30,37.00,36.80,0.15,1.12,190
468089,13.19,0.43,2700,0.00,0.00,16,36.60,36.50,38.17,1.08,1.12,190
468277,13.09,0.45,2755,0.00,0.00,16,34.84,35.50,40.72,1.08,1.14,190
468448,12.96,0.47,2833,0.00,0.00,16,33.44,33.00,44.48,2.01,1.16,190
468636,13.06,0.50,2904,0.00,0.00,16,32.38,31.50,48.06,2.63,1.20,190
468823,12.62,0.52,3004,0.00,0.00,16,30.62,31.50,52.21,3.87,1.24,190
468995,12.56,0.54,3078,0.00,0.00,16,29.92,29.50,54.14,5.10,1.26,190
469183,12.12,0.55,3175,0.00,0.00,16,29.57,28.50,58.13,5.10,1.26,190
469370,11.85,0.54,3279,0.00,0.00,16,30.62,29.50,58.29,2.63,1.20,190
469558,11.75,0.48,3346,0.00,0.00,16,35.20,34.00,51.74,1.08,1.12,190
469730,11.69,0.37,3440,0.00,0.00,16,41.52,38.50,41.97,-2.01,1.00,190
469918,12.18,0.26,3456,0.00,0.00,16,44.34,43.50,30.26,-4.18,0.90,190
470105,12.41,0.18,3480,0.00,0.00,16,29.22,37.00,19.57,-4.18,0.84,190
470277,11.87,0.15,3494,0.00,0.00,16,16.91,16.50,17.71,-4.18,0.76,190
470464,11.18,0.14,3453,0.00,0.00,16,6.72,9.50,14.92,-4.18,0.70,190
470636,11.26,0.13,3470,0.00,0.00,16,-5.94,0.00,14.66,-4.18,0.64,190
470824,14.38,0.11,3420,0.00,0.00,16,-10.16,-10.50,12.90,-4.18,0.64,190
471011,23.96,0.14,3388,0.00,0.00,16,-5.23,-6.50,16.88,-4.18,0.76,190
471188,20.00,0.10,3351,0.00,0.00,16,-10.16,-10.50,11.09,-4.18,0.64,190
471375,22.86,0.10,3318,0.00,0.00,16,-10.16,-10.50,11.04,-4.18,0.64,190
471547,25.64,0.11,3292,0.00,0.00,16,-9.80,-10.50,10.89,-4.18,0.74,190
471735,23.69,0.09,3256,0.00,0.00,16,-10.16,-10.50,10.22,-4.18,0.64,190
471922,23.68,0.10,3245,0.00,0.00,16,-10.16,-10.50,10.28,-4.18,0.64,190
472094,23.69,0.09,3194,0.00,0.00,16,-10.16,-10.50,9.70,-4.18,0.64,190
472281,23.68,0.10,3183,0.00,0.00,16,-10.16,-10.50,9.84,-4.18,0.74,190
472469,23.94,0.09,3155,0.00,0.00,16,-10.16,-10.50,9.57,-4.18,0.64,190
472641,23.29,0.10,3129,0.00,0.00,16,-10.16,-10.50,9.79,-4.18,0.64,190
472828,23.54,0.10,3058,0.00,0.00,16,-10.16,-10.50,10.28,-4.18,0.64,190
473016,23.82,0.10,3031,0.00,0.00,16,-10.16,-10.50,9.94,-4.18,0.64,190
473203,23.64,0.11,3026,0.00,0.00,16,-10.16,-10.50,10.54,-4.18,0.64,190
473375,23.49,0.11,2989,0.00,0.00,16,-10.16,-10.50,10.49,-4.18,0.64,190
473563,24.06,0.11,2942,0.00,0.00,16,-10.16,-10.50,10.13,-4.18,0.64,190
473750,23.64,0.10,2922,0.00,0.00,16,-10.16,-10.50,10.17,-4.18,0.64,190
473923,23.82,0.10,2873,0.00,0.00,16,-10.16,-10.50,9.92,-4.18,0.64,190
474110,23.80,0.11,2867,0.00,0.00,16,-10.16,-10.50,10.38,-4.18,0.64,190
474282,23.68,0.11,2836,0.00,0.00,16,-10.16,-10.50,10.03,-4.18,0.66,190
474470,24.00,0.12,2794,0.00,0.00,16,-10.16,-10.50,9.88,-4.18,0.64,190
474657,23.94,0.11,2739,0.00,0.00,16,-10.16,-10.50,10.43,-4.18,0.64,190
474860,23.75,0.12,2700,0.00,0.00,16,-10.16,-10.50,10.49,-4.18,0.64,190
475032,24.03,0.11,2678,0.00,0.00,16,-10.16,-10.50,9.57,-3.87,0.64,190
475223,23.91,0.10,2646,0.00,0.00,16,-10.16,-10.50,9.66,-3.87,0.64,190
475410,24.15,0.11,2598,0.00,0.00,16,-10.16,-10.50,9.26,-3.56,0.68,190
475582,23.75,0.13,2582,0.00,0.00,16,-8.05,-7.50,11.44,-3.56,0.64,190
475769,21.68,0.11,2532,0.00,0.00,16,-10.16,-10.50,9.61,-3.56,0.64,190
475957,20.15,0.11,2496,0.00,0.00,16,-10.16,-10.50,9.35,-3.25,0.64,189
476129,23.96,0.11,2465,0.00,0.00,16,-10.16,-10.50,9.04,-3.25,0.64,189
476316,25.65,0.11,2410,0.00,0.00,16,-10.16,-10.50,9.13,-2.94,0.64,189
476504,23.85,0.13,2391,0.00,0.00,16,-4.88,-8.00,10.49,-2.94,0.68,189
476676,23.77,0.13,2355,0.00,0.00,16,0.04,-9.50,9.88,-2.94,0.70,189
476863,18.79,0.13,2343,0.00,0.00,16,6.72,2.50,9.44,-2.63,0.70,189
477051,14.42,0.12,2301,0.00,0.00,16,6.72,3.50,8.86,-2.63,0.70,189
477223,12.82,0.11,2290,0.00,0.00,16,5.31,2.50,8.56,-2.63,0.70,189
477410,12.75,0.11,2239,0.00,0.00,16,6.37,3.50,8.14,-2.32,0.68,189
477587,13.02,0.11,2211,0.00,0.00,16,9.18,7.00,8.11,-2.32,0.68,189
477774,13.82,0.10,2179,0.00,0.00,16,14.80,13.50,7.54,-2.01,0.66,189
477962,16.38,0.09,2156,0.00,0.00,16,14.80,14.50,6.11,-2.01,0.64,189
478133,21.89,0.08,2128,0.00,0.00,16,14.80,14.50,5.97,-2.01,0.64,189
478321,25.64,0.08,2091,0.00,0.00,16,14.45,14.00,5.94,-2.01,0.64,189
478508,23.82,0.08,2068,0.00,0.00,16,14.10,14.00,5.23,-1.70,0.64,189
478680,23.55,0.09,2018,0.00,0.00,16,14.10,14.00,5.91,-1.70,0.64,189
478868,24.10,0.09,1990,0.00,0.00,16,14.10,14.00,5.68,-1.70,0.64,189
479055,23.63,0.09,1980,0.00,0.00,16,14.10,14.00,5.74,-1.39,0.64,189
479227,23.72,0.09,1941,0.00,0.00,16,14.10,14.00,5.85,-1.39,0.64,189
479415,23.82,0.09,1907,0.00,0.00,16,14.10,14.00,5.84,-1.39,0.64,189
479602,24.01,0.09,1875,0.00,0.00,16,14.10,14.00,5.91,-1.39,0.64,189
479789,23.76,0.09,1838,0.00,0.00,16,14.10,14.00,5.91,-1.39,0.64,189
479961,23.79,0.10,1809,0.00,0.00,16,14.10,14.00,5.74,-1.39,0.64,189
480149,23.73,0.09,1779,0.00,0.00,16,14.10,14.00,5.74,-1.39,0.64,189
480325,23.96,0.10,1748,0.00,0.00,16,14.10,14.00,5.94,-1.39,0.64,189
480513,23.78,0.11,1702,0.00,0.00,16,14.10,14.00,5.94,-1.39,0.64,189
480700,23.99,0.13,1408,0.00,0.00,16,14.10,22.00,6.04,-1.39,0.64,189
480872,23.89,0.13,1253,0.00,0.00,16,14.10,22.00,5.55,-1.39,0.64,189
481060,23.58,0.11,1276,0.00,0.00,16,14.10,18.50,4.79,-1.39,0.64,189
481246,23.50,0.10,1266,0.00,0.00,16,14.10,19.00,4.13,-1.39,0.64,189
481434,22.23,0.12,1169,0.00,0.00,16,14.10,22.00,4.82,-1.08,0.64,189
481606,18.58,0.11,1192,0.00,0.00,16,14.10,20.50,4.48,-1.08,0.64,189
481793,15.75,0.11,1200,0.00,0.00,16,14.10,19.00,4.46,-1.39,0.64,189
481981,14.60,0.11,1178,0.00,0.00,16,14.10,20.00,3.91,-1.08,0.64,187
482153,13.82,0.11,1158,0.00,0.00,16,14.10,19.50,4.29,-1.08,0.64,187
482340,13.97,0.11,1139,0.00,0.00,16,14.10,21.00,4.18,-1.08,0.64,187
482527,14.01,0.11,1112,0.00,0.00,16,14.10,22.00,4.18,-1.08,0.64,187
482699,13.91,0.11,1092,0.00,0.00,16,14.10,21.00,4.13,-1.08,0.64,187
482887,13.59,0.11,1087,0.00,0.00,16,14.10,21.50,4.04,-1.08,0.64,187
483064,13.43,0.11,1077,0.00,0.00,16,14.10,21.00,3.93,-1.08,0.64,187
483253,13.33,0.11,1048,0.00,0.00,16,14.10,22.00,3.93,-1.08,0.64,187
483426,13.46,0.11,1032,0.00,0.00,16,14.10,21.50,3.93,-1.08,0.64,187
483613,13.82,0.12,1014,0.00,0.00,16,14.10,22.00,3.93,-1.08,0.64,187
483800,13.95,0.11,1008,0.00,0.00,16,14.10,21.50,3.88,-1.08,0.64,187
483972,14.16,0.11,1009,0.00,0.00,16,14.10,20.00,3.70,-1.08,0.64,187
484160,14.41,0.11,992,0.00,0.00,16,14.10,19.00,3.72,-1.08,0.64,187
484347,14.65,0.13,985,0.00,0.00,16,14.10,20.50,3.86,-1.08,0.64,187
484519,14.74,0.12,1005,0.00,0.00,16,14.10,17.00,4.07,-1.08,0.64,187
484707,14.95,0.12,1030,0.00,0.00,16,14.10,14.00,4.04,-1.08,0.66,187
484894,15.03,0.17,1030,0.00,0.00,16,14.80,14.00,5.91,-1.08,0.72,187
485066,14.87,0.21,1170,0.00,0.00,16,18.67,16.00,8.40,-1.08,0.80,187
