Time (msec),A/F Sensor #1 (Direct)* (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Coolant Temperature (F),Primary Wastegate Duty Cycle (%)
49473,14.73,0.12,2246,0.00,0.00,16,35.20,35.50,8.64,-2.32,0.70,178,0.00
49661,12.85,0.07,2226,0.00,0.00,16,23.95,27.00,4.97,-2.32,0.66,178,0.00
49863,15.05,0.08,2238,0.00,0.00,16,3.20,6.00,5.65,-2.32,0.64,178,0.00
50051,23.48,0.09,2234,0.00,0.00,16,3.20,3.00,6.62,-2.32,0.64,178,0.00
50239,24.15,0.07,2222,0.00,0.00,16,3.20,3.00,4.88,-2.32,0.64,176,0.00
50426,23.75,0.08,2227,0.00,0.00,16,3.20,3.00,4.88,-2.32,0.64,176,0.00
50614,23.98,0.07,2216,0.00,0.00,16,3.20,3.00,5.49,-2.32,0.64,176,0.00
50817,23.81,0.08,2210,0.00,0.00,16,3.20,3.00,5.91,-2.32,0.64,176,0.00
51004,23.91,0.10,2202,0.00,0.00,16,3.20,3.00,6.84,-2.32,0.64,176,0.00
51192,23.88,0.07,2204,0.00,0.00,16,3.20,3.00,5.23,-2.32,0.64,176,0.00
51379,23.99,0.08,2210,0.00,0.00,16,3.20,3.00,5.30,-2.32,0.64,176,0.00
51582,23.64,0.06,2196,0.00,0.00,16,3.20,3.00,4.39,-2.32,0.64,176,0.00
51770,23.91,0.07,2176,0.00,0.00,16,3.20,2.50,5.04,-2.01,0.64,176,0.00
51957,24.01,0.08,2169,0.00,0.00,16,3.20,2.50,4.72,-2.01,0.64,176,0.00
52145,23.65,0.08,2158,0.00,0.00,16,2.85,2.50,5.42,-2.01,0.64,176,0.00
52332,23.98,0.07,2158,0.00,0.00,16,2.85,2.50,5.85,-2.01,0.64,176,0.00
52535,23.88,0.05,2148,0.00,0.00,16,2.85,2.50,3.95,-2.01,0.64,176,0.00
52723,23.64,0.08,2147,0.00,0.00,16,2.85,2.50,5.17,-2.01,0.64,176,0.00
52910,24.28,0.06,2136,0.00,0.00,16,2.85,2.50,4.51,-2.01,0.64,176,0.00
53098,23.79,0.09,2134,0.00,0.00,16,2.85,2.50,5.74,-2.01,0.64,176,0.00
53290,23.88,0.08,2118,0.00,0.00,16,2.85,2.50,5.59,-2.01,0.64,176,0.00
53477,24.19,0.06,2115,0.00,0.00,16,2.85,2.50,4.20,-2.01,0.64,176,0.00
53680,23.84,0.08,2108,0.00,0.00,16,2.85,2.50,5.29,-2.01,0.64,176,0.00
53868,23.91,0.08,2101,0.00,0.00,16,2.85,2.50,5.33,-2.01,0.64,176,0.00
54056,24.08,0.09,2106,0.00,0.00,16,2.85,2.50,5.52,-2.01,0.64,176,0.00
54259,23.77,0.10,2101,0.00,0.00,16,2.85,2.50,7.03,-2.01,0.64,176,0.00
54446,23.81,0.08,2097,0.00,0.00,16,2.85,2.50,5.46,-2.01,0.64,176,0.00
54634,23.63,0.09,2078,0.00,0.00,16,2.85,2.50,6.18,-1.70,0.64,176,0.00
54821,24.02,0.09,2068,0.00,0.00,16,2.85,2.50,6.11,-1.70,0.64,176,0.00
55024,23.96,0.07,2072,0.00,0.00,16,2.85,2.50,5.01,-1.70,0.64,176,0.00
55212,23.61,0.10,2065,0.00,0.00,16,2.85,2.50,6.66,-1.70,0.64,176,0.00
55399,23.63,0.08,2054,0.00,0.00,16,2.85,2.50,5.81,-1.70,0.64,176,0.00
55587,23.63,0.09,2047,0.00,0.00,16,2.85,2.50,6.66,-1.70,0.64,176,0.00
55774,23.57,0.09,2054,0.00,0.00,16,2.85,2.50,5.65,-1.70,0.64,176,0.00
55977,23.57,0.10,2051,0.00,0.00,16,2.85,2.50,6.95,-1.70,0.64,176,0.00
56165,23.64,0.09,2028,0.00,0.00,16,2.85,2.50,6.26,-1.70,0.66,176,0.00
56353,23.64,0.10,2027,0.00,0.00,16,2.85,2.50,6.88,-1.70,0.66,176,0.00
56540,23.63,0.11,2013,0.00,0.00,16,2.85,2.50,7.54,-1.70,0.66,176,0.00
56728,23.85,0.11,2004,0.00,0.00,16,2.85,2.50,7.46,-1.70,0.66,176,0.00
56931,24.09,0.12,1994,0.00,0.00,16,2.85,2.50,7.41,-1.39,0.68,176,0.00
57118,23.88,0.10,1998,0.00,0.00,16,2.85,2.50,7.14,-1.70,0.68,176,0.00
57306,23.48,0.10,1978,0.00,0.00,16,2.85,2.50,7.06,-1.39,0.64,176,0.00
57494,23.99,0.10,1982,0.00,0.00,16,2.85,2.50,6.15,-1.39,0.64,176,0.00
57696,23.80,0.09,1964,0.00,0.00,16,2.85,2.50,5.43,-1.39,0.64,176,0.00
57884,24.08,0.09,1965,0.00,0.00,16,3.20,2.50,5.43,-1.39,0.64,176,0.00
58072,23.95,0.10,1943,0.00,0.00,16,3.20,3.00,6.29,-1.39,0.64,174,0.00
58259,24.03,0.10,1945,0.00,0.00,16,3.20,3.00,6.15,-1.39,0.64,174,0.00
58447,23.84,0.09,1937,0.00,0.00,16,3.20,3.00,5.85,-1.39,0.64,174,0.00
58650,23.67,0.10,1916,0.00,0.00,16,3.20,3.00,6.01,-1.39,0.64,174,0.00
58837,23.92,0.10,1918,0.00,0.00,16,3.20,3.50,6.40,-1.39,0.64,174,0.00
59025,23.64,0.08,1905,0.00,0.00,16,3.55,3.50,5.23,-1.39,0.64,174,0.00
59212,23.62,0.10,1902,0.00,0.00,16,3.55,3.50,6.33,-1.39,0.64,174,0.00
59415,23.69,0.10,1886,0.00,0.00,16,3.55,3.50,6.40,-1.39,0.64,174,0.00
59603,23.98,0.10,1872,0.00,0.00,16,3.55,3.50,5.30,-1.39,0.64,174,0.00
59796,23.67,0.10,1861,0.00,0.00,16,3.55,3.50,6.33,-1.39,0.64,174,0.00
59983,23.82,0.10,1849,0.00,0.00,16,3.55,3.50,6.18,-1.39,0.64,174,0.00
60171,23.54,0.11,1854,0.00,0.00,16,3.91,3.50,6.62,-1.39,0.64,174,0.00
60358,23.60,0.11,1845,0.00,0.00,16,3.91,3.50,6.77,-1.39,0.64,174,0.00
60561,23.57,0.10,1844,0.00,0.00,16,3.91,3.50,5.87,-1.39,0.64,174,0.00
60749,23.56,0.11,1838,0.00,0.00,16,4.26,3.50,6.66,-1.39,0.66,174,0.00
60936,23.94,0.12,1824,0.00,0.00,16,4.26,5.00,7.21,-1.39,0.66,174,0.00
61124,23.88,0.13,1804,0.00,0.00,16,3.91,8.00,7.78,-1.39,0.68,174,0.00
61327,23.86,0.13,1785,0.00,0.00,16,7.77,6.00,7.98,-1.39,0.70,174,0.00
61514,23.89,0.15,1786,0.00,0.00,16,15.51,14.00,9.04,-1.39,0.74,174,0.00
61702,20.44,0.23,1793,0.00,0.00,16,34.14,33.00,14.27,-1.39,0.86,174,0.00
61889,13.42,0.27,1796,0.00,0.00,16,34.84,34.00,16.27,-1.39,0.88,174,0.00
62092,13.08,0.28,1793,0.00,0.00,16,34.84,35.00,16.72,-1.39,0.88,174,0.00
62285,14.18,0.28,1805,0.00,0.00,16,35.20,35.00,16.95,-1.39,0.88,174,0.00
62472,14.56,0.29,1807,0.00,0.00,16,35.55,35.50,17.33,-1.39,0.90,174,0.00
62660,14.56,0.30,1809,0.00,0.00,16,36.25,35.50,18.01,-1.39,0.90,174,0.00
62847,14.32,0.31,1820,0.00,0.00,16,36.25,36.00,18.10,-1.39,0.90,174,0.00
63035,14.01,0.30,1826,0.00,0.00,16,35.90,36.50,18.95,-1.39,0.92,174,0.00
63238,14.08,0.31,1832,0.00,0.00,16,36.25,36.50,18.96,-1.39,0.92,174,0.00
63425,14.39,0.33,1833,0.00,0.00,16,37.30,37.00,19.98,-1.39,0.92,174,0.00
63613,13.89,0.33,1837,0.00,0.00,16,37.66,37.00,20.14,-1.39,0.94,174,0.00
63800,14.14,0.33,1842,0.00,0.00,16,37.30,37.00,19.90,-1.39,0.94,174,0.00
64003,14.08,0.34,1841,0.00,0.00,16,37.66,38.00,20.92,-1.39,0.94,174,0.00
64191,13.99,0.34,1846,0.00,0.00,16,38.01,38.00,21.27,-1.39,0.96,174,0.00
64378,14.01,0.36,1857,0.00,0.00,16,36.95,37.50,21.98,-1.08,0.98,174,0.00
64581,13.71,0.37,1863,0.00,0.00,16,36.25,36.50,22.59,-0.77,1.00,174,0.00
64769,13.77,0.38,1861,0.00,0.00,16,35.55,35.50,23.72,-0.15,1.02,174,0.00
64956,13.99,0.39,1864,0.00,0.00,16,35.20,34.50,24.51,-0.15,1.02,174,0.00
65144,14.16,0.40,1858,0.00,0.00,16,34.49,34.00,24.90,-0.15,1.02,174,0.00
65331,13.90,0.39,1858,0.00,0.00,16,34.84,34.00,24.61,-0.15,1.02,174,0.00
65534,13.84,0.39,1869,0.00,0.00,16,34.49,34.00,25.01,-0.15,1.02,172,0.00
65721,13.84,0.39,1880,0.00,0.00,16,35.20,34.00,25.01,-0.15,1.02,172,0.00
65909,13.90,0.39,1902,0.00,0.00,16,34.49,35.50,24.91,-0.15,1.02,172,0.00
66099,13.90,0.41,1900,0.00,0.00,16,33.09,33.00,26.41,0.15,1.06,172,0.00
66287,13.73,0.43,1892,0.00,0.00,16,32.38,32.50,26.93,0.46,1.06,172,0.00
66490,13.87,0.42,1910,0.00,0.00,16,32.73,33.00,27.05,1.08,1.06,172,0.00
66677,13.87,0.42,1922,0.00,0.00,16,34.14,33.50,27.26,0.46,1.06,172,0.00
66867,13.99,0.41,1932,0.00,0.00,16,34.14,33.50,26.94,0.77,1.04,172,0.00
67054,14.07,0.41,1924,0.00,0.00,16,34.84,34.00,26.52,0.15,1.02,172,0.00
67245,13.84,0.39,1923,0.00,0.00,16,36.60,35.50,24.71,-0.15,1.00,172,0.00
67432,14.03,0.38,1947,0.00,0.00,16,37.30,36.50,24.42,-0.77,0.98,172,0.00
67635,13.70,0.35,1931,0.00,0.00,16,38.71,38.50,21.27,-1.39,0.92,172,0.00
67827,13.68,0.30,1933,0.00,0.00,16,38.71,38.50,18.09,-1.39,0.88,172,0.00
68015,13.88,0.27,1950,0.00,0.00,16,38.36,38.50,16.80,-1.39,0.86,172,0.00
68203,13.88,0.27,1940,0.00,0.00,16,38.71,38.00,17.17,-1.39,0.86,172,0.00
68390,13.82,0.26,1958,0.00,0.00,16,38.36,38.00,16.88,-1.39,0.86,172,0.00
68593,13.59,0.26,1962,0.00,0.00,16,38.01,38.50,16.64,-1.39,0.86,172,0.00
68780,13.50,0.25,1954,0.00,0.00,16,37.66,37.50,16.20,-1.39,0.86,172,0.00
68968,13.88,0.24,1961,0.00,0.00,16,37.66,38.00,15.98,-1.39,0.86,172,0.00
69159,14.11,0.25,1953,0.00,0.00,16,38.36,38.00,16.20,-1.39,0.84,172,0.00
69346,13.51,0.24,1971,0.00,0.00,16,38.36,38.00,15.39,-1.39,0.84,172,0.00
69534,13.82,0.23,1962,0.00,0.00,16,37.66,38.00,15.61,-1.39,0.84,172,0.00
69737,14.08,0.23,1962,0.00,0.00,16,38.01,38.00,16.05,-1.39,0.84,172,0.00
69925,13.84,0.23,1978,0.00,0.00,16,38.36,37.50,14.91,-1.39,0.84,172,0.00
70112,14.33,0.21,1968,0.00,0.00,16,37.30,37.50,15.04,-1.39,0.84,172,0.00
70300,14.18,0.23,1986,0.00,0.00,16,38.36,38.00,15.24,-1.39,0.84,172,0.00
70503,13.93,0.23,1978,0.00,0.00,16,38.36,38.00,15.32,-1.39,0.84,172,0.00
70690,13.59,0.23,1986,0.00,0.00,16,38.01,38.00,14.98,-1.39,0.84,172,0.00
70878,14.56,0.26,1988,0.00,0.00,16,39.06,38.50,16.65,-1.39,0.88,172,0.00
71065,13.49,0.31,2002,0.00,0.00,16,39.77,39.50,18.64,-1.70,0.98,172,0.00
71253,13.61,0.38,2002,0.00,0.00,16,36.95,37.00,24.42,-0.15,1.04,172,0.00
71456,13.42,0.40,2018,0.00,0.00,16,36.25,36.00,26.52,1.08,1.06,172,0.00
71643,13.63,0.41,2034,0.00,0.00,16,35.90,35.50,27.37,1.08,1.08,172,0.00
71831,13.79,0.38,2030,0.00,0.00,16,38.01,36.50,25.60,-0.15,0.96,172,0.00
72018,13.36,0.30,2050,0.00,0.00,16,40.12,40.00,17.48,-1.70,0.88,172,0.00
72221,13.52,0.26,2057,0.00,0.00,16,40.12,40.00,16.36,-1.70,0.84,172,0.00
72409,13.19,0.22,2058,0.00,0.00,16,38.71,39.00,14.26,-1.70,0.82,172,0.00
72596,13.50,0.20,2046,0.00,0.00,16,38.36,38.00,13.43,-1.70,0.80,172,0.00
72784,13.64,0.18,2065,0.00,0.00,16,36.60,37.00,11.76,-1.70,0.76,172,0.00
72987,13.09,0.14,2051,0.00,0.00,16,34.14,35.00,7.94,-1.70,0.74,172,0.00
73174,13.71,0.14,2043,0.00,0.00,16,34.84,34.00,9.35,-1.70,0.74,172,0.00
73362,14.07,0.13,2072,0.00,0.00,16,34.49,34.00,8.65,-1.70,0.74,172,0.00
73549,14.07,0.12,2060,0.00,0.00,16,33.44,33.00,8.23,-1.70,0.74,172,0.00
73737,14.49,0.13,2058,0.00,0.00,16,34.14,34.00,9.09,-1.70,0.74,172,0.00
73940,14.79,0.12,2050,0.00,0.00,16,33.79,33.50,8.14,-1.70,0.72,172,0.00
74127,14.55,0.09,2041,0.00,0.00,16,33.09,33.00,6.51,-1.70,0.70,172,0.00
74315,14.72,0.08,2042,0.00,0.00,16,20.43,29.50,4.73,-1.70,0.64,172,0.00
74502,16.63,0.09,2021,0.00,0.00,16,2.85,8.00,5.65,-1.70,0.64,172,0.00
74705,22.24,0.10,2034,0.00,0.00,16,2.85,2.50,6.84,-1.70,0.64,172,0.00
74893,24.84,0.10,2018,0.00,0.00,16,2.85,2.50,6.55,-1.70,0.64,172,0.00
75080,23.64,0.10,2018,0.00,0.00,16,2.85,2.50,6.84,-1.70,0.64,172,0.00
75268,23.98,0.09,2004,0.00,0.00,16,2.85,2.50,5.85,-1.70,0.64,172,0.00
75460,24.12,0.09,2009,0.00,0.00,16,2.85,2.50,6.37,-1.70,0.64,172,0.00
75647,24.01,0.10,1986,0.00,0.00,16,2.85,2.50,6.18,-1.39,0.64,172,0.00
75850,24.02,0.09,1995,0.00,0.00,16,2.85,2.50,6.12,-1.39,0.64,172,0.00
76038,23.98,0.10,1971,0.00,0.00,16,2.85,2.50,6.81,-1.39,0.64,172,0.00
76226,23.68,0.09,1976,0.00,0.00,16,2.85,2.50,6.44,-1.39,0.64,172,0.00
76428,23.68,0.10,1956,0.00,0.00,16,2.85,3.00,6.22,-1.39,0.64,172,0.00
76616,23.70,0.09,1962,0.00,0.00,16,3.20,2.50,6.11,-1.39,0.64,172,0.00
76804,23.98,0.10,1939,0.00,0.00,16,3.20,3.00,6.59,-1.39,0.64,172,0.00
76991,23.64,0.10,1935,0.00,0.00,16,3.20,3.00,6.70,-1.39,0.64,172,0.00
77194,23.95,0.11,1930,0.00,0.00,16,3.20,3.00,6.81,-1.39,0.66,174,0.00
77382,23.70,0.12,1918,0.00,0.00,16,3.20,3.00,7.78,-1.39,0.66,174,0.00
77569,23.63,0.12,1902,0.00,0.00,16,3.20,3.50,7.82,-1.39,0.68,174,0.00
77757,23.95,0.12,1906,0.00,0.00,16,3.55,3.50,7.94,-1.39,0.68,174,0.00
77960,23.86,0.13,1900,0.00,0.00,16,6.02,4.50,8.36,-1.39,0.70,174,0.00
78147,23.74,0.13,1894,0.00,0.00,16,13.05,11.50,8.19,-1.39,0.72,174,0.00
78335,22.72,0.13,1882,0.00,0.00,16,19.73,19.00,8.23,-1.39,0.70,174,0.00
78522,16.70,0.10,1854,0.00,0.00,16,11.29,12.00,7.10,-1.39,0.66,174,0.00
78725,16.68,0.09,1870,0.00,0.00,16,3.55,3.50,6.22,-1.39,0.64,174,0.00
78913,21.48,0.11,1859,0.00,0.00,16,3.91,3.50,6.44,-1.39,0.64,174,0.00
79100,25.62,0.11,1848,0.00,0.00,16,3.91,3.50,6.66,-1.39,0.64,174,0.00
79288,23.75,0.10,1834,0.00,0.00,16,3.91,3.50,6.26,-1.39,0.64,174,0.00
79479,23.74,0.10,1832,0.00,0.00,16,4.26,5.00,5.85,-1.39,0.64,174,0.00
79683,23.99,0.11,1827,0.00,0.00,16,4.26,4.50,6.62,-1.39,0.64,174,0.00
79871,23.95,0.10,1814,0.00,0.00,16,4.26,6.00,5.87,-1.39,0.64,174,0.00
80062,23.92,0.10,1792,0.00,0.00,16,4.26,7.00,6.18,-1.39,0.64,174,0.00
80249,23.95,0.10,1788,0.00,0.00,16,4.26,6.50,6.07,-1.39,0.64,174,0.00
80437,23.95,0.11,1773,0.00,0.00,16,4.26,7.00,6.33,-1.39,0.64,174,0.00
80624,23.76,0.11,1774,0.00,0.00,16,4.26,7.00,6.33,-1.39,0.64,174,0.00
80827,23.87,0.11,1762,0.00,0.00,16,4.61,6.50,6.33,-1.39,0.64,174,0.00
81015,23.54,0.11,1747,0.00,0.00,16,4.61,7.00,5.55,-1.39,0.64,174,0.00
81202,23.78,0.11,1733,0.00,0.00,16,4.61,7.50,5.59,-1.39,0.64,174,0.00
81390,23.87,0.10,1735,0.00,0.00,16,4.61,6.00,6.15,-1.39,0.64,174,0.00
81593,23.54,0.11,1715,0.00,0.00,16,4.96,9.00,6.26,-1.39,0.64,174,0.00
81780,23.81,0.12,1697,0.00,0.00,16,4.96,8.00,6.81,-1.39,0.64,174,0.00
81972,24.05,0.11,1709,0.00,0.00,16,4.96,6.00,6.59,-1.39,0.64,174,0.00
82160,23.77,0.11,1678,0.00,0.00,16,4.96,8.00,6.07,-1.39,0.64,174,0.00
82347,23.77,0.11,1674,0.00,0.00,16,4.96,7.50,6.37,-1.39,0.64,174,0.00
82535,24.02,0.12,1658,0.00,0.00,16,5.31,8.00,6.48,-1.39,0.64,174,0.00
82738,23.74,0.12,1646,0.00,0.00,16,6.37,14.00,6.37,-1.39,0.64,174,0.00
82925,23.76,0.16,1335,0.00,0.00,16,7.07,15.00,5.94,-1.39,0.64,174,0.00
83113,23.95,0.14,1198,0.00,0.00,16,7.07,7.00,6.01,-1.39,0.64,176,0.00
83300,23.39,0.15,1207,0.00,0.00,16,7.07,14.00,6.44,-1.39,0.64,176,0.00
83503,20.16,0.13,1256,0.00,0.00,16,6.72,6.00,6.05,-1.39,0.64,176,0.00
83691,16.88,0.14,1150,0.00,0.00,16,7.07,15.00,5.04,-1.08,0.64,176,0.00
83879,16.80,0.16,1236,0.00,0.00,16,6.72,6.00,6.77,-1.39,0.64,176,0.00
84066,15.96,0.14,1268,0.00,0.00,16,7.07,3.00,6.12,-1.39,0.64,176,0.00
84254,15.21,0.16,1269,0.00,0.00,16,6.72,3.00,6.51,-1.39,0.64,176,0.00
84456,15.54,0.15,1258,0.00,0.00,16,7.07,5.50,5.74,-1.39,0.64,176,0.00
84644,15.30,0.13,1271,0.00,0.00,16,6.72,3.50,5.92,-1.39,0.64,176,0.00
84832,15.08,0.16,1212,0.00,0.00,16,7.07,11.50,6.05,-1.08,0.64,176,0.00
85019,16.04,0.15,1278,0.00,0.00,16,7.07,8.00,5.91,-1.39,0.64,176,0.00
85207,15.51,0.15,1257,0.00,0.00,16,6.72,3.50,6.55,-1.39,0.64,176,0.00
85410,15.00,0.15,1285,0.00,0.00,16,6.72,4.50,6.11,-1.39,0.64,176,0.00
85597,14.68,0.15,1266,0.00,0.00,16,6.72,5.00,6.07,-1.39,0.64,176,0.00
85785,14.82,0.15,1278,0.00,0.00,16,6.72,4.50,6.48,-1.39,0.64,176,0.00
85972,14.77,0.15,1290,0.00,0.00,16,6.72,4.00,6.62,-1.39,0.64,176,0.00
86175,14.82,0.14,1309,0.00,0.00,16,6.72,2.50,6.29,-1.39,0.64,176,0.00
86363,14.69,0.15,1278,0.00,0.00,16,7.07,4.50,6.15,-1.39,0.64,176,0.00
86550,14.77,0.13,1300,0.00,0.00,16,6.72,4.00,5.78,-1.39,0.64,176,0.00
86738,14.84,0.14,1262,0.00,0.00,16,6.72,9.00,6.07,-1.39,0.64,176,0.00
86925,14.97,0.13,1280,0.00,0.00,16,6.72,4.50,5.65,-1.39,0.64,176,0.00
87128,14.87,0.15,1269,0.00,0.00,16,7.07,9.50,5.87,-1.39,0.64,176,0.00
87316,15.26,0.12,1283,0.00,0.00,16,6.72,4.50,5.27,-1.39,0.64,176,0.00
87503,15.62,0.14,1232,0.00,0.00,16,6.72,7.00,6.18,-1.39,0.64,176,0.00
87691,15.11,0.14,1281,0.00,0.00,16,6.72,6.00,5.87,-1.39,0.64,176,0.00
87894,14.95,0.14,1279,0.00,0.00,16,6.72,5.00,6.15,-1.39,0.64,176,0.00
