Time (msec),A/F Correction #1 (%),A/F Sensor #1 (AFR),Engine Load* (g/rev),Feedback Knock Correction* (degrees),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Coolant Temperature (F)
122050,0.00,23.66,0.09,0.00,0.00,0.00,3.48,7.06,33.33,-3.35,0.00,189
122222,0.00,23.89,0.10,0.00,0.00,0.00,3.48,7.14,33.33,-3.04,0.00,189
122409,0.00,23.77,0.10,0.00,0.00,0.00,3.48,7.17,33.33,-3.04,0.00,189
122597,0.00,24.12,0.10,0.00,0.00,0.00,3.48,6.92,33.33,-3.04,0.00,189
122769,0.00,23.43,0.09,0.00,0.00,0.00,3.48,6.77,33.33,-3.04,0.00,189
122956,0.00,23.54,0.10,0.00,0.00,0.00,3.48,6.95,33.33,-3.04,0.00,189
123144,0.00,23.54,0.09,0.00,0.00,0.00,3.48,6.70,33.33,-3.04,0.00,189
123331,0.00,23.66,0.10,0.00,0.00,0.00,3.48,6.77,33.33,-3.04,0.00,189
123519,0.00,24.12,0.09,0.00,0.00,0.00,3.48,5.96,33.33,-3.04,0.00,189
123691,0.00,23.89,0.09,0.00,0.00,0.00,3.48,6.48,33.33,-3.04,0.00,189
123878,0.00,24.00,0.09,0.00,0.00,0.00,3.48,6.44,33.33,-3.04,0.00,189
124065,0.00,24.12,0.10,0.00,0.00,0.00,3.48,6.62,33.33,-3.04,0.00,189
124237,0.00,23.66,0.10,0.00,0.00,0.00,3.48,6.62,33.33,-3.04,0.00,189
124425,0.00,24.00,0.09,0.00,0.00,0.00,3.48,6.55,33.33,-3.04,0.00,189
124612,0.00,24.00,0.10,0.00,0.00,0.00,3.48,6.62,33.33,-3.04,0.00,189
124784,0.00,23.66,0.10,0.00,0.00,0.00,3.63,6.44,33.33,-3.04,0.00,189
124972,0.00,23.89,0.09,0.00,0.00,0.00,3.63,6.11,33.33,-3.04,0.00,189
125159,0.00,23.89,0.10,0.00,0.00,0.00,3.63,6.48,33.33,-3.04,0.00,189
125331,0.00,24.00,0.09,0.00,0.00,0.00,3.63,6.48,33.33,-3.04,0.00,189
125520,0.00,23.89,0.09,0.00,0.00,0.00,3.77,6.18,33.33,-3.04,0.78,189
125692,0.00,23.66,0.10,0.00,2.99,0.00,4.06,6.29,33.33,-3.04,2.35,189
125879,0.00,23.89,0.12,0.00,3.40,0.00,4.35,8.03,33.33,-3.04,3.53,189
126067,0.00,15.39,0.15,0.00,3.82,0.00,4.79,9.35,33.33,-2.73,4.71,189
126238,-6.25,13.78,0.17,0.00,4.27,0.00,5.37,10.88,33.73,-3.04,5.49,189
126426,-5.47,14.13,0.19,0.00,4.69,0.00,6.09,12.41,33.73,-2.73,6.67,189
126613,-4.69,14.59,0.21,0.00,5.10,0.00,6.82,13.77,33.73,-3.04,7.45,189
126785,-4.69,14.59,0.22,0.00,5.09,0.00,7.40,14.18,33.73,-2.73,8.24,189
126973,-3.12,15.04,0.23,0.00,5.13,0.00,7.69,14.78,33.73,-2.73,8.63,189
127160,-1.56,15.16,0.26,0.00,6.00,0.00,8.27,16.86,33.73,-2.73,9.41,189
127332,-2.34,14.81,0.27,0.00,6.37,0.00,8.71,18.05,33.73,-3.04,9.80,189
127520,-1.56,14.93,0.28,0.00,6.82,0.00,9.14,18.88,33.73,-2.73,10.20,189
127707,-1.56,14.70,0.29,0.00,6.82,0.00,9.43,19.11,33.73,-2.73,10.59,189
127895,-0.78,14.81,0.30,0.00,6.84,0.00,9.58,19.42,33.73,-3.04,10.59,189
128082,-0.78,14.81,0.31,0.00,7.24,0.00,9.87,20.42,33.73,-3.04,10.98,189
128259,-0.78,14.59,0.31,0.00,7.31,0.00,10.01,20.77,33.73,-2.73,10.98,189
128446,-1.56,14.70,0.32,0.00,7.66,0.00,10.16,21.28,33.73,-3.04,10.98,189
128624,-0.78,14.70,0.32,0.00,7.72,0.00,10.30,21.71,33.73,-3.04,11.37,189
128812,-0.78,14.81,0.32,0.00,7.68,0.00,10.45,21.53,33.73,-3.04,11.37,189
128989,-0.78,14.70,0.30,0.00,7.75,0.00,10.30,20.85,33.73,-3.04,10.59,189
129176,0.00,14.81,0.27,0.00,6.83,0.00,9.43,16.73,33.73,-3.04,8.63,189
129348,-1.56,14.47,0.24,0.00,6.01,0.00,8.56,16.38,33.73,-3.04,8.24,189
129535,-0.78,14.70,0.23,0.00,5.97,0.00,8.27,16.11,33.33,-3.04,7.45,189
129723,-0.78,14.70,0.22,0.00,5.58,0.00,7.98,14.66,33.33,-3.04,7.45,189
129895,0.78,15.04,0.22,0.00,5.54,0.00,7.69,14.84,33.33,-3.04,7.45,189
130082,0.00,14.59,0.22,0.00,5.53,0.00,7.55,14.49,33.33,-3.04,7.06,189
130270,0.00,14.59,0.21,0.00,5.53,0.00,7.55,14.31,33.33,-2.73,7.06,189
130442,1.56,14.93,0.22,0.00,5.56,0.00,7.40,14.90,33.33,-3.04,7.45,189
130629,0.78,14.70,0.21,0.00,5.52,0.00,7.40,14.13,33.33,-2.73,7.06,189
130816,1.56,14.81,0.21,0.00,5.50,0.00,7.40,14.13,33.33,-2.73,7.45,189
130988,2.34,14.93,0.22,0.00,5.36,0.00,7.40,14.49,33.33,-2.73,7.45,189
131176,1.56,14.59,0.22,0.00,5.52,0.00,7.55,14.61,33.33,-2.73,7.45,189
131352,1.56,14.47,0.22,0.00,5.48,0.00,7.40,14.49,33.33,-2.73,7.06,189
131545,1.56,14.59,0.22,0.00,5.50,0.00,7.55,14.49,33.33,-2.73,7.06,189
131732,1.56,14.70,0.22,0.00,5.47,0.00,7.55,14.90,33.33,-2.73,7.45,189
131904,0.78,14.36,0.23,0.00,5.66,0.00,7.69,15.09,33.33,-2.73,7.45,189
132091,1.56,14.70,0.23,0.00,5.03,0.00,7.69,13.89,33.33,-2.73,7.45,189
132263,3.12,15.04,0.23,0.00,5.87,0.00,7.98,15.22,33.33,-2.73,7.84,189
132451,3.12,14.81,0.24,0.00,5.85,0.00,8.13,15.50,33.33,-2.73,8.24,189
132638,3.91,14.81,0.25,0.00,5.86,0.00,8.27,16.11,33.33,-2.73,8.24,189
132826,3.12,14.47,0.25,0.00,5.89,0.00,8.42,16.60,33.33,-2.73,8.63,189
132998,2.34,14.59,0.26,0.00,6.69,0.00,8.56,17.36,33.33,-2.73,8.63,189
133185,1.56,14.24,0.25,0.00,5.89,0.00,8.71,16.46,33.33,-2.73,9.02,189
133357,4.69,15.16,0.27,0.00,6.70,0.00,9.00,17.44,33.33,-2.73,9.41,189
133547,3.12,14.81,0.27,0.00,6.66,0.00,9.14,17.74,33.33,-2.73,9.41,189
133735,3.91,14.81,0.28,0.00,7.15,0.00,9.29,18.58,33.33,-2.73,9.80,189
133907,3.12,14.59,0.29,0.00,6.67,0.00,9.58,18.66,33.33,-2.73,9.80,189
134094,3.12,14.70,0.30,0.00,6.71,0.00,9.72,18.80,33.33,-2.73,10.20,189
134282,2.34,14.47,0.30,0.00,7.10,0.00,9.87,19.29,33.33,-2.73,10.20,189
134454,1.56,14.24,0.28,0.00,7.10,0.00,10.01,19.19,33.33,-2.73,10.20,189
134641,3.12,14.81,0.31,0.00,7.60,0.00,10.16,19.90,33.33,-2.73,10.59,189
134829,-0.78,14.01,0.31,0.00,7.12,0.00,10.16,20.33,33.33,-2.73,10.59,189
135001,1.56,14.70,0.31,0.00,7.54,0.00,10.30,20.42,33.33,-2.73,10.59,189
135188,0.78,14.47,0.31,0.00,7.51,0.00,10.30,20.50,33.33,-2.73,10.59,189
135375,0.78,14.59,0.29,0.00,7.51,0.00,10.30,20.50,33.33,-2.73,10.59,189
135548,0.78,14.70,0.31,0.00,7.16,0.00,10.30,20.25,33.33,-2.73,10.59,189
135735,0.78,14.70,0.31,0.00,7.55,0.00,10.30,20.59,33.33,-2.73,10.59,189
135922,0.00,14.47,0.31,0.00,7.58,0.00,10.30,20.93,33.33,-2.73,10.59,190
136094,0.78,14.59,0.30,0.00,7.08,0.00,10.45,19.99,33.33,-2.73,10.98,190
136282,3.91,15.16,0.32,0.00,7.94,0.00,10.45,20.32,33.33,-2.73,10.98,189
136469,1.56,14.81,0.30,0.00,7.59,0.00,10.59,20.68,33.33,-2.73,10.98,189
136641,3.12,14.81,0.32,0.00,7.98,0.00,10.74,21.62,33.33,-2.73,11.37,189
136829,1.56,14.47,0.33,0.00,8.05,0.00,10.88,21.63,33.33,-2.73,11.37,189
137016,1.56,14.59,0.34,0.00,8.43,0.00,11.03,22.51,33.33,-2.73,11.76,189
137188,0.00,14.24,0.34,0.00,8.06,0.00,11.03,22.15,33.33,-2.73,11.76,190
137376,0.78,14.70,0.34,0.00,8.48,0.00,11.17,22.59,33.33,-2.73,12.16,190
137563,0.78,14.70,0.34,0.00,8.09,0.00,11.32,23.27,33.33,-2.73,12.16,190
137735,1.56,14.70,0.35,0.00,8.51,0.00,11.32,23.36,33.33,-2.73,12.16,190
137922,0.78,14.59,0.35,0.00,8.55,0.00,11.46,22.89,33.33,-2.73,12.16,190
138110,1.56,14.70,0.36,0.00,8.52,0.00,11.46,23.46,33.33,-2.73,12.55,190
138282,0.78,14.70,0.36,0.00,8.16,0.00,11.61,23.16,33.33,-2.73,12.55,190
138469,1.56,14.81,0.36,0.00,8.98,0.00,11.75,24.23,33.33,-2.73,12.55,190
138657,0.78,14.36,0.35,0.00,7.79,0.00,11.75,23.17,33.33,-3.04,12.94,190
138829,2.34,14.81,0.37,0.00,8.18,0.00,11.75,23.55,33.33,-3.04,12.94,190
139016,0.78,14.47,0.35,0.00,9.04,0.00,11.75,24.80,33.33,-3.04,12.94,190
139203,2.34,14.81,0.36,0.00,9.56,0.00,11.75,24.80,33.33,-3.04,12.94,190
139380,1.56,14.70,0.36,0.00,8.72,0.00,11.75,24.22,33.33,-3.04,12.16,190
139568,1.56,14.70,0.33,0.00,8.30,0.00,11.17,22.61,33.33,-3.04,11.37,190
139739,2.34,14.81,0.31,0.00,7.90,0.00,10.74,21.03,33.33,-3.04,10.59,190
139927,0.78,14.59,0.30,0.00,7.86,0.00,10.30,20.68,33.33,-3.04,10.59,190
140114,2.34,14.70,0.29,0.00,7.43,0.00,10.01,20.15,33.33,-3.04,10.20,190
140286,1.56,14.59,0.27,0.00,7.10,0.00,9.72,18.05,33.33,-3.04,9.80,190
140474,2.34,14.81,0.28,0.00,7.48,0.00,9.58,19.66,33.33,-3.04,9.80,190
140661,1.56,14.70,0.27,0.00,7.06,0.00,9.58,18.81,33.33,-3.04,9.80,190
140833,2.34,14.81,0.28,0.00,7.11,0.00,9.43,19.11,33.33,-3.04,9.80,190
141021,1.56,14.59,0.27,0.00,7.09,0.00,9.43,19.11,33.33,-3.04,9.80,190
141208,1.56,14.59,0.27,0.00,7.09,0.00,9.43,19.49,33.33,-3.04,9.80,190
141380,1.56,14.47,0.27,0.00,6.66,0.00,9.43,18.89,33.33,-3.04,9.80,190
141567,2.34,14.81,0.27,0.00,7.15,0.00,9.43,18.96,33.33,-3.04,9.80,190
141755,2.34,14.70,0.28,0.00,7.18,0.00,9.43,18.80,33.33,-3.04,9.80,190
141927,1.56,14.59,0.27,0.00,7.20,0.00,9.43,18.81,33.33,-3.04,9.80,190
142114,1.56,14.59,0.28,0.00,6.72,0.00,9.43,18.89,33.33,-3.04,9.80,190
142302,1.56,14.70,0.28,0.00,7.18,0.00,9.43,18.65,33.33,-3.04,9.80,190
142474,2.34,14.81,0.27,0.00,7.18,0.00,9.43,18.89,33.33,-3.04,9.80,190
142661,2.34,14.70,0.28,0.00,7.67,0.00,9.43,20.07,33.33,-3.04,9.80,190
142848,1.56,14.47,0.28,0.00,7.24,0.00,9.43,19.04,33.33,-3.04,10.20,190
143020,1.56,14.59,0.29,0.00,7.26,0.00,9.58,19.98,33.33,-3.04,10.20,190
143208,0.78,14.24,0.28,0.00,7.21,0.00,9.58,19.82,33.33,-3.04,10.20,190
143395,1.56,14.70,0.29,0.00,7.25,0.00,9.58,20.07,33.33,-3.04,10.20,190
143583,0.00,14.47,0.28,0.00,7.25,0.00,9.58,19.57,33.33,-3.04,10.20,190
143755,1.56,14.70,0.28,0.00,7.27,0.00,9.58,20.07,33.33,-3.04,10.20,190
143942,1.56,14.81,0.28,0.00,6.83,0.00,9.72,19.27,33.33,-3.04,10.20,190
144130,1.56,14.81,0.28,0.00,7.71,0.00,9.72,20.33,33.33,-3.04,10.59,190
144302,1.56,14.70,0.28,0.00,7.25,0.00,9.72,19.75,33.33,-3.04,10.59,190
144489,2.34,14.81,0.29,0.00,7.74,0.00,9.87,20.50,33.33,-3.04,10.59,190
144677,0.78,14.36,0.29,0.00,7.32,0.00,9.87,20.25,33.33,-3.04,10.59,190
144848,1.56,14.70,0.30,0.00,7.83,0.00,9.87,20.94,33.33,-3.04,10.59,190
145036,0.78,14.47,0.29,0.00,7.79,0.00,10.01,21.11,33.33,-3.04,10.59,190
145223,1.56,14.70,0.29,0.00,7.80,0.00,10.01,20.76,33.33,-3.04,10.98,190
145395,1.56,14.70,0.30,0.00,7.81,0.00,10.01,21.80,33.33,-3.04,10.98,190
145583,1.56,14.59,0.29,0.00,7.83,0.00,10.01,21.45,33.33,-3.04,10.98,190
145770,2.34,14.70,0.29,0.00,7.81,0.00,10.16,21.20,33.33,-3.04,10.98,190
145942,2.34,14.81,0.29,0.00,7.82,0.00,10.16,21.88,33.33,-3.04,10.98,190
146130,2.34,14.70,0.31,0.00,8.27,0.00,10.16,21.88,33.33,-3.04,10.98,190
146317,1.56,14.47,0.31,0.00,7.77,0.00,10.30,21.37,33.33,-3.04,10.98,190
146504,1.56,14.47,0.31,0.00,7.78,0.00,10.30,21.54,33.33,-3.04,10.98,190
146676,2.34,14.59,0.31,0.00,7.82,0.00,10.30,21.80,33.33,-3.04,11.37,190
146864,0.78,14.47,0.31,0.00,8.31,0.00,10.30,22.33,33.33,-3.04,11.37,190
147051,0.78,14.36,0.31,0.00,8.33,0.00,10.30,22.52,33.33,-3.04,11.37,190
147223,0.00,14.36,0.31,0.00,8.24,0.00,10.45,22.70,33.33,-3.04,11.37,190
147411,0.78,14.81,0.31,0.00,8.26,0.00,10.45,21.80,33.33,-3.04,11.37,190
147598,1.56,14.81,0.31,0.00,8.24,0.00,10.45,22.24,33.33,-3.35,11.37,190
147770,1.56,14.81,0.31,0.00,8.23,0.00,10.45,22.42,33.33,-3.04,11.37,190
147958,2.34,14.81,0.32,0.00,8.75,0.00,10.59,22.97,33.33,-3.04,11.76,190
148145,2.34,14.70,0.34,0.00,8.68,0.00,10.88,24.04,33.33,-3.04,12.94,190
148317,0.00,14.47,0.40,0.00,10.54,0.00,11.75,27.87,33.33,-2.73,15.29,190
148504,-0.78,14.13,0.43,0.00,10.55,0.00,13.06,30.91,33.33,-1.49,17.25,190
148692,0.78,14.59,0.45,0.00,11.47,0.00,13.64,32.13,33.33,-0.58,18.04,190
148864,0.00,14.59,0.45,0.00,11.04,0.00,13.93,32.24,33.33,0.04,18.43,190
149051,0.78,14.81,0.46,0.00,11.52,0.00,14.07,32.84,33.33,0.04,18.43,190
149239,0.78,14.81,0.47,0.00,11.06,0.00,14.22,32.73,33.33,0.04,18.43,190
149411,0.78,14.70,0.46,0.00,11.11,0.00,14.36,33.44,33.33,0.04,18.43,190
149598,1.56,14.81,0.46,0.00,12.09,0.00,14.36,34.17,32.94,0.04,18.43,190
149786,1.56,14.70,0.44,0.00,12.12,0.00,14.36,33.81,32.94,-0.58,17.65,190
149957,2.34,14.81,0.45,0.00,11.69,0.00,14.22,33.57,32.94,-0.89,16.86,190
150145,1.56,14.59,0.45,0.00,11.28,0.00,14.07,32.24,32.94,-1.18,16.47,190
150332,1.56,14.59,0.43,0.00,11.25,0.00,13.93,32.47,32.94,-1.18,16.47,190
150520,2.34,14.70,0.43,0.00,11.23,0.00,13.78,31.80,32.94,-1.49,16.08,190
150692,2.34,14.70,0.43,0.00,11.32,0.00,13.64,31.46,32.94,-2.11,15.29,190
150879,2.34,14.70,0.39,0.00,10.32,0.00,13.06,29.69,32.94,-2.73,14.12,190
151067,3.12,14.81,0.39,0.00,10.77,0.00,12.62,28.92,32.94,-2.73,14.12,190
151239,2.34,14.59,0.37,0.00,9.50,0.00,12.33,27.03,32.94,-3.35,13.73,190
151426,1.56,14.70,0.38,0.00,10.38,0.00,12.19,28.30,32.94,-3.35,13.73,190
151613,1.56,14.59,0.37,0.00,9.49,0.00,12.04,26.83,32.94,-3.35,13.33,190
151785,0.78,14.70,0.36,0.00,9.49,0.00,11.90,26.20,32.94,-3.35,12.94,190
151973,0.78,14.47,0.36,0.00,9.45,0.00,11.75,26.30,32.94,-3.35,12.94,190
152160,0.78,14.47,0.36,0.00,9.46,0.00,11.61,26.72,32.94,-3.35,12.94,190
152332,0.00,14.36,0.34,0.00,8.99,0.00,11.17,24.80,32.94,-3.35,11.76,190
152520,1.56,14.59,0.31,0.00,9.04,0.00,10.74,23.85,32.94,-3.35,11.37,190
152707,1.56,14.81,0.30,0.00,8.10,0.00,10.45,22.60,32.94,-3.35,10.98,190
152879,1.56,14.70,0.30,0.00,8.52,0.00,10.16,22.79,32.94,-3.35,10.98,190
153067,1.56,14.70,0.29,0.00,8.50,0.00,10.01,22.24,32.94,-3.35,10.98,190
153254,1.56,14.81,0.30,0.00,8.02,0.00,9.87,22.41,32.94,-3.35,10.98,190
153426,1.56,14.70,0.29,0.00,8.07,0.00,9.87,21.80,32.94,-3.35,10.98,190
153613,1.56,14.47,0.29,0.00,7.65,0.00,9.87,21.37,32.94,-3.35,10.98,190
153801,0.78,14.59,0.29,0.00,8.06,0.00,9.72,21.45,32.94,-3.35,10.98,190
153973,1.56,14.70,0.29,0.00,7.61,0.00,9.72,21.37,32.94,-3.35,10.98,190
154160,1.56,14.59,0.28,0.00,7.56,0.00,9.72,21.11,32.94,-3.35,10.98,190
154348,2.34,14.81,0.30,0.00,8.10,0.00,9.87,21.89,32.94,-3.35,10.98,190
154520,1.56,14.59,0.30,0.00,8.15,0.00,9.87,22.15,32.94,-3.35,10.98,190
154707,0.78,14.36,0.30,0.00,8.10,0.00,10.01,22.97,32.94,-3.35,11.37,190
154895,0.78,14.59,0.31,0.00,8.58,0.00,10.16,22.60,32.94,-3.35,11.37,190
155082,0.00,14.81,0.31,0.00,8.58,0.00,10.30,23.74,32.94,-3.35,11.37,190
155254,0.00,14.36,0.31,0.00,9.08,0.00,10.45,24.42,32.94,-3.35,11.76,190
155441,-0.78,14.47,0.31,0.00,8.57,0.00,10.45,23.74,32.94,-3.35,11.76,192
155613,1.56,15.04,0.33,0.00,8.40,0.00,10.59,24.13,32.94,-3.35,12.16,190
155801,0.78,14.59,0.33,0.00,8.60,0.00,10.59,24.22,32.94,-3.35,12.16,192
155988,0.78,14.70,0.33,0.00,9.19,0.00,10.74,25.28,32.94,-3.35,12.16,192
156160,1.56,14.70,0.34,0.00,9.09,0.00,10.88,24.61,32.94,-3.35,12.16,192
156348,0.78,14.59,0.34,0.00,9.18,0.00,11.03,25.78,32.94,-3.35,12.16,192
156535,0.78,14.59,0.34,0.00,9.24,0.00,11.03,25.57,32.94,-3.35,12.55,192
156712,0.78,14.70,0.35,0.00,9.22,0.00,11.03,25.68,32.94,-3.35,12.55,192
156899,0.00,14.47,0.34,0.00,9.23,0.00,11.03,25.48,32.94,-3.35,12.55,192
157071,0.78,14.59,0.33,0.00,9.27,0.00,10.88,25.49,32.94,-3.35,12.16,192
157259,0.00,14.70,0.32,0.00,8.75,0.00,10.59,24.42,32.94,-3.35,11.37,192
157446,0.00,14.59,0.31,0.00,8.75,0.00,10.30,23.65,32.94,-3.35,10.98,192
157637,0.00,14.47,0.30,0.00,8.32,0.00,10.01,23.17,32.94,-3.35,10.59,192
157809,0.78,14.81,0.30,0.00,8.32,0.00,9.72,22.52,32.94,-3.35,10.20,192
157996,0.00,14.70,0.29,0.00,7.88,0.00,9.72,22.33,32.94,-3.35,10.20,192
158184,0.78,14.70,0.28,0.00,8.55,0.00,9.58,21.54,32.94,-3.35,10.20,192
158356,1.56,14.81,0.28,0.00,7.88,0.00,9.43,21.45,32.94,-3.35,10.20,192
158543,0.78,14.70,0.27,0.00,7.85,0.00,9.29,21.45,32.94,-3.35,9.80,192
158730,1.56,14.70,0.26,0.00,7.40,0.00,9.00,20.33,32.94,-3.35,9.41,192
158902,1.56,14.81,0.25,0.00,6.88,0.00,8.85,18.81,32.94,-3.35,9.41,192
159090,3.12,14.93,0.25,0.00,7.38,0.00,8.56,19.34,32.94,-3.35,8.63,192
159293,2.34,14.70,0.24,0.00,7.41,0.00,8.42,18.88,32.94,-3.35,8.63,192
159465,3.12,14.81,0.23,0.00,7.34,0.00,8.27,18.51,32.94,-3.35,8.63,192
159657,3.12,14.81,0.24,0.00,5.99,0.00,8.27,16.25,32.94,-3.35,8.63,192
159829,3.91,15.04,0.23,0.00,7.41,0.00,8.27,18.73,32.94,-3.35,8.63,192
160016,3.91,14.59,0.23,0.00,7.06,0.00,7.98,18.19,32.94,-3.35,8.63,192
160204,4.69,14.93,0.23,0.00,6.88,0.00,7.98,18.05,32.94,-3.35,8.24,192
160376,4.69,14.81,0.22,0.00,6.96,0.00,7.98,17.82,32.94,-3.35,8.24,192
160563,5.47,14.81,0.22,0.00,6.87,0.00,7.84,17.66,32.94,-3.35,8.24,192
160751,5.47,14.81,0.22,0.00,6.95,0.00,7.84,17.22,32.94,-3.64,8.24,192
160938,6.25,14.70,0.22,0.00,6.95,0.00,7.84,17.44,32.94,-3.64,8.24,192
161115,5.47,14.59,0.22,0.00,6.95,0.00,7.84,17.44,32.94,-3.64,8.24,192
161287,5.47,14.59,0.22,0.00,6.40,0.00,7.69,16.60,32.94,-3.64,8.24,192
161474,6.25,14.81,0.22,0.00,6.45,0.00,7.69,17.15,32.94,-3.64,8.24,192
161662,4.69,14.36,0.22,0.00,6.89,0.00,7.69,17.00,32.94,-3.35,8.24,192
161833,6.25,14.81,0.24,0.00,6.39,0.00,7.84,17.01,32.94,-3.35,8.63,192
162021,3.12,14.36,0.28,0.00,7.89,0.00,8.42,19.90,32.94,-3.35,10.20,192
162208,2.34,14.13,0.31,0.00,8.97,0.00,9.58,24.04,32.94,-3.35,11.76,192
162380,3.12,14.36,0.33,0.00,9.42,0.00,10.45,26.41,32.94,-3.64,13.33,192
162568,1.56,14.59,0.38,0.00,9.99,0.00,11.46,28.83,32.94,-3.04,14.90,192
162755,2.34,14.70,0.40,0.00,10.93,0.00,12.04,30.69,32.94,-2.11,15.69,192
162927,1.56,14.59,0.42,0.00,11.52,0.00,12.77,32.84,32.94,-1.80,16.86,192
163115,0.00,14.47,0.45,0.00,11.99,0.00,13.35,35.03,32.94,-0.27,18.04,192
163302,0.78,14.59,0.48,0.00,12.54,0.00,13.93,36.61,32.94,0.04,19.22,192
163474,-0.78,14.36,0.50,0.00,13.04,0.00,14.36,38.34,32.94,1.28,19.61,192
163661,-0.78,14.24,0.50,0.00,13.07,0.00,14.80,39.29,32.94,1.57,20.39,192
163849,0.00,14.70,0.52,0.00,13.75,0.00,15.09,40.94,32.94,1.57,21.18,192
164021,-2.34,14.36,0.55,0.00,14.33,0.00,15.67,43.00,32.94,3.11,21.96,192
164208,-3.91,14.13,0.56,0.00,15.31,0.00,16.11,45.37,32.94,3.73,23.14,192
164396,-2.34,14.70,0.57,0.00,14.91,0.00,16.40,44.94,32.94,4.33,23.53,192
164568,0.00,14.70,0.57,0.00,15.02,0.00,16.69,46.44,32.94,4.64,23.92,192
164755,0.00,13.32,0.59,0.00,17.08,0.00,16.98,48.25,32.94,4.64,24.31,192
164927,0.00,12.86,0.60,0.00,18.03,0.00,17.27,49.47,32.94,5.26,24.71,192
165114,0.00,12.75,0.62,0.00,17.72,0.00,17.56,50.22,32.94,5.88,25.10,192
165302,0.00,12.75,0.62,0.00,17.28,0.00,17.70,49.91,32.94,5.88,25.10,192
165474,0.00,12.75,0.64,0.00,19.50,0.00,17.85,53.02,32.94,5.88,25.10,192
165677,0.00,12.52,0.62,0.00,19.01,0.00,17.85,52.22,32.94,6.19,22.35,192
165849,-2.34,12.52,0.50,0.00,14.23,0.00,15.09,36.25,32.94,-2.11,14.51,192
166021,-4.69,13.44,0.36,0.00,11.59,0.00,12.91,29.80,32.94,-3.94,9.02,192
166208,-7.03,13.90,0.24,0.00,7.43,0.00,9.29,16.91,32.94,-3.94,6.67,192
166396,-4.69,14.70,0.18,0.00,5.83,0.00,6.96,14.37,32.94,-3.64,4.71,192
166583,-6.25,14.70,0.18,0.00,5.29,0.00,5.66,14.66,32.94,-3.94,3.53,192
166755,0.00,12.29,0.17,0.00,0.00,0.00,4.50,14.18,32.94,-3.94,0.00,192
166942,0.00,11.94,0.20,0.00,0.00,0.00,3.63,16.38,32.94,-3.64,0.00,192
167130,0.00,12.17,0.20,0.00,0.00,0.00,3.48,16.04,32.94,-3.64,0.00,192
167302,0.00,18.15,0.17,0.00,0.00,0.00,3.48,13.42,32.94,-3.64,0.00,192
167489,0.00,23.54,0.15,0.00,0.00,0.00,3.77,12.79,32.94,-3.64,1.18,192
167677,0.00,23.77,0.15,0.00,5.18,0.00,4.06,12.09,32.94,-3.64,2.75,192
167849,-12.50,11.94,0.16,0.00,5.18,0.00,4.50,12.79,32.94,-3.64,4.31,192
168036,-17.19,11.37,0.16,0.00,4.63,0.00,5.08,13.18,32.94,-3.64,5.10,192
168208,-10.94,14.70,0.17,0.00,5.12,0.00,5.51,13.65,32.94,-3.64,5.49,192
168395,-10.16,15.04,0.18,0.00,5.12,0.00,5.80,14.18,32.94,-3.64,5.88,192
171390,0.00,24.12,0.11,0.00,0.00,0.00,3.34,8.52,33.33,-3.64,0.00,192
171578,0.00,23.77,0.12,0.00,0.00,0.00,3.63,9.17,33.33,-3.64,1.18,192
171750,0.00,23.77,0.13,0.00,3.94,0.00,3.77,9.48,33.33,-3.64,2.35,192
171937,0.00,15.50,0.13,0.00,4.43,0.00,4.21,10.53,33.33,-3.35,3.53,192
172113,-13.28,11.71,0.15,0.00,4.43,0.00,4.64,10.78,33.33,-3.35,4.71,192
172300,-9.38,13.44,0.15,0.00,4.39,0.00,5.08,10.98,33.33,-3.35,5.10,192
172488,-7.81,14.81,0.17,0.00,4.91,0.00,5.37,12.46,33.33,-3.35,5.88,192
172659,-8.59,14.70,0.18,0.00,4.90,0.00,5.95,13.65,33.33,-3.35,6.67,192
172847,-8.59,14.70,0.17,0.00,4.91,0.00,6.24,13.29,33.33,-3.35,6.67,192
173034,-4.69,15.62,0.20,0.00,5.38,0.00,6.38,14.42,33.33,-3.35,7.06,192
173206,-5.47,15.16,0.20,0.00,5.89,0.00,6.67,15.28,33.33,-3.35,7.45,192
173394,-3.91,14.81,0.21,0.00,5.35,0.00,6.96,15.36,33.33,-3.35,8.24,192
173581,-2.34,15.16,0.23,0.00,6.38,0.00,7.40,17.51,33.33,-3.35,8.63,192
173753,-2.34,14.81,0.26,0.00,6.86,0.00,7.84,18.19,33.33,-3.35,9.80,192
173940,-1.56,14.81,0.27,0.00,7.31,0.00,8.56,20.42,33.33,-3.35,10.59,192
174128,-0.78,14.93,0.30,0.00,7.86,0.00,9.14,22.33,33.33,-3.35,11.37,192
174315,-1.56,14.59,0.30,0.00,8.24,0.00,9.72,22.88,33.33,-3.35,11.76,192
174487,0.00,14.93,0.31,0.00,8.77,0.00,10.16,23.85,33.33,-3.35,12.16,192
174675,0.78,15.04,0.32,0.00,9.30,0.00,10.30,24.71,33.33,-3.35,12.55,192
174847,0.00,14.81,0.33,0.00,9.30,0.00,10.59,25.48,33.33,-3.35,12.94,192
