Time (msec),A/F Correction #1 (%),A/F Sensor #1 (AFR),Engine Load* (g/rev),Feedback Knock Correction* (degrees),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%)
507777,-1.56,14.24,0.15,0.00,2.07,0.00,5.66,4.82,40.39,-1.08,0.00,8,194
507969,-0.78,14.70,0.14,0.00,2.15,0.00,5.80,4.72,40.39,-1.08,0.00,8,194
508161,-0.78,14.81,0.12,0.00,1.98,0.00,5.66,4.11,40.39,-1.08,0.00,8,194
508349,-0.78,14.70,0.16,0.00,2.24,0.00,5.80,5.04,40.39,-1.08,0.00,8,194
508539,0.00,15.27,0.14,0.00,2.12,0.00,5.95,4.79,40.39,-1.08,0.00,8,194
508729,-0.78,14.93,0.13,0.00,1.96,0.00,5.80,4.51,40.39,-1.08,0.00,8,194
508919,-0.78,14.70,0.15,0.00,2.12,0.00,5.80,4.85,40.39,-1.08,0.00,8,194
509106,0.00,14.93,0.14,0.00,2.17,0.00,5.80,4.73,40.39,-1.08,0.00,8,194
509296,0.00,14.81,0.14,0.00,2.16,0.00,5.80,4.79,40.39,-1.08,0.00,8,194
509486,0.00,15.16,0.14,0.00,2.15,0.00,5.80,4.85,40.39,-1.08,0.00,8,194
509689,0.00,15.04,0.13,0.00,1.96,0.00,5.66,4.68,40.39,-1.08,0.00,8,194
509877,0.78,14.81,0.15,0.00,2.18,0.00,5.66,4.97,40.39,-1.08,0.00,8,194
510063,0.78,15.39,0.14,0.00,2.22,0.00,5.66,4.85,40.39,-1.08,0.00,8,194
510251,0.00,14.93,0.14,0.00,2.22,0.00,5.51,4.85,40.39,-1.08,0.00,8,194
510438,0.00,14.47,0.14,0.00,2.26,0.00,5.51,4.82,40.39,-1.08,0.00,8,194
510641,0.00,14.36,0.14,0.00,2.21,0.00,5.51,4.75,40.39,-1.08,0.00,8,194
510829,0.00,14.36,0.14,0.00,2.00,0.00,5.51,4.73,40.39,-1.08,0.00,8,194
511020,0.00,14.59,0.13,0.00,1.99,0.00,5.51,4.44,40.39,-1.08,0.00,8,194
511204,0.00,14.59,0.13,0.00,1.97,0.00,5.37,4.47,40.39,-1.08,0.00,8,194
511392,0.00,14.70,0.13,0.00,1.99,0.00,5.37,4.57,40.39,-1.08,0.00,8,194
511579,0.78,14.93,0.13,0.00,2.00,0.00,5.37,4.66,40.39,-1.08,0.00,8,194
511782,0.78,14.93,0.13,0.00,2.02,0.00,5.37,4.68,40.39,-1.08,0.00,8,194
511970,0.78,14.93,0.13,0.00,2.03,0.00,5.22,4.63,0.00,-1.08,0.00,8,194
512158,0.78,14.59,0.16,0.00,2.23,0.00,5.37,5.35,0.00,-1.08,1.57,8,194
512346,0.00,14.70,0.19,0.00,3.01,0.00,6.24,7.17,40.39,-1.08,2.75,8,192
512538,-10.16,13.09,0.18,0.00,2.99,0.00,6.67,7.98,40.39,-1.39,3.53,8,192
512726,-4.69,13.09,0.18,0.00,3.34,0.00,6.53,8.27,40.39,-1.70,3.92,8,192
512913,-0.78,15.16,0.20,0.00,3.68,0.00,6.67,9.13,40.39,-1.70,4.71,8,192
513113,-3.12,14.93,0.24,0.00,4.26,0.00,7.25,10.94,40.39,-1.70,5.88,8,192
513301,-5.47,14.47,0.28,0.00,4.59,0.00,8.27,12.85,40.39,-1.70,7.45,8,192
513489,-3.91,14.47,0.29,0.00,4.90,0.00,9.14,13.90,40.39,-1.70,8.24,8,192
513692,-1.56,14.93,0.32,0.00,5.38,0.00,10.01,14.84,40.39,-1.70,8.63,8,192
513869,-1.56,15.04,0.34,0.00,5.09,0.00,10.59,14.91,40.39,-1.39,9.02,8,192
514072,-0.78,15.04,0.36,0.00,4.86,0.00,11.46,14.49,40.39,-1.39,9.41,8,192
514259,-1.56,14.93,0.38,0.00,4.53,0.00,12.19,13.78,40.39,-1.08,9.41,8,192
514452,0.00,14.81,0.37,0.00,4.29,0.00,12.62,12.75,40.39,-1.08,9.80,8,192
514640,3.91,14.93,0.35,0.00,4.36,0.00,12.33,14.42,40.39,-1.08,10.20,8,192
514827,9.38,16.65,0.35,0.00,5.40,0.00,12.04,16.52,40.39,-1.70,11.37,8,192
515024,6.25,15.62,0.34,0.00,5.39,0.00,12.04,17.44,40.39,-1.70,12.55,8,192
515209,11.72,15.73,0.35,0.00,6.28,0.00,12.04,19.51,40.39,-2.01,12.94,8,192
515405,12.50,15.50,0.36,0.00,6.97,0.00,11.75,21.03,40.39,-2.32,13.33,8,192
515592,13.28,15.16,0.36,0.00,7.56,0.00,11.75,23.18,40.39,-2.63,14.12,8,192
515781,14.06,14.93,0.36,0.00,7.99,0.00,11.90,24.80,40.39,-2.63,14.51,8,192
515973,15.62,15.16,0.36,0.00,9.19,0.00,12.04,26.61,40.39,-2.01,15.29,8,192
516163,14.84,14.81,0.36,0.00,9.70,0.00,12.04,28.58,40.39,-2.01,15.69,8,192
516351,14.84,14.59,0.36,0.00,10.13,0.00,11.90,30.54,40.39,-2.01,15.69,8,192
516548,13.28,14.36,0.36,0.00,11.27,0.00,11.61,32.43,40.39,-1.70,15.69,8,192
516736,11.72,14.24,0.36,0.00,11.36,0.00,11.46,34.00,40.39,-1.70,15.69,8,192
516924,10.16,14.13,0.34,0.00,12.11,0.00,11.32,34.71,39.22,-2.63,14.90,8,190
517120,0.00,13.21,0.16,0.00,0.00,0.00,6.82,9.43,40.00,-4.80,0.00,8,190
517312,0.00,11.37,0.16,0.00,0.00,0.00,3.92,15.84,40.39,-4.49,0.00,10,190
517499,0.00,13.67,0.20,0.00,0.00,0.00,3.77,17.44,40.39,-4.18,0.00,10,190
517687,0.00,21.71,0.17,0.00,0.00,0.00,3.77,13.24,40.39,-3.56,0.00,10,190
517874,0.00,23.89,0.15,0.00,4.39,0.00,4.64,10.85,40.39,-2.94,3.53,10,190
518062,-2.34,14.47,0.14,0.00,4.00,0.00,4.93,9.88,40.39,-2.94,5.10,10,190
518265,-7.81,11.71,0.22,0.00,5.75,0.00,6.53,15.10,40.39,-2.94,8.24,8,190
518452,-10.16,12.75,0.27,0.00,6.06,0.00,7.98,17.08,40.39,-2.63,8.63,8,190
518640,-8.59,14.01,0.33,0.00,6.06,0.00,9.58,20.61,40.39,-2.32,12.94,8,190
518827,-10.16,14.59,0.38,0.00,7.83,0.00,11.61,24.22,40.39,-2.01,15.69,8,190
519015,-6.25,15.04,0.43,0.00,8.66,0.00,12.77,26.81,40.39,-0.46,20.00,8,190
519218,-3.12,15.62,0.43,0.00,9.79,0.00,13.78,29.12,40.39,0.77,23.14,8,190
519405,0.00,15.85,0.44,0.00,10.62,0.00,14.07,29.55,40.39,2.63,23.53,8,190
519593,-0.78,15.27,0.45,0.00,10.88,0.00,14.36,31.09,40.39,2.63,23.53,8,190
519780,0.78,14.81,0.44,0.00,11.17,0.00,14.51,31.96,40.39,3.25,20.00,8,190
519971,0.00,14.70,0.38,0.00,10.07,0.00,12.91,26.51,40.39,-0.77,12.55,8,190
520160,-3.91,14.01,0.29,0.00,7.80,0.00,9.72,19.60,40.39,-3.25,7.06,8,190
520363,-10.94,13.44,0.17,0.00,4.95,0.00,6.67,10.99,40.39,-3.25,4.31,8,190
520550,-10.94,12.75,0.14,0.00,3.99,0.00,5.08,9.44,40.39,-3.56,1.57,8,190
520738,0.00,14.13,0.13,0.00,0.00,0.00,3.92,10.38,40.39,-3.25,0.39,10,190
520930,0.00,14.01,0.14,0.00,0.00,0.00,3.63,10.79,40.39,-3.25,0.00,10,190
521120,0.00,16.31,0.13,0.00,0.00,0.00,3.63,10.17,40.39,-3.25,0.00,10,190
521308,0.00,23.54,0.12,0.00,0.00,0.00,3.63,8.60,40.39,-3.25,0.00,10,190
521504,0.00,23.43,0.11,0.00,0.00,0.00,3.63,8.39,40.39,-3.25,0.00,10,190
521685,0.00,23.89,0.11,0.00,0.00,0.00,3.77,7.98,40.39,-3.25,0.00,10,190
521878,0.00,23.66,0.11,0.00,0.00,0.00,3.77,7.57,40.39,-2.94,0.00,10,190
522076,0.00,23.77,0.10,0.00,0.00,0.00,3.77,7.21,40.39,-2.94,0.00,10,190
522268,0.00,23.77,0.10,0.00,0.00,0.00,3.77,7.03,40.39,-2.94,0.00,10,190
522460,0.00,23.89,0.10,0.00,0.00,0.00,3.77,6.70,40.39,-2.94,0.00,10,190
522648,0.00,23.66,0.10,0.00,0.00,0.00,3.77,6.29,40.39,-2.94,0.00,10,190
522839,0.00,24.00,0.10,0.00,0.00,0.00,3.77,6.70,40.39,-2.63,0.00,10,190
523028,0.00,23.66,0.10,0.00,0.00,0.00,3.77,6.55,40.39,-2.63,0.00,10,190
523220,0.00,24.00,0.10,0.00,0.00,0.00,3.63,6.66,40.39,-2.63,0.00,10,190
523409,0.00,23.66,0.11,0.00,0.00,0.00,3.63,6.59,40.39,-2.63,0.00,10,190
523597,0.00,24.12,0.11,0.00,0.00,0.00,3.63,6.51,40.39,-2.63,0.00,10,190
523788,0.00,23.77,0.11,0.00,0.00,0.00,3.63,6.62,40.39,-2.63,0.00,10,190
523978,0.00,23.77,0.11,0.00,0.00,0.00,3.63,6.48,40.39,-2.32,0.00,10,190
524174,0.00,24.12,0.11,0.00,0.00,0.00,3.63,6.48,40.39,-2.32,0.00,10,190
524361,0.00,24.00,0.11,0.00,0.00,0.00,3.77,6.48,40.39,-2.32,0.00,10,190
524556,0.00,23.66,0.11,0.00,0.00,0.00,3.77,6.37,40.39,-2.32,0.00,10,190
524744,0.00,23.66,0.11,0.00,0.00,0.00,3.77,6.22,40.39,-2.32,0.00,10,190
524931,0.00,23.66,0.11,0.00,0.00,0.00,3.92,6.04,40.39,-2.01,0.00,10,190
525123,0.00,23.66,0.11,0.00,0.00,0.00,3.92,5.83,40.39,-2.01,0.00,10,190
525311,0.00,23.77,0.10,0.00,0.00,0.00,4.06,5.58,40.39,-2.01,0.00,10,190
525498,0.00,23.89,0.10,0.00,0.00,0.00,4.21,5.54,40.39,-2.01,0.00,10,190
525692,0.00,23.66,0.10,0.00,0.00,0.00,4.21,5.52,40.39,-2.01,0.00,10,190
525879,0.00,24.00,0.11,0.00,0.00,0.00,4.35,5.61,40.39,-2.01,0.00,10,190
526079,0.00,23.54,0.11,0.00,0.00,0.00,4.35,5.35,40.39,-1.70,0.00,10,190
526267,0.00,23.77,0.10,0.00,0.00,0.00,4.21,4.66,40.39,-1.70,0.00,10,190
526454,0.00,23.89,0.10,0.00,0.00,0.00,4.21,4.79,40.39,-1.70,0.00,10,190
526648,0.00,23.54,0.10,0.00,2.36,0.00,4.06,4.73,40.39,-1.70,0.00,10,190
526836,0.00,24.12,0.11,0.00,2.30,0.00,4.06,4.88,40.39,-1.39,0.00,10,190
527028,0.00,23.54,0.11,0.00,2.21,0.00,3.92,4.91,40.39,-1.39,0.00,10,190
527216,0.00,21.02,0.12,0.00,2.11,0.00,4.06,4.75,40.39,-1.39,0.00,10,190
527403,-0.78,15.27,0.11,0.00,2.04,0.00,4.21,4.59,40.39,-1.39,0.00,10,190
527606,-2.34,14.01,0.10,0.00,1.73,0.00,4.35,3.88,40.39,-1.08,0.00,8,190
527794,-3.12,13.67,0.12,0.00,2.08,0.00,4.50,4.47,40.39,-1.08,0.00,8,190
527981,-2.34,14.13,0.12,0.00,1.84,0.00,4.64,4.03,40.39,-1.08,0.00,8,190
528169,-2.34,14.24,0.12,0.00,2.06,0.00,4.64,4.47,40.39,-1.08,0.00,8,190
528363,-2.34,14.47,0.12,0.00,1.82,0.00,4.64,4.25,40.39,-1.08,0.00,8,190
528551,-2.34,14.59,0.12,0.00,1.82,0.00,4.64,4.14,40.39,-1.08,0.00,8,190
528738,-2.34,14.47,0.12,0.00,2.00,0.00,4.64,4.17,40.39,-1.08,0.00,8,190
528925,-3.12,14.36,0.12,0.00,1.79,0.00,4.64,4.11,40.39,-1.08,0.00,8,190
529131,-3.12,14.36,0.12,0.00,2.01,0.00,4.64,4.03,40.39,-1.08,0.00,8,190
529318,-3.12,14.24,0.12,0.00,1.75,0.00,4.64,3.98,40.39,-1.08,0.00,8,192
529506,-3.91,14.24,0.12,0.00,1.74,0.00,4.79,3.98,40.39,-1.08,0.00,8,192
529698,-3.91,14.24,0.12,0.00,1.94,0.00,4.79,4.00,40.39,-1.08,0.00,8,192
529886,-3.91,14.36,0.11,0.00,1.91,0.00,4.93,3.98,40.39,-1.08,0.00,8,192
530078,-3.91,14.24,0.12,0.00,1.67,0.00,4.93,3.72,40.39,-1.08,0.00,8,192
530266,-3.91,14.36,0.13,0.00,1.87,0.00,5.08,4.14,40.39,-1.08,0.00,8,192
530453,-3.12,14.81,0.12,0.00,1.94,0.00,5.08,4.12,40.39,-1.08,0.00,8,192
530645,-3.91,14.47,0.12,0.00,1.71,0.00,4.93,3.98,40.39,-1.08,0.00,8,192
530833,-4.69,14.36,0.12,0.00,1.91,0.00,5.08,4.22,40.39,-1.08,0.00,8,192
531030,-3.12,14.70,0.12,0.00,1.94,0.00,4.93,3.95,40.39,-1.08,0.00,8,192
531227,-3.12,14.93,0.12,0.00,1.72,0.00,4.93,3.91,40.39,-1.08,0.00,8,192
531417,-3.12,14.81,0.12,0.00,1.90,0.00,5.08,3.92,40.39,-1.08,0.00,8,192
531605,-3.12,14.81,0.12,0.00,1.90,0.00,5.08,3.93,0.00,-1.08,0.00,8,192
531791,-2.34,14.93,0.13,0.00,1.88,0.00,5.08,4.11,0.00,-1.08,0.00,8,192
531985,-1.56,15.16,0.12,0.00,1.94,0.00,5.08,3.98,0.00,-1.08,0.00,8,192
532177,-2.34,15.04,0.12,0.00,1.90,0.00,5.08,4.11,0.00,-1.08,0.00,8,192
532370,-1.56,14.81,0.12,0.00,1.91,0.00,5.08,3.98,0.00,-1.08,0.00,8,192
532560,-0.78,15.16,0.12,0.00,1.72,0.00,5.08,3.92,0.00,-1.08,0.00,8,192
532746,0.00,15.27,0.13,0.00,1.89,0.00,5.08,4.25,0.00,-1.08,0.00,8,192
532943,0.78,15.39,0.14,0.00,1.95,0.00,5.22,4.39,0.00,-1.08,0.78,8,192
533133,0.78,15.39,0.18,0.00,2.39,0.00,5.95,6.40,0.00,-1.08,2.35,8,192
533322,-3.91,14.24,0.18,0.00,2.95,0.00,6.53,7.29,40.39,-1.08,3.14,8,192
533509,-10.16,12.75,0.18,0.00,3.06,0.00,6.53,8.06,40.39,-1.39,3.53,8,192
533697,-1.56,14.59,0.20,0.00,3.38,0.00,6.67,8.60,40.39,-1.39,3.92,8,192
533884,-2.34,15.27,0.22,0.00,3.89,0.00,6.96,9.04,40.39,-1.39,5.10,8,192
534087,-4.69,14.70,0.27,0.00,3.81,0.00,7.84,10.59,40.39,-1.39,6.27,8,192
536903,5.47,13.67,0.14,0.00,3.21,0.00,5.22,8.56,40.39,-2.63,3.92,8,192
537106,7.81,14.70,0.14,0.00,3.23,0.00,5.08,8.69,40.39,-2.63,3.92,8,192
537294,10.94,15.16,0.13,0.00,3.22,0.00,4.93,8.14,40.39,-2.63,3.14,8,192
537488,11.72,15.16,0.12,0.00,3.27,0.00,4.79,8.11,40.39,-2.63,3.14,8,192
537676,0.00,14.93,0.11,0.00,0.00,0.00,4.21,6.15,40.39,-2.63,0.39,10,192
537863,0.00,15.04,0.11,0.00,0.00,0.00,3.92,6.29,40.39,-2.32,0.39,10,192
538048,0.00,21.48,0.10,0.00,0.00,0.00,3.92,6.29,40.39,-2.63,0.39,10,192
538251,0.00,23.54,0.10,0.00,0.00,0.00,4.06,6.07,40.39,-2.32,0.39,10,192
538428,0.00,23.89,0.11,0.00,0.00,0.00,4.06,5.71,40.39,-2.32,0.39,10,192
538631,0.00,23.54,0.09,0.00,0.00,0.00,4.35,5.10,40.39,-2.01,0.39,10,192
538819,0.00,23.77,0.13,0.00,0.00,0.00,4.64,6.33,40.39,-2.01,1.57,10,192
539011,0.00,23.54,0.15,0.00,3.33,0.00,5.37,7.90,40.39,-2.01,3.14,10,192
539203,0.00,23.43,0.17,0.00,3.50,0.00,5.51,8.11,40.39,-2.01,3.53,10,192
539396,0.00,16.42,0.15,0.00,3.29,0.00,5.80,8.27,40.39,-1.70,3.53,10,192
539583,-5.47,13.32,0.16,0.00,3.25,0.00,5.66,8.11,40.39,-2.01,3.53,8,194
539775,-1.56,14.59,0.15,0.00,3.48,0.00,5.95,8.19,40.39,-1.70,3.53,8,194
539964,-2.34,14.81,0.17,0.00,3.64,0.00,5.66,8.65,40.39,-2.01,3.53,8,194
540156,-4.69,14.70,0.14,0.00,3.60,0.00,5.66,8.14,40.39,-2.01,3.53,8,194
540348,-2.34,14.70,0.16,0.00,3.43,0.00,5.66,8.56,40.39,-2.01,3.92,8,194
540540,-1.56,15.16,0.15,0.00,3.67,0.00,5.37,8.77,40.39,-2.32,3.92,8,194
540725,1.56,15.27,0.15,0.00,3.64,0.00,5.51,8.56,40.39,-2.32,3.92,8,194
540915,0.00,14.93,0.14,0.00,3.37,0.00,5.22,8.11,40.39,-2.32,3.92,8,194
541111,2.34,14.93,0.15,0.00,3.72,0.00,5.08,8.52,40.39,-2.32,3.53,8,194
541299,1.56,15.04,0.14,0.00,3.34,0.00,4.79,7.26,40.39,-2.32,2.35,8,194
541502,0.00,14.47,0.12,0.00,3.06,0.00,4.35,7.03,40.39,-2.32,2.35,8,194
541689,0.00,14.01,0.12,0.00,3.02,0.00,4.35,7.10,40.39,-2.32,2.35,8,194
541877,2.34,14.81,0.12,0.00,3.04,0.00,4.21,6.88,40.39,-2.32,2.35,8,194
542061,2.34,14.93,0.11,0.00,3.06,0.00,4.21,6.73,40.39,-2.32,2.35,8,194
542264,3.12,14.93,0.12,0.00,2.99,0.00,4.21,6.70,40.39,-2.32,2.35,8,194
542452,3.12,14.81,0.11,0.00,3.01,0.00,4.21,6.66,40.39,-2.32,2.35,8,194
542639,3.91,14.70,0.11,0.00,2.95,0.00,4.21,6.29,40.39,-2.32,2.35,8,194
542827,6.25,14.93,0.12,0.00,2.97,0.00,4.35,6.88,40.39,-2.32,2.35,8,194
543014,7.81,15.27,0.12,0.00,3.00,0.00,4.35,6.81,40.39,-2.32,2.75,8,194
543207,8.59,14.93,0.14,0.00,3.33,0.00,4.64,8.02,40.39,-2.32,3.92,8,194
543395,7.81,15.04,0.19,0.00,3.74,0.00,5.66,11.51,40.39,-2.32,6.67,8,194
543598,3.91,14.47,0.23,0.00,4.62,0.00,6.82,13.60,40.39,-2.32,7.45,8,194
543786,7.81,14.13,0.24,0.00,4.76,0.00,7.69,14.18,40.39,-2.32,8.24,8,194
543976,10.16,15.39,0.26,0.00,5.37,0.00,8.27,16.19,40.39,-2.63,9.02,8,194
544156,10.94,15.04,0.25,0.00,5.58,0.00,8.56,16.66,40.39,-2.63,9.41,8,194
544362,15.62,15.50,0.25,0.00,5.80,0.00,8.71,17.44,40.39,-2.94,9.41,8,194
544550,17.19,15.39,0.25,0.00,6.02,0.00,8.71,17.90,40.39,-3.25,9.80,8,194
544735,17.97,15.16,0.25,0.00,6.28,0.00,8.71,18.36,40.39,-3.25,9.80,8,194
544925,19.53,14.93,0.25,0.00,6.50,0.00,8.71,19.34,40.39,-3.56,10.20,8,194
545126,20.31,14.70,0.25,0.00,7.25,0.00,8.71,20.10,40.39,-3.56,10.20,8,194
545313,20.31,14.81,0.25,0.00,7.42,0.00,8.71,20.86,40.39,-3.87,10.20,8,196
545497,19.53,14.59,0.25,0.00,7.63,0.00,8.42,21.63,40.39,-3.87,10.20,8,196
545685,17.97,14.13,0.25,0.00,7.85,0.00,8.27,22.15,40.39,-3.87,10.20,8,196
545877,17.97,14.24,0.23,0.00,7.63,0.00,8.13,22.33,40.39,-4.18,8.24,8,196
546070,12.50,13.55,0.17,0.00,6.57,0.00,6.67,16.87,40.39,-4.49,6.67,8,196
546272,14.06,13.67,0.15,0.00,5.32,0.00,5.66,14.18,40.39,-4.18,4.71,8,196
546461,12.50,14.24,0.13,0.00,4.86,0.00,4.93,12.96,40.39,-4.49,4.31,8,196
546653,12.50,14.47,0.13,0.00,4.81,0.00,4.50,11.66,40.39,-4.49,3.14,8,196
546840,7.81,13.67,0.13,0.00,4.83,0.00,4.21,11.82,40.39,-4.49,3.14,8,196
547025,4.69,13.55,0.12,0.00,4.18,0.00,3.92,11.09,40.39,-4.49,1.96,8,196
547222,0.00,13.44,0.11,0.00,0.00,0.00,3.63,10.49,40.39,-4.18,0.78,10,196
547410,0.00,14.36,0.12,0.00,0.00,0.00,3.48,10.64,40.39,-4.18,0.39,10,196
547598,0.00,15.27,0.11,0.00,0.00,0.00,3.63,9.61,40.39,-4.18,0.39,10,196
547787,0.00,24.81,0.11,0.00,0.00,0.00,3.63,9.13,40.39,-3.87,0.39,10,196
547977,0.00,23.66,0.10,0.00,0.00,0.00,3.63,8.39,40.39,-3.87,0.39,10,196
548166,0.00,23.54,0.10,0.00,0.00,0.00,3.63,8.39,40.39,-3.56,0.39,10,196
548369,0.00,23.43,0.10,0.00,0.00,0.00,3.77,7.82,40.39,-3.56,0.39,10,196
548558,0.00,23.77,0.09,0.00,0.00,0.00,3.77,7.14,40.39,-3.56,0.39,10,196
548749,0.00,23.89,0.09,0.00,0.00,0.00,3.77,5.87,40.39,-3.25,0.39,10,196
548939,0.00,24.23,0.09,0.00,0.00,0.00,3.92,6.77,40.39,-3.25,0.39,10,196
549119,0.00,24.00,0.09,0.00,0.00,0.00,3.92,6.26,40.39,-2.94,0.39,10,196
549322,0.00,23.54,0.09,0.00,0.00,0.00,3.92,6.04,40.39,-2.94,0.39,10,196
549510,0.00,23.66,0.09,0.00,0.00,0.00,3.92,5.61,40.39,-2.63,0.39,10,196
549697,0.00,23.66,0.10,0.00,0.00,0.00,3.92,6.15,40.39,-2.63,0.39,10,196
549885,0.00,23.77,0.10,0.00,0.00,0.00,3.92,6.07,40.39,-2.32,0.39,10,196
550088,0.00,23.66,0.10,0.00,0.00,0.00,3.92,6.00,40.39,-2.32,0.39,10,196
550275,0.00,24.00,0.11,0.00,0.00,0.00,4.06,6.15,40.39,-2.32,0.39,10,198
550463,0.00,23.89,0.11,0.00,0.00,0.00,4.21,6.04,40.39,-2.01,0.39,10,198
550650,0.00,23.66,0.11,0.00,0.00,0.00,4.50,5.58,40.39,-2.01,0.39,10,198
550853,0.00,23.66,0.11,0.00,0.00,0.00,4.64,5.83,40.39,-1.70,0.39,10,198
551046,0.00,23.77,0.11,0.00,0.00,0.00,4.50,5.22,40.39,-1.70,0.39,10,198
551233,0.00,24.00,0.11,0.00,2.06,0.00,4.50,4.17,40.39,-1.70,0.39,10,198
551421,0.00,24.00,0.12,0.00,2.55,0.00,4.64,5.45,40.39,-1.39,0.78,10,198
551608,0.00,23.31,0.14,0.00,2.51,0.00,4.64,5.90,40.39,-1.39,1.18,10,198
551796,0.00,20.33,0.14,0.00,2.48,0.00,4.79,5.87,40.39,-1.39,1.18,10,198
551999,-1.56,15.16,0.13,0.00,2.54,0.00,4.79,5.90,40.39,-1.39,1.18,8,198
552176,-2.34,14.13,0.14,0.00,2.48,0.00,4.79,5.83,40.39,-1.39,1.18,8,198
552377,-2.34,14.01,0.13,0.00,2.21,0.00,4.79,5.67,40.39,-1.39,1.18,8,198
552565,-2.34,14.24,0.12,0.00,2.22,0.00,4.79,5.23,40.39,-1.39,0.78,8,198
552758,-1.56,14.70,0.11,0.00,2.21,0.00,4.79,4.75,40.39,-1.39,0.78,8,198
552941,-1.56,14.93,0.12,0.00,2.42,0.00,4.79,5.35,40.39,-1.39,0.78,8,198
553141,-1.56,14.93,0.12,0.00,2.47,0.00,4.64,5.10,40.39,-1.39,0.39,8,198
553329,-1.56,14.81,0.11,0.00,2.16,0.00,4.35,4.55,40.39,-1.39,0.00,8,198
553521,-1.56,14.81,0.11,0.00,2.17,0.00,4.21,4.59,40.39,-1.39,0.00,8,198
553708,-3.12,13.90,0.11,0.00,2.16,0.00,4.06,4.59,40.39,-1.39,0.00,8,198
553901,-3.12,13.78,0.11,0.00,2.13,0.00,4.06,4.47,40.39,-1.39,0.00,8,198
554093,-4.69,13.55,0.10,0.00,2.12,0.00,4.06,4.50,40.39,-1.39,0.00,8,198
554280,-5.47,13.44,0.11,0.00,2.06,0.00,4.21,4.50,40.39,-1.39,0.00,8,198
554473,-4.69,13.90,0.10,0.00,2.09,0.00,4.21,3.95,40.39,-1.39,0.00,8,198
557496,-4.69,14.70,0.12,0.00,1.83,0.00,4.64,4.22,40.39,-1.08,0.00,8,199
557683,-4.69,14.70,0.12,0.00,1.85,0.00,4.64,4.33,40.39,-1.08,0.00,8,199
557871,-4.69,14.59,0.12,0.00,1.83,0.00,4.64,4.22,40.39,-1.08,0.00,8,199
558058,-3.91,14.70,0.11,0.00,1.82,0.00,4.79,3.98,40.39,-1.08,0.00,8,199
558261,-3.91,14.81,0.12,0.00,2.01,0.00,4.79,4.20,40.39,-1.08,0.00,8,199
558453,-3.91,14.93,0.11,0.00,1.84,0.00,4.79,4.11,40.39,-1.08,0.00,8,199
558645,-3.12,15.16,0.12,0.00,1.77,0.00,4.79,4.03,40.39,-1.08,0.00,8,199
558836,-3.12,15.16,0.12,0.00,1.81,0.00,4.79,4.03,40.39,-1.08,0.00,8,199
559028,-3.12,15.27,0.12,0.00,2.01,0.00,4.79,4.22,40.39,-1.08,0.00,8,199
559204,-3.12,15.04,0.12,0.00,2.01,0.00,4.79,4.22,40.39,-1.08,0.00,8,199
559407,-3.12,14.93,0.12,0.00,1.99,0.00,4.79,4.11,40.39,-1.08,0.00,8,199
559595,-2.34,14.81,0.12,0.00,1.71,0.00,5.08,3.96,40.39,-1.08,0.00,8,199
559782,-2.34,14.93,0.12,0.00,1.91,0.00,5.08,4.11,40.39,-1.08,0.00,8,199
559970,-2.34,15.04,0.13,0.00,1.95,0.00,5.08,4.33,40.39,-1.08,0.00,8,199
560169,-2.34,14.81,0.12,0.00,1.96,0.00,5.08,4.22,40.39,-1.08,0.00,8,199
560363,-2.34,14.93,0.12,0.00,1.95,0.00,5.08,4.22,40.39,-1.08,0.00,8,199
560550,-2.34,14.81,0.12,0.00,1.94,0.00,5.08,4.14,40.39,-1.08,0.00,8,199
560738,-2.34,14.81,0.13,0.00,1.90,0.00,5.22,4.31,40.39,-1.08,0.00,8,199
560925,-1.56,15.16,0.13,0.00,1.89,0.00,5.37,4.39,40.39,-1.08,0.00,8,199
561110,-1.56,15.16,0.13,0.00,1.90,0.00,5.37,4.25,40.39,-1.08,0.00,8,199
561313,-0.78,15.16,0.14,0.00,1.90,0.00,5.37,4.36,40.39,-1.08,0.00,8,199
561493,-0.78,15.04,0.12,0.00,1.91,0.00,5.51,4.06,40.39,-1.08,0.00,8,199
561696,0.00,15.27,0.16,0.00,2.11,0.00,5.51,4.94,40.39,-1.08,0.00,8,199
561889,0.00,15.27,0.13,0.00,2.11,0.00,5.95,4.57,40.39,-1.08,0.00,8,199
562077,-0.78,14.93,0.13,0.00,1.96,0.00,5.51,4.14,40.39,-1.08,0.00,8,199
562266,-0.78,14.59,0.13,0.00,1.94,0.00,5.37,4.47,40.39,-1.08,0.00,8,199
562458,0.00,15.16,0.14,0.00,2.11,0.00,5.51,4.79,40.39,-1.08,0.00,8,199
562646,-0.78,15.39,0.14,0.00,2.24,0.00,5.51,4.47,40.39,-1.08,0.00,8,199
562834,-1.56,14.59,0.13,0.00,2.22,0.00,5.37,4.53,40.39,-1.08,0.00,8,199
563035,-0.78,14.47,0.13,0.00,1.95,0.00,5.51,4.68,40.39,-1.08,0.00,8,199
563232,0.78,15.04,0.13,0.00,2.06,0.00,5.37,4.47,40.39,-1.08,0.00,8,199
563423,0.00,14.93,0.13,0.00,2.03,0.00,5.22,4.42,40.39,-1.08,0.00,8,199
