Time (msec),A/F Correction #1 (%),A/F Sensor #1 (AFR),Engine Load* (g/rev),Feedback Knock Correction* (degrees),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Knocking Signal #1 (On/Off),Gear (Calculated)* (position),Coolant Temperature (F)
272193,-6.25,13.44,0.19,0.00,3.41,0.00,5.51,8.52,36.08,-1.49,3.92,0,1,190
272393,-10.16,12.63,0.25,0.00,4.12,0.00,6.53,11.56,36.08,-1.80,5.88,0,1,190
272591,-9.38,13.78,0.25,0.00,4.31,0.00,7.55,12.31,36.08,-1.80,6.67,0,1,190
272794,-6.25,14.47,0.26,0.00,4.53,0.00,8.27,13.07,36.08,-1.80,7.06,0,1,190
272990,-2.34,15.27,0.25,0.00,4.78,0.00,8.56,13.36,36.08,-2.11,7.45,0,1,190
273189,1.56,16.19,0.24,0.00,5.02,0.00,8.27,13.95,36.08,-2.42,7.45,0,1,190
273389,2.34,15.62,0.23,0.00,5.01,0.00,7.84,13.84,36.08,-2.42,7.45,0,1,190
273587,4.69,15.39,0.22,0.00,5.23,0.00,7.69,14.01,36.08,-2.73,7.45,0,1,190
273786,4.69,15.16,0.22,0.00,5.34,0.00,7.40,14.25,36.08,-2.73,7.45,0,1,190
273985,4.69,14.93,0.21,0.00,5.47,0.00,7.25,14.30,36.08,-2.73,7.45,0,1,190
274183,5.47,14.81,0.21,0.00,5.14,0.00,7.25,13.95,36.08,-3.04,7.45,0,1,190
274382,7.03,14.93,0.20,0.00,5.32,0.00,7.11,13.72,36.08,-3.04,7.45,0,1,190
274581,7.81,15.04,0.20,0.00,5.42,0.00,6.96,13.84,36.08,-3.04,7.06,0,1,190
274781,7.03,14.70,0.16,0.00,4.57,0.00,6.09,9.99,36.08,-3.04,3.92,0,1,190
274979,1.56,13.55,0.13,0.00,3.72,0.00,4.93,9.08,36.08,-3.04,3.92,0,1,190
275179,0.78,13.67,0.12,0.00,3.71,0.00,4.50,8.91,36.08,-3.35,3.53,0,1,190
275376,0.78,14.36,0.11,0.00,3.29,0.00,4.35,8.22,36.08,-3.35,3.14,0,1,190
275575,1.56,14.70,0.11,0.00,3.75,0.00,4.21,8.39,36.08,-3.35,3.14,0,1,190
275774,-1.56,14.01,0.11,0.00,3.29,0.00,4.21,8.31,36.08,-3.35,3.14,0,1,190
275972,0.00,14.47,0.11,0.00,3.31,0.00,4.21,7.37,36.08,-3.35,3.14,0,1,190
276171,0.00,14.59,0.11,0.00,3.32,0.00,4.06,8.06,36.08,-3.35,3.14,0,1,190
276368,3.12,15.16,0.11,0.00,3.30,0.00,4.06,8.06,36.08,-3.35,3.14,0,1,190
276569,2.34,14.81,0.11,0.00,3.22,0.00,4.06,7.98,36.08,-3.04,3.14,0,1,190
276766,4.69,14.93,0.11,0.00,3.24,0.00,4.21,8.06,36.08,-3.35,3.14,0,1,190
276966,3.91,14.70,0.11,0.00,3.25,0.00,4.21,8.11,36.08,-3.35,3.14,0,1,190
277163,3.12,14.36,0.11,0.00,3.65,0.00,4.21,8.03,36.08,-3.04,3.14,0,1,190
277363,3.12,14.47,0.11,0.00,3.16,0.00,4.21,7.82,36.08,-3.04,3.14,0,1,190
277560,5.47,14.81,0.11,0.00,3.14,0.00,4.21,7.57,36.08,-3.04,3.14,0,1,190
277758,6.25,14.93,0.11,0.00,3.61,0.00,4.35,7.82,36.08,-3.04,3.14,0,1,190
277956,7.03,14.93,0.13,0.00,3.61,0.00,4.35,9.04,36.08,-3.04,4.31,0,1,190
278154,7.81,15.04,0.15,0.00,4.09,0.00,4.93,10.64,36.08,-3.04,5.88,0,1,190
278352,4.69,14.01,0.18,0.00,4.99,0.00,5.66,12.96,36.08,-3.04,7.06,0,1,190
278551,5.47,14.24,0.19,0.00,5.11,0.00,6.38,13.78,36.08,-3.35,7.45,0,1,190
278750,8.59,14.93,0.20,0.00,5.28,0.00,6.82,15.16,36.08,-3.35,8.24,0,1,190
278948,11.72,15.62,0.21,0.00,5.77,0.00,7.25,16.12,36.08,-3.35,8.24,0,1,190
279147,14.84,15.39,0.22,0.00,6.51,0.00,7.40,16.73,36.08,-3.64,8.24,0,1,190
279345,15.62,15.16,0.21,0.00,6.66,0.00,7.40,16.66,36.08,-3.64,7.84,0,1,190
279544,15.62,15.16,0.17,0.00,6.25,0.00,6.82,14.49,36.08,-3.64,6.27,0,1,190
279741,15.62,14.36,0.16,0.00,5.34,0.00,5.95,13.66,36.08,-3.94,5.49,0,1,190
279941,11.72,13.67,0.14,0.00,4.88,0.00,5.37,12.53,36.08,-3.94,3.92,0,1,190
280139,10.16,13.90,0.12,0.00,4.36,0.00,4.64,10.89,36.08,-3.94,3.14,0,1,190
280343,10.94,14.47,0.12,0.00,4.34,0.00,4.35,9.84,36.08,-3.94,2.75,0,1,190
280540,6.25,13.55,0.12,0.00,4.34,0.00,3.92,10.33,36.08,-3.94,2.35,0,1,190
280739,0.00,12.98,0.12,0.00,4.35,0.00,3.77,10.03,36.08,-3.94,1.96,0,1,190
280938,-3.12,13.21,0.11,0.00,3.74,0.00,3.63,9.61,36.08,-3.94,1.18,0,1,190
281137,0.00,13.32,0.11,0.00,0.00,0.00,3.48,8.91,36.08,-3.94,0.39,0,1,190
281337,0.00,14.36,0.11,0.00,0.00,0.00,3.34,9.18,36.08,-3.94,0.39,0,1,190
281535,0.00,17.00,0.10,0.00,0.00,0.00,3.48,7.78,36.08,-3.64,0.00,0,1,190
281733,0.00,25.04,0.09,0.00,0.00,0.00,3.48,7.41,36.08,-3.64,0.00,0,1,190
281932,0.00,23.77,0.09,0.00,0.00,0.00,3.48,6.66,36.08,-3.35,0.00,0,1,190
282131,0.00,23.77,0.09,0.00,0.00,0.00,3.48,6.51,36.08,-3.35,0.00,0,1,190
282330,0.00,23.77,0.09,0.00,0.00,0.00,3.48,6.04,36.08,-3.04,0.00,0,1,190
282529,0.00,23.89,0.09,0.00,0.00,0.00,3.48,6.18,36.08,-3.04,0.00,0,1,190
282728,0.00,24.00,0.09,0.00,0.00,0.00,3.63,5.35,36.08,-2.73,0.00,0,1,190
282926,0.00,23.77,0.10,0.00,0.00,0.00,3.63,5.93,36.08,-2.73,0.00,0,2,190
283125,0.00,23.77,0.10,0.00,0.00,0.00,3.48,6.04,36.08,-2.73,0.00,0,1,190
283324,0.00,24.00,0.11,0.00,0.00,0.00,3.48,6.11,36.08,-2.42,0.39,0,2,190
283521,0.00,23.77,0.12,0.00,0.00,0.00,3.77,6.44,36.08,-2.42,0.39,0,2,190
283720,0.00,24.12,0.12,0.00,0.00,0.00,3.92,6.37,36.08,-2.11,0.39,0,1,190
283918,0.00,23.77,0.12,0.00,0.00,0.00,4.21,6.18,36.08,-2.11,0.78,0,2,190
284116,0.00,24.00,0.12,0.00,0.00,0.00,4.50,6.40,36.08,-2.11,1.18,0,1,190
284315,0.00,24.00,0.13,0.00,2.60,0.00,4.64,6.40,36.08,-2.11,1.96,0,1,190
284514,0.00,23.43,0.14,0.00,2.94,0.00,4.79,7.10,36.08,-2.11,2.75,0,1,190
284712,0.00,16.65,0.16,0.00,3.15,0.00,5.08,8.06,36.08,-1.80,3.92,0,1,190
284914,-5.47,14.13,0.19,0.00,3.61,0.00,5.80,9.66,36.08,-2.11,4.71,0,1,190
285114,-6.25,13.55,0.20,0.00,3.81,0.00,6.24,10.28,36.08,-2.11,5.49,0,1,190
285313,-3.12,14.81,0.21,0.00,4.24,0.00,6.67,11.25,36.08,-2.11,5.88,0,1,190
285511,-1.56,15.16,0.19,0.00,4.35,0.00,6.82,11.62,36.08,-2.42,6.27,0,1,190
285709,1.56,15.62,0.21,0.00,4.96,0.00,6.82,12.42,36.08,-2.42,6.67,0,1,190
285907,1.56,15.50,0.21,0.00,5.06,0.00,6.82,12.70,36.08,-2.42,6.67,0,1,190
286106,2.34,14.93,0.20,0.00,4.93,0.00,6.82,13.01,36.08,-2.73,6.67,0,1,190
286304,2.34,14.81,0.20,0.00,5.06,0.00,6.96,13.31,36.08,-2.73,7.06,0,1,190
286502,3.12,14.93,0.21,0.00,5.22,0.00,6.96,13.60,36.08,-3.04,7.06,0,1,190
286703,3.12,14.81,0.20,0.00,5.38,0.00,6.96,14.31,36.08,-3.04,7.45,0,1,190
286902,3.91,14.93,0.20,0.00,5.47,0.00,6.96,14.18,36.08,-3.04,7.45,0,1,190
287100,4.69,14.81,0.19,0.00,5.18,0.00,6.82,13.90,36.08,-3.35,7.45,0,1,190
287301,5.47,14.93,0.19,0.00,5.83,0.00,6.67,14.31,36.08,-3.35,7.45,0,1,190
287500,5.47,14.81,0.16,0.00,5.35,0.00,6.24,12.48,36.08,-3.35,5.88,0,1,190
287698,6.25,14.47,0.16,0.00,5.02,0.00,5.80,12.25,36.08,-3.64,5.88,0,1,190
287898,7.81,15.04,0.16,0.00,5.06,0.00,5.66,12.64,36.08,-3.64,5.49,0,1,190
288097,7.81,14.70,0.16,0.00,5.12,0.00,5.51,12.58,36.08,-3.64,5.49,0,1,190
288296,7.81,14.70,0.14,0.00,4.65,0.00,5.51,11.51,36.08,-3.64,3.53,0,1,190
288497,8.59,14.81,0.12,0.00,4.12,0.00,4.64,9.09,36.08,-3.64,2.35,0,1,190
288696,7.03,14.24,0.11,0.00,4.09,0.00,4.06,8.96,36.08,-3.64,1.18,0,1,190
288897,0.00,14.24,0.11,0.00,0.00,0.00,3.63,7.86,36.08,-3.64,1.18,0,1,190
289093,0.00,14.59,0.11,0.00,0.00,0.00,3.48,8.44,36.08,-3.64,0.78,0,1,190
289291,0.00,18.83,0.09,0.00,0.00,0.00,3.63,7.14,36.08,-3.35,0.78,0,1,190
289492,0.00,25.61,0.10,0.00,0.00,0.00,3.77,7.25,36.08,-3.35,0.78,0,1,190
289693,0.00,25.15,0.09,0.00,0.00,0.00,3.77,6.81,36.08,-3.04,0.78,0,1,190
289891,0.00,23.54,0.09,0.00,0.00,0.00,3.92,6.70,36.08,-3.04,0.78,0,1,190
290090,0.00,23.66,0.09,0.00,0.00,0.00,3.92,6.07,36.08,-3.04,0.39,0,1,190
290288,0.00,23.66,0.09,0.00,0.00,0.00,3.92,6.26,36.08,-2.73,0.39,0,1,190
290486,0.00,23.77,0.09,0.00,0.00,0.00,3.92,5.98,36.08,-2.73,0.39,0,2,190
290687,0.00,23.77,0.10,0.00,0.00,0.00,3.92,6.33,36.08,-2.73,0.39,0,1,190
290885,0.00,23.77,0.11,0.00,0.00,0.00,3.92,6.18,36.08,-2.42,0.39,0,1,190
291082,0.00,24.12,0.11,0.00,0.00,0.00,3.92,6.15,36.08,-2.42,0.39,0,2,190
291281,0.00,23.43,0.11,0.00,0.00,0.00,4.06,5.87,36.08,-2.11,0.78,0,1,190
291480,0.00,23.77,0.11,0.00,0.00,0.00,4.35,5.19,36.08,-2.11,0.39,0,1,190
291678,0.00,23.66,0.10,0.00,0.00,0.00,4.50,4.88,36.08,-1.80,0.78,0,1,190
291877,0.00,23.43,0.11,0.00,0.00,0.00,4.50,5.13,36.08,-1.80,0.39,0,2,190
292075,0.00,24.12,0.11,0.00,2.33,0.00,4.50,5.29,36.08,-1.80,0.39,0,1,190
292273,0.00,24.00,0.11,0.00,2.43,0.00,4.21,4.57,36.08,-1.80,0.00,0,1,190
292472,0.00,21.71,0.11,0.00,2.16,0.00,3.92,4.69,36.08,-1.49,0.00,0,2,190
292670,0.00,15.85,0.10,0.00,2.03,0.00,3.77,4.57,36.08,-1.49,0.00,0,1,190
292871,-1.56,14.13,0.11,0.00,2.25,0.00,3.63,4.88,36.08,-1.49,0.00,0,1,190
293071,-2.34,13.90,0.12,0.00,2.19,0.00,3.63,4.94,36.08,-1.49,0.00,0,1,190
295895,7.03,15.16,0.26,0.00,7.34,0.00,8.71,19.34,36.08,-3.35,10.20,0,1,190
296092,8.59,15.04,0.27,0.00,8.00,0.00,8.71,21.45,36.08,-3.64,10.20,0,1,190
296291,9.38,14.81,0.27,0.00,7.91,0.00,8.71,21.71,36.08,-3.64,10.20,0,1,190
296490,10.16,15.04,0.26,0.00,8.24,0.00,8.42,22.22,36.08,-3.94,10.20,0,1,190
296688,10.94,14.81,0.25,0.00,8.49,0.00,8.27,22.32,36.08,-4.25,9.80,0,1,190
296889,10.16,14.70,0.22,0.00,8.21,0.00,7.69,20.93,36.08,-4.25,7.45,0,1,190
297087,7.81,13.78,0.20,0.00,7.38,0.00,6.67,19.04,36.08,-4.56,7.45,0,1,190
297293,7.03,14.47,0.19,0.00,6.90,0.00,6.38,18.36,36.08,-4.56,7.45,0,1,190
297494,0.00,14.24,0.11,0.00,0.00,0.00,4.93,9.31,36.08,-4.56,0.00,0,1,190
297694,0.00,14.36,0.15,0.00,0.00,0.00,3.63,13.01,36.08,-4.25,0.00,0,6,190
297894,0.00,21.94,0.14,0.00,0.00,0.00,3.48,11.51,36.08,-3.94,0.00,0,2,190
298100,0.00,23.54,0.14,0.00,0.00,0.00,3.63,9.70,36.08,-3.04,0.00,0,2,190
298290,0.00,23.77,0.14,0.00,0.00,0.00,3.92,8.74,36.08,-2.73,0.39,0,3,190
298490,0.00,23.54,0.16,0.00,0.00,0.00,4.35,7.94,36.08,-2.11,0.78,0,3,190
298688,0.00,23.77,0.14,0.00,2.70,0.00,4.79,6.26,36.08,-1.80,1.57,0,4,190
298889,0.00,23.31,0.13,0.00,3.04,0.00,4.93,6.92,36.08,-1.80,2.35,0,3,192
299087,0.00,16.31,0.14,0.00,3.30,0.00,4.79,7.37,36.08,-2.11,2.75,0,3,192
299288,-2.34,14.81,0.14,0.00,3.10,0.00,4.79,7.54,36.08,-2.11,2.75,0,3,192
299484,-8.59,13.09,0.14,0.00,3.07,0.00,4.93,7.66,36.08,-2.11,2.75,0,3,192
299683,-8.59,13.44,0.11,0.00,2.68,0.00,4.35,5.00,36.08,-2.11,0.00,0,3,192
299882,-10.94,13.09,0.11,0.00,2.35,0.00,3.92,5.65,36.08,-2.11,0.00,0,3,192
300080,-11.72,13.09,0.12,0.00,2.60,0.00,3.77,5.80,36.08,-2.11,0.00,0,3,192
300278,-13.28,13.09,0.11,0.00,2.19,0.00,3.63,5.22,36.08,-1.80,0.00,0,3,192
300478,-15.62,12.40,0.11,0.00,2.10,0.00,3.63,5.26,36.08,-1.80,0.00,0,3,192
300676,-17.19,12.40,0.11,0.00,2.04,0.00,3.63,5.04,36.08,-1.49,0.00,0,6,192
300875,-17.97,12.63,0.11,0.00,1.97,0.00,3.63,4.85,36.08,-1.49,0.00,0,6,192
301073,-18.75,12.86,0.11,0.00,1.89,0.00,3.48,4.72,36.08,-1.49,0.00,0,6,192
301272,-19.53,12.98,0.12,0.00,1.81,0.00,3.48,4.44,36.08,-1.49,0.00,0,6,192
301470,-21.09,12.86,0.11,0.00,1.72,0.00,3.63,4.20,36.08,-1.18,0.00,0,6,192
301668,-22.66,12.52,0.11,0.00,1.63,0.00,3.77,3.82,36.08,-1.18,0.00,0,6,192
301870,-23.44,12.52,0.12,0.00,1.52,0.00,3.92,3.95,36.08,-1.18,0.00,0,6,192
302069,-22.66,13.32,0.11,0.00,1.50,0.00,4.06,3.62,36.08,-1.18,0.00,0,6,192
302267,-21.88,14.36,0.12,0.00,1.46,0.00,4.21,3.80,36.08,-1.18,0.00,0,6,192
302466,-21.88,14.93,0.12,0.00,1.62,0.00,4.50,3.82,36.08,-1.18,0.00,0,6,192
302663,-21.09,15.39,0.12,0.00,1.61,0.00,4.64,3.78,36.08,-1.18,0.00,0,6,192
302862,-20.31,15.50,0.13,0.00,1.58,0.00,4.79,4.09,36.08,-1.18,0.00,0,6,192
303061,-19.53,15.62,0.13,0.00,1.57,0.00,5.08,4.17,36.08,-1.18,0.00,0,6,192
303259,-18.75,15.85,0.13,0.00,1.61,0.00,5.22,4.22,36.08,-1.18,0.00,0,6,192
303457,-17.97,15.96,0.14,0.00,1.81,0.00,5.37,4.44,36.08,-1.18,0.00,0,6,192
303656,-16.41,16.54,0.13,0.00,1.67,0.00,5.51,4.42,36.08,-1.18,0.00,0,6,192
303854,-15.62,16.54,0.14,0.00,1.79,0.00,5.51,4.47,36.08,-1.18,0.00,0,6,192
304052,-14.06,17.00,0.14,0.00,1.69,0.00,5.66,4.57,36.08,-1.18,0.00,0,6,192
304256,-12.50,17.46,0.15,0.00,1.86,0.00,5.66,4.72,36.08,-1.18,0.00,0,6,192
304452,-10.94,17.23,0.12,0.00,1.51,0.00,5.66,3.92,36.08,-1.18,0.00,0,6,192
304650,-10.16,17.00,0.19,0.00,2.18,0.00,5.95,5.19,36.08,-1.18,0.00,0,6,192
304849,-4.69,18.60,0.15,0.00,2.30,0.00,6.24,4.77,36.08,-1.18,0.00,0,6,192
305050,-9.38,15.39,0.14,0.00,2.01,0.00,5.66,5.00,36.08,-1.18,0.00,0,6,192
305248,-7.81,15.96,0.16,0.00,2.31,0.00,5.80,5.35,36.08,-1.18,0.00,0,6,192
305447,-5.47,16.88,0.12,0.00,2.04,0.00,5.95,4.66,36.08,-1.18,0.00,0,6,192
305647,-5.47,16.42,0.18,0.00,2.35,0.00,5.80,5.26,36.08,-1.18,0.00,0,6,192
305846,-1.56,18.72,0.16,0.00,2.25,0.00,6.38,5.61,36.08,-1.18,0.00,0,6,192
306044,-4.69,15.27,0.14,0.00,2.12,0.00,5.80,5.16,36.08,-1.18,0.00,0,6,192
306242,-3.91,15.39,0.16,0.00,2.50,0.00,5.66,5.48,36.08,-1.18,0.00,0,6,192
306442,-0.78,16.19,0.14,0.00,2.12,0.00,5.80,5.35,36.08,-1.18,0.00,0,6,192
306640,-1.56,15.96,0.14,0.00,2.10,0.00,5.66,5.04,36.08,-1.18,0.00,0,6,192
306838,0.00,16.08,0.14,0.00,2.09,0.00,5.51,5.16,36.08,-1.18,0.00,0,6,192
307037,0.78,16.08,0.13,0.00,2.17,0.00,5.37,4.97,36.08,-1.18,0.00,0,6,192
307236,1.56,15.96,0.13,0.00,2.14,0.00,5.22,5.04,36.08,-1.18,0.00,0,6,192
307434,1.56,15.96,0.12,0.00,2.17,0.00,5.22,4.69,36.08,-1.18,0.00,0,6,192
307635,2.34,15.62,0.13,0.00,2.18,0.00,5.08,4.75,36.08,-1.18,0.00,0,6,192
307836,2.34,15.62,0.13,0.00,1.96,0.00,5.08,4.50,36.08,-1.18,0.00,0,6,192
308034,3.91,15.85,0.13,0.00,2.13,0.00,4.93,4.69,36.08,-1.18,0.00,0,6,192
308232,3.12,15.50,0.12,0.00,1.96,0.00,4.79,4.42,36.08,-1.18,0.00,0,6,192
308431,3.12,14.93,0.11,0.00,1.94,0.00,4.79,4.39,36.08,-1.18,0.00,0,6,192
308630,3.12,14.93,0.11,0.00,1.93,0.00,4.64,4.22,36.08,-1.18,0.00,0,6,192
308828,3.91,14.93,0.11,0.00,1.93,0.00,4.64,4.25,36.08,-1.18,0.00,0,6,192
309027,3.91,14.93,0.11,0.00,1.92,0.00,4.50,4.20,36.08,-1.18,0.00,0,6,192
309225,3.12,14.70,0.11,0.00,1.92,0.00,4.50,4.06,36.08,-1.18,0.00,0,6,192
309423,3.12,14.47,0.11,0.00,1.89,0.00,4.50,3.72,36.08,-1.18,0.00,0,6,192
309622,3.91,14.59,0.11,0.00,1.87,0.00,4.50,3.88,36.08,-1.18,0.00,0,6,192
309820,4.69,14.93,0.10,0.00,1.89,0.00,4.35,3.69,36.08,-1.18,0.00,0,1,192
310019,3.91,14.81,0.10,0.00,1.87,0.00,4.35,3.72,0.00,-1.18,0.00,0,1,192
310217,3.91,14.70,0.09,0.00,1.88,0.00,4.21,3.47,0.00,-1.18,0.00,0,1,192
310415,3.12,14.47,0.11,0.00,1.77,0.00,4.21,3.65,0.00,-1.18,0.00,0,1,192
310614,3.91,14.47,0.11,0.00,1.81,0.00,4.35,3.78,0.00,-1.18,0.39,0,1,192
310815,3.12,14.70,0.12,0.00,2.08,0.00,4.50,4.25,0.00,-1.18,1.18,0,1,192
311011,-0.78,13.55,0.14,0.00,2.43,0.00,4.93,5.48,36.08,-1.18,1.96,0,1,192
311209,-4.69,12.86,0.16,0.00,2.95,0.00,5.51,6.59,36.08,-1.49,3.14,0,1,192
311407,-4.69,13.09,0.21,0.00,3.84,0.00,6.09,9.18,36.08,-1.80,5.88,0,1,192
311604,-7.81,13.67,0.23,0.00,4.71,0.00,7.25,11.99,36.08,-2.11,6.67,0,1,192
311803,-4.69,13.90,0.22,0.00,4.85,0.00,7.40,12.85,36.08,-2.42,7.06,0,1,192
312001,-1.56,15.62,0.22,0.00,5.02,0.00,7.40,13.19,36.08,-2.42,7.45,0,1,192
312201,-1.56,15.27,0.22,0.00,5.14,0.00,7.25,13.54,36.08,-2.73,7.45,0,1,192
312397,-0.78,15.04,0.15,0.00,4.38,0.00,5.95,7.89,36.08,-2.73,0.00,0,1,192
312597,-9.38,12.98,0.09,0.00,2.73,0.00,4.06,4.59,36.08,-2.42,0.00,0,1,192
312794,-9.38,12.52,0.11,0.00,2.57,0.00,3.48,6.00,36.08,-2.42,0.00,0,1,192
312993,-7.81,14.01,0.12,0.00,2.69,0.00,3.48,6.18,36.08,-2.11,0.39,0,1,192
313192,-16.41,13.09,0.17,0.00,3.18,0.00,4.06,7.57,36.08,-1.80,3.92,0,1,192
313393,-21.88,11.48,0.13,0.00,2.69,0.00,5.08,6.31,36.08,-2.11,0.00,0,1,192
313596,0.00,12.06,0.10,0.00,0.00,0.00,3.92,4.69,36.08,-2.11,0.00,0,1,192
313792,0.00,13.90,0.16,0.00,2.90,0.00,4.06,6.51,36.08,-1.49,2.35,0,1,192
313990,0.00,20.67,0.26,0.00,3.84,0.00,5.95,9.70,36.08,-1.18,5.88,0,1,192
314189,-2.34,14.24,0.18,0.00,4.25,0.00,7.84,8.28,36.08,-1.49,0.00,0,1,192
314388,-7.03,11.71,0.12,0.00,2.37,0.00,5.37,3.82,36.08,-1.80,0.00,0,1,192
314586,0.00,13.55,0.12,0.00,1.95,0.00,4.50,4.94,36.08,-1.49,0.00,0,1,192
314785,3.91,15.50,0.11,0.00,2.14,0.00,4.35,4.85,36.08,-1.49,0.00,0,1,192
314984,0.78,15.73,0.10,0.00,2.13,0.00,4.21,4.36,36.08,-1.49,0.00,0,1,192
315182,-2.34,14.13,0.11,0.00,2.06,0.00,4.21,4.36,36.08,-1.49,0.00,0,1,192
315381,-3.12,13.67,0.12,0.00,1.98,0.00,4.35,4.47,36.08,-1.18,0.00,0,1,192
315580,-3.12,13.90,0.12,0.00,1.92,0.00,4.50,4.28,36.08,-1.18,0.00,0,1,192
315778,-5.47,13.44,0.11,0.00,1.97,0.00,4.64,4.39,36.08,-1.18,0.78,0,1,192
315976,-4.69,13.67,0.13,0.00,1.98,0.00,4.64,4.63,36.08,-1.18,1.18,0,1,192
316175,-3.91,14.36,0.18,0.00,2.66,0.00,5.08,6.73,36.08,-1.18,2.35,0,1,192
316374,-10.94,13.44,0.21,0.00,3.10,0.00,5.95,8.11,36.08,-1.18,3.92,0,1,192
316572,-11.72,12.63,0.21,0.00,3.56,0.00,7.11,9.84,36.08,-1.49,4.71,0,1,192
316774,-7.81,14.70,0.19,0.00,3.73,0.00,6.96,10.17,36.08,-1.80,4.71,0,1,192
316973,-2.34,15.96,0.19,0.00,3.91,0.00,6.67,10.48,36.08,-2.11,5.10,0,1,192
317172,-1.56,15.85,0.19,0.00,3.92,0.00,6.53,10.38,36.08,-2.11,5.10,0,1,192
317370,0.00,15.50,0.15,0.00,0.00,0.00,5.66,6.70,36.08,-2.11,0.00,0,1,194
317569,0.00,14.59,0.11,0.00,2.80,0.00,4.50,5.41,36.08,-2.11,0.00,0,1,194
317767,0.00,14.24,0.10,0.00,2.34,0.00,4.06,5.52,36.08,-2.11,0.00,0,1,194
317965,0.00,13.78,0.11,0.00,2.25,0.00,3.77,5.07,36.08,-1.80,0.00,0,1,194
318164,0.00,13.44,0.10,0.00,2.48,0.00,3.63,4.88,36.08,-1.80,0.00,0,1,194
318362,0.00,12.63,0.11,0.00,2.37,0.00,3.63,5.13,36.08,-1.80,0.00,0,1,194
318562,0.00,11.83,0.10,0.00,2.29,0.00,3.63,4.57,36.08,-1.49,0.00,0,1,194
318760,0.00,11.48,0.11,0.00,2.21,0.00,3.63,4.75,36.08,-1.49,0.00,0,1,194
318959,0.00,11.60,0.12,0.00,2.36,0.00,3.77,5.26,36.08,-1.49,0.00,0,1,194
319157,0.00,11.83,0.11,0.00,2.24,0.00,4.21,4.79,36.08,-1.18,0.00,0,1,194
319356,0.00,11.60,0.11,0.00,1.92,0.00,4.50,4.17,36.08,-1.18,0.00,0,1,194
319555,0.00,11.71,0.12,0.00,1.86,0.00,4.50,4.03,36.08,-1.18,0.00,0,1,194
319753,0.00,12.98,0.11,0.00,1.85,0.00,4.50,3.62,36.08,-1.18,0.00,0,1,194
319952,0.00,14.01,0.12,0.00,1.99,0.00,4.35,3.98,36.08,-1.18,0.00,0,1,194
320148,0.00,14.36,0.13,0.00,1.71,0.00,4.50,4.39,36.08,-1.18,0.00,0,1,194
320347,0.00,14.47,0.14,0.00,2.05,0.00,5.08,4.47,36.08,-1.18,0.00,0,1,194
320546,0.00,14.13,0.13,0.00,1.95,0.00,5.08,4.11,36.08,-1.18,0.00,0,1,194
320747,0.00,12.75,0.12,0.00,1.79,0.00,4.79,4.06,36.08,-1.18,0.00,0,1,194
320944,0.00,13.32,0.12,0.00,1.79,0.00,4.79,4.09,36.47,-1.18,0.00,0,1,194
321143,0.00,14.24,0.13,0.00,1.77,0.00,4.79,4.31,36.47,-1.18,0.00,0,1,194
321341,0.78,14.70,0.13,0.00,2.02,0.00,4.93,4.33,36.47,-1.18,0.39,0,1,194
321543,0.78,14.81,0.13,0.00,2.06,0.00,4.93,4.63,36.47,-1.18,0.78,0,1,194
321741,0.78,14.81,0.15,0.00,2.04,0.00,5.08,4.94,36.47,-1.18,1.18,0,1,194
321939,0.78,14.93,0.15,0.00,2.31,0.00,5.51,5.61,36.47,-1.18,1.57,0,1,194
322140,-2.34,14.13,0.15,0.00,2.51,0.00,5.95,6.04,36.47,-1.18,1.96,0,1,194
322338,0.00,14.36,0.15,0.00,2.75,0.00,5.80,6.11,36.47,-1.49,1.96,0,1,194
322539,1.56,15.16,0.12,0.00,2.68,0.00,5.37,5.48,36.47,-1.49,0.00,0,1,194
322739,3.12,15.39,0.09,0.00,2.11,0.00,4.21,3.72,36.47,-1.80,0.00,0,1,194
322937,1.56,14.93,0.10,0.00,1.97,0.00,3.77,4.17,36.47,-1.49,0.00,0,1,194
323137,2.34,14.93,0.11,0.00,2.11,0.00,3.77,4.50,36.47,-1.49,0.00,0,1,194
323336,2.34,14.93,0.12,0.00,2.05,0.00,3.92,4.36,36.47,-1.18,0.00,0,1,194
323536,-3.12,13.44,0.12,0.00,1.96,0.00,4.35,4.42,36.47,-1.18,0.00,0,1,194
323734,-6.25,12.52,0.12,0.00,1.92,0.00,4.50,4.36,36.47,-1.18,0.00,0,1,194
323933,-7.03,12.63,0.13,0.00,1.86,0.00,4.64,4.25,36.47,-1.18,0.39,0,1,194
324130,-4.69,13.55,0.13,0.00,1.97,0.00,4.93,4.63,36.47,-1.18,0.78,0,1,194
324330,-3.12,14.59,0.12,0.00,1.72,0.00,5.08,3.85,36.47,-1.18,1.18,0,1,196
324529,-3.12,14.81,0.14,0.00,2.14,0.00,5.37,4.51,36.47,-1.18,0.00,0,1,196
324726,-3.12,15.16,0.12,0.00,1.69,0.00,5.22,3.47,36.47,-1.18,0.00,0,1,196
324925,-3.12,14.59,0.11,0.00,1.75,0.00,4.79,3.33,36.47,-1.18,0.00,0,1,196
