Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Throttle Opening Angle (%),Throttle Sensor Voltage (V),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
15358,-2.34,0,14.36,8.0,0.45,1825.0,0,0,15.16,16.0,34.84,34.0,97.0,7.55,-6.92,12.68,1.82,5.88,0.84,14.53
15429,-3.12,0,14.13,8.0,0.44,1828.0,0,0,14.7,16.0,34.49,34.0,97.0,7.4,-7.21,12.55,1.82,5.88,0.84,14.50
15500,-3.12,0,14.13,8.0,0.4,1818.0,0,0,14.71,16.0,34.84,34.0,97.0,7.25,-7.41,12.37,1.82,5.88,0.84,14.48
15570,-2.34,0,14.24,8.0,0.4,1828.0,0,0,14.71,16.0,34.49,34.0,97.0,7.11,-7.56,12.17,1.8,5.88,0.84,14.48
15641,-1.56,0,14.47,8.0,0.4,1830.0,0,0,14.71,16.0,34.14,34.0,97.0,6.96,-7.68,12.48,1.82,5.88,0.84,14.52
15712,-0.78,0,14.7,8.0,0.4,1843.0,0,0,14.71,16.0,34.49,34.0,97.0,6.96,-7.7,12.3,1.8,5.88,0.84,14.66
15783,0.0,0,14.81,8.0,0.4,1830.0,0,0,14.71,16.0,34.14,34.0,97.0,6.96,-7.77,12.55,1.82,5.88,0.84,14.80
15854,0.78,0,15.04,8.0,0.4,1849.0,0,0,14.71,16.0,34.49,34.0,97.0,6.96,-7.77,12.11,1.82,5.88,0.84,14.96
15924,0.78,0,15.16,8.0,0.41,1832.0,0,0,16.02,16.0,34.84,34.0,97.0,6.96,-7.77,12.35,1.82,5.88,0.84,15.06
15995,1.56,0,15.16,8.0,0.43,1852.0,0,0,14.0,16.0,35.2,34.5,97.0,6.96,-7.73,12.98,1.86,6.67,0.86,15.12
16066,0.78,0,15.04,8.0,0.47,1840.0,0,0,13.72,16.0,34.84,35.0,97.0,7.11,-7.56,13.65,1.88,7.06,0.88,15.06
16137,0.78,0,14.81,8.0,0.48,1848.0,0,0,14.19,16.0,35.55,35.5,97.0,7.4,-7.27,14.2,1.9,7.45,0.88,14.94
16208,-0.78,0,14.36,8.0,0.5,1860.0,0,0,14.21,16.0,35.55,35.5,95.0,7.69,-7.04,15.01,1.94,7.45,0.9,14.76
16278,-2.34,0,14.01,8.0,0.5,1842.0,0,0,14.69,16.0,35.9,35.5,95.0,7.98,-6.85,15.31,1.94,7.45,0.9,14.60
