Time (msec),A/F Sensor #1 (Direct)* (AFR),Coolant Temperature (F),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Tank Pressure (psi),IAM* (raw ecu value),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Opening Angle (%)
22308,14.56,55,0.28,1504,0.00,0.00,-0.056,16,6.99,-1.08,0.00
22480,14.58,55,0.28,1493,0.00,0.00,-0.056,16,6.92,-1.08,0.00
22651,14.59,55,0.28,1498,0.00,0.00,-0.056,16,6.88,-1.08,0.00
22828,14.63,55,0.28,1494,0.00,0.00,-0.056,16,6.95,-1.08,0.00
22999,14.59,55,0.28,1492,0.00,0.00,-0.056,16,7.06,-1.08,0.00
23171,14.63,55,0.28,1494,0.00,0.00,-0.056,16,7.03,-1.08,0.00
23342,14.55,55,0.28,1500,0.00,0.00,-0.056,16,7.06,-1.08,0.00
23514,14.66,55,0.28,1500,0.00,0.00,-0.056,16,7.03,-1.08,0.00
23686,14.60,55,0.28,1503,0.00,0.00,-0.056,16,6.88,-1.08,0.00
23858,14.51,55,0.28,1512,0.00,0.00,-0.056,16,6.92,-1.08,0.00
24045,14.40,55,0.27,1505,0.00,0.00,-0.056,16,6.81,-1.08,0.00
24217,14.41,55,0.27,1499,0.00,0.00,-0.056,16,6.70,-1.08,0.00
24389,14.37,55,0.27,1506,0.00,0.00,-0.056,16,6.62,-1.08,0.00
24561,14.43,55,0.27,1497,0.00,0.00,-0.056,16,6.73,-1.08,0.00
24733,14.47,55,0.27,1490,0.00,0.00,-0.056,16,6.84,-1.08,0.00
24905,14.53,55,0.28,1493,0.00,0.00,-0.056,16,6.92,-1.08,0.00
25077,14.57,55,0.28,1492,0.00,0.00,-0.056,16,6.92,-1.08,0.00
25249,14.57,55,0.28,1499,0.00,0.00,-0.056,16,7.03,-1.08,0.00
25420,14.57,55,0.28,1500,0.00,0.00,-0.056,16,7.03,-1.08,0.00
25592,14.62,55,0.28,1507,0.00,0.00,-0.056,16,6.95,-1.08,0.00
25764,14.66,55,0.28,1508,0.00,0.00,-0.056,16,6.99,-1.08,0.00
25936,14.70,55,0.28,1512,0.00,0.00,-0.056,16,6.99,-1.08,0.00
26108,14.55,55,0.28,1515,0.00,0.00,-0.056,16,6.81,-1.08,0.00
26280,14.41,57,0.27,1508,0.00,0.00,-0.056,16,6.70,-1.08,0.00
26452,14.34,57,0.27,1499,0.00,0.00,-0.056,16,6.70,-1.08,0.00
26623,14.28,57,0.27,1496,0.00,0.00,-0.056,16,6.59,-1.08,0.00
26811,14.35,57,0.26,1489,0.00,0.00,-0.056,16,6.59,-1.08,0.00
29640,14.41,57,0.27,1485,0.00,0.00,-0.056,16,6.77,-1.08,0.00
29820,14.53,57,0.27,1489,0.00,0.00,-0.056,16,6.81,-1.08,0.00
29989,14.56,57,0.27,1490,0.00,0.00,-0.056,16,6.84,-1.08,0.00
30161,14.64,57,0.27,1490,0.00,0.00,-0.056,16,6.70,-1.08,0.00
30333,14.75,57,0.27,1480,0.00,0.00,-0.056,16,6.77,-1.08,0.00
30505,14.78,57,0.27,1487,0.00,0.00,-0.056,16,6.84,-1.08,0.00
30677,14.75,57,0.28,1500,0.00,0.00,-0.056,16,6.84,-1.08,0.00
30848,14.73,57,0.28,1507,0.00,0.00,-0.056,16,6.99,-1.08,0.00
31020,14.72,57,0.28,1496,0.00,0.00,-0.056,16,6.92,-1.08,0.00
31197,14.70,57,0.27,1508,0.00,0.00,-0.056,16,6.73,-1.08,0.00
31369,14.66,57,0.27,1508,0.00,0.00,-0.056,16,6.70,-1.08,0.00
31540,14.60,57,0.27,1497,0.00,0.00,-0.056,16,6.62,-1.08,0.00
31712,14.54,57,0.27,1498,0.00,0.00,-0.056,16,6.62,-1.08,0.00
31884,14.47,57,0.27,1494,0.00,0.00,-0.056,16,6.81,-1.08,0.00
32056,14.40,57,0.27,1491,0.00,0.00,-0.056,16,6.73,-1.08,0.00
32228,14.30,57,0.27,1487,0.00,0.00,-0.056,16,6.81,-1.08,0.00
32400,14.47,57,0.27,1491,0.00,0.00,-0.056,16,6.81,-1.08,0.00
32572,14.49,57,0.27,1492,0.00,0.00,-0.056,16,6.81,-1.08,0.00
32744,14.58,57,0.28,1494,0.00,0.00,-0.056,16,6.84,-1.08,0.00
32931,14.64,57,0.28,1500,0.00,0.00,-0.056,16,6.81,-1.08,0.00
33103,14.53,57,0.27,1501,0.00,0.00,-0.056,16,6.81,-1.08,0.00
33275,14.53,57,0.27,1496,0.00,0.00,-0.056,16,6.84,-1.08,0.00
33447,14.57,57,0.28,1496,0.00,0.00,-0.056,16,6.84,-1.08,0.00
33619,14.58,57,0.28,1485,0.00,0.00,-0.056,16,6.92,-1.08,0.00
33790,14.57,57,0.28,1500,0.00,0.00,-0.056,16,6.84,-1.08,0.00
33962,14.66,57,0.27,1502,0.00,0.00,-0.056,16,6.77,-1.08,0.00
34134,14.62,57,0.27,1501,0.00,0.00,-0.056,16,6.73,-1.08,0.00
34311,14.62,59,0.27,1488,0.00,0.00,-0.056,16,6.70,-1.08,0.00
34483,14.53,59,0.27,1488,0.00,0.00,-0.056,16,6.62,-1.08,0.00
34655,14.38,59,0.27,1476,0.00,0.00,-0.056,16,6.70,-1.08,0.00
37459,14.60,59,0.28,1480,0.00,0.00,-0.056,16,6.95,-1.08,0.00
37631,14.62,59,0.28,1492,0.00,0.00,-0.056,16,6.92,-1.08,0.00
37802,14.70,59,0.27,1494,0.00,0.00,-0.056,16,6.84,-1.08,0.00
37974,14.68,59,0.27,1496,0.00,0.00,-0.056,16,6.70,-1.08,0.00
38149,14.66,59,0.27,1484,0.00,0.00,-0.056,16,6.70,-1.08,0.00
38321,14.46,59,0.27,1487,0.00,0.00,-0.056,16,6.66,-1.08,0.00
38493,14.47,59,0.27,1477,0.00,0.00,-0.056,16,6.62,-1.08,0.00
38665,14.47,59,0.27,1483,0.00,0.00,-0.056,16,6.70,-1.08,0.00
38837,14.50,59,0.27,1475,0.00,0.00,-0.056,16,6.77,-1.08,0.00
39009,14.52,59,0.28,1476,0.00,0.00,-0.056,16,6.92,-1.08,0.00
39181,14.70,59,0.28,1477,0.00,0.00,-0.056,16,6.88,-1.08,0.00
39352,14.71,59,0.28,1488,0.00,0.00,-0.056,16,6.88,-1.08,0.00
39524,14.89,59,0.28,1487,0.00,0.00,-0.056,16,6.92,-1.08,0.00
39712,14.94,59,0.28,1494,0.00,0.00,-0.056,16,6.92,-1.08,0.00
39884,14.89,59,0.27,1497,0.00,0.00,-0.056,16,6.77,-1.08,0.00
40055,14.81,59,0.27,1502,0.00,0.00,-0.056,16,6.70,-1.08,0.00
40227,14.81,59,0.27,1516,0.00,0.00,-0.056,16,6.62,-1.08,0.00
40399,14.66,59,0.26,1506,0.00,0.00,-0.056,16,6.55,-1.08,0.00
40571,14.53,59,0.26,1505,0.00,0.00,-0.056,16,6.48,-1.08,0.00
40743,14.44,59,0.26,1492,0.00,0.00,-0.056,16,6.48,-1.08,0.00
40915,14.37,59,0.26,1488,0.00,0.00,-0.056,16,6.48,-1.08,0.00
41087,14.29,61,0.26,1487,0.00,0.00,-0.056,16,6.55,-1.08,0.00
41259,14.37,61,0.27,1490,0.00,0.00,-0.056,16,6.59,-1.08,0.00
41430,14.46,61,0.27,1484,0.00,0.00,-0.056,16,6.55,-1.08,0.00
41602,14.60,61,0.27,1488,0.00,0.00,-0.056,16,6.62,-1.08,0.00
41774,14.51,61,0.27,1488,0.00,0.00,-0.056,16,6.77,-1.08,0.00
41946,14.49,61,0.27,1489,0.00,0.00,-0.056,16,6.73,-1.08,0.00
42118,14.56,61,0.27,1487,0.00,0.00,-0.056,16,6.70,-1.08,0.00
42290,14.59,61,0.27,1486,0.00,0.00,-0.056,16,6.81,-1.08,0.00
42462,14.68,61,0.28,1488,0.00,0.00,-0.056,16,6.92,-1.08,0.00
45305,14.57,61,0.27,1490,0.00,0.00,-0.056,16,6.55,-1.08,0.00
45467,14.53,61,0.26,1499,0.00,0.00,-0.056,16,6.55,-1.08,0.00
45636,14.49,61,0.26,1490,0.00,0.00,-0.056,16,6.48,-1.08,0.00
45821,14.43,61,0.26,1481,0.00,0.00,-0.056,16,6.48,-1.08,0.00
45983,14.45,61,0.26,1480,0.00,0.00,-0.056,16,6.55,-1.08,0.00
46168,14.49,61,0.27,1471,0.00,0.00,-0.056,16,6.62,-1.08,0.00
46337,14.55,61,0.27,1482,0.00,0.00,-0.056,16,6.62,-1.08,0.00
46508,14.55,61,0.27,1483,0.00,0.00,-0.056,16,6.59,-1.08,0.00
46687,14.66,61,0.27,1482,0.00,0.00,-0.056,16,6.73,-1.08,0.00
46856,14.68,61,0.28,1488,0.00,0.00,-0.056,16,6.84,-1.08,0.00
47025,14.73,61,0.27,1496,0.00,0.00,-0.056,16,6.70,-1.08,0.00
47203,14.81,61,0.27,1489,0.00,0.00,-0.056,16,6.52,-1.08,0.00
47372,14.78,61,0.26,1494,0.00,0.00,-0.056,16,6.48,-1.08,0.00
47542,14.64,61,0.26,1488,0.00,0.00,-0.056,16,6.55,-1.08,0.00
47710,14.58,61,0.26,1475,0.00,0.00,-0.056,16,6.48,-1.08,0.00
47892,14.60,61,0.27,1482,0.00,0.00,-0.056,16,6.62,-1.08,0.00
48062,14.64,61,0.27,1476,0.00,0.00,-0.056,16,6.77,-1.08,0.00
48227,14.66,61,0.27,1488,0.00,0.00,-0.056,16,6.73,-1.08,0.00
48411,14.70,61,0.27,1489,0.00,0.00,-0.056,16,6.59,-1.08,0.00
48578,14.78,61,0.27,1476,0.00,0.00,-0.056,16,6.70,-1.08,0.00
48745,14.78,61,0.27,1492,0.00,0.00,-0.056,16,6.70,-1.08,0.00
48915,14.73,63,0.27,1496,0.00,0.00,-0.056,16,6.55,-1.08,0.00
49100,14.73,63,0.27,1479,0.00,0.00,-0.056,16,6.55,-1.08,0.00
49264,14.75,63,0.27,1490,0.00,0.00,-0.056,16,6.62,-1.08,0.00
49433,14.70,63,0.27,1486,0.00,0.00,-0.056,16,6.59,-1.08,0.00
49617,14.64,63,0.26,1491,0.00,0.00,-0.056,16,6.52,-1.08,0.00
49780,14.68,63,0.26,1483,0.00,0.00,-0.056,16,6.48,-1.08,0.00
49964,14.59,63,0.26,1476,0.00,0.00,-0.056,16,6.59,-1.08,0.00
50134,14.54,63,0.27,1480,0.00,0.00,-0.056,16,6.59,-1.08,0.00
53090,14.78,63,0.27,1476,0.00,0.00,-0.056,16,6.59,-1.08,0.00
53258,14.75,63,0.27,1484,0.00,0.00,-0.056,16,6.66,-1.08,0.00
53432,14.70,63,0.27,1485,0.00,0.00,-0.056,16,6.52,-1.08,0.00
53600,14.64,63,0.27,1484,0.00,0.00,-0.056,16,6.62,-1.08,0.00
53769,14.62,63,0.26,1482,0.00,0.00,-0.056,16,6.52,-1.08,0.00
53941,14.60,63,0.26,1482,0.00,0.00,-0.056,16,6.48,-1.08,0.00
54113,14.51,63,0.26,1481,0.00,0.00,-0.056,16,6.30,-1.08,0.00
54300,14.53,63,0.25,1475,0.00,0.00,-0.056,16,6.15,-1.08,0.00
54472,14.56,63,0.26,1447,0.00,0.00,-0.056,16,6.26,-1.08,0.00
54633,14.62,63,0.27,1447,0.00,0.00,-0.056,16,6.59,-1.08,0.00
54805,14.70,63,0.28,1461,0.00,0.00,-0.056,16,6.84,-1.08,0.00
54977,14.75,63,0.28,1462,0.00,0.00,-0.056,16,6.73,-1.08,0.00
55149,14.81,63,0.27,1482,0.00,0.00,-0.056,16,6.62,-1.08,0.00
55336,14.75,63,0.27,1486,0.00,0.00,-0.056,16,6.70,-1.08,0.00
55508,14.73,63,0.27,1478,0.00,0.00,-0.056,16,6.70,-1.08,0.00
55680,14.78,63,0.27,1489,0.00,0.00,-0.056,16,6.55,-1.08,0.00
55852,14.75,63,0.27,1486,0.00,0.00,-0.056,16,6.52,-1.08,0.00
56024,14.73,63,0.26,1484,0.00,0.00,-0.056,16,6.45,-1.08,0.00
56195,14.68,63,0.26,1494,0.00,0.00,-0.056,16,6.37,-1.08,0.00
56367,14.51,63,0.26,1480,0.00,0.00,-0.056,16,6.41,-1.08,0.00
56539,14.38,63,0.26,1475,0.00,0.00,-0.056,16,6.41,-1.08,0.00
56711,14.34,63,0.26,1470,0.00,0.00,-0.056,16,6.48,-1.08,0.00
56886,14.45,64,0.27,1467,0.00,0.00,-0.056,16,6.62,-1.08,0.00
57050,14.62,64,0.27,1476,0.00,0.00,-0.056,16,6.73,-1.08,0.00
57225,14.70,64,0.27,1478,0.00,0.00,-0.056,16,6.62,-1.08,0.00
57397,14.75,64,0.27,1489,0.00,0.00,-0.056,16,6.70,-1.08,0.00
57569,14.84,64,0.27,1488,0.00,0.00,-0.056,16,6.66,-1.08,0.00
57741,14.81,64,0.27,1487,0.00,0.00,-0.056,16,6.62,-1.08,0.00
57913,14.78,64,0.27,1489,0.00,0.00,-0.056,16,6.55,-1.08,0.00
60748,14.68,64,0.26,1471,0.00,0.00,-0.056,16,6.48,-1.08,0.00
60924,14.64,64,0.26,1475,0.00,0.00,-0.056,16,6.45,-1.08,0.00
61096,14.62,64,0.26,1476,0.00,0.00,-0.056,16,6.55,-1.08,0.00
61268,14.60,64,0.27,1466,0.00,0.00,-0.056,16,6.55,-1.08,0.00
61440,14.66,64,0.27,1479,0.00,0.00,-0.056,16,6.70,-1.08,0.00
61627,14.78,64,0.26,1483,0.00,0.00,-0.056,16,6.37,-1.08,0.00
61799,14.78,64,0.26,1489,0.00,0.00,-0.056,16,6.41,-1.08,0.00
61971,14.81,64,0.26,1479,0.00,0.00,-0.056,16,6.41,-1.08,0.00
62146,14.73,64,0.26,1479,0.00,0.00,-0.056,16,6.41,-1.08,0.00
62319,14.66,64,0.26,1475,0.00,0.00,-0.056,16,6.55,-1.08,0.00
62492,14.73,64,0.27,1481,0.00,0.00,-0.056,16,6.45,-1.08,0.00
62664,14.70,64,0.26,1470,0.00,0.00,-0.056,16,6.34,-1.08,0.00
62836,14.70,64,0.26,1477,0.00,0.00,-0.056,16,6.48,-1.08,0.00
63007,14.68,64,0.26,1470,0.00,0.00,-0.056,16,6.34,-1.08,0.00
63179,14.66,64,0.26,1463,0.00,0.00,-0.056,16,6.41,-1.08,0.00
63351,14.62,64,0.26,1470,0.00,0.00,-0.056,16,6.34,-1.08,0.00
63538,14.52,64,0.26,1462,0.00,0.00,-0.056,16,6.34,-1.08,0.00
63710,14.56,64,0.26,1459,0.00,0.00,-0.056,16,6.41,-1.08,0.00
63882,14.56,64,0.27,1455,0.00,0.00,-0.056,16,6.62,-1.08,0.00
64058,14.68,66,0.27,1462,0.00,0.00,-0.056,16,6.62,-1.08,0.00
64230,14.73,66,0.27,1416,0.00,0.00,-0.056,16,6.70,-1.08,0.00
64402,14.76,66,0.27,1478,0.00,0.00,-0.056,16,6.62,-1.08,0.00
64574,14.87,66,0.27,1480,0.00,0.00,-0.056,16,6.52,-1.08,0.00
64746,14.78,66,0.26,1488,0.00,0.00,-0.056,16,6.48,-1.08,0.00
64918,14.72,66,0.26,1477,0.00,0.00,-0.056,16,6.45,-1.08,0.00
65090,14.62,66,0.26,1474,0.00,0.00,-0.056,16,6.41,-1.08,0.00
65262,14.66,66,0.26,1465,0.00,0.00,-0.056,16,6.34,-1.08,0.00
65449,14.64,66,0.26,1469,0.00,0.00,-0.056,16,6.30,-1.08,0.00
65621,14.62,66,0.26,1470,0.00,0.00,-0.056,16,6.23,-1.08,0.00
65793,14.60,66,0.26,1456,0.00,0.00,-0.056,16,6.34,-1.08,0.00
68608,14.78,66,0.26,1469,0.00,0.00,-0.056,16,6.41,-1.08,0.00
68780,14.78,66,0.26,1478,0.00,0.00,-0.056,16,6.30,-1.08,0.00
68967,14.73,66,0.26,1467,0.00,0.00,-0.056,16,6.45,-1.08,0.00
69139,14.70,66,0.26,1473,0.00,0.00,-0.056,16,6.48,-1.08,0.00
69311,14.60,66,0.27,1470,0.00,0.00,-0.056,16,6.55,-1.08,0.00
69483,14.70,66,0.27,1477,0.00,0.00,-0.056,16,6.66,-1.08,0.00
69655,14.70,66,0.27,1476,0.00,0.00,-0.056,16,6.48,-1.08,0.00
69827,14.66,66,0.26,1483,0.00,0.00,-0.056,16,6.45,-1.08,0.00
69998,14.66,66,0.26,1476,0.00,0.00,-0.056,16,6.30,-1.08,0.00
70170,14.58,66,0.25,1475,0.00,0.00,-0.056,16,6.12,-1.08,0.00
70358,14.57,66,0.25,1468,0.00,0.00,-0.056,16,6.12,-1.08,0.00
70531,14.62,66,0.25,1444,0.00,0.00,-0.056,16,6.15,-1.08,0.00
70703,14.68,66,0.26,1444,0.00,0.00,-0.056,16,6.34,-1.08,0.00
70879,14.75,66,0.26,1442,0.00,0.00,-0.056,16,6.48,-1.08,0.00
71051,14.84,66,0.27,1459,0.00,0.00,-0.056,16,6.55,-1.08,0.00
71223,14.95,66,0.27,1448,0.00,0.00,-0.056,16,6.70,-1.08,0.00
71398,15.02,68,0.27,1476,0.00,0.00,-0.056,16,6.66,-1.08,0.00
71570,15.03,68,0.27,1482,0.00,0.00,-0.056,16,6.59,-1.08,0.00
71742,14.97,68,0.27,1481,0.00,0.00,-0.056,16,6.55,-1.08,0.00
71914,14.81,68,0.26,1485,0.00,0.00,-0.056,16,6.48,-1.08,0.00
72086,14.73,68,0.26,1486,0.00,0.00,-0.056,16,6.30,-1.08,0.00
72258,14.61,68,0.26,1482,0.00,0.00,-0.056,16,6.30,-1.08,0.00
72431,14.56,68,0.26,1478,0.00,0.00,-0.056,16,6.30,-1.08,0.00
72603,14.36,68,0.26,1470,0.00,0.00,-0.056,16,6.30,-1.08,0.00
72790,14.54,68,0.26,1470,0.00,0.00,-0.056,16,6.26,-1.08,0.00
72962,14.62,68,0.26,1459,0.00,0.00,-0.056,16,6.37,-1.08,0.00
73134,14.58,68,0.26,1466,0.00,0.00,-0.056,16,6.52,-1.08,0.00
73306,14.70,68,0.27,1470,0.00,0.00,-0.056,16,6.45,-1.08,0.00
73478,14.73,68,0.26,1462,0.00,0.00,-0.056,16,6.48,-1.08,0.00
76309,14.64,68,0.26,1466,0.00,0.00,-0.056,16,6.37,-1.08,0.00
76481,14.61,68,0.26,1467,0.00,0.00,-0.056,16,6.37,-1.08,0.00
76669,14.64,68,0.26,1470,0.00,0.00,-0.056,16,6.37,-1.08,0.00
76840,14.60,68,0.25,1464,0.00,0.00,-0.056,16,6.15,-1.08,0.00
77012,14.70,68,0.25,1465,0.00,0.00,-0.056,16,6.12,-1.08,0.00
77184,14.70,68,0.25,1448,0.00,0.00,-0.056,16,6.19,-1.08,0.00
77356,14.78,68,0.26,1453,0.00,0.00,-0.056,16,6.26,-1.08,0.00
77528,14.83,68,0.26,1454,0.00,0.00,-0.056,16,6.45,-1.08,0.00
77715,14.81,68,0.27,1460,0.00,0.00,-0.056,16,6.48,-1.08,0.00
77887,14.78,68,0.26,1460,0.00,0.00,-0.056,16,6.34,-1.08,0.00
78059,14.81,68,0.26,1455,0.00,0.00,-0.056,16,6.30,-1.08,0.00
78231,14.84,68,0.26,1455,0.00,0.00,-0.056,16,6.23,-1.08,0.00
78403,14.73,68,0.26,1450,0.00,0.00,-0.056,16,6.26,-1.08,0.00
78575,14.70,68,0.26,1453,0.00,0.00,-0.056,16,6.30,-1.08,0.00
78747,14.73,68,0.26,1450,0.00,0.00,-0.056,16,6.41,-1.08,0.00
78923,14.77,68,0.26,1468,0.00,0.00,-0.056,16,6.34,-1.08,0.00
79095,14.75,68,0.26,1466,0.00,0.00,-0.056,16,6.41,-1.08,0.00
79267,14.73,68,0.26,1470,0.00,0.00,-0.056,16,6.30,-1.08,0.00
79439,14.73,68,0.26,1456,0.00,0.00,-0.056,16,6.19,-1.08,0.00
79626,14.73,68,0.26,1458,0.00,0.00,-0.056,16,6.30,-1.08,0.00
79798,14.73,70,0.26,1459,0.00,0.00,-0.056,16,6.34,-1.08,0.00
79970,14.78,70,0.26,1454,0.00,0.00,-0.056,16,6.26,-1.08,0.00
80142,14.86,70,0.26,1465,0.00,0.00,-0.056,16,6.30,-1.08,0.00
80314,14.70,70,0.25,1458,0.00,0.00,-0.056,16,6.12,-1.08,0.00
