Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Throttle Opening Angle (%)
283421,14.01,0.33,3000,0.00,0.00,16,42.93,42.50,10.01,33.10,-2.63,1.02,11.37
283602,13.78,0.31,3030,0.00,0.00,16,43.63,43.00,9.72,31.73,-2.63,1.00,10.98
283786,14.01,0.29,3066,0.00,0.00,16,43.98,43.50,9.72,30.72,-2.63,1.00,10.98
283965,14.01,0.26,3095,0.00,0.00,16,44.34,43.50,8.85,25.51,-4.18,0.74,3.92
284149,11.83,0.13,3008,0.00,0.00,16,-3.83,-4.00,5.51,12.47,-4.18,0.64,0.00
284332,11.60,0.16,2740,0.00,0.00,16,-10.16,-10.50,4.21,14.40,-3.87,0.64,0.00
284515,14.93,0.16,2415,0.00,0.00,16,5.66,-10.50,4.21,12.58,-3.25,0.64,0.00
284695,22.62,0.13,2071,0.00,0.00,16,14.10,14.00,4.06,9.04,-2.32,0.64,0.00
284880,23.77,0.14,1834,0.00,0.00,16,14.10,14.00,3.92,7.94,-1.39,0.64,0.00
285054,23.66,0.17,1626,0.00,0.00,16,14.10,14.00,3.92,8.35,-1.39,0.64,0.00
285241,23.77,0.19,1360,0.00,0.00,16,14.10,22.00,4.21,7.70,-1.39,0.64,0.00
285413,23.89,0.15,1282,0.00,0.00,16,14.10,18.50,4.50,6.37,-1.39,0.64,0.00
285601,23.66,0.13,1290,0.00,0.00,16,14.10,16.50,4.21,5.23,-1.39,0.64,0.00
285788,22.97,0.16,1303,0.00,0.00,16,14.45,14.00,4.06,6.73,-1.39,0.72,1.96
285972,13.67,0.17,1309,0.00,0.00,16,17.97,17.50,4.93,7.86,-1.39,0.76,3.53
286156,11.37,0.18,1532,0.00,0.00,16,26.76,28.00,5.95,8.78,-1.39,0.82,5.10
286334,12.06,0.20,1926,0.00,0.00,16,36.95,35.00,6.38,11.77,-1.39,0.86,6.67
286519,15.96,0.21,2035,0.00,0.00,16,38.36,38.50,6.96,14.59,-1.70,0.88,7.06
286699,15.62,0.23,1984,0.00,0.00,16,37.30,37.00,7.25,14.73,-1.39,0.88,7.45
286884,15.04,0.23,1962,0.00,0.00,16,37.66,37.50,7.55,14.92,-1.39,0.90,7.45
287068,15.27,0.22,1966,0.00,0.00,16,37.66,38.00,7.84,14.53,-1.39,0.90,7.84
287253,15.04,0.26,1973,0.00,0.00,16,39.06,39.00,8.27,17.42,-1.39,0.94,8.63
287431,14.59,0.28,1999,0.00,0.00,16,39.41,39.50,8.56,18.26,-1.39,0.94,9.41
287617,14.47,0.29,1986,0.00,0.00,16,39.41,39.00,9.00,19.19,-1.39,0.96,9.41
287797,14.81,0.29,2002,0.00,0.00,16,39.41,39.50,9.29,19.35,-1.39,0.96,9.80
287973,14.70,0.29,1996,0.00,0.00,16,39.77,39.50,9.43,19.81,-1.08,0.96,9.80
288148,14.81,0.29,2030,0.00,0.00,16,40.47,40.00,9.58,19.42,-1.08,0.96,9.80
288340,14.81,0.29,2019,0.00,0.00,16,40.47,40.00,9.58,20.32,-1.08,0.98,9.80
288527,15.16,0.30,2031,0.00,0.00,16,40.47,40.00,9.72,20.75,-1.39,0.98,10.20
288699,14.81,0.30,2070,0.00,0.00,16,40.47,40.00,9.72,20.92,-1.08,0.98,10.20
288887,14.24,0.30,2059,0.00,0.00,16,40.47,40.00,9.72,20.23,-1.39,0.98,10.20
289072,14.59,0.31,2074,0.00,0.00,16,40.82,40.50,9.87,21.62,-1.39,0.98,10.20
289257,14.24,0.31,2096,0.00,0.00,16,40.82,40.50,9.87,21.71,-1.39,0.98,10.20
289438,14.13,0.31,2091,0.00,0.00,16,40.82,41.00,10.01,21.45,-1.39,0.98,10.20
289621,13.90,0.31,2105,0.00,0.00,16,41.17,41.00,10.01,21.71,-1.39,0.98,10.20
289801,13.67,0.29,2112,0.00,0.00,16,41.52,41.00,9.58,20.40,-1.39,0.90,8.24
289977,13.44,0.23,2122,0.00,0.00,16,40.47,40.00,8.71,15.47,-2.01,0.86,6.67
290164,13.09,0.19,2135,0.00,0.00,16,36.60,36.50,7.40,11.36,-2.01,0.82,5.10
290341,12.98,0.17,2134,0.00,0.00,16,30.98,31.00,6.53,11.51,-2.01,0.80,4.71
290532,13.09,0.15,2131,0.00,0.00,16,27.46,26.50,5.95,9.99,-2.01,0.78,4.31
290708,13.21,0.14,2130,0.00,0.00,16,28.16,27.00,5.66,10.49,-2.01,0.80,4.31
290896,13.44,0.14,2113,0.00,0.00,16,26.05,26.00,5.66,9.99,-2.01,0.78,4.31
291063,13.44,0.14,2102,0.00,0.00,16,28.87,27.50,5.51,10.13,-2.01,0.78,4.31
291250,13.67,0.15,2091,0.00,0.00,16,29.22,29.50,5.51,10.28,-1.70,0.78,4.31
291438,13.67,0.14,2078,0.00,0.00,16,29.57,28.00,5.51,9.35,-2.01,0.80,4.31
291625,14.01,0.15,2081,0.00,0.00,16,30.27,29.50,5.51,10.03,-1.70,0.78,4.31
291797,14.47,0.13,2070,0.00,0.00,16,27.81,27.50,5.51,9.04,-1.70,0.80,4.31
291988,14.24,0.15,2050,0.00,0.00,16,30.27,30.50,5.51,10.13,-1.70,0.80,4.31
292172,14.36,0.14,2066,0.00,0.00,16,30.98,30.00,5.51,9.75,-1.70,0.80,4.31
292354,14.13,0.14,2060,0.00,0.00,16,31.33,30.50,5.51,9.75,-1.70,0.80,4.31
292538,14.36,0.15,2040,0.00,0.00,16,31.68,32.00,5.51,9.93,-1.70,0.80,4.31
292717,14.24,0.15,2037,0.00,0.00,16,31.68,31.50,5.51,10.03,-1.70,0.80,4.71
292902,14.01,0.14,2029,0.00,0.00,16,32.73,32.50,5.51,9.61,-1.70,0.80,4.71
293082,14.13,0.15,2016,0.00,0.00,16,35.20,34.00,5.66,10.33,-1.70,0.80,4.71
293265,14.24,0.18,2012,0.00,0.00,16,36.60,36.00,5.66,11.82,-1.70,0.86,6.27
293445,14.13,0.21,2010,0.00,0.00,16,38.01,38.00,6.53,13.84,-1.70,0.88,7.06
293629,13.78,0.21,2007,0.00,0.00,16,38.01,38.00,7.11,14.08,-1.39,0.88,7.06
293812,14.47,0.21,1989,0.00,0.00,16,38.36,38.00,7.40,14.34,-1.39,0.88,7.06
293995,14.70,0.21,2020,0.00,0.00,16,38.36,38.00,7.40,14.34,-1.70,0.86,6.67
294177,14.81,0.17,2010,0.00,0.00,16,35.55,35.50,7.25,11.46,-1.70,0.82,5.88
294355,14.70,0.18,2023,0.00,0.00,16,35.55,35.50,6.67,11.93,-1.70,0.82,5.49
294538,15.50,0.17,2010,0.00,0.00,16,36.25,35.00,6.38,11.35,-1.39,0.82,5.49
294721,15.16,0.18,1984,0.00,0.00,16,35.90,35.50,6.24,11.25,-1.39,0.82,5.49
294904,14.81,0.17,1987,0.00,0.00,16,35.90,35.50,6.24,11.05,-1.39,0.82,5.10
295083,14.47,0.16,2000,0.00,0.00,16,34.84,35.50,6.09,10.38,-1.39,0.82,5.10
295256,14.36,0.16,1981,0.00,0.00,16,34.84,34.50,5.95,10.69,-1.39,0.82,5.10
295443,14.70,0.16,1984,0.00,0.00,16,34.84,34.50,5.95,10.17,-1.39,0.80,4.71
295631,15.16,0.14,1978,0.00,0.00,16,34.14,34.50,5.80,9.75,-1.39,0.78,4.31
295806,14.81,0.14,1977,0.00,0.00,16,33.79,33.50,5.51,9.13,-1.39,0.78,3.92
295997,14.70,0.13,1962,0.00,0.00,16,33.44,33.00,5.37,9.04,-1.39,0.78,3.92
296177,14.59,0.13,1970,0.00,0.00,16,33.44,33.00,5.22,8.91,-1.39,0.78,3.92
296362,14.47,0.14,1962,0.00,0.00,16,33.44,33.50,5.22,8.99,-1.39,0.78,3.92
296550,14.47,0.14,1931,0.00,0.00,16,33.09,33.00,5.22,8.95,-1.39,0.78,3.92
296733,14.59,0.14,1927,0.00,0.00,16,33.44,33.00,5.22,9.13,-1.39,0.78,3.92
296914,14.70,0.13,1920,0.00,0.00,16,32.38,32.00,5.22,8.36,-1.39,0.78,3.92
297095,14.59,0.14,1910,0.00,0.00,16,33.09,33.00,5.08,8.91,-1.39,0.78,3.92
297282,15.16,0.14,1904,0.00,0.00,16,32.73,32.50,5.22,8.74,-1.39,0.78,3.92
297463,14.70,0.14,1916,0.00,0.00,16,32.73,33.00,5.22,9.09,-1.39,0.78,3.92
297647,14.47,0.17,1912,0.00,0.00,16,33.79,34.00,5.37,10.27,-1.39,0.82,5.10
297830,14.24,0.19,1916,0.00,0.00,16,35.20,35.00,5.95,12.15,-1.39,0.84,5.88
298006,14.36,0.19,1891,0.00,0.00,16,35.20,35.00,6.38,12.31,-1.39,0.84,5.88
298182,14.47,0.18,1892,0.00,0.00,16,34.49,34.50,6.53,11.56,-1.39,0.84,5.88
298370,14.81,0.18,1901,0.00,0.00,16,34.49,34.50,6.53,11.77,-1.39,0.84,5.88
298557,15.73,0.20,1909,0.00,0.00,16,35.55,35.50,6.53,12.41,-1.39,0.84,6.27
298729,15.39,0.22,1894,0.00,0.00,16,35.90,35.50,6.96,12.90,-1.39,0.88,7.06
298920,14.70,0.24,1905,0.00,0.00,16,36.95,36.50,7.40,14.99,-1.39,0.90,7.45
299091,14.36,0.24,1926,0.00,0.00,16,36.95,36.50,7.98,15.85,-1.39,0.92,8.24
299279,14.70,0.29,1947,0.00,0.00,16,38.36,38.00,8.42,18.10,-1.39,0.96,9.41
299466,15.27,0.31,1938,0.00,0.00,16,38.71,38.50,9.14,19.90,-1.39,0.98,10.59
299638,14.24,0.35,1988,0.00,0.00,16,39.77,39.50,10.16,22.77,0.15,1.04,11.76
299826,14.36,0.36,1995,0.00,0.00,16,38.71,39.00,10.88,23.63,0.77,1.06,12.55
300016,14.36,0.38,2028,0.00,0.00,16,37.66,38.00,11.46,25.20,0.77,1.08,13.33
300197,14.36,0.38,2039,0.00,0.00,16,37.30,37.00,11.75,26.52,1.70,1.10,14.12
300381,14.36,0.40,2076,0.00,0.00,16,37.30,36.50,12.19,27.15,2.01,1.12,14.51
300563,14.70,0.42,2112,0.00,0.00,16,35.20,36.50,12.48,28.20,2.32,1.12,14.90
300746,14.01,0.43,2146,0.00,0.00,16,34.84,35.50,12.77,30.05,2.32,1.12,14.90
300929,14.01,0.43,2190,0.00,0.00,16,34.14,34.00,12.91,31.84,2.32,1.14,15.29
301102,14.13,0.45,2211,0.00,0.00,16,33.79,33.50,13.20,33.10,2.01,1.14,15.29
301289,14.24,0.41,2254,0.00,0.00,16,36.95,36.50,12.91,31.06,1.70,1.04,12.55
301461,14.70,0.36,2251,0.00,0.00,16,41.52,39.50,11.75,27.79,-0.46,1.02,11.37
301649,14.81,0.36,2315,0.00,0.00,16,41.52,41.50,11.46,28.10,-1.08,1.02,11.37
301836,14.70,0.36,2321,0.00,0.00,16,42.23,42.50,11.17,27.36,-1.08,1.00,10.98
302020,14.81,0.34,2338,0.00,0.00,16,43.28,43.00,10.88,26.94,-1.70,0.98,10.59
302204,14.59,0.31,2355,0.00,0.00,16,44.34,43.50,10.16,24.51,-2.94,0.92,8.63
302384,13.44,0.28,2361,0.00,0.00,16,45.04,44.50,9.14,21.18,-2.94,0.88,7.06
302567,12.86,0.23,2393,0.00,0.00,16,43.63,43.50,8.42,18.02,-2.94,0.86,6.67
302746,13.90,0.24,2399,0.00,0.00,16,44.34,43.50,7.84,18.96,-2.94,0.86,6.67
302929,13.55,0.22,2400,0.00,0.00,16,43.63,43.50,7.55,18.10,-2.94,0.86,6.27
303113,13.32,0.22,2417,0.00,0.00,16,43.28,43.00,7.40,16.89,-2.94,0.84,6.27
303296,14.01,0.22,2426,0.00,0.00,16,43.63,43.50,7.11,17.86,-2.94,0.84,5.88
303478,13.44,0.22,2432,0.00,0.00,16,43.28,43.00,7.11,17.48,-2.94,0.84,5.88
303661,14.24,0.20,2440,0.00,0.00,16,41.17,41.00,6.96,16.58,-2.94,0.84,5.88
303844,14.36,0.20,2452,0.00,0.00,16,42.93,42.50,6.82,16.74,-2.94,0.84,5.88
304023,14.24,0.21,2455,0.00,0.00,16,43.28,43.00,6.82,17.11,-3.25,0.84,5.88
304205,14.13,0.21,2455,0.00,0.00,16,43.28,43.00,6.82,17.55,-3.25,0.84,5.88
304388,13.90,0.20,2465,0.00,0.00,16,43.28,43.00,6.82,16.58,-3.25,0.84,5.88
304570,14.13,0.21,2437,0.00,0.00,16,43.28,43.00,6.82,17.33,-3.25,0.84,6.27
304754,14.13,0.24,2446,0.00,0.00,16,43.98,43.50,7.11,18.72,-2.94,0.88,7.06
304936,14.13,0.29,2451,0.00,0.00,16,45.04,45.00,7.98,22.59,-3.25,0.96,9.41
305118,13.78,0.38,2455,0.00,0.00,16,41.17,41.50,9.14,30.38,-2.01,1.08,13.33
305302,13.90,0.44,2485,0.00,0.00,16,35.90,35.50,11.32,36.30,1.70,1.16,15.69
305487,13.90,0.49,2512,0.00,0.00,16,31.68,31.00,12.77,40.03,3.56,1.24,18.43
305670,14.01,0.52,2525,0.00,0.00,16,29.92,29.50,13.78,42.68,4.80,1.30,20.39
305849,13.78,0.55,2574,0.00,0.00,16,26.05,26.00,14.65,46.83,6.96,1.34,21.96
306024,13.67,0.58,2603,0.00,0.00,16,24.30,25.00,15.24,49.44,7.58,1.36,22.35
306212,13.32,0.60,2647,0.00,0.00,16,21.84,21.50,15.82,53.15,8.20,1.36,22.35
306399,13.09,0.59,2658,0.00,0.00,16,22.54,22.50,16.25,54.32,7.58,1.28,19.61
306571,12.86,0.55,2676,0.00,0.00,16,26.05,25.00,15.67,50.05,4.49,1.18,16.47
306759,13.21,0.51,2727,0.00,0.00,16,29.92,29.00,14.95,46.52,1.70,1.12,14.90
306930,13.44,0.49,2750,0.00,0.00,16,32.03,31.50,14.36,44.90,0.46,1.08,13.73
307129,13.32,0.43,2776,0.00,0.00,16,36.60,36.50,13.06,35.69,-2.63,1.00,10.98
307307,13.21,0.36,2784,0.00,0.00,16,41.17,39.50,11.32,32.62,-3.87,0.94,9.02
307489,12.98,0.30,2814,0.00,0.00,16,43.28,43.00,9.58,27.57,-4.18,0.88,7.45
307673,12.63,0.24,2815,0.00,0.00,16,44.34,44.00,8.42,21.27,-4.18,0.86,6.27
307857,12.75,0.21,2813,0.00,0.00,16,44.34,44.00,7.69,19.90,-4.18,0.84,5.88
308035,13.78,0.21,2795,0.00,0.00,16,44.34,44.00,7.11,19.19,-4.18,0.84,5.88
308221,13.90,0.21,2784,0.00,0.00,16,44.34,44.00,6.96,19.04,-4.18,0.84,6.27
308401,13.78,0.23,2782,0.00,0.00,16,44.34,44.00,7.25,21.80,-4.18,0.88,7.45
308585,13.67,0.25,2798,0.00,0.00,16,44.34,44.00,7.69,22.77,-4.18,0.90,7.84
308768,14.13,0.26,2800,0.00,0.00,16,44.34,44.00,7.98,23.93,-4.18,0.92,8.63
308943,14.36,0.28,2808,0.00,0.00,16,44.34,44.00,8.27,25.69,-4.18,0.94,8.63
309130,14.24,0.28,2785,0.00,0.00,16,44.34,43.50,8.56,26.52,-4.18,0.94,9.02
309302,14.13,0.27,2791,0.00,0.00,16,44.34,44.00,8.56,25.78,-4.18,0.94,8.63
309490,14.13,0.28,2793,0.00,0.00,16,44.34,44.00,8.56,25.68,-4.18,0.94,9.02
309662,14.13,0.29,2788,0.00,0.00,16,43.98,43.50,8.71,25.99,-4.18,0.94,9.02
309849,14.13,0.28,2814,0.00,0.00,16,43.98,43.50,8.71,27.26,-4.18,0.94,9.02
310036,14.24,0.29,2814,0.00,0.00,16,43.63,43.50,8.71,27.47,-4.18,0.94,9.41
310216,14.24,0.29,2809,0.00,0.00,16,43.98,43.50,8.85,27.26,-4.18,0.94,9.41
310400,14.13,0.29,2829,0.00,0.00,16,43.63,43.50,8.85,27.68,-4.18,0.96,9.41
310580,14.13,0.31,2806,0.00,0.00,16,43.28,43.00,9.00,28.52,-3.87,0.96,9.80
310767,13.67,0.30,2828,0.00,0.00,16,43.98,44.00,9.29,25.10,-3.87,0.96,9.80
310945,14.13,0.29,2824,0.00,0.00,16,43.63,43.50,9.14,27.68,-4.18,0.94,9.02
311131,14.13,0.25,2806,0.00,0.00,16,44.34,44.00,8.56,23.63,-4.18,0.90,7.45
311308,14.24,0.22,2808,0.00,0.00,16,44.34,44.00,7.69,19.81,-4.18,0.84,5.88
311480,14.59,0.20,2817,0.00,0.00,16,44.34,44.00,6.96,19.42,-4.18,0.82,5.49
311668,14.24,0.19,2820,0.00,0.00,16,36.95,38.00,6.53,17.79,-4.18,0.80,4.71
314593,14.93,0.15,2532,0.00,0.00,16,11.64,13.50,5.37,12.41,-3.25,0.76,3.53
314764,16.19,0.14,2467,0.00,0.00,16,4.96,9.50,5.37,11.82,-3.25,0.76,3.53
314971,15.50,0.13,2458,0.00,0.00,16,4.26,7.00,4.93,10.48,-3.25,0.70,1.57
315147,14.47,0.10,2425,0.00,0.00,16,-10.16,-10.50,4.21,8.23,-2.94,0.66,0.39
315335,14.81,0.11,2397,0.00,0.00,16,-6.99,-9.50,4.35,9.04,-2.94,0.64,0.00
315522,22.85,0.10,2381,0.00,0.00,16,-1.37,-1.50,4.21,7.82,-2.94,0.64,0.00
315694,24.92,0.09,2356,0.00,0.00,16,1.80,5.50,4.06,7.82,-2.63,0.64,0.00
315882,23.77,0.09,2329,0.00,0.00,16,7.07,8.00,4.06,7.29,-2.63,0.64,0.00
316066,23.89,0.09,2308,0.00,0.00,16,15.51,13.50,3.92,7.06,-2.63,0.64,0.00
316250,23.77,0.08,2291,0.00,0.00,16,15.51,15.50,3.92,6.22,-2.63,0.64,0.00
316434,23.77,0.09,2249,0.00,0.00,16,15.51,15.50,3.77,6.51,-2.32,0.64,0.00
316613,24.00,0.09,2243,0.00,0.00,16,15.16,15.50,3.77,6.29,-2.32,0.64,0.00
316798,23.66,0.08,2224,0.00,0.00,16,15.16,15.00,3.63,6.01,-2.32,0.64,0.00
316978,23.89,0.09,2190,0.00,0.00,16,15.16,15.00,3.77,6.37,-2.32,0.64,0.00
317150,23.66,0.08,2196,0.00,0.00,16,14.80,14.50,3.63,5.97,-2.32,0.64,0.00
317337,24.23,0.07,2143,0.00,0.00,16,14.80,14.50,3.63,5.43,-2.01,0.64,0.00
317524,23.89,0.07,2121,0.00,0.00,16,14.80,14.50,3.63,5.14,-2.01,0.64,0.00
317697,23.89,0.08,2115,0.00,0.00,16,14.45,14.00,3.48,5.10,-2.01,0.64,0.00
317884,23.54,0.07,2091,0.00,0.00,16,14.45,14.00,3.48,4.85,-2.01,0.64,0.00
318074,23.77,0.08,2075,0.00,0.00,16,14.10,14.00,3.48,5.62,-1.70,0.64,0.00
318256,23.77,0.07,2046,0.00,0.00,16,14.10,14.00,3.48,4.60,-1.70,0.64,0.00
318441,24.12,0.08,2025,0.00,0.00,16,14.10,14.00,3.48,5.43,-1.70,0.64,0.00
318617,23.66,0.07,1991,0.00,0.00,16,14.10,14.00,3.48,5.20,-1.70,0.64,0.00
318803,23.66,0.08,1998,0.00,0.00,16,14.10,14.00,3.48,5.43,-1.39,0.64,0.00
318985,23.77,0.08,1954,0.00,0.00,16,14.10,14.00,3.48,5.21,-1.39,0.64,0.00
319170,23.77,0.08,1946,0.00,0.00,16,14.10,14.00,3.48,5.30,-1.39,0.64,0.00
319351,23.77,0.07,1932,0.00,0.00,16,14.10,14.00,3.48,5.49,-1.39,0.64,0.00
319536,24.00,0.08,1902,0.00,0.00,16,14.10,14.00,3.48,5.40,-1.39,0.64,0.00
319719,23.66,0.09,1889,0.00,0.00,16,14.10,14.00,3.48,5.46,-1.39,0.64,0.00
319899,23.89,0.08,1873,0.00,0.00,16,14.10,14.00,3.48,5.43,-1.39,0.64,0.00
320081,24.00,0.09,1853,0.00,0.00,16,14.10,14.00,3.34,5.36,-1.39,0.64,0.00
320265,23.66,0.09,1836,0.00,0.00,16,14.10,14.00,3.34,5.59,-1.39,0.64,0.00
320449,23.66,0.10,1781,0.00,0.00,16,14.10,14.00,3.34,5.55,-1.39,0.64,0.00
320627,23.54,0.11,1573,0.00,0.00,16,14.10,14.00,3.34,5.65,-1.39,0.64,0.00
320813,23.89,0.12,1281,0.00,0.00,16,14.10,22.00,3.77,5.04,-1.39,0.64,0.00
320995,23.77,0.12,1239,0.00,0.00,16,14.10,22.00,3.92,5.01,-1.39,0.64,0.00
321175,23.66,0.12,1204,0.00,0.00,16,14.10,22.00,3.77,4.88,-1.39,0.64,0.00
321359,23.66,0.12,1147,0.00,0.00,16,14.10,22.00,3.92,4.45,-1.08,0.64,0.00
321538,23.20,0.11,1066,0.00,0.00,16,14.10,22.00,4.06,4.00,-1.08,0.64,0.00
321719,18.38,0.12,1035,0.00,0.00,16,14.10,22.00,4.06,4.25,-1.08,0.64,0.00
321906,13.44,0.12,1006,0.00,0.00,16,14.10,22.00,4.06,4.20,-1.08,0.64,0.00
322085,11.94,0.12,991,0.00,0.00,16,14.10,22.00,4.21,3.87,-1.08,0.64,0.00
322273,11.71,0.11,972,0.00,0.00,16,14.10,22.00,4.21,3.43,-1.08,0.64,0.00
322445,11.71,0.10,945,0.00,0.00,16,14.10,22.00,4.21,3.14,-1.08,0.64,0.00
322632,11.94,0.12,885,0.00,0.00,16,14.10,22.00,4.35,3.10,-1.08,0.64,0.00
322820,12.29,0.11,824,0.00,0.00,16,14.10,22.00,4.50,3.38,-1.08,0.64,0.00
322999,12.75,0.11,801,0.00,0.00,16,14.10,22.00,4.64,2.84,-1.08,0.64,0.00
323175,13.32,0.19,640,0.00,0.00,16,14.10,22.00,4.93,4.31,-1.08,0.64,0.00
323362,13.55,0.15,680,0.00,0.00,16,14.10,17.50,6.24,3.80,-1.08,0.64,0.00
323550,14.70,0.14,771,0.00,0.00,16,14.10,11.50,6.24,3.43,-1.08,0.64,0.00
323721,14.70,0.13,755,0.00,0.00,16,14.10,14.00,5.95,3.54,-1.08,0.64,0.00
323912,13.90,0.15,743,0.00,0.00,16,14.10,14.00,6.09,3.78,-1.08,0.64,0.00
324090,13.67,0.14,797,0.00,0.00,16,14.10,8.00,6.24,3.47,-1.08,0.64,0.00
324276,14.81,0.19,696,0.00,0.00,16,14.10,20.50,6.24,3.94,-1.08,0.64,0.00
324459,16.77,0.16,875,0.00,0.00,16,14.10,6.00,6.53,4.35,-1.08,0.64,0.00
324637,17.34,0.15,898,0.00,0.00,16,14.10,6.00,6.24,4.10,-1.08,0.64,0.00
324818,16.88,0.14,922,0.00,0.00,16,14.10,6.00,5.95,4.26,-1.08,0.64,0.00
324989,15.73,0.14,905,0.00,0.00,16,14.10,6.00,5.80,4.35,-1.08,0.64,0.00
325177,15.73,0.14,904,0.00,0.00,16,14.10,6.00,5.80,4.26,-1.08,0.64,0.00
325364,15.62,0.14,908,0.00,0.00,16,14.10,7.00,5.80,4.26,-1.08,0.64,0.00
325552,15.96,0.13,911,0.00,0.00,16,14.10,9.00,5.80,4.26,-1.08,0.64,0.00
325724,15.96,0.14,908,0.00,0.00,16,14.10,9.00,5.66,4.21,-1.08,0.64,0.00
325911,15.85,0.14,920,0.00,0.00,16,14.10,8.50,5.66,4.21,-1.08,0.64,0.00
326098,15.85,0.14,918,0.00,0.00,16,14.10,9.50,5.66,4.21,-1.08,0.64,0.00
326283,15.50,0.13,935,0.00,0.00,16,14.10,9.00,5.51,4.02,-1.08,0.64,0.00
326469,15.50,0.13,942,0.00,0.00,16,14.10,9.50,5.37,3.96,-1.08,0.64,0.00
326646,15.50,0.13,932,0.00,0.00,16,14.10,10.50,5.37,3.96,-1.08,0.64,0.00
326832,15.39,0.12,934,0.00,0.00,16,14.10,11.00,5.37,3.78,-1.08,0.64,0.00
327013,15.39,0.12,926,0.00,0.00,16,14.10,12.50,5.22,3.88,-1.08,0.64,0.00
327193,15.27,0.13,938,0.00,0.00,16,14.10,11.50,5.22,3.88,-1.08,0.64,0.00
327376,15.16,0.12,942,0.00,0.00,16,14.10,11.50,5.22,3.80,-1.08,0.64,0.00
327560,15.16,0.12,938,0.00,0.00,16,14.10,12.00,5.08,3.78,-1.08,0.64,0.00
327743,15.16,0.12,926,0.00,0.00,16,14.10,13.50,5.08,3.72,-1.08,0.64,0.00
327924,15.16,0.12,922,0.00,0.00,16,14.10,14.00,5.08,3.70,-1.08,0.64,0.00
328103,15.04,0.12,929,0.00,0.00,16,14.10,13.50,5.08,3.65,-1.08,0.64,0.00
328306,14.81,0.12,923,0.00,0.00,16,14.10,13.50,5.08,3.62,-1.08,0.64,0.00
328463,14.81,0.12,929,0.00,0.00,16,14.10,13.00,4.93,3.58,-1.08,0.64,0.00
328650,14.81,0.12,922,0.00,0.00,16,14.10,14.00,4.93,3.50,-1.08,0.64,0.00
328829,14.81,0.12,908,0.00,0.00,16,14.10,15.00,4.93,3.55,-1.08,0.64,0.00
329015,14.81,0.12,914,0.00,0.00,16,14.10,14.00,4.93,3.50,-1.08,0.64,0.00
329195,14.70,0.12,909,0.00,0.00,16,14.10,14.50,4.79,3.45,-1.08,0.64,0.00
329382,14.59,0.12,894,0.00,0.00,16,14.10,15.50,4.79,3.47,-1.08,0.64,0.00
329564,14.47,0.12,883,0.00,0.00,16,14.10,16.50,4.79,3.45,-1.08,0.64,0.00
329746,14.36,0.12,883,0.00,0.00,16,14.10,15.50,4.79,3.45,-1.08,0.64,0.00
329929,14.24,0.11,888,0.00,0.00,16,14.10,15.00,4.79,3.40,-1.08,0.64,0.00
330098,14.36,0.12,876,0.00,0.00,16,14.10,16.50,4.79,3.38,-1.08,0.64,0.00
330286,14.47,0.12,870,0.00,0.00,16,14.10,16.50,4.79,3.40,-1.08,0.64,0.00
330473,14.36,0.11,875,0.00,0.00,16,14.10,15.50,4.79,3.31,-1.08,0.64,0.00
330661,14.59,0.12,863,0.00,0.00,16,14.10,16.50,4.79,3.31,-1.08,0.64,0.00
330833,14.59,0.12,854,0.00,0.00,16,14.10,16.50,4.79,3.36,-1.08,0.64,0.00
331017,14.59,0.12,847,0.00,0.00,16,14.10,17.00,4.79,3.31,-1.08,0.64,0.00
331207,14.47,0.12,838,0.00,0.00,16,14.10,17.50,4.93,3.34,-1.08,0.64,0.00
331379,14.59,0.12,841,0.00,0.00,16,14.10,16.50,4.93,3.29,-1.08,0.64,0.00
331567,14.47,0.12,832,0.00,0.00,16,14.10,16.50,4.93,3.29,-1.08,0.64,0.00
331754,14.36,0.12,832,0.00,0.00,16,14.10,16.00,4.93,3.34,-1.08,0.64,0.00
331942,14.36,0.12,824,0.00,0.00,16,14.10,16.50,4.93,3.29,-1.08,0.64,0.00
332125,14.59,0.12,827,0.00,0.00,16,14.10,16.00,4.93,3.31,-1.08,0.64,0.00
332307,14.59,0.12,835,0.00,0.00,16,14.10,15.00,4.93,3.34,-1.08,0.64,0.00
332491,14.59,0.12,830,0.00,0.00,16,14.10,15.00,4.93,3.29,-1.08,0.64,0.00
332673,14.47,0.12,823,0.00,0.00,16,14.10,15.50,5.08,3.34,-1.08,0.64,0.00
332854,14.70,0.12,825,0.00,0.00,16,14.10,15.00,4.93,3.36,-1.08,0.64,0.00
333033,14.47,0.12,831,0.00,0.00,16,14.10,14.00,5.08,3.34,-1.08,0.64,0.00
333205,14.47,0.12,821,0.00,0.00,16,14.10,15.00,5.08,3.40,-1.08,0.64,0.00
333393,14.59,0.13,817,0.00,0.00,16,14.10,15.00,5.08,3.43,-1.08,0.64,0.00
333580,14.59,0.12,822,0.00,0.00,16,14.10,13.50,5.08,3.43,-1.08,0.64,0.00
