Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
0,14.70,0.14,1065,0.00,0.00,16,14.10,13.50,4.93,4.88,-1.08,0.64
172,14.70,0.14,1044,0.00,0.00,16,14.10,15.50,4.93,4.91,-1.08,0.64
344,14.70,0.14,1059,0.00,0.00,16,14.10,13.50,4.93,4.88,-1.08,0.64
515,14.70,0.14,1041,0.00,0.00,16,14.10,15.50,4.93,4.85,-1.08,0.64
687,14.70,0.14,1050,0.00,0.00,16,14.10,14.50,4.93,4.91,-1.08,0.64
859,14.70,0.14,1052,0.00,0.00,16,14.10,13.00,4.93,4.85,-1.08,0.64
1031,14.70,0.14,1046,0.00,0.00,16,14.10,15.00,4.93,4.79,-1.08,0.64
1203,14.70,0.14,1050,0.00,0.00,16,14.10,14.00,4.93,4.85,-1.08,0.64
1375,14.81,0.14,1043,0.00,0.00,16,14.10,15.00,4.93,4.85,-1.08,0.64
1547,14.81,0.14,1055,0.00,0.00,16,14.10,13.00,4.93,4.91,-1.08,0.64
1735,14.81,0.14,1049,0.00,0.00,16,14.10,13.00,5.08,4.95,-1.08,0.64
1907,14.81,0.14,1035,0.00,0.00,16,14.10,15.50,5.08,4.95,-1.08,0.64
2078,14.81,0.14,1040,0.00,0.00,16,14.10,14.50,5.08,4.97,-1.08,0.64
2250,14.81,0.14,1038,0.00,0.00,16,14.10,14.00,5.08,5.04,-1.08,0.64
2422,14.81,0.14,1047,0.00,0.00,16,14.10,13.50,5.08,4.97,-1.08,0.64
2594,14.81,0.14,1047,0.00,0.00,16,14.10,14.00,5.08,4.97,-1.08,0.64
2766,14.81,0.15,1029,0.00,0.00,16,14.10,15.50,5.08,5.14,-1.08,0.64
