Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
0,14.70,0.15,1868,0.00,0.00,16,32.38,32.00,5.66,9.09,-1.49,0.82
172,14.93,0.15,1843,0.00,0.00,16,32.38,32.50,5.66,9.75,-1.49,0.82
345,14.93,0.15,1842,0.00,0.00,16,32.38,32.00,5.66,9.35,-1.49,0.82
518,14.59,0.15,1842,0.00,0.00,16,32.03,32.00,5.66,9.09,-1.49,0.82
694,14.47,0.15,1848,0.00,0.00,16,32.38,32.00,5.66,9.35,-1.49,0.82
864,14.59,0.16,1835,0.00,0.00,16,32.38,32.50,5.66,9.13,-1.49,0.82
1040,14.47,0.16,1838,0.00,0.00,16,32.38,32.00,5.66,9.75,-1.49,0.82
1216,14.13,0.16,1838,0.00,0.00,16,32.73,32.50,5.80,9.99,-1.49,0.82
1385,14.24,0.16,1840,0.00,0.00,16,32.73,32.00,5.95,8.96,-1.49,0.82
1560,14.81,0.18,1835,0.00,0.00,16,33.09,33.00,5.95,10.43,-1.49,0.84
1734,15.16,0.18,1836,0.00,0.00,16,33.44,33.00,6.24,10.89,-1.49,0.84
1896,14.70,0.20,1834,0.00,0.00,16,34.49,34.00,6.38,11.93,-1.49,0.88
2078,14.01,0.22,1836,0.00,0.00,16,35.20,34.00,7.11,13.23,-1.49,0.90
2252,13.90,0.23,1852,0.00,0.00,16,34.84,34.50,7.55,13.95,-1.49,0.90
2425,14.81,0.23,1847,0.00,0.00,16,35.20,35.00,7.69,14.09,-1.49,0.90
2600,14.93,0.24,1872,0.00,0.00,16,35.55,35.50,7.84,14.40,-1.49,0.90
2773,14.93,0.22,1848,0.00,0.00,16,34.84,35.00,7.84,13.96,-1.49,0.90
2945,14.70,0.22,1855,0.00,0.00,16,35.55,35.00,7.69,14.15,-1.49,0.88
3117,14.81,0.22,1859,0.00,0.00,16,34.84,35.00,7.69,13.45,-1.49,0.88
3294,14.81,0.22,1858,0.00,0.00,16,34.84,35.00,7.69,13.26,-1.49,0.88
3466,14.70,0.23,1859,0.00,0.00,16,35.20,35.00,7.69,13.84,-1.49,0.88
3640,14.81,0.22,1851,0.00,0.00,16,35.20,35.00,7.69,13.84,-1.49,0.88
3810,14.81,0.20,1859,0.00,0.00,16,35.20,34.50,7.69,13.90,-1.49,0.88
3980,14.47,0.22,1869,0.00,0.00,16,35.55,35.50,7.69,13.90,-1.49,0.88
4156,14.81,0.22,1857,0.00,0.00,16,35.20,35.00,7.69,13.84,-1.49,0.88
4334,14.93,0.22,1856,0.00,0.00,16,35.55,35.00,7.69,13.90,-1.49,0.88
4507,14.47,0.23,1858,0.00,0.00,16,35.55,35.00,7.69,14.02,-1.49,0.88
4678,13.90,0.23,1878,0.00,0.00,16,35.55,35.50,7.69,14.09,-1.49,0.88
4853,14.47,0.22,1871,0.00,0.00,16,35.55,35.50,7.69,13.09,-1.49,0.88
5022,14.81,0.23,1871,0.00,0.00,16,35.55,35.50,7.69,14.15,-1.49,0.88
5199,14.93,0.22,1879,0.00,0.00,16,35.90,35.50,7.69,14.34,-1.49,0.88
5371,14.47,0.23,1872,0.00,0.00,16,35.55,35.50,7.69,14.09,-1.49,0.88
5543,14.47,0.22,1870,0.00,0.00,16,35.90,35.50,7.69,13.96,-1.49,0.88
5721,14.70,0.22,1870,0.00,0.00,16,35.55,35.50,7.69,13.90,-1.49,0.88
5889,14.81,0.21,1873,0.00,0.00,16,35.20,35.00,7.69,13.27,-1.49,0.88
6066,14.93,0.22,1888,0.00,0.00,16,35.90,35.50,7.69,13.90,-1.49,0.88
6237,14.93,0.21,1878,0.00,0.00,16,35.55,35.50,7.69,13.78,-1.49,0.88
6411,14.36,0.22,1882,0.00,0.00,16,35.90,35.50,7.55,13.65,-1.49,0.88
6585,14.59,0.20,1882,0.00,0.00,16,35.55,35.50,7.55,12.85,-1.49,0.88
6760,14.81,0.22,1868,0.00,0.00,16,35.55,35.50,7.55,13.65,-1.49,0.88
6923,14.70,0.21,1876,0.00,0.00,16,35.20,34.50,7.55,12.15,-1.49,0.88
7107,14.59,0.22,1898,0.00,0.00,16,35.55,35.50,7.40,13.39,-1.49,0.88
