Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
0,14.70,0.19,2690,0.00,0.00,16,37.66,37.50,6.53,17.03,-3.94,0.86
170,14.24,0.20,2700,0.00,0.00,16,42.23,38.00,6.53,17.19,-3.94,0.86
345,14.36,0.19,2702,0.00,0.00,16,40.47,40.00,6.53,17.26,-3.94,0.86
516,14.59,0.20,2696,0.00,0.00,16,42.23,41.50,6.53,17.26,-3.94,0.86
689,14.24,0.17,2706,0.00,0.00,16,26.41,36.00,6.53,16.88,-4.25,0.86
861,14.81,0.19,2732,0.00,0.00,16,35.55,35.50,6.53,16.96,-4.25,0.86
1032,15.04,0.19,2728,0.00,0.00,16,38.01,43.50,6.67,18.10,-3.94,0.86
1206,14.47,0.20,2744,0.00,0.00,16,43.98,43.50,6.67,18.26,-4.25,0.88
1379,14.59,0.21,2729,0.00,0.00,16,43.98,43.50,6.82,18.57,-4.25,0.88
1552,14.36,0.24,2751,0.00,0.00,16,44.34,44.00,7.11,20.15,-4.25,0.98
1724,14.24,0.33,2766,0.00,0.00,16,42.93,42.50,9.29,29.82,-2.42,1.10
1898,13.90,0.36,2783,0.00,0.00,16,41.17,41.00,10.45,33.20,0.97,1.14
2071,14.36,0.37,2804,0.00,0.00,16,40.47,40.00,11.17,35.17,0.97,1.14
2244,14.47,0.37,2854,0.00,0.00,16,40.82,40.50,11.46,35.04,0.97,1.12
2415,14.59,0.37,2878,0.00,0.00,16,40.82,40.50,11.32,35.66,0.35,1.12
2587,14.47,0.36,2896,0.00,0.00,16,41.17,41.00,11.17,35.28,-0.27,1.10
2759,14.59,0.36,2944,0.00,0.00,16,42.23,42.00,11.03,34.31,-0.27,1.08
2932,14.70,0.34,2974,0.00,0.00,16,42.23,41.50,11.03,35.04,-0.89,1.08
3107,14.36,0.34,2981,0.00,0.00,16,42.58,42.50,10.74,33.45,-0.89,1.06
3277,14.70,0.33,3017,0.00,0.00,16,42.93,42.50,10.59,32.95,-1.49,1.04
3442,14.36,0.31,3045,0.00,0.00,16,43.28,42.50,10.16,32.37,-1.49,1.04
3614,14.47,0.31,3070,0.00,0.00,16,43.28,43.00,10.01,31.48,-2.11,1.02
3785,14.24,0.27,3084,0.00,0.00,16,43.98,43.50,9.58,29.58,-2.73,0.86
3966,12.86,0.13,3055,0.00,0.00,16,5.31,20.50,6.09,9.39,-4.25,0.64
4141,11.60,0.14,2834,0.00,0.00,16,-5.94,-6.00,4.06,13.20,-4.25,0.64
4312,12.52,0.15,2546,0.00,0.00,16,-10.16,-10.50,3.92,13.64,-3.94,0.64
4488,17.23,0.14,2320,0.00,0.00,16,15.51,10.00,4.21,11.66,-2.73,0.64
4657,24.12,0.11,2034,0.00,0.00,16,14.10,14.00,3.92,7.70,-1.80,0.64
4819,24.12,0.12,1818,0.00,0.00,16,14.10,14.00,3.77,7.25,-1.49,0.64
5004,24.00,0.14,1634,0.00,0.00,16,14.10,14.00,3.77,7.74,-1.49,0.64
5177,24.00,0.15,1374,0.00,0.00,16,14.10,22.00,3.92,6.88,-1.49,0.64
5346,24.12,0.15,1228,0.00,0.00,16,14.10,22.00,4.21,6.33,-1.49,0.64
5519,24.23,0.11,1313,0.00,0.00,16,14.10,16.50,4.06,5.01,-1.49,0.64
5679,24.00,0.10,1315,0.00,0.00,16,14.10,16.00,3.92,4.26,-1.49,0.64
5867,23.66,0.08,1297,0.00,0.00,16,14.10,17.50,3.63,3.60,-1.49,0.64
6040,18.72,0.11,1238,0.00,0.00,16,14.10,22.00,3.63,4.29,-1.49,0.66
6210,15.39,0.15,1218,0.00,0.00,16,14.80,14.00,3.92,5.49,-1.49,0.72
6385,13.67,0.13,1224,0.00,0.00,16,16.91,16.50,4.93,5.40,-1.49,0.74
6543,12.75,0.13,1340,0.00,0.00,16,20.08,20.00,5.37,5.27,-1.49,0.78
6731,11.71,0.17,1470,0.00,0.00,16,25.35,23.00,5.95,7.94,-1.49,0.80
6903,14.59,0.16,1674,0.00,0.00,16,29.92,29.00,6.24,8.69,-1.49,0.82
7079,16.08,0.14,2101,0.00,0.00,16,30.98,30.50,6.09,9.94,-1.49,0.84
7252,17.00,0.18,2229,0.00,0.00,16,31.68,27.50,6.09,12.25,-2.42,0.86
7423,15.39,0.18,2218,0.00,0.00,16,34.84,34.50,6.67,13.65,-2.42,0.86
7607,14.36,0.19,2227,0.00,0.00,16,34.14,34.00,6.82,14.15,-2.42,0.86
7764,14.59,0.20,2225,0.00,0.00,16,37.66,34.00,6.96,13.84,-2.42,0.88
7942,14.70,0.20,2217,0.00,0.00,16,39.77,39.50,7.11,14.66,-2.42,0.88
8119,14.70,0.19,2220,0.00,0.00,16,38.36,38.00,7.11,14.98,-2.42,0.88
8294,14.47,0.20,2218,0.00,0.00,16,39.77,39.50,7.11,14.66,-2.42,0.88
8466,14.81,0.19,2239,0.00,0.00,16,38.36,38.00,7.25,14.28,-2.42,0.88
8641,14.81,0.20,2235,0.00,0.00,16,40.47,40.00,7.25,15.25,-2.42,0.88
8812,14.70,0.21,2244,0.00,0.00,16,40.82,40.50,7.25,15.25,-2.42,0.88
8986,14.47,0.20,2232,0.00,0.00,16,40.47,40.50,7.25,14.98,-2.42,0.88
9165,14.59,0.20,2227,0.00,0.00,16,39.41,40.50,7.25,15.33,-2.42,0.88
9335,14.36,0.21,2235,0.00,0.00,16,40.82,40.50,7.25,15.63,-2.42,0.88
9510,14.59,0.21,2251,0.00,0.00,16,41.17,41.00,7.25,15.40,-2.42,0.88
9683,14.36,0.21,2254,0.00,0.00,16,40.82,40.50,7.25,15.40,-2.42,0.88
9859,14.36,0.20,2255,0.00,0.00,16,40.82,40.50,7.25,15.25,-2.42,0.88
10032,14.36,0.20,2247,0.00,0.00,16,40.82,40.50,7.25,15.18,-2.42,0.88
10208,14.47,0.21,2264,0.00,0.00,16,41.17,40.50,7.25,15.40,-2.42,0.88
10385,14.81,0.20,2259,0.00,0.00,16,40.12,40.00,7.25,14.53,-2.42,0.88
10557,14.47,0.20,2268,0.00,0.00,16,39.41,39.00,7.11,15.05,-2.73,0.86
10721,14.47,0.19,2249,0.00,0.00,16,39.06,36.50,7.11,14.47,-2.73,0.86
10902,14.36,0.19,2247,0.00,0.00,16,36.95,37.50,6.96,14.40,-2.73,0.84
11075,14.70,0.16,2269,0.00,0.00,16,29.22,27.00,6.67,10.99,-2.42,0.78
11249,14.47,0.10,2256,0.00,0.00,16,13.40,15.50,5.51,8.73,-2.42,0.76
11428,13.67,0.11,2269,0.00,0.00,16,6.37,2.50,4.93,8.73,-2.42,0.76
11597,15.04,0.10,2223,0.00,0.00,16,6.02,8.50,4.79,7.86,-2.42,0.76
11770,15.62,0.10,2220,0.00,0.00,16,10.23,9.00,4.64,6.88,-2.42,0.76
11945,17.69,0.11,2192,0.00,0.00,16,11.29,12.00,4.79,7.62,-2.42,0.76
12119,19.64,0.11,2206,0.00,0.00,16,13.05,11.50,4.64,8.22,-2.42,0.76
12291,16.77,0.11,2181,0.00,0.00,16,12.34,13.00,4.64,7.62,-2.42,0.76
12468,15.85,0.11,2174,0.00,0.00,16,14.80,14.50,4.50,8.06,-2.42,0.76
12642,15.39,0.10,2176,0.00,0.00,16,15.86,14.00,4.50,7.62,-2.11,0.76
12804,15.16,0.11,2166,0.00,0.00,16,13.05,17.50,4.50,8.11,-2.11,0.76
12989,15.27,0.11,2177,0.00,0.00,16,14.10,14.00,4.50,7.74,-2.11,0.76
13161,15.04,0.16,2182,0.00,0.00,16,27.11,27.00,4.64,8.61,-2.11,0.88
13337,15.27,0.24,2126,0.00,0.00,16,40.47,40.00,6.82,16.96,-2.11,0.96
13511,12.52,0.29,2153,0.00,0.00,16,41.88,41.50,8.71,20.67,-1.80,1.04
13683,13.21,0.33,2170,0.00,0.00,16,41.88,41.50,10.01,22.86,0.66,1.08
13855,14.24,0.35,2168,0.00,0.00,16,41.52,41.50,11.17,24.33,1.28,1.10
14028,14.47,0.36,2163,0.00,0.00,16,40.82,40.50,11.32,25.68,0.97,1.10
14201,14.24,0.35,2196,0.00,0.00,16,41.52,41.00,11.46,25.79,0.97,1.08
14378,14.70,0.36,2198,0.00,0.00,16,40.82,41.00,11.46,26.20,0.97,1.08
14552,14.59,0.34,2221,0.00,0.00,16,41.88,42.00,11.46,24.62,0.97,1.08
14716,14.81,0.36,2230,0.00,0.00,16,41.17,41.50,11.46,25.89,0.66,1.06
14896,14.93,0.34,2236,0.00,0.00,16,42.23,42.00,11.32,25.01,0.04,1.04
15069,14.81,0.34,2230,0.00,0.00,16,42.23,42.00,11.17,25.49,0.04,1.04
