Time (msec),A/F Sensor #1 (Direct)* (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Coolant Temperature (F),Primary Wastegate Duty Cycle (%)
47925,14.64,0.13,1238,0.00,0.00,16,10.59,11.00,5.27,-1.39,0.64,190,0.00
48128,14.67,0.13,1243,0.00,0.00,16,10.59,10.00,5.27,-1.39,0.64,190,0.00
48316,14.70,0.13,1247,0.00,0.00,16,10.59,9.50,5.23,-1.39,0.64,190,0.00
48503,14.67,0.13,1236,0.00,0.00,16,10.59,10.50,5.27,-1.39,0.64,190,0.00
48697,14.65,0.13,1245,0.00,0.00,16,10.59,9.50,5.27,-1.39,0.64,190,0.00
48884,14.74,0.13,1240,0.00,0.00,16,10.59,10.00,5.23,-1.39,0.64,190,0.00
49072,14.72,0.13,1242,0.00,0.00,16,10.59,10.00,5.27,-1.39,0.64,190,0.00
49275,14.74,0.13,1240,0.00,0.00,16,10.59,10.00,5.21,-1.39,0.64,190,0.00
49463,14.74,0.13,1240,0.00,0.00,16,10.59,9.50,5.27,-1.39,0.64,190,0.00
49650,14.79,0.13,1236,0.00,0.00,16,10.59,10.00,5.23,-1.39,0.64,190,0.00
49838,14.74,0.13,1242,0.00,0.00,16,10.59,10.50,5.23,-1.39,0.64,190,0.00
50040,14.74,0.13,1242,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,190,0.00
50233,14.78,0.13,1234,0.00,0.00,16,10.59,10.00,5.30,-1.39,0.64,190,0.00
50420,14.74,0.13,1238,0.00,0.00,16,10.59,10.50,5.27,-1.39,0.64,190,0.00
50608,14.63,0.13,1240,0.00,0.00,16,10.59,10.00,5.27,-1.39,0.64,190,0.00
50795,14.61,0.13,1244,0.00,0.00,16,10.59,9.50,5.27,-1.39,0.64,190,0.00
50983,14.72,0.13,1228,0.00,0.00,16,10.59,11.50,5.23,-1.39,0.64,190,0.00
51170,14.76,0.13,1235,0.00,0.00,16,10.59,10.50,5.23,-1.39,0.64,190,0.00
51373,14.81,0.13,1236,0.00,0.00,16,10.59,10.50,5.17,-1.39,0.64,190,0.00
51561,14.77,0.13,1231,0.00,0.00,16,10.59,11.00,5.23,-1.39,0.64,190,0.00
51748,14.69,0.13,1232,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,190,0.00
51936,14.74,0.13,1233,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,190,0.00
52139,14.74,0.13,1222,0.00,0.00,16,10.59,11.50,5.23,-1.39,0.64,190,0.00
52331,14.74,0.12,1237,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,190,0.00
52521,14.67,0.13,1232,0.00,0.00,16,10.59,11.00,5.17,-1.39,0.64,190,0.00
52709,14.69,0.13,1226,0.00,0.00,16,10.59,10.50,5.17,-1.39,0.64,190,0.00
52896,14.80,0.13,1230,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,190,0.00
53089,14.88,0.13,1234,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,192,0.00
53276,14.87,0.13,1227,0.00,0.00,16,10.59,11.00,5.21,-1.39,0.64,192,0.00
53468,14.90,0.13,1232,0.00,0.00,16,10.59,10.50,5.17,-1.39,0.64,192,0.00
53671,14.82,0.13,1227,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,192,0.00
53858,14.77,0.13,1232,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,192,0.00
54046,14.74,0.13,1229,0.00,0.00,16,10.59,10.50,5.23,-1.39,0.64,192,0.00
54233,14.70,0.13,1230,0.00,0.00,16,10.59,10.50,5.17,-1.39,0.64,192,0.00
54436,14.75,0.13,1227,0.00,0.00,16,10.59,10.00,5.21,-1.39,0.64,192,0.00
54624,14.75,0.13,1231,0.00,0.00,16,10.59,8.50,5.17,-1.39,0.64,192,0.00
54812,14.79,0.13,1234,0.00,0.00,16,10.59,11.00,5.17,-1.39,0.64,192,0.00
55000,14.72,0.13,1220,0.00,0.00,16,10.59,9.50,5.23,-1.39,0.64,192,0.00
55187,14.67,0.13,1230,0.00,0.00,16,10.59,9.50,5.21,-1.39,0.64,192,0.00
55375,14.65,0.13,1221,0.00,0.00,16,10.59,11.50,5.21,-1.39,0.64,192,0.00
55578,14.70,0.13,1223,0.00,0.00,16,10.59,11.00,5.23,-1.39,0.64,192,0.00
55768,14.74,0.13,1228,0.00,0.00,16,10.59,10.50,5.23,-1.39,0.64,192,0.00
55956,14.70,0.13,1241,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,192,0.00
56144,14.69,0.13,1241,0.00,0.00,16,10.59,9.50,5.17,-1.39,0.64,192,0.00
56331,14.74,0.13,1225,0.00,0.00,16,10.59,11.00,5.23,-1.39,0.64,192,0.00
56518,14.79,0.13,1226,0.00,0.00,16,10.59,9.00,5.23,-1.39,0.64,192,0.00
56721,14.81,0.13,1238,0.00,0.00,16,10.59,9.00,5.17,-1.39,0.64,192,0.00
56909,14.81,0.13,1235,0.00,0.00,16,10.59,9.50,5.23,-1.39,0.64,192,0.00
57096,14.72,0.13,1232,0.00,0.00,16,10.59,9.50,5.27,-1.39,0.64,192,0.00
57284,14.74,0.13,1232,0.00,0.00,16,10.59,10.50,5.27,-1.39,0.64,192,0.00
57471,14.77,0.13,1244,0.00,0.00,16,10.59,9.50,5.23,-1.39,0.64,192,0.00
57675,14.67,0.13,1246,0.00,0.00,16,10.59,9.50,5.23,-1.39,0.64,192,0.00
57863,14.63,0.13,1241,0.00,0.00,16,10.59,10.00,5.17,-1.39,0.64,192,0.00
58055,14.65,0.13,1242,0.00,0.00,16,10.59,9.50,5.21,-1.39,0.64,192,0.00
58244,14.72,0.13,1238,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,192,0.00
58432,14.58,0.13,1243,0.00,0.00,16,10.59,9.50,5.21,-1.39,0.64,192,0.00
58619,14.53,0.13,1250,0.00,0.00,16,10.59,10.00,5.27,-1.39,0.64,192,0.00
58807,14.54,0.13,1242,0.00,0.00,16,10.59,10.50,5.23,-1.39,0.64,192,0.00
59010,14.56,0.13,1248,0.00,0.00,16,10.59,10.50,5.27,-1.39,0.64,192,0.00
59197,14.44,0.13,1257,0.00,0.00,16,10.59,11.00,5.21,-1.39,0.64,192,0.00
59385,14.58,0.13,1243,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,192,0.00
59572,14.60,0.13,1242,0.00,0.00,16,10.59,10.00,5.27,-1.39,0.64,192,0.00
59777,14.65,0.13,1242,0.00,0.00,16,10.59,10.00,5.27,-1.39,0.64,192,0.00
59965,14.44,0.13,1236,0.00,0.00,16,10.59,9.50,5.27,-1.39,0.64,192,0.00
60152,14.47,0.13,1236,0.00,0.00,16,10.59,10.50,5.23,-1.39,0.64,192,0.00
60344,14.53,0.13,1227,0.00,0.00,16,10.59,11.00,5.23,-1.39,0.64,192,0.00
60547,14.58,0.13,1228,0.00,0.00,16,10.59,11.00,5.23,-1.39,0.64,192,0.00
60735,14.69,0.13,1230,0.00,0.00,16,10.59,10.50,5.27,-1.39,0.64,192,0.00
60922,14.77,0.13,1230,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,192,0.00
61110,14.72,0.13,1240,0.00,0.00,16,10.59,11.00,5.17,-1.39,0.64,192,0.00
61313,14.68,0.13,1233,0.00,0.00,16,10.59,10.50,5.23,-1.39,0.64,192,0.00
61503,14.66,0.13,1230,0.00,0.00,16,10.59,10.50,5.17,-1.39,0.64,192,0.00
61690,14.73,0.13,1220,0.00,0.00,16,10.59,11.50,5.14,-1.39,0.64,192,0.00
61878,14.72,0.13,1220,0.00,0.00,16,10.59,10.50,5.17,-1.39,0.64,192,0.00
62065,14.74,0.13,1231,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,192,0.00
62253,14.65,0.13,1226,0.00,0.00,16,10.59,10.50,5.17,-1.39,0.64,192,0.00
62440,14.67,0.13,1225,0.00,0.00,16,10.59,10.50,5.17,-1.39,0.64,192,0.00
62643,14.72,0.13,1230,0.00,0.00,16,10.59,10.50,5.17,-1.39,0.64,192,0.00
62831,14.65,0.13,1221,0.00,0.00,16,10.59,11.50,5.14,-1.39,0.64,192,0.00
63021,14.65,0.13,1223,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,192,0.00
63209,14.67,0.13,1228,0.00,0.00,16,10.59,11.00,5.21,-1.39,0.64,192,0.00
63398,14.69,0.13,1224,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,194,0.00
63586,14.60,0.13,1231,0.00,0.00,16,10.59,11.50,5.17,-1.39,0.64,194,0.00
63789,14.53,0.13,1235,0.00,0.00,16,10.59,11.00,5.17,-1.39,0.64,194,0.00
63979,14.63,0.13,1228,0.00,0.00,16,10.59,9.50,5.21,-1.39,0.64,194,0.00
64166,14.72,0.13,1221,0.00,0.00,16,10.59,10.00,5.21,-1.39,0.64,194,0.00
64354,14.75,0.13,1221,0.00,0.00,16,10.59,11.00,5.17,-1.39,0.64,194,0.00
64541,14.84,0.13,1227,0.00,0.00,16,10.59,10.50,5.17,-1.39,0.64,194,0.00
64729,14.79,0.13,1228,0.00,0.00,16,10.59,10.50,5.14,-1.39,0.64,194,0.00
64932,14.84,0.13,1223,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,194,0.00
65120,14.79,0.13,1222,0.00,0.00,16,10.59,11.00,5.21,-1.39,0.64,194,0.00
65308,14.77,0.13,1236,0.00,0.00,16,10.59,10.50,5.17,-1.39,0.64,194,0.00
65495,14.74,0.13,1231,0.00,0.00,16,10.59,10.50,5.23,-1.39,0.64,194,0.00
65683,14.69,0.13,1240,0.00,0.00,16,10.59,9.50,5.21,-1.39,0.64,194,0.00
65886,14.72,0.13,1232,0.00,0.00,16,10.59,10.50,5.23,-1.39,0.64,194,0.00
66073,14.70,0.13,1228,0.00,0.00,16,10.59,10.50,5.23,-1.39,0.64,194,0.00
66262,14.69,0.13,1233,0.00,0.00,16,10.59,10.50,5.14,-1.39,0.64,194,0.00
66453,14.62,0.13,1226,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,194,0.00
66641,14.67,0.13,1223,0.00,0.00,16,10.59,11.00,5.21,-1.39,0.64,194,0.00
66844,14.70,0.13,1224,0.00,0.00,16,10.59,11.00,5.21,-1.39,0.64,194,0.00
67031,14.79,0.13,1219,0.00,0.00,16,10.59,11.50,5.23,-1.39,0.64,194,0.00
67224,14.76,0.13,1224,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,194,0.00
67416,14.67,0.13,1224,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,194,0.00
67604,14.67,0.13,1213,0.00,0.00,16,10.59,11.50,5.21,-1.39,0.64,194,0.00
67791,14.65,0.12,1235,0.00,0.00,16,10.59,9.50,5.17,-1.39,0.64,194,0.00
67979,14.77,0.13,1232,0.00,0.00,16,10.59,10.50,5.27,-1.39,0.64,194,0.00
68182,14.74,0.13,1234,0.00,0.00,16,10.59,10.50,5.23,-1.39,0.64,194,0.00
68369,14.79,0.13,1238,0.00,0.00,16,10.59,10.00,5.23,-1.39,0.64,194,0.00
68562,14.77,0.13,1233,0.00,0.00,16,10.59,10.00,5.23,-1.39,0.64,194,0.00
68749,14.65,0.13,1219,0.00,0.00,16,10.59,11.50,5.23,-1.39,0.64,194,0.00
68937,14.61,0.13,1229,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,194,0.00
69129,14.72,0.13,1228,0.00,0.00,16,10.59,10.50,5.23,-1.39,0.64,194,0.00
69316,14.67,0.13,1221,0.00,0.00,16,10.59,11.00,5.23,-1.39,0.64,194,0.00
69519,14.74,0.13,1217,0.00,0.00,16,10.59,11.50,5.27,-1.39,0.64,194,0.00
69707,14.67,0.13,1234,0.00,0.00,16,10.59,9.50,5.23,-1.39,0.64,194,0.00
69894,14.65,0.13,1226,0.00,0.00,16,10.59,10.50,5.27,-1.39,0.64,194,0.00
70082,14.65,0.13,1228,0.00,0.00,16,10.59,11.00,5.27,-1.39,0.64,194,0.00
70269,14.77,0.13,1235,0.00,0.00,16,10.59,9.50,5.30,-1.39,0.64,194,0.00
70472,14.74,0.13,1231,0.00,0.00,16,10.59,10.50,5.30,-1.39,0.64,194,0.00
70660,14.74,0.13,1237,0.00,0.00,16,10.59,10.00,5.30,-1.39,0.64,194,0.00
70847,14.76,0.13,1232,0.00,0.00,16,10.59,10.00,5.27,-1.39,0.64,194,0.00
71035,14.68,0.13,1226,0.00,0.00,16,10.59,10.50,5.27,-1.39,0.64,194,0.00
71222,14.76,0.13,1221,0.00,0.00,16,10.59,11.50,5.21,-1.39,0.64,194,0.00
71425,14.82,0.13,1228,0.00,0.00,16,10.59,10.50,5.23,-1.39,0.64,194,0.00
71613,14.79,0.13,1230,0.00,0.00,16,10.59,10.50,5.23,-1.39,0.64,194,0.00
71800,14.74,0.13,1226,0.00,0.00,16,10.59,10.50,5.27,-1.39,0.64,194,0.00
71988,14.81,0.13,1229,0.00,0.00,16,10.59,10.50,5.23,-1.39,0.64,194,0.00
72175,14.81,0.13,1230,0.00,0.00,16,10.59,10.50,5.27,-1.39,0.64,194,0.00
72378,14.77,0.13,1231,0.00,0.00,16,10.59,11.00,5.23,-1.39,0.64,194,0.00
72566,14.76,0.13,1234,0.00,0.00,16,10.59,10.50,5.27,-1.39,0.64,194,0.00
72753,14.74,0.13,1223,0.00,0.00,16,10.59,11.00,5.23,-1.39,0.64,194,0.00
72941,14.67,0.13,1232,0.00,0.00,16,10.59,10.50,5.30,-1.39,0.64,194,0.00
73144,14.74,0.13,1238,0.00,0.00,16,10.59,9.50,5.21,-1.39,0.64,194,0.00
73332,14.60,0.13,1236,0.00,0.00,16,10.59,10.00,5.27,-1.39,0.64,194,0.00
73519,14.69,0.13,1231,0.00,0.00,16,10.59,10.50,5.27,-1.39,0.64,194,0.00
73722,14.63,0.13,1242,0.00,0.00,16,10.59,9.50,5.21,-1.39,0.64,194,0.00
73894,14.53,0.13,1244,0.00,0.00,16,10.59,9.50,5.27,-1.39,0.64,194,0.00
74086,14.65,0.13,1240,0.00,0.00,16,10.59,11.00,5.33,-1.39,0.64,194,0.00
74278,14.75,0.13,1236,0.00,0.00,16,10.59,9.50,5.30,-1.39,0.64,194,0.00
74465,14.72,0.13,1242,0.00,0.00,16,10.59,10.50,5.23,-1.39,0.64,194,0.00
74668,14.74,0.12,1234,0.00,0.00,16,10.59,9.50,5.27,-1.39,0.64,194,0.00
74856,14.70,0.13,1240,0.00,0.00,16,10.59,10.00,5.23,-1.39,0.64,194,0.00
75043,14.77,0.13,1235,0.00,0.00,16,10.59,9.50,5.30,-1.39,0.64,194,0.00
75231,14.77,0.13,1250,0.00,0.00,16,10.59,9.50,5.27,-1.39,0.64,194,0.00
75437,14.77,0.13,1253,0.00,0.00,16,10.59,9.00,5.23,-1.39,0.64,194,0.00
75625,14.81,0.13,1250,0.00,0.00,16,10.59,9.50,5.27,-1.39,0.64,194,0.00
75812,14.74,0.13,1240,0.00,0.00,16,10.59,10.50,5.27,-1.39,0.64,194,0.00
76000,14.77,0.13,1256,0.00,0.00,16,10.59,8.50,5.27,-1.39,0.64,194,0.00
76187,14.78,0.13,1258,0.00,0.00,16,10.59,8.50,5.27,-1.39,0.64,194,0.00
76390,14.67,0.13,1252,0.00,0.00,16,10.23,9.50,5.23,-1.39,0.64,194,0.00
76578,14.74,0.13,1249,0.00,0.00,16,10.59,11.50,5.27,-1.39,0.64,194,0.00
76765,14.74,0.13,1244,0.00,0.00,16,10.59,10.50,5.23,-1.39,0.64,194,0.00
76953,14.74,0.13,1248,0.00,0.00,16,10.59,11.50,5.27,-1.39,0.64,194,0.00
77140,14.71,0.13,1240,0.00,0.00,16,10.59,11.50,5.21,-1.39,0.64,196,0.00
77328,14.58,0.13,1243,0.00,0.00,16,10.59,10.50,5.23,-1.39,0.64,196,0.00
77515,14.65,0.13,1240,0.00,0.00,16,10.59,10.50,5.23,-1.39,0.64,196,0.00
77718,14.72,0.13,1241,0.00,0.00,16,10.59,10.50,5.27,-1.39,0.64,196,0.00
77910,14.72,0.13,1234,0.00,0.00,16,10.59,11.50,5.36,-1.39,0.64,196,0.00
78098,14.68,0.13,1240,0.00,0.00,16,10.59,10.50,5.27,-1.39,0.64,196,0.00
78285,14.65,0.13,1230,0.00,0.00,16,10.59,11.50,5.30,-1.39,0.64,196,0.00
78473,14.62,0.13,1238,0.00,0.00,16,10.59,11.00,5.30,-1.39,0.64,196,0.00
78660,14.65,0.13,1235,0.00,0.00,16,10.59,10.50,5.27,-1.39,0.64,196,0.00
78863,14.67,0.13,1228,0.00,0.00,16,10.59,9.50,5.23,-1.39,0.64,196,0.00
79051,14.67,0.13,1243,0.00,0.00,16,10.59,9.50,5.23,-1.39,0.64,196,0.00
79238,14.68,0.13,1237,0.00,0.00,16,10.59,10.00,5.27,-1.39,0.64,196,0.00
79426,14.79,0.13,1231,0.00,0.00,16,10.59,11.00,5.27,-1.39,0.64,196,0.00
79618,14.77,0.13,1248,0.00,0.00,16,10.59,10.00,5.23,-1.39,0.64,196,0.00
79806,14.68,0.13,1245,0.00,0.00,16,10.59,9.50,5.27,-1.39,0.64,196,0.00
80009,14.74,0.13,1244,0.00,0.00,16,10.59,10.00,5.27,-1.39,0.64,196,0.00
80202,14.79,0.13,1242,0.00,0.00,16,10.59,10.00,5.27,-1.39,0.64,196,0.00
80382,14.72,0.13,1240,0.00,0.00,16,10.59,10.00,5.27,-1.39,0.64,196,0.00
80574,14.60,0.13,1252,0.00,0.00,16,10.59,9.00,5.23,-1.39,0.64,196,0.00
80766,14.47,0.13,1242,0.00,0.00,16,10.59,10.50,5.27,-1.39,0.64,196,0.00
80954,14.49,0.13,1246,0.00,0.00,16,10.59,9.50,5.27,-1.39,0.64,196,0.00
81141,14.69,0.13,1242,0.00,0.00,16,10.59,11.00,5.23,-1.39,0.64,196,0.00
81333,14.63,0.13,1244,0.00,0.00,16,10.59,11.00,5.21,-1.39,0.64,196,0.00
81536,14.72,0.13,1235,0.00,0.00,16,10.59,10.50,5.23,-1.39,0.64,196,0.00
81729,14.79,0.13,1236,0.00,0.00,16,10.59,10.00,5.23,-1.39,0.64,196,0.00
81916,14.77,0.13,1249,0.00,0.00,16,10.59,9.00,5.21,-1.39,0.64,196,0.00
82104,14.79,0.13,1232,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,196,0.00
82296,14.79,0.13,1234,0.00,0.00,16,10.59,10.00,5.21,-1.39,0.64,196,0.00
82483,14.75,0.13,1240,0.00,0.00,16,10.59,9.50,5.21,-1.39,0.64,196,0.00
82671,14.77,0.13,1229,0.00,0.00,16,10.59,9.50,5.21,-1.39,0.64,196,0.00
82858,14.81,0.13,1231,0.00,0.00,16,10.59,9.50,5.21,-1.39,0.64,196,0.00
83050,14.84,0.13,1233,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,196,0.00
83242,14.81,0.13,1238,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,196,0.00
83445,14.77,0.13,1232,0.00,0.00,16,10.59,10.00,5.21,-1.39,0.64,196,0.00
83633,14.79,0.13,1234,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,196,0.00
83825,14.79,0.13,1235,0.00,0.00,16,10.59,10.00,5.23,-1.39,0.64,196,0.00
84016,14.72,0.13,1242,0.00,0.00,16,10.59,9.50,5.27,-1.39,0.64,196,0.00
84203,14.65,0.13,1239,0.00,0.00,16,10.59,9.50,5.23,-1.39,0.64,196,0.00
84391,14.65,0.12,1242,0.00,0.00,16,10.59,9.00,5.21,-1.39,0.64,196,0.00
84578,14.67,0.13,1236,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,196,0.00
84766,14.69,0.13,1227,0.00,0.00,16,10.59,11.50,5.21,-1.39,0.64,196,0.00
84969,14.72,0.13,1228,0.00,0.00,16,10.59,11.00,5.21,-1.39,0.64,196,0.00
85156,14.67,0.13,1237,0.00,0.00,16,10.59,10.00,5.17,-1.39,0.64,196,0.00
85348,14.66,0.13,1246,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,196,0.00
85536,14.69,0.13,1231,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,196,0.00
85739,14.70,0.13,1230,0.00,0.00,16,10.59,11.00,5.23,-1.39,0.64,196,0.00
85926,14.72,0.13,1229,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,196,0.00
86119,14.62,0.13,1246,0.00,0.00,16,10.59,10.50,5.14,-1.39,0.64,196,0.00
86306,14.64,0.13,1225,0.00,0.00,16,10.59,11.50,5.23,-1.39,0.64,196,0.00
86494,14.79,0.13,1229,0.00,0.00,16,10.59,10.50,5.14,-1.39,0.64,196,0.00
86681,14.70,0.13,1228,0.00,0.00,16,10.59,11.00,5.21,-1.39,0.64,196,0.00
86884,14.72,0.13,1231,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,196,0.00
87072,14.77,0.13,1230,0.00,0.00,16,10.59,10.50,5.17,-1.39,0.64,196,0.00
87259,14.69,0.12,1233,0.00,0.00,16,10.59,10.50,5.17,-1.39,0.64,196,0.00
87451,14.76,0.13,1228,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,196,0.00
87654,14.84,0.13,1225,0.00,0.00,16,10.59,11.50,5.21,-1.39,0.64,196,0.00
87842,14.79,0.12,1225,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,196,0.00
88029,14.77,0.13,1226,0.00,0.00,16,10.59,11.00,5.17,-1.39,0.64,196,0.00
88220,14.67,0.13,1229,0.00,0.00,16,10.59,10.00,5.17,-1.39,0.64,196,0.00
88408,14.72,0.13,1215,0.00,0.00,16,10.59,10.00,5.17,-1.39,0.64,196,0.00
88595,14.67,0.13,1218,0.00,0.00,16,10.59,11.00,5.17,-1.39,0.64,196,0.00
88798,14.69,0.13,1228,0.00,0.00,16,10.59,10.00,5.14,-1.39,0.64,196,0.00
88986,14.69,0.13,1226,0.00,0.00,16,10.59,10.50,5.23,-1.39,0.64,196,0.00
89174,14.69,0.13,1218,0.00,0.00,16,10.59,11.50,5.21,-1.39,0.64,196,0.00
89361,14.79,0.13,1222,0.00,0.00,16,10.59,10.50,5.27,-1.39,0.64,196,0.00
89564,14.74,0.13,1228,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,196,0.00
89752,14.68,0.13,1219,0.00,0.00,16,10.59,11.00,5.21,-1.39,0.64,196,0.00
89944,14.60,0.13,1230,0.00,0.00,16,10.59,10.00,5.17,-1.39,0.64,196,0.00
90131,14.63,0.13,1233,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,196,0.00
90325,14.72,0.13,1224,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,196,0.00
90513,14.82,0.13,1224,0.00,0.00,16,10.59,9.00,5.21,-1.39,0.64,196,0.00
90700,14.85,0.13,1226,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,196,0.00
90891,14.77,0.13,1225,0.00,0.00,16,10.59,10.50,5.23,-1.39,0.64,196,0.00
91088,14.74,0.13,1224,0.00,0.00,16,10.59,11.00,5.21,-1.39,0.64,196,0.00
91275,14.60,0.13,1228,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,196,0.00
91463,14.53,0.13,1234,0.00,0.00,16,10.59,10.00,5.17,-1.39,0.64,196,0.00
91650,14.56,0.13,1230,0.00,0.00,16,10.59,10.50,5.23,-1.39,0.64,196,0.00
91838,14.62,0.13,1226,0.00,0.00,16,10.59,10.50,5.27,-1.39,0.64,196,0.00
92025,14.74,0.13,1229,0.00,0.00,16,10.59,11.00,5.21,-1.39,0.64,196,0.00
92228,14.64,0.13,1227,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,196,0.00
92416,14.72,0.13,1223,0.00,0.00,16,10.59,9.00,5.23,-1.39,0.64,196,0.00
92603,14.67,0.13,1228,0.00,0.00,16,10.59,9.50,5.21,-1.39,0.64,196,0.00
92796,14.69,0.13,1230,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,196,0.00
92983,14.76,0.13,1230,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,196,0.00
93171,14.76,0.13,1226,0.00,0.00,16,10.59,11.00,5.21,-1.39,0.64,196,0.00
93363,14.79,0.13,1223,0.00,0.00,16,10.59,11.00,5.23,-1.39,0.64,196,0.00
93566,14.74,0.13,1230,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,196,0.00
93753,14.69,0.13,1241,0.00,0.00,16,10.59,10.50,5.21,-1.39,0.64,196,0.00
93941,14.69,0.13,1230,0.00,0.00,16,10.59,10.50,5.27,-1.39,0.64,196,0.00
94128,14.74,0.13,1230,0.00,0.00,16,10.59,9.00,5.23,-1.39,0.64,198,0.00
94316,14.69,0.13,1236,0.00,0.00,16,10.59,10.00,5.21,-1.39,0.64,198,0.00
94519,14.51,0.13,1230,0.00,0.00,16,10.59,9.50,5.27,-1.39,0.64,198,0.00
94706,14.62,0.13,1237,0.00,0.00,16,10.59,9.00,5.21,-1.39,0.64,198,0.00
94894,14.69,0.13,1224,0.00,0.00,16,10.59,11.50,5.27,-1.39,0.64,198,0.00
95097,14.67,0.13,1247,0.00,0.00,16,10.59,9.00,5.23,-1.39,0.64,198,0.00
95284,14.59,0.13,1237,0.00,0.00,16,10.59,10.50,5.23,-1.39,0.64,198,0.00
95476,14.63,0.13,1236,0.00,0.00,16,10.59,10.50,5.23,-1.39,0.64,198,0.00
95664,14.63,0.13,1237,0.00,0.00,16,10.59,10.00,5.23,-1.39,0.64,198,0.00
95852,14.65,0.13,1242,0.00,0.00,16,10.59,9.50,5.21,-1.39,0.64,198,0.00
96043,14.54,0.13,1238,0.00,0.00,16,10.59,10.00,5.23,-1.39,0.64,198,0.00
96234,14.65,0.13,1244,0.00,0.00,16,10.59,9.50,5.21,-1.39,0.64,198,0.00
96422,14.74,0.13,1237,0.00,0.00,16,10.59,9.50,5.30,-1.39,0.64,198,0.00
96609,14.63,0.13,1237,0.00,0.00,16,10.59,10.50,5.23,-1.39,0.64,198,0.00
96812,14.56,0.13,1239,0.00,0.00,16,10.59,10.00,5.27,-1.39,0.64,198,0.00
97000,14.53,0.13,1244,0.00,0.00,16,10.59,9.50,5.27,-1.39,0.64,198,0.00
97187,14.60,0.13,1244,0.00,0.00,16,10.59,9.50,5.30,-1.39,0.64,198,0.00
97375,14.63,0.13,1235,0.00,0.00,16,10.59,10.50,5.27,-1.39,0.64,198,0.00
97578,14.79,0.13,1242,0.00,0.00,16,10.59,9.50,5.30,-1.39,0.64,198,0.00
97754,14.67,0.13,1243,0.00,0.00,16,10.59,9.50,5.27,-1.39,0.64,198,0.00
97957,14.70,0.13,1242,0.00,0.00,16,10.59,9.50,5.30,-1.39,0.64,198,0.00
98145,14.63,0.13,1240,0.00,0.00,16,10.59,9.50,5.27,-1.39,0.64,198,0.00
98332,14.63,0.13,1242,0.00,0.00,16,10.59,9.50,5.27,-1.39,0.64,198,0.00
98519,14.58,0.13,1226,0.00,0.00,16,10.59,10.50,5.27,-1.39,0.64,198,0.00
98722,14.70,0.13,1238,0.00,0.00,16,10.59,11.50,5.23,-1.39,0.64,198,0.00
98910,14.76,0.13,1236,0.00,0.00,16,10.59,9.50,5.23,-1.39,0.64,198,0.00
99098,14.69,0.13,1234,0.00,0.00,16,10.59,11.00,5.27,-1.39,0.64,198,0.00
99288,14.72,0.13,1238,0.00,0.00,16,10.59,10.50,5.27,-1.39,0.64,198,0.00
