Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
0,13.78,0.17,1489,0.00,0.00,16,14.10,18.00,5.51,8.39,-1.60,0.64
174,13.67,0.17,1493,0.00,0.00,16,14.10,17.50,5.51,8.39,-1.60,0.64
349,13.90,0.17,1497,0.00,0.00,16,14.10,17.00,5.51,8.36,-1.60,0.64
521,13.78,0.17,1503,0.00,0.00,16,14.10,16.50,5.37,8.39,-1.60,0.64
694,14.01,0.17,1493,0.00,0.00,16,14.10,17.50,5.37,8.36,-1.60,0.64
866,13.90,0.17,1480,0.00,0.00,16,14.10,19.00,5.51,8.31,-1.60,0.64
1040,14.01,0.17,1492,0.00,0.00,16,14.10,17.50,5.51,8.31,-1.60,0.64
1211,13.90,0.17,1483,0.00,0.00,16,14.10,18.50,5.51,8.36,-1.60,0.64
1385,14.01,0.17,1489,0.00,0.00,16,14.10,17.50,5.51,8.27,-1.60,0.64
1557,14.01,0.16,1496,0.00,0.00,16,14.10,16.50,5.51,8.36,-1.60,0.64
1730,13.90,0.17,1494,0.00,0.00,16,14.10,17.50,5.51,8.31,-1.60,0.64
1902,13.90,0.17,1496,0.00,0.00,16,14.10,16.50,5.51,8.23,-1.60,0.64
2075,13.90,0.17,1489,0.00,0.00,16,14.10,17.50,5.37,8.14,-1.60,0.64
2248,14.01,0.17,1490,0.00,0.00,16,14.10,18.50,5.51,8.31,-1.60,0.64
2421,13.90,0.17,1484,0.00,0.00,16,14.10,18.00,5.51,8.23,-1.60,0.64
2594,13.90,0.17,1490,0.00,0.00,16,14.10,17.00,5.51,8.23,-1.60,0.64
2767,13.90,0.17,1484,0.00,0.00,16,14.10,17.50,5.51,8.23,-1.60,0.64
2939,13.90,0.17,1488,0.00,0.00,16,14.10,17.50,5.51,8.23,-1.60,0.64
3112,14.01,0.17,1494,0.00,0.00,16,14.10,16.50,5.51,8.31,-1.60,0.64
3286,13.90,0.17,1494,0.00,0.00,16,14.10,16.50,5.51,8.31,-1.60,0.64
3457,13.78,0.17,1494,0.00,0.00,16,14.10,17.00,5.37,8.23,-1.60,0.64
3630,13.78,0.17,1487,0.00,0.00,16,14.10,17.50,5.37,8.14,-1.60,0.64
3802,13.90,0.16,1488,0.00,0.00,16,14.10,17.50,5.51,8.14,-1.60,0.64
3975,14.01,0.17,1489,0.00,0.00,16,14.10,17.50,5.51,8.14,-1.60,0.64
4149,14.01,0.17,1485,0.00,0.00,16,14.10,17.50,5.51,8.31,-1.60,0.64
4321,13.90,0.17,1486,0.00,0.00,16,14.10,17.50,5.51,8.23,-1.60,0.64
4494,14.01,0.17,1479,0.00,0.00,16,14.10,18.00,5.51,8.31,-1.60,0.64
4667,13.90,0.17,1483,0.00,0.00,16,14.10,19.00,5.51,8.23,-1.60,0.64
7440,13.90,0.17,1470,0.00,0.00,16,14.10,18.00,5.51,8.23,-1.60,0.64
7612,14.01,0.17,1472,0.00,0.00,16,14.10,17.50,5.51,8.19,-1.60,0.64
7785,14.01,0.16,1467,0.00,0.00,16,14.10,18.50,5.51,8.14,-1.60,0.64
7958,14.01,0.17,1480,0.00,0.00,16,14.10,17.00,5.51,8.27,-1.60,0.64
8131,13.90,0.17,1488,0.00,0.00,16,14.10,17.50,5.51,8.14,-1.60,0.64
8304,14.01,0.17,1472,0.00,0.00,16,14.10,18.00,5.51,8.23,-1.60,0.64
8498,13.90,0.17,1472,0.00,0.00,16,14.10,18.00,5.51,8.14,-1.60,0.64
8669,14.01,0.17,1479,0.00,0.00,16,14.10,16.50,5.51,8.19,-1.60,0.64
8843,13.90,0.17,1464,0.00,0.00,16,14.10,19.00,5.51,8.23,-1.60,0.64
9016,14.01,0.17,1469,0.00,0.00,16,14.10,18.00,5.51,8.14,-1.60,0.64
9188,14.01,0.17,1486,0.00,0.00,16,14.10,16.00,5.51,8.11,-1.60,0.64
9361,14.01,0.17,1457,0.00,0.00,16,14.10,19.00,5.51,8.19,-1.60,0.64
9534,14.01,0.17,1474,0.00,0.00,16,14.10,17.00,5.51,8.14,-1.60,0.64
9706,14.01,0.17,1454,0.00,0.00,16,14.10,19.00,5.51,8.27,-1.60,0.64
9880,14.13,0.17,1472,0.00,0.00,16,14.10,16.50,5.51,8.31,-1.60,0.64
10052,14.01,0.17,1478,0.00,0.00,16,14.10,16.50,5.51,8.19,-1.60,0.64
10225,14.01,0.17,1472,0.00,0.00,16,14.10,17.00,5.51,8.19,-1.60,0.64
10397,13.90,0.17,1473,0.00,0.00,16,14.10,17.00,5.51,8.14,-1.60,0.64
10569,14.01,0.17,1464,0.00,0.00,16,14.10,18.00,5.51,8.14,-1.60,0.64
10743,13.90,0.17,1474,0.00,0.00,16,14.10,16.50,5.51,8.23,-1.60,0.64
10915,14.01,0.17,1470,0.00,0.00,16,14.10,17.00,5.51,8.14,-1.60,0.64
11089,14.13,0.17,1459,0.00,0.00,16,14.10,18.50,5.51,8.19,-1.60,0.64
11261,14.13,0.17,1474,0.00,0.00,16,14.10,16.50,5.51,8.14,-1.60,0.64
11433,13.90,0.17,1458,0.00,0.00,16,14.10,18.50,5.51,8.19,-1.60,0.64
11606,14.01,0.16,1482,0.00,0.00,16,14.10,16.00,5.51,8.19,-1.60,0.64
11778,13.90,0.17,1478,0.00,0.00,16,14.10,17.50,5.51,8.23,-1.60,0.64
11950,14.01,0.17,1471,0.00,0.00,16,14.10,17.50,5.51,8.19,-1.60,0.64
12123,13.78,0.17,1485,0.00,0.00,16,14.10,16.50,5.51,8.14,-1.60,0.64
12296,14.01,0.16,1476,0.00,0.00,16,14.10,17.50,5.51,8.14,-1.60,0.64
12469,13.90,0.16,1468,0.00,0.00,16,14.10,18.00,5.51,8.14,-1.60,0.64
15278,14.01,0.17,1476,0.00,0.00,16,14.10,16.50,5.51,8.14,-1.60,0.64
15451,13.90,0.16,1486,0.00,0.00,16,14.10,16.00,5.37,8.14,-1.60,0.64
15623,13.90,0.16,1472,0.00,0.00,16,14.10,17.50,5.37,8.06,-1.60,0.64
15796,13.78,0.16,1470,0.00,0.00,16,14.10,17.50,5.51,8.03,-1.60,0.64
15968,13.90,0.17,1474,0.00,0.00,16,14.10,16.50,5.51,8.14,-1.60,0.64
16141,14.01,0.16,1472,0.00,0.00,16,14.10,18.00,5.37,8.06,-1.60,0.64
16314,14.01,0.16,1474,0.00,0.00,16,14.10,16.50,5.37,8.06,-1.60,0.64
16486,13.90,0.16,1480,0.00,0.00,16,14.10,16.50,5.37,7.94,-1.60,0.64
16660,13.90,0.17,1452,0.00,0.00,16,14.10,19.00,5.51,8.27,-1.60,0.64
16832,13.90,0.17,1478,0.00,0.00,16,14.10,16.00,5.37,8.03,-1.60,0.64
17005,13.90,0.16,1475,0.00,0.00,16,14.10,16.50,5.37,8.03,-1.60,0.64
17176,13.78,0.17,1456,0.00,0.00,16,14.10,19.00,5.37,8.06,-1.60,0.64
17349,14.01,0.17,1454,0.00,0.00,16,14.10,19.00,5.51,8.11,-1.60,0.64
17522,14.01,0.16,1463,0.00,0.00,16,14.10,17.50,5.37,7.98,-1.60,0.64
17695,14.13,0.16,1469,0.00,0.00,16,14.10,17.00,5.37,7.94,-1.60,0.64
17867,14.01,0.17,1454,0.00,0.00,16,14.10,19.00,5.37,8.11,-1.60,0.64
18040,14.01,0.17,1463,0.00,0.00,16,14.10,16.50,5.37,8.11,-1.60,0.64
18212,13.78,0.16,1466,0.00,0.00,16,14.10,17.50,5.37,8.06,-1.60,0.64
18385,13.90,0.17,1458,0.00,0.00,16,14.10,17.00,5.51,8.06,-1.60,0.64
18557,13.90,0.16,1473,0.00,0.00,16,14.10,16.50,5.51,7.94,-1.60,0.64
18734,13.90,0.16,1462,0.00,0.00,16,14.10,17.50,5.37,8.03,-1.60,0.64
18902,14.01,0.16,1477,0.00,0.00,16,14.10,16.50,5.37,7.98,-1.60,0.64
19076,14.01,0.16,1460,0.00,0.00,16,14.10,18.00,5.37,7.98,-1.60,0.64
19247,14.01,0.16,1476,0.00,0.00,16,14.10,16.00,5.37,8.03,-1.60,0.64
19420,13.90,0.16,1473,0.00,0.00,16,14.10,16.50,5.37,8.06,-1.60,0.64
19592,13.90,0.16,1475,0.00,0.00,16,14.10,16.50,5.37,7.94,-1.60,0.64
19765,14.01,0.16,1472,0.00,0.00,16,14.10,16.50,5.37,7.90,-1.60,0.64
19937,14.01,0.16,1460,0.00,0.00,16,14.10,19.00,5.37,7.94,-1.60,0.64
20110,13.90,0.17,1463,0.00,0.00,16,14.10,17.50,5.37,7.98,-1.60,0.64
23000,13.90,0.16,1446,0.00,0.00,16,14.10,18.00,5.51,7.90,-1.60,0.64
23173,14.01,0.16,1446,0.00,0.00,16,14.10,17.50,5.51,7.90,-1.60,0.64
23346,13.90,0.16,1443,0.00,0.00,16,14.10,18.00,5.51,7.82,-1.60,0.64
23518,14.13,0.16,1447,0.00,0.00,16,14.10,17.50,5.37,7.86,-1.60,0.64
23691,13.90,0.16,1455,0.00,0.00,16,14.10,17.00,5.37,7.82,-1.60,0.64
23863,13.90,0.16,1457,0.00,0.00,16,14.10,17.00,5.37,7.78,-1.60,0.64
24036,13.90,0.16,1440,0.00,0.00,16,14.10,17.50,5.51,7.86,-1.60,0.64
24209,14.01,0.16,1449,0.00,0.00,16,14.10,17.50,5.51,7.82,-1.60,0.64
24382,14.13,0.16,1449,0.00,0.00,16,14.10,17.00,5.51,7.86,-1.60,0.64
24554,13.90,0.16,1446,0.00,0.00,16,14.10,17.50,5.51,7.82,-1.60,0.64
24727,14.13,0.16,1443,0.00,0.00,16,14.10,17.50,5.51,7.82,-1.60,0.64
24900,14.01,0.16,1454,0.00,0.00,16,14.10,17.50,5.51,7.78,-1.60,0.64
25072,14.13,0.16,1452,0.00,0.00,16,14.10,16.50,5.37,7.90,-1.60,0.64
25244,14.01,0.16,1445,0.00,0.00,16,14.10,17.50,5.37,7.90,-1.60,0.64
25416,14.01,0.16,1454,0.00,0.00,16,14.10,17.00,5.37,7.78,-1.60,0.64
25588,13.78,0.16,1455,0.00,0.00,16,14.10,16.00,5.37,7.82,-1.60,0.64
25761,13.78,0.16,1460,0.00,0.00,16,14.10,16.50,5.51,7.90,-1.60,0.64
25934,14.01,0.16,1465,0.00,0.00,16,14.10,16.00,5.37,7.82,-1.60,0.64
26106,13.78,0.16,1463,0.00,0.00,16,14.10,16.50,5.37,7.90,-1.60,0.64
26280,13.90,0.16,1450,0.00,0.00,16,14.10,17.50,5.37,7.78,-1.60,0.64
26453,13.90,0.16,1455,0.00,0.00,16,14.10,16.50,5.37,7.82,-1.60,0.64
26625,14.01,0.16,1444,0.00,0.00,16,14.10,17.50,5.37,7.86,-1.60,0.64
26798,13.90,0.16,1458,0.00,0.00,16,14.10,17.50,5.37,7.82,-1.60,0.64
26970,14.13,0.16,1446,0.00,0.00,16,14.10,17.50,5.37,7.82,-1.60,0.64
27142,14.01,0.16,1440,0.00,0.00,16,14.10,17.50,5.37,7.82,-1.60,0.64
27317,14.13,0.16,1432,0.00,0.00,16,14.10,18.50,5.51,7.82,-1.60,0.64
27492,14.13,0.16,1443,0.00,0.00,16,14.10,17.50,5.51,7.86,-1.60,0.64
27661,14.24,0.16,1440,0.00,0.00,16,14.10,17.50,5.51,7.82,-1.60,0.64
27838,14.24,0.16,1454,0.00,0.00,16,14.10,16.50,5.37,7.78,-1.60,0.64
28007,14.01,0.16,1457,0.00,0.00,16,14.10,17.50,5.37,7.86,-1.60,0.64
30770,14.01,0.16,1442,0.00,0.00,16,14.10,17.50,5.37,7.78,-1.60,0.64
30942,14.13,0.16,1452,0.00,0.00,16,14.10,16.00,5.37,7.74,-1.60,0.64
31115,14.01,0.16,1450,0.00,0.00,16,14.10,16.50,5.37,7.86,-1.60,0.64
31288,14.01,0.17,1452,0.00,0.00,16,14.10,16.50,5.37,7.94,-1.60,0.64
31460,13.90,0.16,1451,0.00,0.00,16,14.10,17.00,5.37,7.86,-1.60,0.64
31633,13.90,0.16,1456,0.00,0.00,16,14.10,17.00,5.37,7.82,-1.60,0.64
31806,13.67,0.16,1444,0.00,0.00,16,14.10,17.50,5.37,7.82,-1.60,0.64
31978,14.01,0.16,1445,0.00,0.00,16,14.10,17.50,5.37,7.90,-1.60,0.64
32151,13.78,0.16,1446,0.00,0.00,16,14.10,17.50,5.37,7.86,-1.60,0.64
32323,13.90,0.16,1461,0.00,0.00,16,14.10,16.00,5.37,7.66,-1.60,0.64
32494,13.78,0.16,1440,0.00,0.00,16,14.10,18.50,5.37,7.78,-1.60,0.64
32669,13.78,0.16,1449,0.00,0.00,16,14.10,17.50,5.37,7.78,-1.60,0.64
32841,13.90,0.16,1458,0.00,0.00,16,14.10,16.50,5.37,7.82,-1.60,0.64
33014,13.90,0.16,1459,0.00,0.00,16,14.10,16.50,5.37,7.82,-1.60,0.64
33186,14.01,0.16,1459,0.00,0.00,16,14.10,16.50,5.37,7.78,-1.60,0.64
33359,13.78,0.16,1444,0.00,0.00,16,14.10,18.00,5.37,7.78,-1.60,0.64
33531,13.90,0.16,1459,0.00,0.00,16,14.10,17.50,5.37,7.78,-1.60,0.64
33704,13.90,0.16,1441,0.00,0.00,16,14.10,18.50,5.37,7.78,-1.60,0.64
33876,14.13,0.16,1446,0.00,0.00,16,14.10,17.50,5.37,7.78,-1.60,0.64
34048,13.90,0.16,1444,0.00,0.00,16,14.10,17.50,5.37,7.78,-1.60,0.64
34222,14.01,0.16,1457,0.00,0.00,16,14.10,16.50,5.37,7.74,-1.60,0.64
34394,13.90,0.16,1443,0.00,0.00,16,14.10,18.00,5.37,7.74,-1.60,0.64
34567,14.01,0.16,1459,0.00,0.00,16,14.10,16.50,5.37,7.66,-1.60,0.64
34739,14.01,0.16,1446,0.00,0.00,16,14.10,17.50,5.37,7.74,-1.60,0.64
34912,13.90,0.16,1452,0.00,0.00,16,14.10,16.50,5.37,7.70,-1.60,0.64
35089,14.13,0.16,1441,0.00,0.00,16,14.10,17.50,5.37,7.82,-1.60,0.64
35257,14.24,0.16,1444,0.00,0.00,16,14.10,17.50,5.37,7.66,-1.60,0.64
35430,14.36,0.16,1432,0.00,0.00,16,14.10,18.00,5.37,7.66,-1.60,0.64
35602,14.13,0.16,1426,0.00,0.00,16,14.10,17.50,5.37,7.82,-1.60,0.64
35775,14.01,0.16,1443,0.00,0.00,16,14.10,17.00,5.37,7.82,-1.60,0.64
38548,14.01,0.16,1424,0.00,0.00,16,14.10,16.50,5.51,7.78,-1.60,0.64
38721,14.13,0.16,1433,0.00,0.00,16,14.10,15.50,5.51,7.90,-1.60,0.64
38896,14.01,0.16,1442,0.00,0.00,16,14.10,15.50,5.51,7.78,-1.60,0.64
39071,14.01,0.16,1442,0.00,0.00,16,14.10,15.50,5.51,7.66,-1.60,0.64
39244,13.90,0.17,1432,0.00,0.00,16,14.10,16.50,5.51,7.90,-1.60,0.64
39415,13.90,0.16,1428,0.00,0.00,16,14.10,17.50,5.37,7.90,-1.60,0.64
39588,14.01,0.16,1436,0.00,0.00,16,14.10,16.50,5.37,7.74,-1.60,0.64
39761,13.67,0.16,1434,0.00,0.00,16,14.10,17.00,5.37,7.74,-1.60,0.64
39935,13.78,0.16,1434,0.00,0.00,16,14.10,16.50,5.37,7.86,-1.60,0.64
40107,13.78,0.16,1431,0.00,0.00,16,14.10,17.50,5.37,7.82,-1.60,0.64
40279,13.78,0.16,1445,0.00,0.00,16,14.10,16.00,5.37,7.78,-1.60,0.64
40451,13.90,0.16,1434,0.00,0.00,16,14.10,17.00,5.37,7.86,-1.60,0.64
40625,14.01,0.16,1437,0.00,0.00,16,14.10,16.50,5.37,7.74,-1.60,0.64
40796,14.13,0.16,1434,0.00,0.00,16,14.10,17.00,5.37,7.82,-1.60,0.64
40969,13.90,0.16,1424,0.00,0.00,16,14.10,18.00,5.37,7.74,-1.60,0.64
41141,14.13,0.16,1433,0.00,0.00,16,14.10,17.00,5.37,7.74,-1.60,0.64
41314,14.13,0.16,1431,0.00,0.00,16,14.10,17.00,5.37,7.54,-1.60,0.64
41486,14.01,0.16,1430,0.00,0.00,16,14.10,16.50,5.37,7.74,-1.60,0.64
41659,14.13,0.16,1433,0.00,0.00,16,14.10,16.50,5.51,7.78,-1.60,0.64
41832,14.01,0.16,1426,0.00,0.00,16,14.10,17.50,5.37,7.70,-1.60,0.64
42004,14.13,0.17,1428,0.00,0.00,16,14.10,18.00,5.51,7.86,-1.60,0.64
42176,13.78,0.16,1423,0.00,0.00,16,14.10,17.50,5.37,7.66,-1.60,0.64
42348,14.01,0.16,1441,0.00,0.00,16,14.10,15.50,5.37,7.70,-1.60,0.64
42520,13.90,0.16,1422,0.00,0.00,16,14.10,16.50,5.37,7.74,-1.60,0.64
42694,13.90,0.16,1439,0.00,0.00,16,14.10,15.50,5.37,7.54,-1.60,0.64
42865,14.01,0.16,1422,0.00,0.00,16,14.10,17.50,5.37,7.74,-1.60,0.64
43038,14.13,0.16,1433,0.00,0.00,16,14.10,17.50,5.37,7.78,-1.60,0.64
43211,14.13,0.16,1417,0.00,0.00,16,14.10,18.00,5.37,7.74,-1.60,0.64
43384,14.13,0.16,1430,0.00,0.00,16,14.10,16.50,5.37,7.78,-1.60,0.64
50257,14.24,0.16,1421,0.00,0.00,16,14.10,16.50,5.51,7.70,-1.60,0.64
50431,14.01,0.16,1427,0.00,0.00,16,14.10,17.50,5.37,7.70,-1.60,0.64
50607,14.13,0.16,1419,0.00,0.00,16,14.10,17.00,5.51,7.54,-1.60,0.64
