Time (msec),A/F Sensor #1 (AFR),Coolant Temperature (F),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),Turbo Dynamics Proportional* (absolute %)
0,14.59,106,0.15,1290,0.00,0.00,16,14.10,16.00,4.93,-9.78,6.26,1.50,0.00,0.64,0.00
78,14.59,106,0.15,1287,0.00,0.00,16,14.10,16.00,4.93,-9.78,6.26,1.48,0.00,0.64,0.00
141,14.59,106,0.15,1294,0.00,0.00,16,14.10,15.50,4.93,-9.82,6.26,1.50,0.00,0.64,0.00
203,14.59,106,0.14,1291,0.00,0.00,16,14.10,15.50,4.93,-9.82,6.26,1.50,0.00,0.64,0.00
266,14.59,106,0.14,1293,0.00,0.00,16,14.10,14.50,4.93,-9.82,6.26,1.50,0.00,0.64,0.00
328,14.47,106,0.14,1300,0.00,0.00,16,14.10,14.50,4.93,-9.82,6.26,1.50,0.00,0.64,0.00
391,14.36,106,0.15,1287,0.00,0.00,16,14.10,16.00,4.93,-9.82,6.26,1.48,0.00,0.64,0.00
454,14.47,106,0.14,1297,0.00,0.00,16,14.10,15.00,4.93,-9.82,6.26,1.48,0.00,0.64,0.00
517,14.24,106,0.14,1302,0.00,0.00,16,14.10,14.50,4.93,-9.82,6.22,1.48,0.00,0.64,0.00
579,14.24,106,0.15,1290,0.00,0.00,16,14.10,15.50,4.93,-9.84,6.22,1.50,0.00,0.64,0.00
642,14.36,106,0.14,1288,0.00,0.00,16,14.10,16.00,4.79,-9.82,6.22,1.50,0.00,0.64,0.00
704,14.36,106,0.14,1288,0.00,0.00,16,14.10,16.00,4.93,-9.82,6.22,1.48,0.00,0.64,0.00
767,14.24,106,0.14,1300,0.00,0.00,16,14.10,14.50,4.93,-9.82,6.15,1.48,0.00,0.64,0.00
861,14.24,106,0.14,1291,0.00,0.00,16,14.10,15.50,4.93,-9.82,6.18,1.48,0.00,0.64,0.00
907,14.36,106,0.15,1286,0.00,0.00,16,14.10,16.50,4.79,-9.84,6.26,1.50,0.00,0.64,0.00
970,14.24,106,0.14,1294,0.00,0.00,16,14.10,15.50,4.79,-9.84,6.26,1.50,0.00,0.64,0.00
1033,14.13,106,0.14,1287,0.00,0.00,16,14.10,16.00,4.93,-9.82,6.18,1.48,0.00,0.64,0.00
1095,14.36,106,0.14,1304,0.00,0.00,16,14.10,14.00,4.79,-9.82,6.18,1.48,0.00,0.64,0.00
1158,14.36,106,0.14,1290,0.00,0.00,16,14.10,16.00,4.79,-9.84,6.18,1.48,0.00,0.64,0.00
1220,14.36,106,0.14,1293,0.00,0.00,16,14.10,16.50,4.79,-9.84,6.22,1.48,0.00,0.64,0.00
1283,14.36,106,0.14,1288,0.00,0.00,16,14.10,16.00,4.93,-9.82,6.18,1.48,0.00,0.64,0.00
1345,14.36,106,0.14,1281,0.00,0.00,16,14.10,16.50,4.79,-9.84,6.18,1.50,0.00,0.64,0.00
1408,14.24,106,0.14,1296,0.00,0.00,16,14.10,15.00,4.93,-9.82,6.18,1.48,0.00,0.64,0.00
1470,14.24,106,0.14,1276,0.00,0.00,16,14.10,17.00,4.93,-9.82,6.11,1.48,0.00,0.64,0.00
1548,14.36,106,0.14,1284,0.00,0.00,16,14.10,16.50,4.79,-9.84,6.18,1.48,0.00,0.64,0.00
1611,14.36,106,0.14,1291,0.00,0.00,16,14.10,15.50,4.79,-9.84,6.18,1.48,0.00,0.64,0.00
1673,14.24,106,0.14,1282,0.00,0.00,16,14.10,16.50,4.93,-9.82,6.18,1.50,0.00,0.64,0.00
1736,14.47,106,0.15,1288,0.00,0.00,16,14.10,15.50,4.79,-9.84,6.26,1.50,0.00,0.64,0.00
1798,14.47,106,0.14,1282,0.00,0.00,16,14.10,16.00,4.79,-9.84,6.18,1.48,0.00,0.64,0.00
1861,14.47,106,0.14,1297,0.00,0.00,16,14.10,14.50,4.93,-9.82,6.15,1.48,0.00,0.64,0.00
1923,14.47,106,0.14,1282,0.00,0.00,16,14.10,16.00,4.79,-9.84,6.11,1.48,0.00,0.64,0.00
1986,14.47,106,0.15,1274,0.00,0.00,16,14.10,17.00,4.79,-9.84,6.18,1.48,0.00,0.64,0.00
2052,14.47,106,0.15,1285,0.00,0.00,16,14.10,15.50,4.93,-9.82,6.18,1.50,0.00,0.64,0.00
4110,14.47,106,0.15,1285,0.00,0.00,16,14.10,15.50,4.93,-9.82,6.18,1.50,0.00,0.64,0.00
4759,14.36,106,0.15,1267,0.00,0.00,16,14.10,16.50,4.93,-9.82,6.18,1.48,0.00,0.64,0.00
4822,14.47,106,0.14,1273,0.00,0.00,16,14.10,16.00,4.93,-9.82,6.18,1.48,0.00,0.64,0.00
4884,14.36,108,0.14,1288,0.00,0.00,16,14.10,14.50,4.93,-9.84,6.11,1.48,0.00,0.64,0.00
4962,14.36,108,0.14,1273,0.00,0.00,16,14.10,16.00,4.79,-9.84,6.11,1.48,0.00,0.64,0.00
5025,14.47,108,0.15,1281,0.00,0.00,16,14.10,15.50,4.79,-9.84,6.18,1.48,0.00,0.64,0.00
5087,14.47,108,0.14,1270,0.00,0.00,16,14.10,16.50,4.79,-9.86,6.15,1.48,0.00,0.64,0.00
5150,14.24,108,0.14,1268,0.00,0.00,16,14.10,16.50,4.79,-9.82,6.15,1.48,0.00,0.64,0.00
5212,14.36,108,0.14,1277,0.00,0.00,16,14.10,15.50,4.79,-9.82,6.07,1.48,0.00,0.64,0.00
5275,14.36,108,0.14,1275,0.00,0.00,16,14.10,15.50,4.79,-9.84,6.07,1.48,0.00,0.64,0.00
5337,14.24,108,0.15,1274,0.00,0.00,16,14.10,16.00,4.93,-9.82,6.11,1.48,0.00,0.64,0.00
5400,14.24,108,0.15,1259,0.00,0.00,16,14.10,16.50,4.93,-9.82,6.15,1.48,0.00,0.64,0.00
5462,14.36,108,0.15,1261,0.00,0.00,16,14.10,17.00,4.93,-9.82,6.18,1.48,0.00,0.64,0.00
5525,14.36,108,0.15,1278,0.00,0.00,16,14.10,15.00,4.93,-9.82,6.15,1.50,0.00,0.64,0.00
5587,14.36,108,0.14,1271,0.00,0.00,16,14.10,16.00,4.93,-9.82,6.18,1.48,0.00,0.64,0.00
5665,14.36,108,0.14,1275,0.00,0.00,16,14.10,15.50,4.93,-9.82,6.11,1.48,0.00,0.64,0.00
5717,14.47,108,0.15,1268,0.00,0.00,16,14.10,16.00,4.93,-9.82,6.15,1.48,0.00,0.64,0.00
5780,14.47,108,0.15,1251,0.00,0.00,16,14.10,17.50,4.93,-9.82,6.22,1.48,0.00,0.64,0.00
5858,14.36,108,0.15,1251,0.00,0.00,16,14.10,17.50,4.93,-9.78,6.18,1.50,0.00,0.64,0.00
5920,14.36,108,0.15,1236,0.00,0.00,16,14.10,19.00,4.93,-9.77,6.22,1.48,0.00,0.64,0.00
5983,14.47,108,0.15,1238,0.00,0.00,16,14.10,18.50,4.93,-9.73,6.15,1.48,0.00,0.64,0.00
6045,14.24,108,0.15,1238,0.00,0.00,16,14.10,17.50,4.93,-9.73,6.26,1.48,0.00,0.64,0.00
6108,14.36,108,0.16,1242,0.00,0.00,16,14.10,19.00,4.93,-9.67,6.40,1.50,0.00,0.64,0.00
6170,14.36,108,0.16,1230,0.00,0.00,16,14.10,19.50,5.08,-9.61,6.44,1.50,0.00,0.64,0.00
6233,14.24,108,0.16,1222,0.00,0.00,16,14.10,17.50,5.08,-9.57,6.48,1.50,0.00,0.64,0.00
6295,14.36,108,0.16,1236,0.00,0.00,16,14.10,18.00,5.08,-9.53,6.59,1.52,0.00,0.64,0.00
6358,14.36,108,0.16,1228,0.00,0.00,16,14.10,18.00,5.22,-9.48,6.59,1.52,0.00,0.64,0.00
6420,14.24,108,0.16,1238,0.00,0.00,16,14.10,17.50,5.22,-9.48,6.59,1.52,0.00,0.64,0.00
6483,14.24,108,0.16,1230,0.00,0.00,16,14.10,17.50,5.22,-9.40,6.62,1.52,0.00,0.64,0.00
6561,14.36,108,0.16,1228,0.00,0.00,16,14.10,15.50,5.37,-9.36,6.70,1.52,0.00,0.64,0.00
6623,14.36,108,0.16,1244,0.00,0.00,16,14.10,16.50,5.37,-9.34,6.77,1.52,0.00,0.64,0.00
6686,14.36,108,0.16,1238,0.00,0.00,16,14.10,17.00,5.37,-9.30,6.77,1.52,0.00,0.64,0.00
6748,14.47,108,0.17,1231,0.00,0.00,16,14.10,17.00,5.37,-9.26,6.84,1.54,0.00,0.64,0.00
6811,14.47,108,0.17,1249,0.00,0.00,16,14.10,15.00,5.37,-9.26,6.84,1.54,0.00,0.64,0.00
6873,14.47,108,0.16,1248,0.00,0.00,16,14.10,15.00,5.51,-9.24,6.95,1.54,0.00,0.64,0.00
6936,14.59,108,0.17,1248,0.00,0.00,16,14.10,15.00,5.51,-9.24,6.92,1.54,0.00,0.64,0.00
6998,14.59,108,0.17,1263,0.00,0.00,16,14.10,13.50,5.51,-9.24,6.99,1.54,0.00,0.64,0.00
7061,14.59,108,0.17,1259,0.00,0.00,16,14.10,14.00,5.51,-9.20,7.03,1.54,0.00,0.64,0.00
7124,14.70,108,0.17,1262,0.00,0.00,16,14.10,14.00,5.51,-9.20,7.06,1.56,0.00,0.64,0.00
7186,14.70,108,0.17,1264,0.00,0.00,16,14.10,14.00,5.51,-9.20,7.10,1.56,0.00,0.64,0.00
7264,14.70,108,0.17,1266,0.00,0.00,16,14.10,14.00,5.51,-9.18,7.06,1.54,0.00,0.64,0.00
7327,14.81,108,0.17,1281,0.00,0.00,16,14.10,12.50,5.51,-9.18,7.17,1.56,0.00,0.64,0.00
7389,14.81,108,0.17,1282,0.00,0.00,16,14.10,12.00,5.51,-9.24,7.10,1.54,0.00,0.64,0.00
7452,14.81,108,0.16,1280,0.00,0.00,16,14.10,13.00,5.51,-9.22,7.06,1.54,0.00,0.64,0.00
7514,14.81,108,0.16,1287,0.00,0.00,16,14.10,12.50,5.51,-9.24,7.06,1.56,0.00,0.64,0.00
7577,14.81,108,0.17,1284,0.00,0.00,16,14.10,13.00,5.51,-9.24,7.10,1.56,0.00,0.64,0.00
7639,14.81,108,0.16,1292,0.00,0.00,16,14.10,13.00,5.37,-9.26,7.10,1.54,0.00,0.64,0.00
7702,14.81,108,0.16,1286,0.00,0.00,16,14.10,13.50,5.37,-9.26,7.03,1.54,0.00,0.64,0.00
7764,14.81,108,0.16,1293,0.00,0.00,16,14.10,13.00,5.37,-9.28,7.10,1.56,0.00,0.64,0.00
7826,14.81,108,0.16,1307,0.00,0.00,16,14.10,11.50,5.37,-9.32,7.10,1.56,0.00,0.64,0.00
7889,14.70,108,0.16,1314,0.00,0.00,16,14.10,11.50,5.37,-9.32,7.03,1.56,0.00,0.64,0.00
7967,14.81,108,0.16,1320,0.00,0.00,16,14.10,11.00,5.37,-9.34,7.03,1.54,0.00,0.64,0.00
8030,14.81,108,0.16,1322,0.00,0.00,16,14.10,11.50,5.37,-9.38,6.99,1.54,0.00,0.64,0.00
8092,14.70,108,0.16,1331,0.00,0.00,16,14.10,10.50,5.37,-9.38,7.03,1.54,0.00,0.64,0.00
8155,14.70,108,0.16,1319,0.00,0.00,16,14.10,12.50,5.37,-9.38,6.99,1.54,0.00,0.64,0.00
8206,14.70,108,0.16,1322,0.00,0.00,16,14.10,12.50,5.37,-9.40,7.03,1.54,0.00,0.64,0.00
8300,14.70,108,0.16,1334,0.00,0.00,16,14.10,11.00,5.22,-9.40,6.88,1.54,0.00,0.64,0.00
8347,14.59,108,0.16,1330,0.00,0.00,16,14.10,12.00,5.22,-9.44,6.95,1.54,0.00,0.64,0.00
8409,14.47,108,0.16,1340,0.00,0.00,16,14.10,11.50,5.22,-9.46,7.03,1.54,0.00,0.64,0.00
8472,14.47,108,0.15,1340,0.00,0.00,16,14.10,11.50,5.22,-9.46,6.99,1.54,0.00,0.64,0.00
8534,14.47,108,0.15,1356,0.00,0.00,16,14.10,10.50,5.22,-9.49,6.88,1.54,0.00,0.64,0.00
8597,14.47,108,0.15,1356,0.00,0.00,16,14.10,13.00,5.22,-9.53,6.73,1.54,0.00,0.64,0.00
8660,14.36,108,0.15,1341,0.00,0.00,16,14.10,11.50,5.22,-9.55,6.70,1.52,0.00,0.64,0.00
8722,14.24,108,0.15,1351,0.00,0.00,16,14.10,13.00,5.08,-9.55,6.77,1.52,0.00,0.64,0.00
8785,14.24,108,0.15,1347,0.00,0.00,16,14.10,13.00,5.08,-9.57,6.77,1.54,0.00,0.64,0.00
8847,14.13,108,0.15,1349,0.00,0.00,16,14.10,13.00,5.08,-9.59,6.77,1.52,0.00,0.64,0.00
8910,14.01,108,0.15,1348,0.00,0.00,16,14.10,13.00,5.08,-9.63,6.77,1.52,0.00,0.64,0.00
8988,14.13,108,0.15,1352,0.00,0.00,16,14.10,14.00,5.08,-9.59,6.73,1.52,0.00,0.64,0.00
9050,14.13,108,0.15,1344,0.00,0.00,16,14.10,13.00,5.08,-9.63,6.77,1.52,0.00,0.64,0.00
9113,14.13,108,0.15,1356,0.00,0.00,16,14.10,14.50,5.08,-9.65,6.73,1.52,0.00,0.64,0.00
9176,14.13,108,0.15,1344,0.00,0.00,16,14.10,13.50,5.08,-9.67,6.59,1.50,0.00,0.64,0.00
9238,14.24,108,0.14,1353,0.00,0.00,16,14.10,13.50,5.08,-9.67,6.51,1.50,0.00,0.64,0.00
9301,14.24,108,0.14,1352,0.00,0.00,16,14.10,14.00,4.93,-9.73,6.51,1.50,0.00,0.64,0.00
9363,14.13,108,0.14,1354,0.00,0.00,16,14.10,14.00,4.93,-9.73,6.48,1.50,0.00,0.64,0.00
9426,14.01,108,0.15,1343,0.00,0.00,16,14.10,14.00,4.93,-9.75,6.55,1.50,0.00,0.64,0.00
9488,14.13,108,0.14,1343,0.00,0.00,16,14.10,15.50,4.93,-9.73,6.55,1.50,0.00,0.64,0.00
9551,14.01,108,0.14,1350,0.00,0.00,16,14.10,14.50,4.93,-9.77,6.40,1.50,0.00,0.64,0.00
9613,13.90,108,0.14,1338,0.00,0.00,16,14.10,15.50,4.93,-9.77,6.37,1.50,0.00,0.64,0.00
9691,14.01,108,0.15,1344,0.00,0.00,16,14.10,15.50,4.93,-9.77,6.40,1.50,0.00,0.64,0.00
9754,14.01,108,0.14,1341,0.00,0.00,16,14.10,15.50,4.93,-9.77,6.48,1.50,0.00,0.64,0.00
9816,13.90,108,0.14,1347,0.00,0.00,16,14.10,15.00,4.93,-9.80,6.37,1.50,0.00,0.64,0.00
9879,13.90,108,0.14,1332,0.00,0.00,16,14.10,16.50,4.93,-9.78,6.44,1.50,0.00,0.64,0.00
11928,13.90,108,0.14,1332,0.00,0.00,16,14.10,16.50,4.93,-9.78,6.44,1.50,0.00,0.64,0.00
12563,14.47,109,0.15,1275,0.00,0.00,16,14.10,14.50,5.22,-9.51,6.62,1.52,0.00,0.64,0.00
12634,14.59,109,0.16,1277,0.00,0.00,16,14.10,14.50,5.22,-9.53,6.62,1.52,0.00,0.64,0.00
12682,14.59,109,0.16,1284,0.00,0.00,16,14.10,14.00,5.22,-9.53,6.59,1.52,0.00,0.64,0.00
12744,14.59,109,0.15,1274,0.00,0.00,16,14.10,15.00,5.22,-9.53,6.66,1.52,0.00,0.64,0.00
12806,14.70,109,0.15,1281,0.00,0.00,16,14.10,14.50,5.08,-9.55,6.59,1.52,0.00,0.64,0.00
12884,14.70,109,0.15,1294,0.00,0.00,16,14.10,13.00,5.08,-9.55,6.62,1.52,0.00,0.64,0.00
12947,14.70,109,0.15,1279,0.00,0.00,16,14.10,15.00,5.08,-9.55,6.55,1.52,0.00,0.64,0.00
13010,14.70,109,0.16,1273,0.00,0.00,16,14.10,15.50,5.08,-9.57,6.59,1.52,0.00,0.64,0.00
13075,14.81,109,0.16,1272,0.00,0.00,16,14.10,15.50,5.08,-9.57,6.63,1.52,0.00,0.64,0.00
13138,14.70,109,0.16,1283,0.00,0.00,16,14.10,14.50,5.08,-9.55,6.62,1.52,0.00,0.64,0.00
13200,14.81,109,0.15,1284,0.00,0.00,16,14.10,14.50,5.08,-9.55,6.59,1.52,0.00,0.64,0.00
13263,14.70,109,0.15,1289,0.00,0.00,16,14.10,14.00,5.08,-9.57,6.59,1.52,0.00,0.64,0.00
13325,14.70,109,0.15,1295,0.00,0.00,16,14.10,13.50,5.08,-9.57,6.51,1.52,0.00,0.64,0.00
13388,14.59,109,0.15,1278,0.00,0.00,16,14.10,15.50,5.08,-9.57,6.59,1.52,0.00,0.64,0.00
13450,14.59,109,0.15,1291,0.00,0.00,16,14.10,14.00,5.08,-9.61,6.55,1.52,0.00,0.64,0.00
13513,14.70,109,0.15,1286,0.00,0.00,16,14.10,13.00,5.08,-9.59,6.51,1.50,0.00,0.64,0.00
13575,14.59,109,0.15,1283,0.00,0.00,16,14.10,15.00,5.08,-9.61,6.51,1.50,0.00,0.64,0.00
13638,14.47,109,0.15,1283,0.00,0.00,16,14.10,14.00,5.08,-9.63,6.44,1.50,0.00,0.64,0.00
13700,14.59,109,0.15,1295,0.00,0.00,16,14.10,15.00,5.08,-9.63,6.55,1.50,0.00,0.64,0.00
13778,14.59,109,0.15,1287,0.00,0.00,16,14.10,14.50,5.08,-9.63,6.48,1.52,0.00,0.64,0.00
13841,14.47,109,0.15,1289,0.00,0.00,16,14.10,15.50,5.08,-9.63,6.55,1.50,0.00,0.64,0.00
13891,14.47,109,0.16,1277,0.00,0.00,16,14.10,16.50,5.08,-9.63,6.59,1.50,0.00,0.64,0.00
13969,14.59,109,0.15,1272,0.00,0.00,16,14.10,14.50,5.08,-9.63,6.55,1.52,0.00,0.64,0.00
14032,14.36,109,0.16,1286,0.00,0.00,16,14.10,17.00,5.08,-9.61,6.55,1.52,0.00,0.64,0.00
14094,14.36,109,0.15,1264,0.00,0.00,16,14.10,15.50,5.08,-9.63,6.55,1.52,0.00,0.64,0.00
14157,14.47,109,0.15,1275,0.00,0.00,16,14.10,15.50,5.08,-9.59,6.48,1.50,0.00,0.64,0.00
14219,14.59,109,0.15,1268,0.00,0.00,16,14.10,16.50,5.08,-9.59,6.40,1.50,0.00,0.64,0.00
14282,14.36,109,0.15,1269,0.00,0.00,16,14.10,15.00,5.08,-9.61,6.48,1.52,0.00,0.64,0.00
14344,14.47,109,0.15,1279,0.00,0.00,16,14.10,15.00,5.08,-9.63,6.44,1.50,0.00,0.64,0.00
14407,14.47,109,0.15,1266,0.00,0.00,16,14.10,16.50,5.08,-9.63,6.40,1.50,0.00,0.64,0.00
14469,14.36,109,0.15,1280,0.00,0.00,16,14.10,15.00,5.08,-9.63,6.37,1.50,0.00,0.64,0.00
14532,14.36,109,0.15,1272,0.00,0.00,16,14.10,15.50,5.08,-9.63,6.37,1.50,0.00,0.64,0.00
14594,14.47,109,0.15,1266,0.00,0.00,16,14.10,16.50,5.08,-9.65,6.40,1.50,0.00,0.64,0.00
14657,14.47,109,0.15,1280,0.00,0.00,16,14.10,14.50,5.08,-9.63,6.40,1.50,0.00,0.64,0.00
14735,14.47,109,0.15,1271,0.00,0.00,16,14.10,15.50,5.08,-9.63,6.37,1.50,0.00,0.64,0.00
14798,14.59,109,0.15,1280,0.00,0.00,16,14.10,15.50,5.08,-9.63,6.44,1.50,0.00,0.64,0.00
14860,14.59,109,0.15,1288,0.00,0.00,16,14.10,14.00,5.08,-9.65,6.40,1.50,0.00,0.64,0.00
14922,14.59,109,0.15,1277,0.00,0.00,16,14.10,15.50,5.08,-9.65,6.33,1.50,0.00,0.64,0.00
14985,14.70,109,0.15,1281,0.00,0.00,16,14.10,14.50,5.08,-9.67,6.29,1.50,0.00,0.64,0.00
15048,14.70,109,0.15,1279,0.00,0.00,16,14.10,15.00,5.08,-9.67,6.40,1.50,0.00,0.64,0.00
15110,14.59,109,0.15,1284,0.00,0.00,16,14.10,15.50,5.08,-9.65,6.40,1.50,0.00,0.64,0.00
15173,14.70,109,0.15,1280,0.00,0.00,16,14.10,15.00,5.08,-9.65,6.40,1.50,0.00,0.64,0.00
15235,14.70,109,0.15,1287,0.00,0.00,16,14.10,14.00,5.08,-9.67,6.37,1.50,0.00,0.64,0.00
15298,14.59,109,0.15,1299,0.00,0.00,16,14.10,13.00,5.08,-9.69,6.40,1.50,0.00,0.64,0.00
15360,14.70,109,0.15,1286,0.00,0.00,16,14.10,14.50,5.08,-9.67,6.44,1.50,0.00,0.64,0.00
15438,14.70,109,0.15,1297,0.00,0.00,16,14.10,13.50,4.93,-9.73,6.40,1.50,0.00,0.64,0.00
15490,14.59,109,0.15,1304,0.00,0.00,16,14.10,13.00,4.93,-9.75,6.33,1.50,0.00,0.64,0.00
15554,14.47,109,0.14,1289,0.00,0.00,16,14.10,14.50,4.93,-9.75,6.26,1.50,0.00,0.64,0.00
15621,14.59,109,0.15,1304,0.00,0.00,16,14.10,13.00,4.93,-9.75,6.29,1.50,0.00,0.64,0.00
15684,14.47,109,0.15,1299,0.00,0.00,16,14.10,14.00,4.93,-9.75,6.37,1.50,0.00,0.64,0.00
15746,14.36,109,0.15,1306,0.00,0.00,16,14.10,13.50,4.93,-9.77,6.29,1.50,0.00,0.64,0.00
15809,14.36,109,0.15,1289,0.00,0.00,16,14.10,15.50,4.93,-9.77,6.29,1.50,0.00,0.64,0.00
15887,14.24,109,0.15,1296,0.00,0.00,16,14.10,14.50,4.93,-9.77,6.33,1.50,0.00,0.64,0.00
15949,14.36,109,0.15,1306,0.00,0.00,16,14.10,13.50,4.93,-9.77,6.33,1.50,0.00,0.64,0.00
16012,14.36,109,0.14,1296,0.00,0.00,16,14.10,14.50,4.93,-9.77,6.29,1.50,0.00,0.64,0.00
16075,14.24,109,0.14,1312,0.00,0.00,16,14.10,13.00,4.93,-9.82,6.22,1.50,0.00,0.64,0.00
16137,14.36,109,0.14,1308,0.00,0.00,16,14.10,14.00,4.93,-9.82,6.22,1.50,0.00,0.64,0.00
16200,14.36,109,0.14,1314,0.00,0.00,16,14.10,13.00,4.93,-9.82,6.18,1.48,0.00,0.64,0.00
16262,14.24,109,0.14,1314,0.00,0.00,16,14.10,14.50,4.79,-9.86,6.18,1.48,0.00,0.64,0.00
16325,14.13,109,0.14,1304,0.00,0.00,16,14.10,14.00,4.79,-9.86,6.18,1.48,0.00,0.64,0.00
16387,14.24,109,0.14,1308,0.00,0.00,16,14.10,13.50,4.79,-9.88,6.11,1.48,0.00,0.64,0.00
16450,14.24,109,0.14,1316,0.00,0.00,16,14.10,15.50,4.79,-9.88,6.15,1.48,0.00,0.64,0.00
16512,14.13,109,0.14,1296,0.00,0.00,16,14.10,14.00,4.79,-9.92,6.18,1.48,0.00,0.64,0.00
16575,14.24,109,0.14,1312,0.00,0.00,16,14.10,15.00,4.79,-9.90,6.18,1.48,0.00,0.64,0.00
16652,14.24,109,0.14,1306,0.00,0.00,16,14.10,14.50,4.79,-9.92,6.15,1.48,0.00,0.64,0.00
16715,14.13,109,0.14,1309,0.00,0.00,16,14.10,15.50,4.79,-9.92,6.11,1.48,0.00,0.64,0.00
16778,14.01,109,0.14,1292,0.00,0.00,16,14.10,16.00,4.79,-9.94,6.07,1.48,0.00,0.64,0.00
16840,14.13,109,0.14,1294,0.00,0.00,16,14.10,15.50,4.79,-9.92,6.07,1.48,0.00,0.64,0.00
16903,14.13,109,0.14,1301,0.00,0.00,16,14.10,16.00,4.79,-9.94,6.04,1.48,0.00,0.64,0.00
16965,14.13,109,0.14,1294,0.00,0.00,16,14.10,16.00,4.79,-9.96,6.04,1.48,0.00,0.64,0.00
17028,14.13,109,0.14,1296,0.00,0.00,16,14.10,15.50,4.79,-9.96,6.00,1.48,0.00,0.64,0.00
17090,14.13,109,0.14,1284,0.00,0.00,16,14.10,16.50,4.79,-9.96,5.94,1.46,0.00,0.64,0.00
17153,14.13,109,0.14,1304,0.00,0.00,16,14.10,15.50,4.79,-9.96,5.98,1.48,0.00,0.64,0.00
17215,14.13,109,0.14,1296,0.00,0.00,16,14.10,15.50,4.79,-9.94,6.00,1.48,0.00,0.64,0.00
17278,14.24,109,0.14,1280,0.00,0.00,16,14.10,17.00,4.79,-9.96,5.98,1.48,0.00,0.64,0.00
17356,14.13,109,0.14,1296,0.00,0.00,16,14.10,15.50,4.79,-9.96,6.00,1.48,0.00,0.64,0.00
17408,14.13,109,0.14,1275,0.00,0.00,16,14.10,17.50,4.79,-9.94,6.00,1.48,0.00,0.64,0.00
17470,14.24,109,0.14,1274,0.00,0.00,16,14.10,17.00,4.79,-9.92,6.04,1.48,0.00,0.64,0.00
17533,14.24,109,0.14,1279,0.00,0.00,16,14.10,16.50,4.79,-9.94,6.04,1.48,0.00,0.64,0.00
17611,14.13,111,0.14,1277,0.00,0.00,16,14.10,16.50,4.79,-9.94,6.00,1.48,0.00,0.64,0.00
17674,14.24,111,0.14,1286,0.00,0.00,16,14.10,15.50,4.79,-9.94,5.91,1.46,0.00,0.64,0.00
17736,14.36,111,0.14,1275,0.00,0.00,16,14.10,16.50,4.79,-9.96,5.91,1.46,0.00,0.64,0.00
19787,14.36,111,0.14,1275,0.00,0.00,16,14.10,16.50,4.79,-9.96,5.91,1.46,0.00,0.64,0.00
20280,14.59,111,0.15,1264,0.00,0.00,16,14.10,14.50,4.93,-9.77,6.07,1.48,0.00,0.64,0.00
20342,14.47,111,0.14,1248,0.00,0.00,16,14.10,16.00,4.93,-9.77,6.04,1.48,0.00,0.64,0.00
20420,14.47,111,0.15,1252,0.00,0.00,16,14.10,15.50,4.93,-9.78,6.11,1.48,0.00,0.64,0.00
20483,14.36,111,0.15,1258,0.00,0.00,16,14.10,15.00,4.93,-9.77,6.11,1.48,0.00,0.64,0.00
20545,14.24,111,0.15,1247,0.00,0.00,16,14.10,16.00,4.93,-9.77,6.07,1.48,0.00,0.64,0.00
20608,14.36,111,0.15,1252,0.00,0.00,16,14.10,16.50,4.93,-9.77,6.11,1.48,0.00,0.64,0.00
20670,14.36,111,0.15,1255,0.00,0.00,16,14.10,15.50,4.93,-9.75,6.11,1.48,0.00,0.64,0.00
20733,14.24,111,0.15,1238,0.00,0.00,16,14.10,17.00,4.93,-9.75,6.11,1.48,0.00,0.64,0.00
20795,14.47,111,0.15,1255,0.00,0.00,16,14.10,15.00,4.93,-9.75,6.07,1.48,0.00,0.64,0.00
20858,14.36,111,0.14,1266,0.00,0.00,16,14.10,14.00,4.93,-9.75,6.11,1.48,0.00,0.64,0.00
20920,14.36,111,0.14,1251,0.00,0.00,16,14.10,15.50,4.93,-9.77,6.04,1.48,0.00,0.64,0.00
20983,14.24,111,0.15,1244,0.00,0.00,16,14.10,16.00,4.93,-9.77,6.11,1.48,0.00,0.64,0.00
21045,14.36,111,0.15,1237,0.00,0.00,16,14.10,16.50,4.93,-9.75,6.18,1.48,0.00,0.64,0.00
21108,14.47,111,0.15,1232,0.00,0.00,16,14.10,17.50,4.93,-9.73,6.26,1.48,0.00,0.64,0.00
21186,14.36,111,0.15,1242,0.00,0.00,16,14.10,16.00,5.08,-9.67,6.26,1.50,0.00,0.64,0.00
21249,14.36,111,0.15,1242,0.00,0.00,16,14.10,15.50,5.08,-9.63,6.37,1.50,0.00,0.64,0.00
21311,14.47,111,0.15,1247,0.00,0.00,16,14.10,16.00,5.08,-9.63,6.29,1.50,0.00,0.64,0.00
21374,14.36,111,0.15,1254,0.00,0.00,16,14.10,15.50,5.08,-9.65,6.22,1.50,0.00,0.64,0.00
21436,14.47,111,0.15,1249,0.00,0.00,16,14.10,16.00,5.08,-9.63,6.18,1.50,0.00,0.64,0.00
