Time (msec),A/F Sensor #1 (AFR),Coolant Temperature (F),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),Turbo Dynamics Proportional* (absolute %)
1588500,15.96,190,0.28,1621,0.00,0.00,16,31.68,30.50,9.29,-5.47,15.19,1.94,0.00,0.92,0.00
1588562,15.73,190,0.28,1602,0.00,0.00,16,30.62,31.50,9.29,-5.39,15.26,1.94,0.00,0.92,0.00
1588625,15.50,190,0.29,1614,0.00,0.00,16,31.68,30.50,9.43,-5.32,15.12,1.96,0.00,0.92,0.00
1588687,15.27,190,0.28,1650,0.00,0.00,16,30.62,31.50,9.43,-5.26,15.19,1.94,0.00,0.92,0.00
1588765,15.04,190,0.28,1608,0.00,0.00,16,31.33,30.00,9.43,-5.26,15.33,1.96,0.00,0.92,0.00
1588828,14.93,190,0.28,1642,0.00,0.00,16,32.03,32.00,9.58,-5.18,15.48,1.94,0.00,0.94,0.00
1588891,15.04,190,0.28,1662,0.00,0.00,16,31.68,32.00,9.43,-5.22,15.33,1.96,0.00,0.94,0.00
1588953,15.04,190,0.28,1653,0.00,0.00,16,32.03,31.50,9.43,-5.22,15.55,1.96,0.00,0.94,0.00
1589016,15.39,190,0.28,1682,0.00,0.00,16,32.03,32.00,9.43,-5.24,15.77,1.96,0.00,0.94,0.00
1589078,15.39,190,0.28,1649,0.00,0.00,16,32.03,30.50,9.43,-5.26,14.93,1.96,0.00,0.94,0.00
1589141,15.39,190,0.29,1674,0.00,0.00,16,32.73,32.50,9.43,-5.26,16.14,1.98,0.00,0.94,0.00
1589203,15.39,190,0.29,1674,0.00,0.00,16,32.73,33.00,9.43,-5.28,16.29,1.98,0.00,0.94,0.00
1589266,15.27,190,0.30,1671,0.00,0.00,16,33.44,33.00,9.43,-5.28,16.66,1.98,0.00,0.94,0.00
1589328,15.16,190,0.29,1671,0.00,0.00,16,32.73,33.00,9.43,-5.30,16.23,2.00,0.00,0.94,0.00
1589391,14.93,190,0.29,1712,0.00,0.00,16,32.03,32.00,9.43,-5.36,16.22,1.98,0.00,0.94,0.00
1589469,14.70,190,0.28,1682,0.00,0.00,16,33.09,32.50,9.43,-5.34,16.07,1.96,0.00,0.92,0.00
1589531,14.36,190,0.28,1694,0.00,0.00,16,32.73,32.50,9.43,-5.39,16.29,1.96,0.00,0.92,0.00
1589594,14.24,190,0.28,1712,0.00,0.00,16,33.09,32.00,9.29,-5.45,16.29,1.98,0.00,0.92,0.00
1589656,14.36,190,0.28,1692,0.00,0.00,16,33.09,33.00,9.29,-5.47,15.85,1.96,0.00,0.92,0.00
1589719,14.47,190,0.28,1730,0.00,0.00,16,32.38,33.00,9.14,-5.57,15.78,1.96,0.00,0.92,0.00
1589781,14.70,190,0.27,1725,0.00,0.00,16,33.09,33.00,9.14,-5.63,15.77,1.96,0.00,0.92,0.00
1589844,14.70,190,0.27,1736,0.00,0.00,16,33.09,33.00,9.00,-5.70,15.78,1.98,0.00,0.90,0.00
1589906,14.81,190,0.25,1743,0.00,0.00,16,33.09,33.00,9.00,-5.82,15.41,1.94,0.00,0.90,0.00
1589969,14.81,190,0.25,1746,0.00,0.00,16,33.44,33.00,8.85,-5.96,15.33,1.94,0.00,0.90,0.00
1590031,14.81,190,0.25,1748,0.00,0.00,16,33.44,33.00,8.71,-6.11,14.60,1.92,0.00,0.90,0.00
1590109,14.81,190,0.25,1745,0.00,0.00,16,33.44,33.00,8.56,-6.23,15.19,1.94,0.00,0.88,0.00
1590172,14.93,190,0.24,1760,0.00,0.00,16,33.44,33.00,8.27,-6.52,14.15,1.88,0.00,0.86,0.00
1590234,15.04,190,0.23,1762,0.00,0.00,16,33.09,33.00,8.13,-6.73,13.32,1.86,0.00,0.86,0.00
1590297,15.04,190,0.23,1757,0.00,0.00,16,33.44,33.00,7.84,-6.90,12.85,1.86,0.00,0.86,0.00
1590359,14.70,190,0.22,1775,0.00,0.00,16,33.44,33.00,7.69,-7.06,12.53,1.84,0.00,0.86,0.00
1590422,14.36,190,0.22,1764,0.00,0.00,16,33.44,33.00,7.55,-7.21,13.27,1.88,0.00,0.86,0.00
1590484,14.13,190,0.21,1774,0.00,0.00,16,33.79,33.00,7.40,-7.37,12.37,1.82,0.00,0.86,0.00
1590547,14.01,190,0.21,1802,0.00,0.00,16,33.44,33.50,7.25,-7.50,12.42,1.84,0.00,0.86,0.00
1590609,14.01,190,0.21,1786,0.00,0.00,16,33.79,33.00,7.11,-7.56,12.15,1.84,0.00,0.86,0.00
1590672,14.13,190,0.21,1800,0.00,0.00,16,33.44,33.50,7.11,-7.62,12.52,1.84,0.00,0.86,0.00
1590734,14.36,190,0.21,1805,0.00,0.00,16,33.44,33.50,7.11,-7.68,12.48,1.84,0.00,0.86,0.00
1590797,14.59,190,0.20,1793,0.00,0.00,16,33.44,33.00,6.96,-7.70,12.04,1.80,0.00,0.86,0.00
1590875,14.70,190,0.20,1806,0.00,0.00,16,33.44,33.50,6.96,-7.75,12.10,1.82,0.00,0.86,0.00
1590938,14.70,190,0.19,1805,0.00,0.00,16,33.09,33.00,6.96,-7.77,11.33,1.74,0.00,0.86,0.00
1591000,14.70,190,0.20,1804,0.00,0.00,16,33.44,33.00,6.96,-7.77,11.61,1.80,0.00,0.86,0.00
1591063,14.70,190,0.20,1808,0.00,0.00,16,33.79,33.50,6.82,-7.81,11.99,1.80,0.00,0.84,0.00
1591125,14.81,190,0.19,1826,0.00,0.00,16,33.44,33.50,6.82,-7.83,11.40,1.78,0.00,0.84,0.00
1591188,14.93,190,0.20,1795,0.00,0.00,16,33.44,33.00,6.82,-7.85,11.77,1.80,0.00,0.86,0.00
1591250,14.93,190,0.20,1826,0.00,0.00,16,34.14,33.50,6.82,-7.83,12.10,1.82,0.00,0.84,0.00
1591313,15.04,190,0.20,1817,0.00,0.00,16,33.79,34.00,6.82,-7.85,12.25,1.84,0.00,0.86,0.00
1591375,15.16,190,0.20,1791,0.00,0.00,16,34.14,33.00,6.82,-7.85,12.04,1.82,0.00,0.86,0.00
1591438,15.04,190,0.19,1828,0.00,0.00,16,34.14,34.00,6.82,-7.85,11.93,1.82,0.00,0.86,0.00
1591500,15.04,190,0.20,1819,0.00,0.00,16,33.79,34.00,6.82,-7.87,12.10,1.82,0.00,0.86,0.00
1591563,14.93,190,0.19,1821,0.00,0.00,16,33.79,33.50,6.82,-7.87,11.99,1.82,0.00,0.86,0.00
1591625,14.70,190,0.19,1821,0.00,0.00,16,33.79,33.00,6.82,-7.91,11.51,1.82,0.00,0.86,0.00
1591703,14.59,190,0.19,1810,0.00,0.00,16,33.44,33.50,6.82,-7.91,12.04,1.80,0.00,0.84,0.00
1591766,14.59,190,0.20,1809,0.00,0.00,16,33.44,33.50,6.82,-7.91,11.93,1.80,0.00,0.84,0.00
1591829,14.59,190,0.20,1809,0.00,0.00,16,34.14,33.50,6.82,-7.91,11.93,1.82,0.00,0.84,0.00
1591891,14.70,190,0.20,1814,0.00,0.00,16,33.79,33.50,6.82,-7.93,11.71,1.82,0.00,0.84,0.00
1591954,14.70,190,0.19,1819,0.00,0.00,16,33.79,33.50,6.82,-7.95,11.66,1.82,0.00,0.84,0.00
1592016,14.81,190,0.19,1822,0.00,0.00,16,33.79,33.00,6.82,-7.95,11.35,1.80,0.00,0.84,0.00
1592079,14.81,190,0.19,1826,0.00,0.00,16,33.79,33.50,6.82,-7.95,11.46,1.80,0.00,0.84,0.00
1592141,14.59,190,0.19,1830,0.00,0.00,16,33.44,33.00,6.82,-7.97,11.51,1.80,0.00,0.84,0.00
1592203,14.59,190,0.20,1820,0.00,0.00,16,34.49,34.00,6.67,-7.95,11.51,1.78,0.00,0.84,0.00
1592266,14.70,190,0.20,1834,0.00,0.00,16,34.49,34.00,6.82,-7.97,12.14,1.82,0.00,0.84,0.00
1592329,14.70,190,0.20,1829,0.00,0.00,16,34.14,34.00,6.67,-7.97,12.42,1.84,0.00,0.84,0.00
1592407,14.81,190,0.20,1825,0.00,0.00,16,34.49,34.00,6.67,-7.95,12.31,1.80,0.00,0.84,0.00
1592469,14.81,190,0.20,1841,0.00,0.00,16,34.49,34.00,6.82,-7.97,12.19,1.82,0.00,0.86,0.00
1592532,14.59,190,0.20,1830,0.00,0.00,16,34.14,34.00,6.67,-7.97,12.75,1.84,0.00,0.84,0.00
1592594,13.90,190,0.19,1836,0.00,0.00,16,34.14,34.00,6.67,-7.97,12.04,1.78,0.00,0.84,0.00
1592657,13.78,190,0.19,1845,0.00,0.00,16,34.14,33.50,6.67,-8.02,11.41,1.82,0.00,0.80,0.00
1592719,13.90,190,0.18,1828,0.00,0.00,16,33.79,33.50,6.67,-8.24,11.61,1.74,0.00,0.78,0.00
1592782,13.90,190,0.17,1864,0.00,0.00,16,33.09,33.50,6.24,-8.62,9.79,1.70,0.00,0.76,0.00
1592844,14.47,190,0.15,1846,0.00,0.00,16,32.03,33.00,5.80,-9.07,8.20,1.58,0.00,0.70,0.00
1592907,14.70,190,0.13,1848,0.00,0.00,16,30.98,32.00,5.22,-9.57,6.26,1.48,0.00,0.68,0.00
1592969,14.36,190,0.11,1844,0.00,0.00,16,29.22,30.50,4.64,-10.11,4.82,1.40,0.00,0.68,0.00
1593032,13.90,190,0.10,1838,0.00,0.00,16,27.11,29.00,4.35,-10.46,5.55,1.44,0.00,0.68,0.00
1593110,13.44,190,0.10,1814,0.00,0.00,16,25.70,27.00,4.06,-10.67,5.87,1.46,0.00,0.68,0.00
1593172,13.21,190,0.10,1835,0.00,0.00,16,23.59,25.50,3.77,-10.91,5.74,1.46,0.00,0.66,0.00
1593235,13.09,190,0.10,1864,0.00,0.00,16,20.78,23.50,3.63,-11.08,6.07,1.50,0.00,0.66,0.00
1593298,13.90,190,0.10,1788,0.00,0.00,16,17.97,20.50,3.48,-11.16,6.33,1.50,0.00,0.66,0.00
1593360,14.59,190,0.11,1840,0.00,0.00,16,14.80,17.50,3.48,-11.16,6.40,1.50,0.00,0.66,0.00
1593423,14.81,190,0.11,1813,0.00,0.00,16,14.10,14.50,3.63,-11.12,6.73,1.52,0.00,0.66,0.00
1593485,15.39,190,0.11,1757,0.00,0.00,16,14.10,14.00,3.63,-11.10,6.48,1.50,0.00,0.66,0.00
1593548,16.54,190,0.10,1816,0.00,0.00,16,14.10,14.00,3.63,-11.10,6.40,1.50,0.00,0.66,0.00
1593610,18.15,190,0.10,1788,0.00,0.00,16,14.10,14.00,3.63,-11.12,6.18,1.50,0.00,0.66,0.00
1593688,19.75,190,0.10,1766,0.00,0.00,16,14.10,14.00,3.63,-11.12,6.15,1.48,0.00,0.68,0.00
1593735,21.94,190,0.12,1803,0.00,0.00,16,14.10,14.00,3.63,-11.12,6.40,1.52,0.00,0.68,0.00
1593798,23.77,190,0.12,1750,0.00,0.00,16,14.80,14.00,3.63,-11.00,7.14,1.56,0.00,0.70,0.00
1593875,25.27,190,0.13,1764,0.00,0.00,16,16.21,15.50,3.92,-10.81,7.57,1.58,0.00,0.76,0.00
1593938,25.27,190,0.15,1782,0.00,0.00,16,19.02,17.50,4.06,-10.62,8.56,1.58,0.00,0.82,0.00
1594001,25.61,190,0.17,1765,0.00,0.00,16,22.19,20.00,4.64,-10.36,10.13,1.66,0.00,0.82,0.00
1594063,25.61,190,0.17,1766,0.00,0.00,16,25.00,23.00,4.93,-9.82,9.88,1.72,0.00,0.82,0.00
1594126,24.69,190,0.18,1769,0.00,0.00,16,28.87,26.50,5.22,-9.46,10.54,1.72,0.00,0.82,0.00
1594188,23.54,190,0.18,1775,0.00,0.00,16,32.03,30.50,5.51,-9.17,10.45,1.74,0.00,0.82,0.00
1594251,23.43,190,0.18,1754,0.00,0.00,16,31.68,31.50,5.80,-8.95,10.33,1.74,0.00,0.82,0.00
1594313,18.95,190,0.18,1772,0.00,0.00,16,32.38,32.00,5.95,-8.82,10.59,1.74,0.00,0.82,0.00
1594376,14.24,190,0.17,1772,0.00,0.00,16,32.03,32.00,5.95,-8.72,10.43,1.74,0.00,0.82,0.00
1594438,13.32,190,0.18,1799,0.00,0.00,16,31.68,32.00,5.95,-8.70,10.45,1.72,0.00,0.82,0.00
1594516,13.21,190,0.15,1757,0.00,0.00,16,31.33,31.00,5.95,-8.64,9.35,1.74,0.00,0.82,0.00
1594579,13.55,190,0.18,1774,0.00,0.00,16,30.98,31.50,6.09,-8.62,10.28,1.66,0.00,0.82,0.00
1594641,14.01,190,0.17,1758,0.00,0.00,16,32.03,31.00,6.09,-8.59,10.08,1.72,0.00,0.82,0.00
1594704,14.59,190,0.18,1734,0.00,0.00,16,32.03,32.00,6.09,-8.59,10.79,1.74,0.00,0.82,0.00
1594766,14.81,190,0.18,1778,0.00,0.00,16,31.68,31.00,6.09,-8.55,10.38,1.74,0.00,0.82,0.00
1594829,15.39,190,0.18,1716,0.00,0.00,16,32.38,32.00,6.24,-8.47,10.38,1.74,0.00,0.84,0.00
1594892,15.62,190,0.19,1781,0.00,0.00,16,32.38,33.00,6.24,-8.37,10.48,1.74,0.00,0.84,0.00
1594954,15.85,190,0.20,1770,0.00,0.00,16,33.09,32.50,6.38,-8.28,11.09,1.78,0.00,0.86,0.00
1595017,15.62,190,0.21,1755,0.00,0.00,16,33.44,33.50,6.53,-8.06,11.66,1.82,0.00,0.86,0.00
1595079,15.39,190,0.23,1809,0.00,0.00,16,32.73,33.00,6.67,-7.89,12.64,1.84,0.00,0.88,0.00
1595142,15.27,190,0.22,1765,0.00,0.00,16,33.44,33.00,6.82,-7.70,13.26,1.86,0.00,0.88,0.00
1595220,14.93,190,0.24,1786,0.00,0.00,16,33.79,33.00,7.11,-7.46,13.14,1.88,0.00,0.92,0.00
1595282,14.47,190,0.26,1777,0.00,0.00,16,34.14,33.50,7.40,-7.12,14.15,1.90,0.00,0.92,0.00
1595345,14.13,190,0.26,1780,0.00,0.00,16,34.49,34.00,7.84,-6.71,15.55,1.94,0.00,0.92,0.00
1595407,13.67,190,0.28,1802,0.00,0.00,16,34.14,34.00,8.13,-6.50,15.85,1.96,0.00,0.94,0.00
1595470,14.01,190,0.27,1773,0.00,0.00,16,34.49,34.00,8.42,-6.30,16.22,1.98,0.00,0.94,0.00
1595532,14.13,190,0.27,1785,0.00,0.00,16,34.49,34.00,8.56,-6.17,16.22,1.98,0.00,0.94,0.00
1595595,14.36,190,0.27,1794,0.00,0.00,16,34.49,34.00,8.56,-6.07,16.22,2.00,0.00,0.94,0.00
1595657,14.47,190,0.27,1782,0.00,0.00,16,35.20,34.00,8.71,-5.99,16.36,1.98,0.00,0.94,0.00
1595720,14.59,190,0.26,1814,0.00,0.00,16,34.49,35.00,8.71,-5.98,16.44,1.96,0.00,0.94,0.00
1595782,14.81,190,0.26,1802,0.00,0.00,16,34.84,34.00,8.71,-5.94,16.00,1.96,0.00,0.94,0.00
1595845,14.81,190,0.27,1814,0.00,0.00,16,35.90,34.50,8.71,-5.94,15.92,1.96,0.00,0.94,0.00
1595907,15.04,190,0.28,1834,0.00,0.00,16,35.55,35.50,8.71,-5.96,17.19,2.02,0.00,0.94,0.00
1595985,15.16,190,0.27,1816,0.00,0.00,16,35.90,35.50,8.71,-5.92,16.88,2.00,0.00,0.94,0.00
1596048,15.16,190,0.27,1839,0.00,0.00,16,35.90,35.50,8.71,-5.94,16.58,2.00,0.00,0.92,0.00
1596110,15.04,190,0.27,1831,0.00,0.00,16,35.90,35.50,8.71,-6.05,16.44,1.94,0.00,0.90,0.00
1596173,14.70,190,0.25,1845,0.00,0.00,16,35.55,35.50,8.56,-6.23,14.47,1.90,0.00,0.90,0.00
1596235,14.47,190,0.25,1842,0.00,0.00,16,35.55,35.50,8.42,-6.38,15.13,1.94,0.00,0.90,0.00
1596298,14.47,190,0.24,1854,0.00,0.00,16,35.90,35.50,8.13,-6.56,14.09,1.92,0.00,0.90,0.00
1596360,14.36,190,0.21,1858,0.00,0.00,16,35.20,35.50,7.98,-6.71,12.79,1.88,0.00,0.88,0.00
1596423,14.70,190,0.21,1867,0.00,0.00,16,35.20,34.50,7.84,-6.81,13.03,1.84,0.00,0.88,0.00
1596485,14.70,190,0.22,1878,0.00,0.00,16,35.55,35.00,7.69,-6.94,14.02,1.90,0.00,0.88,0.00
1596548,14.81,190,0.20,1876,0.00,0.00,16,35.20,35.50,7.69,-7.06,12.59,1.84,0.00,0.86,0.00
1596626,15.04,190,0.20,1887,0.00,0.00,16,35.20,35.50,7.55,-7.21,12.64,1.84,0.00,0.86,0.00
1596688,15.04,190,0.20,1888,0.00,0.00,16,35.20,35.50,7.25,-7.41,12.36,1.84,0.00,0.86,0.00
1596751,15.50,190,0.20,1889,0.00,0.00,16,35.20,35.00,7.11,-7.56,12.30,1.82,0.00,0.86,0.00
1596814,15.62,190,0.20,1890,0.00,0.00,16,35.20,35.00,7.11,-7.66,12.37,1.84,0.00,0.84,0.00
1596877,15.62,190,0.18,1893,0.00,0.00,16,34.14,34.50,6.96,-7.79,11.57,1.84,0.00,0.72,0.00
1596939,15.50,190,0.16,1877,0.00,0.00,16,32.73,33.00,5.66,-8.97,7.12,1.74,0.00,0.68,0.00
1597002,15.27,190,0.13,1884,0.00,0.00,16,30.98,32.00,5.22,-9.48,5.23,1.44,0.00,0.68,0.00
1597064,14.93,190,0.11,1884,0.00,0.00,16,28.87,29.50,5.22,-9.98,5.17,1.44,0.00,0.68,0.00
1597127,14.47,190,0.10,1873,0.00,0.00,16,27.11,27.50,4.64,-10.35,5.10,1.42,0.00,0.68,0.00
1597189,14.01,190,0.09,1836,0.00,0.00,16,25.00,26.00,4.35,-10.60,5.10,1.42,0.00,0.64,0.00
1597252,13.32,190,0.09,1858,0.00,0.00,16,20.78,21.50,4.06,-10.94,5.52,1.40,0.00,0.64,0.00
1597314,13.09,190,0.09,1888,0.00,0.00,16,16.91,17.50,3.63,-11.22,5.85,1.44,0.00,0.64,0.00
1597392,12.98,190,0.10,1825,0.00,0.00,16,14.10,14.00,3.48,-11.25,5.85,1.48,0.00,0.64,0.00
1597455,13.78,190,0.10,1870,0.00,0.00,16,14.10,14.00,3.48,-11.27,6.18,1.48,0.00,0.64,0.00
1597517,14.47,190,0.10,1842,0.00,0.00,16,14.10,14.00,3.34,-11.29,6.44,1.50,0.00,0.64,0.00
1597580,14.93,190,0.10,1811,0.00,0.00,16,14.10,14.00,3.34,-11.31,6.26,1.48,0.00,0.64,0.00
1597642,15.50,190,0.09,1852,0.00,0.00,16,14.10,14.00,3.34,-11.31,5.91,1.46,0.00,0.64,0.00
1597705,16.54,190,0.10,1792,0.00,0.00,16,14.10,14.00,3.34,-11.29,5.84,1.46,0.00,0.64,0.00
1597767,18.38,190,0.10,1820,0.00,0.00,16,14.10,14.00,3.34,-11.27,6.18,1.48,0.00,0.64,0.00
1597830,19.98,190,0.11,1814,0.00,0.00,16,14.10,14.00,3.34,-11.29,6.33,1.48,0.00,0.64,0.00
1597892,21.71,190,0.10,1768,0.00,0.00,16,14.10,14.00,3.34,-11.29,6.22,1.48,0.00,0.64,0.00
1597955,23.54,190,0.11,1816,0.00,0.00,16,14.10,14.00,3.34,-11.31,6.07,1.48,0.00,0.64,0.00
1598017,24.81,190,0.11,1775,0.00,0.00,16,14.10,14.00,3.34,-11.33,6.48,1.52,0.00,0.64,0.00
1598095,25.61,190,0.11,1762,0.00,0.00,16,14.10,14.00,3.34,-11.33,6.33,1.48,0.00,0.64,0.00
1598158,25.27,190,0.10,1800,0.00,0.00,16,14.10,14.00,3.34,-11.35,6.29,1.48,0.00,0.64,0.00
1598220,24.35,190,0.10,1751,0.00,0.00,16,14.10,14.00,3.34,-11.35,6.11,1.48,0.00,0.64,0.00
1598283,23.89,190,0.09,1736,0.00,0.00,16,14.10,14.00,3.34,-11.33,5.81,1.44,0.00,0.64,0.00
1598345,23.54,190,0.10,1740,0.00,0.00,16,14.10,14.00,3.34,-11.35,5.81,1.48,0.00,0.64,0.00
1598408,24.12,190,0.10,1681,0.00,0.00,16,14.10,14.00,3.34,-11.29,5.98,1.46,0.00,0.64,0.00
1598470,23.54,190,0.11,1609,0.00,0.00,16,14.10,14.00,3.34,-11.27,5.40,1.44,0.00,0.64,0.00
1598533,23.66,190,0.12,1533,0.00,0.00,16,14.10,14.00,3.48,-11.20,5.72,1.44,0.00,0.64,0.00
1598595,23.54,190,0.12,1408,0.00,0.00,16,14.10,14.00,3.63,-11.12,5.87,1.44,0.00,0.64,0.00
1598658,23.89,190,0.11,1342,0.00,0.00,16,14.10,22.00,3.63,-11.08,5.04,1.38,0.00,0.64,0.00
1598720,23.66,190,0.13,1227,0.00,0.00,16,14.10,22.00,3.63,-10.94,4.99,1.44,0.00,0.64,0.00
1598798,24.00,190,0.13,1196,0.00,0.00,16,14.10,22.00,3.92,-10.85,5.08,1.40,0.00,0.64,0.00
1598861,23.89,190,0.12,1210,0.00,0.00,16,14.10,22.00,3.92,-10.83,4.79,1.40,0.00,0.64,0.00
1598924,24.12,190,0.12,1220,0.00,0.00,16,14.10,22.00,3.77,-10.87,4.73,1.34,0.00,0.64,0.00
1598986,23.77,190,0.12,1221,0.00,0.00,16,14.10,21.50,3.77,-10.91,4.44,1.38,0.00,0.64,0.00
1599048,23.89,190,0.12,1218,0.00,0.00,16,14.10,21.50,3.77,-10.96,4.82,1.34,0.00,0.64,0.00
1599111,23.54,190,0.11,1194,0.00,0.00,16,14.10,22.00,3.77,-10.93,4.46,1.38,0.00,0.64,0.00
1599174,23.66,190,0.12,1181,0.00,0.00,16,14.10,22.00,3.77,-10.96,4.82,1.38,0.00,0.64,0.00
1599236,23.54,190,0.13,1171,0.00,0.00,16,14.10,22.00,3.77,-10.91,4.88,1.40,0.00,0.64,0.00
1599298,23.54,190,0.13,1131,0.00,0.00,16,14.10,22.00,3.77,-10.89,4.95,1.40,0.00,0.64,0.00
1599361,23.54,190,0.13,1113,0.00,0.00,16,14.10,22.00,3.77,-10.87,4.95,1.40,0.00,0.64,0.00
1599439,23.31,190,0.14,1093,0.00,0.00,16,14.10,22.00,3.92,-10.85,4.88,1.40,0.00,0.64,0.00
1599502,23.08,190,0.14,1072,0.00,0.00,16,14.10,22.00,3.92,-10.81,4.85,1.40,0.00,0.64,0.00
1599564,21.48,190,0.13,1060,0.00,0.00,16,14.10,22.00,3.92,-10.77,4.69,1.38,0.00,0.64,0.00
1599627,19.41,190,0.13,1050,0.00,0.00,16,14.10,22.00,3.92,-10.75,4.64,1.38,0.00,0.64,0.00
1599689,17.00,190,0.12,1050,0.00,0.00,16,14.10,22.00,3.92,-10.71,4.26,1.34,0.00,0.64,0.00
1599752,14.70,190,0.12,1025,0.00,0.00,16,14.10,22.00,3.92,-10.67,4.18,1.34,0.00,0.64,0.00
1599814,13.21,190,0.12,1026,0.00,0.00,16,14.10,22.00,4.06,-10.67,4.10,1.32,0.00,0.64,0.00
1599877,12.63,190,0.12,1027,0.00,0.00,16,14.10,22.00,4.06,-10.65,4.18,1.34,0.00,0.64,0.00
1599939,12.17,190,0.12,1026,0.00,0.00,16,14.10,22.00,4.06,-10.67,3.99,1.32,0.00,0.64,0.00
1600002,11.83,190,0.11,1035,0.00,0.00,16,14.10,21.50,4.06,-10.69,3.99,1.30,0.00,0.64,0.00
1600064,11.60,190,0.12,1043,0.00,0.00,16,14.10,21.50,4.06,-10.71,3.99,1.32,0.00,0.64,0.00
1600127,11.48,190,0.12,1037,0.00,0.00,16,14.10,21.00,3.92,-10.71,4.04,1.32,0.00,0.64,0.00
1600205,11.37,190,0.12,1036,0.00,0.00,16,14.10,21.50,3.92,-10.71,4.15,1.32,0.00,0.64,0.00
1600267,11.25,190,0.12,1025,0.00,0.00,16,14.10,21.00,3.92,-10.73,4.10,1.32,0.00,0.64,0.00
1600330,11.25,190,0.12,1025,0.00,0.00,16,14.10,21.00,3.92,-10.75,4.10,1.32,0.00,0.64,0.00
1600392,11.25,190,0.11,1020,0.00,0.00,16,14.10,21.00,3.92,-10.75,3.99,1.30,0.00,0.64,0.00
1600455,11.25,190,0.11,1013,0.00,0.00,16,14.10,21.00,3.92,-10.71,3.88,1.30,0.00,0.64,0.00
1600517,11.37,190,0.11,1013,0.00,0.00,16,14.10,21.00,3.92,-10.71,3.83,1.30,0.00,0.64,0.00
1600580,11.48,190,0.11,1009,0.00,0.00,16,14.10,20.50,3.92,-10.69,3.75,1.28,0.00,0.64,0.00
1600642,11.48,190,0.11,999,0.00,0.00,16,14.10,21.00,4.06,-10.69,3.58,1.28,0.00,0.64,0.00
1600705,11.60,190,0.12,986,0.00,0.00,16,14.10,22.00,4.06,-10.67,3.60,1.28,0.00,0.64,0.00
1600767,11.71,190,0.12,976,0.00,0.00,16,14.10,22.00,4.06,-10.64,3.75,1.30,0.00,0.64,0.00
1600830,11.94,190,0.12,955,0.00,0.00,16,14.10,22.00,4.06,-10.58,3.83,1.30,0.00,0.64,0.00
1600893,11.94,190,0.12,943,0.00,0.00,16,14.10,22.00,4.06,-10.56,3.72,1.28,0.00,0.64,0.00
1600971,12.17,190,0.12,937,0.00,0.00,16,14.10,22.00,4.21,-10.50,3.62,1.28,0.00,0.64,0.00
1601033,12.29,190,0.11,931,0.00,0.00,16,14.10,22.00,4.21,-10.48,3.62,1.26,0.00,0.64,0.00
1601096,12.40,190,0.11,923,0.00,0.00,16,14.10,22.00,4.21,-10.40,3.47,1.24,0.00,0.64,0.00
1601158,12.40,190,0.11,915,0.00,0.00,16,14.10,22.00,4.35,-10.40,3.21,1.24,0.00,0.64,0.00
1601221,12.63,190,0.11,898,0.00,0.00,16,14.10,22.00,4.35,-10.36,3.28,1.24,0.00,0.64,0.00
1601283,12.75,190,0.12,890,0.00,0.00,16,14.10,22.00,4.35,-10.36,3.38,1.26,0.00,0.64,0.00
1601346,12.98,190,0.12,872,0.00,0.00,16,14.10,22.00,4.35,-10.31,3.42,1.26,0.00,0.64,0.00
1601408,12.98,190,0.12,858,0.00,0.00,16,14.10,22.00,4.50,-10.27,3.42,1.26,0.00,0.64,0.00
1601471,13.21,190,0.12,842,0.00,0.00,16,14.10,22.00,4.50,-10.23,3.47,1.26,0.00,0.64,0.00
1601533,13.32,190,0.12,834,0.00,0.00,16,14.10,22.00,4.50,-10.15,3.47,1.26,0.00,0.64,0.00
1601596,13.44,190,0.13,834,0.00,0.00,16,14.10,22.00,4.64,-10.09,3.49,1.26,0.00,0.64,0.00
1601658,13.44,190,0.12,828,0.00,0.00,16,14.10,22.00,4.64,-10.06,3.49,1.26,0.00,0.64,0.00
1601736,13.78,190,0.12,831,0.00,0.00,16,14.10,22.00,4.64,-10.06,3.40,1.26,0.00,0.64,0.00
1601799,13.78,190,0.12,832,0.00,0.00,16,14.10,22.00,4.64,-10.02,3.36,1.26,0.00,0.64,0.00
1601861,13.78,190,0.12,826,0.00,0.00,16,14.10,22.00,4.64,-10.02,3.33,1.26,0.00,0.64,0.00
1601924,14.13,190,0.12,823,0.00,0.00,16,14.10,22.00,4.79,-9.96,3.31,1.24,0.00,0.64,0.00
1601986,14.24,190,0.12,822,0.00,0.00,16,14.10,22.00,4.79,-9.96,3.36,1.24,0.00,0.64,0.00
1602049,14.36,190,0.13,799,0.00,0.00,16,14.10,22.00,4.79,-9.92,3.40,1.26,0.00,0.64,0.00
1602111,14.70,190,0.13,811,0.00,0.00,16,14.10,22.00,4.79,-9.88,3.45,1.26,0.00,0.64,0.00
1602174,14.81,190,0.13,816,0.00,0.00,16,14.10,22.00,4.79,-9.86,3.45,1.26,0.00,0.64,0.00
